codigo_br,desc_item,codigo_pdm,desc_pdm,numeroCaracteristica,nomeCaracteristica,nomeValorCaracteristica,siglaUnidadeMedida
627863,"627863 - Ácido Salicílico, Composição Básica:Associado Ao Ácido Lático, Concentração:20% + 0,015%, Forma Farmacêutica:Solução Tópica",2025,Ácido Salicílico,7,Forma Farmacêutica,Solução Tópica,NA
482023,"482023 - Ácido Salicílico, Concentração:3%, Forma Farmacêutica:Pomada, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,6,Concentração,3%,NA
482023,"482023 - Ácido Salicílico, Concentração:3%, Forma Farmacêutica:Pomada, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,7,Forma Farmacêutica,Pomada,NA
482023,"482023 - Ácido Salicílico, Concentração:3%, Forma Farmacêutica:Pomada, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,8,Característica Adicional,Formulação Especialmente Manipulada,NA
465076,"465076 - Ácido Salicílico, Concentração:1%, Forma Farmacêutica:Solução Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,6,Concentração,1%,NA
465076,"465076 - Ácido Salicílico, Concentração:1%, Forma Farmacêutica:Solução Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,7,Forma Farmacêutica,Solução Tópica,NA
465076,"465076 - Ácido Salicílico, Concentração:1%, Forma Farmacêutica:Solução Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,8,Característica Adicional,Formulação Especialmente Manipulada,NA
465005,"465005 - Ácido Salicílico, Concentração:6%, Forma Farmacêutica:Pomada, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,6,Concentração,6%,NA
465005,"465005 - Ácido Salicílico, Concentração:6%, Forma Farmacêutica:Pomada, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,7,Forma Farmacêutica,Pomada,NA
465005,"465005 - Ácido Salicílico, Concentração:6%, Forma Farmacêutica:Pomada, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,8,Característica Adicional,Formulação Especialmente Manipulada,NA
450410,"450410 - Ácido Salicílico, Composição Básica:Associado Ao Carb. De Magnésio + Glic. De Alumínio, Concentração:325 Mg + 107,50 Mg + 48,75 MG",2025,Ácido Salicílico,2,Composição Básica,Associado Ao Carb. De Magnésio + Glic. De Alumínio,NA
450410,"450410 - Ácido Salicílico, Composição Básica:Associado Ao Carb. De Magnésio + Glic. De Alumínio, Concentração:325 Mg + 107,50 Mg + 48,75 MG",2025,Ácido Salicílico,6,Concentração,"325 Mg + 107,50 Mg + 48,75",MG
450409,"450409 - Ácido Salicílico, Composição Básica:Associado Ao Carb. De Magnésio + Glic. De Alumínio, Concentração:81 Mg + 24,30 Mg + 12,15 MG",2025,Ácido Salicílico,2,Composição Básica,Associado Ao Carb. De Magnésio + Glic. De Alumínio,NA
450409,"450409 - Ácido Salicílico, Composição Básica:Associado Ao Carb. De Magnésio + Glic. De Alumínio, Concentração:81 Mg + 24,30 Mg + 12,15 MG",2025,Ácido Salicílico,6,Concentração,"81 Mg + 24,30 Mg + 12,15",MG
434066,"434066 - Ácido Salicílico, Composição Básica:Associado Ao Resorcinol + Ácido Lático, Concentração:14% + 14% + 14%, Forma Farmacêutica:Solução Alcoólica Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,2,Composição Básica,Associado Ao Resorcinol + Ácido Lático,NA
434066,"434066 - Ácido Salicílico, Composição Básica:Associado Ao Resorcinol + Ácido Lático, Concentração:14% + 14% + 14%, Forma Farmacêutica:Solução Alcoólica Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,6,Concentração,14% + 14% + 14%,NA
434066,"434066 - Ácido Salicílico, Composição Básica:Associado Ao Resorcinol + Ácido Lático, Concentração:14% + 14% + 14%, Forma Farmacêutica:Solução Alcoólica Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,7,Forma Farmacêutica,Solução Alcoólica Tópica,NA
434066,"434066 - Ácido Salicílico, Composição Básica:Associado Ao Resorcinol + Ácido Lático, Concentração:14% + 14% + 14%, Forma Farmacêutica:Solução Alcoólica Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,8,Característica Adicional,Formulação Especialmente Manipulada,NA
422070,"422070 - Ácido Salicílico, Composição Básica:Associado À Uréia, Concentração:3% + 20%, Forma Farmacêutica:Creme, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,2,Composição Básica,Associado À Uréia,NA
422070,"422070 - Ácido Salicílico, Composição Básica:Associado À Uréia, Concentração:3% + 20%, Forma Farmacêutica:Creme, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,6,Concentração,3% + 20%,NA
422070,"422070 - Ácido Salicílico, Composição Básica:Associado À Uréia, Concentração:3% + 20%, Forma Farmacêutica:Creme, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,7,Forma Farmacêutica,Creme,NA
422070,"422070 - Ácido Salicílico, Composição Básica:Associado À Uréia, Concentração:3% + 20%, Forma Farmacêutica:Creme, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,8,Característica Adicional,Formulação Especialmente Manipulada,NA
420856,"420856 - Ácido Salicílico, Concentração:300 MG/ML, Forma Farmacêutica:Solução Aquosa Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,6,Concentração,300,MG/ML
420856,"420856 - Ácido Salicílico, Concentração:300 MG/ML, Forma Farmacêutica:Solução Aquosa Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,7,Forma Farmacêutica,Solução Aquosa Tópica,NA
420856,"420856 - Ácido Salicílico, Concentração:300 MG/ML, Forma Farmacêutica:Solução Aquosa Tópica, Característica Adicional:Formulação Especialmente Manipulada",2025,Ácido Salicílico,8,Característica Adicional,Formulação Especialmente Manipulada,NA
395558,"395558 - Ácido Salicílico, Concentração:5%, Forma Farmacêutica:Pomada, Característica Adicional:Especialmente Manipulado",2025,Ácido Salicílico,6,Concentração,5%,NA
395558,"395558 - Ácido Salicílico, Concentração:5%, Forma Farmacêutica:Pomada, Característica Adicional:Especialmente Manipulado",2025,Ácido Salicílico,7,Forma Farmacêutica,Pomada,NA
395558,"395558 - Ácido Salicílico, Concentração:5%, Forma Farmacêutica:Pomada, Característica Adicional:Especialmente Manipulado",2025,Ácido Salicílico,8,Característica Adicional,Especialmente Manipulado,NA
352932,"352932 - Ácido Salicílico, Composição Básica:Em Colódio Lacto-Salicilado, Concentração:270 MG/G, Forma Farmacêutica:Gel Alcoólico, Característica Adicional:C/ Aplicador",2025,Ácido Salicílico,2,Composição Básica,Em Colódio Lacto-Salicilado,NA
352932,"352932 - Ácido Salicílico, Composição Básica:Em Colódio Lacto-Salicilado, Concentração:270 MG/G, Forma Farmacêutica:Gel Alcoólico, Característica Adicional:C/ Aplicador",2025,Ácido Salicílico,6,Concentração,270,MG/G
352932,"352932 - Ácido Salicílico, Composição Básica:Em Colódio Lacto-Salicilado, Concentração:270 MG/G, Forma Farmacêutica:Gel Alcoólico, Característica Adicional:C/ Aplicador",2025,Ácido Salicílico,7,Forma Farmacêutica,Gel Alcoólico,NA
352932,"352932 - Ácido Salicílico, Composição Básica:Em Colódio Lacto-Salicilado, Concentração:270 MG/G, Forma Farmacêutica:Gel Alcoólico, Característica Adicional:C/ Aplicador",2025,Ácido Salicílico,8,Característica Adicional,C/ Aplicador,NA
321897,"321897 - Ácido Salicílico, Concentração:100 MG/G, Forma Farmacêutica:Pomada",2025,Ácido Salicílico,6,Concentração,100,MG/G
321897,"321897 - Ácido Salicílico, Concentração:100 MG/G, Forma Farmacêutica:Pomada",2025,Ácido Salicílico,7,Forma Farmacêutica,Pomada,NA
320278,"320278 - Ácido Salicílico, Composição Básica:Associado Com Flumetasona Pivalato, Concentração:30 Mg + 0,2 MG/G, Forma Farmacêutica:Pomada",2025,Ácido Salicílico,2,Composição Básica,Associado Com Flumetasona Pivalato,NA
320278,"320278 - Ácido Salicílico, Composição Básica:Associado Com Flumetasona Pivalato, Concentração:30 Mg + 0,2 MG/G, Forma Farmacêutica:Pomada",2025,Ácido Salicílico,6,Concentração,"30 Mg + 0,2",MG/G
320278,"320278 - Ácido Salicílico, Composição Básica:Associado Com Flumetasona Pivalato, Concentração:30 Mg + 0,2 MG/G, Forma Farmacêutica:Pomada",2025,Ácido Salicílico,7,Forma Farmacêutica,Pomada,NA
318305,"318305 - Ácido Salicílico, Composição Básica:Associado Ao Ácido Lático, Concentração:170 Mg + 150 MG/ML, Forma Farmacêutica:Solução Tópica",2025,Ácido Salicílico,2,Composição Básica,Associado Ao Ácido Lático,NA
318305,"318305 - Ácido Salicílico, Composição Básica:Associado Ao Ácido Lático, Concentração:170 Mg + 150 MG/ML, Forma Farmacêutica:Solução Tópica",2025,Ácido Salicílico,6,Concentração,170 Mg + 150,MG/ML
318305,"318305 - Ácido Salicílico, Composição Básica:Associado Ao Ácido Lático, Concentração:170 Mg + 150 MG/ML, Forma Farmacêutica:Solução Tópica",2025,Ácido Salicílico,7,Forma Farmacêutica,Solução Tópica,NA
318291,"318291 - Ácido Salicílico, Concentração:100 MG/ML, Forma Farmacêutica:Solução Tópica",2025,Ácido Salicílico,6,Concentração,100,MG/ML
318291,"318291 - Ácido Salicílico, Concentração:100 MG/ML, Forma Farmacêutica:Solução Tópica",2025,Ácido Salicílico,7,Forma Farmacêutica,Solução Tópica,NA
318290,"318290 - Ácido Salicílico, Concentração:280 MG/G, Forma Farmacêutica:Pasta",2025,Ácido Salicílico,6,Concentração,280,MG/G
318290,"318290 - Ácido Salicílico, Concentração:280 MG/G, Forma Farmacêutica:Pasta",2025,Ácido Salicílico,7,Forma Farmacêutica,Pasta,NA
428257,"428257 - Adenosina, Concentração:2,7 MG/ML, Forma Farmaceutica:Solução Injetável, Características Adicionais:Formulação Especialmente Manipulada",2100,Adenosina,8,Concentração,"2,7",MG/ML
428257,"428257 - Adenosina, Concentração:2,7 MG/ML, Forma Farmaceutica:Solução Injetável, Características Adicionais:Formulação Especialmente Manipulada",2100,Adenosina,9,Forma Farmaceutica,Solução Injetável,NA
428257,"428257 - Adenosina, Concentração:2,7 MG/ML, Forma Farmaceutica:Solução Injetável, Características Adicionais:Formulação Especialmente Manipulada",2100,Adenosina,10,Características Adicionais,Formulação Especialmente Manipulada,NA
278281,"278281 - Adenosina, Dosagem:3 MG/ML, Indicação:Solução Injetável",2100,Adenosina,3,Dosagem,3,MG/ML
278281,"278281 - Adenosina, Dosagem:3 MG/ML, Indicação:Solução Injetável",2100,Adenosina,5,Indicação,Solução Injetável,NA
465484,"465484 - Hipossulfito De Sódio, Concentração:10%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,3,Concentração,10%,NA
465484,"465484 - Hipossulfito De Sódio, Concentração:10%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,4,Forma Farmacêutica,Solução Tópica,NA
465484,"465484 - Hipossulfito De Sódio, Concentração:10%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,5,Características Adicionais,Especialmente Manipulado,NA
455589,"455589 - Hipossulfito De Sódio, Concentração:2%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,3,Concentração,2%,NA
455589,"455589 - Hipossulfito De Sódio, Concentração:2%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,4,Forma Farmacêutica,Solução Tópica,NA
455589,"455589 - Hipossulfito De Sódio, Concentração:2%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,5,Características Adicionais,Especialmente Manipulado,NA
423781,"423781 - Hipossulfito De Sódio, Concentração:50 MG/ML, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,3,Concentração,50,MG/ML
423781,"423781 - Hipossulfito De Sódio, Concentração:50 MG/ML, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,4,Forma Farmacêutica,Solução Tópica,NA
423781,"423781 - Hipossulfito De Sódio, Concentração:50 MG/ML, Forma Farmacêutica:Solução Tópica, Características Adicionais:Especialmente Manipulado",2110,Hipossulfito De Sódio,5,Características Adicionais,Especialmente Manipulado,NA
405962,"405962 - Nimotuzumabe, Concentração:5 MG/ML, Forma Farmacêutica:Solução Injetável",2118,Nimotuzumabe,9,Concentração,5,MG/ML
405962,"405962 - Nimotuzumabe, Concentração:5 MG/ML, Forma Farmacêutica:Solução Injetável",2118,Nimotuzumabe,10,Forma Farmacêutica,Solução Injetável,NA
349794,"349794 - Alfagalsidase, Concentração:1 MG/ML, Forma Farmacêutica:Solução P/ Infusão",2120,Alfagalsidase,3,Concentração,1,MG/ML
349794,"349794 - Alfagalsidase, Concentração:1 MG/ML, Forma Farmacêutica:Solução P/ Infusão",2120,Alfagalsidase,4,Forma Farmacêutica,Solução P/ Infusão,NA
433974,"433974 - Erlosamida, Concentração:100 MG",2147,Erlosamida,3,Concentração,100,MG
398871,"398871 - Erlosamida, Concentração:50 MG",2147,Erlosamida,3,Concentração,50,MG
389657,"389657 - Dinoprostona, Concentração:10 MG, Forma Farmaceutica:Vaginal, Característica Adicional:Com Pessário",2148,Dinoprostona,3,Concentração,10,MG
389657,"389657 - Dinoprostona, Concentração:10 MG, Forma Farmaceutica:Vaginal, Característica Adicional:Com Pessário",2148,Dinoprostona,4,Forma Farmaceutica,Vaginal,NA
389657,"389657 - Dinoprostona, Concentração:10 MG, Forma Farmaceutica:Vaginal, Característica Adicional:Com Pessário",2148,Dinoprostona,5,Característica Adicional,Com Pessário,NA
416617,"416617 - Betacaroteno, Concentração:5 MG, Característica Adicional:Especialmente Manipulado",2149,Betacaroteno,3,Concentração,5,MG
416617,"416617 - Betacaroteno, Concentração:5 MG, Característica Adicional:Especialmente Manipulado",2149,Betacaroteno,5,Característica Adicional,Especialmente Manipulado,NA
412122,"412122 - Betacaroteno, Concentração:15 MG",2149,Betacaroteno,3,Concentração,15,MG
624504,"624504 - Pegaspargase, Concentração:3.750 U, Forma Farmacêutica:Pó Liófilo P/ Injetável",2150,Pegaspargase,3,Concentração,3.750 U,NA
624504,"624504 - Pegaspargase, Concentração:3.750 U, Forma Farmacêutica:Pó Liófilo P/ Injetável",2150,Pegaspargase,4,Forma Farmacêutica,Pó Liófilo P/ Injetável,NA
443435,"443435 - Pegaspargase, Concentração:750 U/ML, Forma Farmacêutica:Solução Injetável",2150,Pegaspargase,3,Concentração,750,U/ML
443435,"443435 - Pegaspargase, Concentração:750 U/ML, Forma Farmacêutica:Solução Injetável",2150,Pegaspargase,4,Forma Farmacêutica,Solução Injetável,NA
357119,"357119 - Beta-Agalsidase, Concentração:35 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",2209,Beta-Agalsidase,3,Concentração,35,MG
357119,"357119 - Beta-Agalsidase, Concentração:35 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",2209,Beta-Agalsidase,4,Forma Farmacêutica,Pó Liófilo P/ Injetável,NA
357118,"357118 - Beta-Agalsidase, Concentração:5 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",2209,Beta-Agalsidase,3,Concentração,5,MG
357118,"357118 - Beta-Agalsidase, Concentração:5 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",2209,Beta-Agalsidase,4,Forma Farmacêutica,Pó Liófilo P/ Injetável,NA
428786,"428786 - Albumina Humana, Concentração:10%, Forma Farmacêutica:Solução Injetável",2239,Albumina Humana,5,Concentração,10%,NA
428786,"428786 - Albumina Humana, Concentração:10%, Forma Farmacêutica:Solução Injetável",2239,Albumina Humana,7,Forma Farmacêutica,Solução Injetável,NA
268376,"268376 - Albumina Humana, Concentração:20%, Uso:Injetável",2239,Albumina Humana,5,Concentração,20%,NA
268376,"268376 - Albumina Humana, Concentração:20%, Uso:Injetável",2239,Albumina Humana,6,Uso,Injetável,NA
331154,"331154 - Álcool Polivinílico, Concentração:14 MG/ML, Forma Farmacêutica:Solução Oftálmica",2252,Álcool Polivinílico,3,Concentração,14,MG/ML
331154,"331154 - Álcool Polivinílico, Concentração:14 MG/ML, Forma Farmacêutica:Solução Oftálmica",2252,Álcool Polivinílico,4,Forma Farmacêutica,Solução Oftálmica,NA
331153,"331153 - Álcool Polivinílico, Composição:Associado À Povidona, Concentração:14 Mg + 6 MG/ML, Forma Farmacêutica:Solução Oftálmica",2252,Álcool Polivinílico,2,Composição,Associado À Povidona,NA
331153,"331153 - Álcool Polivinílico, Composição:Associado À Povidona, Concentração:14 Mg + 6 MG/ML, Forma Farmacêutica:Solução Oftálmica",2252,Álcool Polivinílico,3,Concentração,14 Mg + 6,MG/ML
331153,"331153 - Álcool Polivinílico, Composição:Associado À Povidona, Concentração:14 Mg + 6 MG/ML, Forma Farmacêutica:Solução Oftálmica",2252,Álcool Polivinílico,4,Forma Farmacêutica,Solução Oftálmica,NA
440396,"440396 - Fosaprepitanto Dimeglumina, Concentração:150 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",2272,Fosaprepitanto Dimeglumina,3,Concentração,150,MG
440396,"440396 - Fosaprepitanto Dimeglumina, Concentração:150 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável",2272,Fosaprepitanto Dimeglumina,4,Forma Farmacêutica,Pó Liófilo P/ Injetável,NA
448791,"448791 - Alendronato De Sódio, Composição:Associado Ao Carbonato De Cálcio E Vitamina D, Concentração:70 Mg + 500 Mg + 200 UI, Características Adicionais:Comprimido 1 + Comprimido 2",2273,Alendronato De Sódio,5,Composição,Associado Ao Carbonato De Cálcio E Vitamina D,NA
448791,"448791 - Alendronato De Sódio, Composição:Associado Ao Carbonato De Cálcio E Vitamina D, Concentração:70 Mg + 500 Mg + 200 UI, Características Adicionais:Comprimido 1 + Comprimido 2",2273,Alendronato De Sódio,6,Concentração,70 Mg + 500 Mg + 200,UI
448791,"448791 - Alendronato De Sódio, Composição:Associado Ao Carbonato De Cálcio E Vitamina D, Concentração:70 Mg + 500 Mg + 200 UI, Características Adicionais:Comprimido 1 + Comprimido 2",2273,Alendronato De Sódio,9,Características Adicionais,Comprimido 1 + Comprimido 2,NA
413882,"413882 - Alendronato De Sódio, Composição:Associado À Vitamina D3, Concentração:70 Mg + 5.600 Ui",2273,Alendronato De Sódio,5,Composição,Associado À Vitamina D3,NA
413882,"413882 - Alendronato De Sódio, Composição:Associado À Vitamina D3, Concentração:70 Mg + 5.600 Ui",2273,Alendronato De Sódio,6,Concentração,70 Mg + 5.600 Ui,NA
383791,"383791 - Alendronato De Sódio, Composição:Associado À Vitamina D3, Concentração:70 Mg + 2.800 Ui",2273,Alendronato De Sódio,5,Composição,Associado À Vitamina D3,NA
383791,"383791 - Alendronato De Sódio, Composição:Associado À Vitamina D3, Concentração:70 Mg + 2.800 Ui",2273,Alendronato De Sódio,6,Concentração,70 Mg + 2.800 Ui,NA
308721,"308721 - Alendronato De Sódio, Dosagem:10 MG",2273,Alendronato De Sódio,3,Dosagem,10,MG
269462,"269462 - Alendronato De Sódio, Dosagem:70 MG",2273,Alendronato De Sódio,3,Dosagem,70,MG
292401,"292401 - Alfacalcidol, Dosagem:1 MCG",2275,Alfacalcidol,2,Dosagem,1,MCG
292400,"292400 - Alfacalcidol, Dosagem:0,25 MCG",2275,Alfacalcidol,2,Dosagem,"0,25",MCG
268378,"268378 - Alfentanila Cloridrato, Concentração:0,544 MG/ML, Indicação:Solução Injetável",2277,Alfentanila Cloridrato,3,Concentração,"0,544",MG/ML
268378,"268378 - Alfentanila Cloridrato, Concentração:0,544 MG/ML, Indicação:Solução Injetável",2277,Alfentanila Cloridrato,4,Indicação,Solução Injetável,NA
637884,"637884 - Álcool Etílico, Teor Alcoólico:70% V/V, Características Adicionais:Estéril, Apirogênica, Forma Farmacêutica:Solução Tópica, Adicional:Especialmente Manipulado",2259,Álcool Etílico,6,Teor Alcoólico,70% V/V,NA
637884,"637884 - Álcool Etílico, Teor Alcoólico:70% V/V, Características Adicionais:Estéril, Apirogênica, Forma Farmacêutica:Solução Tópica, Adicional:Especialmente Manipulado",2259,Álcool Etílico,9,Características Adicionais,"Estéril, Apirogênica",NA
637884,"637884 - Álcool Etílico, Teor Alcoólico:70% V/V, Características Adicionais:Estéril, Apirogênica, Forma Farmacêutica:Solução Tópica, Adicional:Especialmente Manipulado",2259,Álcool Etílico,11,Forma Farmacêutica,Solução Tópica,NA
637884,"637884 - Álcool Etílico, Teor Alcoólico:70% V/V, Características Adicionais:Estéril, Apirogênica, Forma Farmacêutica:Solução Tópica, Adicional:Especialmente Manipulado",2259,Álcool Etílico,12,Adicional,Especialmente Manipulado,NA
618744,"618744 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 99,5%, Forma Farmacêutica:Solução Injetável, Adicional:Especialmente Manipulado",2259,Álcool Etílico,6,Teor Alcoólico,"Absoluto, Mínimo De 99,5%",NA
618744,"618744 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 99,5%, Forma Farmacêutica:Solução Injetável, Adicional:Especialmente Manipulado",2259,Álcool Etílico,11,Forma Farmacêutica,Solução Injetável,NA
618744,"618744 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 99,5%, Forma Farmacêutica:Solução Injetável, Adicional:Especialmente Manipulado",2259,Álcool Etílico,12,Adicional,Especialmente Manipulado,NA
610972,"610972 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Espuma",2259,Álcool Etílico,6,Teor Alcoólico,70% V/V,NA
610972,"610972 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Espuma",2259,Álcool Etílico,8,Composição Básica,Com Emoliente,NA
610972,"610972 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Espuma",2259,Álcool Etílico,11,Forma Farmacêutica,Espuma,NA
445578,"445578 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 95%, Forma Farmacêutica:Solução Injetável",2259,Álcool Etílico,6,Teor Alcoólico,"Absoluto, Mínimo De 95%",NA
445578,"445578 - Álcool Etílico, Teor Alcoólico:Absoluto, Mínimo De 95%, Forma Farmacêutica:Solução Injetável",2259,Álcool Etílico,11,Forma Farmacêutica,Solução Injetável,NA
443454,"443454 - Álcool Etílico, Teor Alcoólico:70% P/P (70 °Gl), Composição Básica:Glicerinado, Características Adicionais:Com Bico Dosador",2259,Álcool Etílico,6,Teor Alcoólico,70% P/P (70 °Gl),NA
443454,"443454 - Álcool Etílico, Teor Alcoólico:70% P/P (70 °Gl), Composição Básica:Glicerinado, Características Adicionais:Com Bico Dosador",2259,Álcool Etílico,8,Composição Básica,Glicerinado,NA
443454,"443454 - Álcool Etílico, Teor Alcoólico:70% P/P (70 °Gl), Composição Básica:Glicerinado, Características Adicionais:Com Bico Dosador",2259,Álcool Etílico,9,Características Adicionais,Com Bico Dosador,NA
433277,"433277 - Álcool Etílico, Teor Alcoólico:80% V/V, Características Adicionais:Formulação Especialmente Manipulada",2259,Álcool Etílico,6,Teor Alcoólico,80% V/V,NA
433277,"433277 - Álcool Etílico, Teor Alcoólico:80% V/V, Características Adicionais:Formulação Especialmente Manipulada",2259,Álcool Etílico,9,Características Adicionais,Formulação Especialmente Manipulada,NA
428582,"428582 - Álcool Etílico, Composição Básica:Associado Com N-Propílico, Características Adicionais:Com Emolientes, Concentração:45% + 18%, Forma Farmacêutica:Solução Tópica",2259,Álcool Etílico,8,Composição Básica,Associado Com N-Propílico,NA
428582,"428582 - Álcool Etílico, Composição Básica:Associado Com N-Propílico, Características Adicionais:Com Emolientes, Concentração:45% + 18%, Forma Farmacêutica:Solução Tópica",2259,Álcool Etílico,9,Características Adicionais,Com Emolientes,NA
428582,"428582 - Álcool Etílico, Composição Básica:Associado Com N-Propílico, Características Adicionais:Com Emolientes, Concentração:45% + 18%, Forma Farmacêutica:Solução Tópica",2259,Álcool Etílico,10,Concentração,45% + 18%,NA
428582,"428582 - Álcool Etílico, Composição Básica:Associado Com N-Propílico, Características Adicionais:Com Emolientes, Concentração:45% + 18%, Forma Farmacêutica:Solução Tópica",2259,Álcool Etílico,11,Forma Farmacêutica,Solução Tópica,NA
386857,"386857 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Em Lenço Umidecido",2259,Álcool Etílico,6,Teor Alcoólico,70% V/V,NA
386857,"386857 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Em Lenço Umidecido",2259,Álcool Etílico,8,Composição Básica,Com Emoliente,NA
386857,"386857 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Em Lenço Umidecido",2259,Álcool Etílico,11,Forma Farmacêutica,Em Lenço Umidecido,NA
380018,"380018 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Gel",2259,Álcool Etílico,6,Teor Alcoólico,70% V/V,NA
380018,"380018 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Gel",2259,Álcool Etílico,8,Composição Básica,Com Emoliente,NA
380018,"380018 - Álcool Etílico, Teor Alcoólico:70% V/V, Composição Básica:Com Emoliente, Forma Farmacêutica:Gel",2259,Álcool Etílico,11,Forma Farmacêutica,Gel,NA
348377,"348377 - Álcool Etílico, Teor Alcoólico:50% V/V, Características Adicionais:Formulação Especialmente Manipulada",2259,Álcool Etílico,6,Teor Alcoólico,50% V/V,NA
348377,"348377 - Álcool Etílico, Teor Alcoólico:50% V/V, Características Adicionais:Formulação Especialmente Manipulada",2259,Álcool Etílico,9,Características Adicionais,Formulação Especialmente Manipulada,NA
328596,"328596 - Álcool Etílico, Teor Alcoólico:Absoluto, 800 Mg/Ml, Forma Farmacêutica:Solução Injetável",2259,Álcool Etílico,6,Teor Alcoólico,"Absoluto, 800 Mg/Ml",NA
328596,"328596 - Álcool Etílico, Teor Alcoólico:Absoluto, 800 Mg/Ml, Forma Farmacêutica:Solução Injetável",2259,Álcool Etílico,11,Forma Farmacêutica,Solução Injetável,NA
277541,"277541 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70% ( 70°Gl), Apresentação:Glicerinado, Líquido",2259,Álcool Etílico,2,Tipo,Hidratado,NA
277541,"277541 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70% ( 70°Gl), Apresentação:Glicerinado, Líquido",2259,Álcool Etílico,6,Teor Alcoólico,70% ( 70°Gl),NA
277541,"277541 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70% ( 70°Gl), Apresentação:Glicerinado, Líquido",2259,Álcool Etílico,7,Apresentação,"Glicerinado, Líquido",NA
273231,"273231 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70% ( 70°Gl), Composição Básica:Com Carbopol E Glicerina, Características Adicionais:Bag In Box, Com Bico Dosador, Refil",2259,Álcool Etílico,2,Tipo,Hidratado,NA
273231,"273231 - Álcool Etílico, Tipo:Hidratado, Teor Alcoólico:70% ( 70°Gl), Composição Básica:Com Carbopol E Glicerina, Características Adicionais:Bag In Box, Com Bico Dosador, Refil",2259,Álcool Etílico,6,Teor Alcoólico,70% ( 70°Gl),NA
