codigo_br,desc_item,codigo_pdm,desc_pdm,numeroCaracteristica,nomeCaracteristica,nomeValorCaracteristica,siglaUnidadeMedida
354314,"354314 - Cimetidina, Concentração:400 MG",348,Cimetidina,6,Concentração,400,MG
340167,"340167 - Cimetidina, Concentração:150 MG/ML, Forma Farmaceutica:Solução Injetável",348,Cimetidina,6,Concentração,150,MG/ML
340167,"340167 - Cimetidina, Concentração:150 MG/ML, Forma Farmaceutica:Solução Injetável",348,Cimetidina,7,Forma Farmaceutica,Solução Injetável,NA
267627,"267627 - Cimetidina, Dosagem:200 MG",348,Cimetidina,3,Dosagem,200,MG
448843,"448843 - Ampicilina, Concentração:50 MG/ML, Forma Farmaceutica:Suspensão Oral",349,Ampicilina,8,Concentração,50,MG/ML
448843,"448843 - Ampicilina, Concentração:50 MG/ML, Forma Farmaceutica:Suspensão Oral",349,Ampicilina,9,Forma Farmaceutica,Suspensão Oral,NA
442727,"442727 - Ampicilina, Concentração:500 MG, Forma Farmaceutica:Pó P/ Solução Injetável",349,Ampicilina,8,Concentração,500,MG
442727,"442727 - Ampicilina, Concentração:500 MG, Forma Farmaceutica:Pó P/ Solução Injetável",349,Ampicilina,9,Forma Farmaceutica,Pó P/ Solução Injetável,NA
442689,"442689 - Ampicilina, Composição:Associada Ao Sulbactam, Concentração:2 G + 1 G, Forma Farmaceutica:Pó P/ Solução Injetável",349,Ampicilina,4,Composição,Associada Ao Sulbactam,NA
442689,"442689 - Ampicilina, Composição:Associada Ao Sulbactam, Concentração:2 G + 1 G, Forma Farmaceutica:Pó P/ Solução Injetável",349,Ampicilina,8,Concentração,2 G + 1,G
442689,"442689 - Ampicilina, Composição:Associada Ao Sulbactam, Concentração:2 G + 1 G, Forma Farmaceutica:Pó P/ Solução Injetável",349,Ampicilina,9,Forma Farmaceutica,Pó P/ Solução Injetável,NA
270556,"270556 - Ampicilina, Apresentação:Associada Com Sulbactam, Dosagem:1g + 500mg, Tipo Uso:Injetável",349,Ampicilina,2,Apresentação,Associada Com Sulbactam,NA
270556,"270556 - Ampicilina, Apresentação:Associada Com Sulbactam, Dosagem:1g + 500mg, Tipo Uso:Injetável",349,Ampicilina,3,Dosagem,1g + 500mg,NA
270556,"270556 - Ampicilina, Apresentação:Associada Com Sulbactam, Dosagem:1g + 500mg, Tipo Uso:Injetável",349,Ampicilina,5,Tipo Uso,Injetável,NA
269359,"269359 - Ampicilina, Dosagem:250 MG",349,Ampicilina,3,Dosagem,250,MG
268207,"268207 - Ampicilina, Dosagem:1 G, Tipo Uso:Injetável",349,Ampicilina,3,Dosagem,1,G
268207,"268207 - Ampicilina, Dosagem:1 G, Tipo Uso:Injetável",349,Ampicilina,5,Tipo Uso,Injetável,NA
267515,"267515 - Ampicilina, Dosagem:500 MG",349,Ampicilina,3,Dosagem,500,MG
296272,"296272 - Aminofilina, Dosagem:240 MG/ML, Forma Farmacêutica:Solução Oral-Gotas",351,Aminofilina,3,Dosagem,240,MG/ML
296272,"296272 - Aminofilina, Dosagem:240 MG/ML, Forma Farmacêutica:Solução Oral-Gotas",351,Aminofilina,6,Forma Farmacêutica,Solução Oral-Gotas,NA
292402,"292402 - Aminofilina, Dosagem:24 MG/ML, Forma Farmacêutica:Solução Injetável",351,Aminofilina,3,Dosagem,24,MG/ML
292402,"292402 - Aminofilina, Dosagem:24 MG/ML, Forma Farmacêutica:Solução Injetável",351,Aminofilina,6,Forma Farmacêutica,Solução Injetável,NA
269810,"269810 - Aminofilina, Dosagem:200 MG",351,Aminofilina,3,Dosagem,200,MG
267511,"267511 - Aminofilina, Dosagem:100 MG",351,Aminofilina,3,Dosagem,100,MG
448693,"448693 - Butoconazol, Concentração:20 MG/G, Forma Farmacêutica:Creme Vaginal, Adicional:Com Aplicadores",352,Butoconazol,5,Concentração,20,MG/G
448693,"448693 - Butoconazol, Concentração:20 MG/G, Forma Farmacêutica:Creme Vaginal, Adicional:Com Aplicadores",352,Butoconazol,6,Forma Farmacêutica,Creme Vaginal,NA
448693,"448693 - Butoconazol, Concentração:20 MG/G, Forma Farmacêutica:Creme Vaginal, Adicional:Com Aplicadores",352,Butoconazol,7,Adicional,Com Aplicadores,NA
397649,"397649 - Vildagliptina, Concentração:100 MG",358,Vildagliptina,5,Concentração,100,MG
362802,"362802 - Vildagliptina, Concentração:50 MG",358,Vildagliptina,5,Concentração,50,MG
393313,"393313 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Cápsula Pó Inalante, Característica Adicional:Com Aplicador",359,Zanamivir,6,Concentração,5,MG
393313,"393313 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Cápsula Pó Inalante, Característica Adicional:Com Aplicador",359,Zanamivir,7,Forma Farmacêutica,Cápsula Pó Inalante,NA
393313,"393313 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Cápsula Pó Inalante, Característica Adicional:Com Aplicador",359,Zanamivir,8,Característica Adicional,Com Aplicador,NA
377008,"377008 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Pó Inalante, Característica Adicional:Com Aplicador",359,Zanamivir,6,Concentração,5,MG
377008,"377008 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Pó Inalante, Característica Adicional:Com Aplicador",359,Zanamivir,7,Forma Farmacêutica,Pó Inalante,NA
377008,"377008 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Pó Inalante, Característica Adicional:Com Aplicador",359,Zanamivir,8,Característica Adicional,Com Aplicador,NA
268513,"268513 - Oxacilina, Dosagem:500 MG, Composição:Injetável",360,Oxacilina,3,Dosagem,500,MG
268513,"268513 - Oxacilina, Dosagem:500 MG, Composição:Injetável",360,Oxacilina,4,Composição,Injetável,NA
396562,"396562 - Hidromorfona, Composição:Cloridrato, Concentração:32 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,3,Composição,Cloridrato,NA
396562,"396562 - Hidromorfona, Composição:Cloridrato, Concentração:32 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,5,Concentração,32,MG
396562,"396562 - Hidromorfona, Composição:Cloridrato, Concentração:32 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,6,Forma Farmacêutica,Liberação Gradual,NA
396561,"396561 - Hidromorfona, Composição:Cloridrato, Concentração:16 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,3,Composição,Cloridrato,NA
396561,"396561 - Hidromorfona, Composição:Cloridrato, Concentração:16 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,5,Concentração,16,MG
396561,"396561 - Hidromorfona, Composição:Cloridrato, Concentração:16 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,6,Forma Farmacêutica,Liberação Gradual,NA
396560,"396560 - Hidromorfona, Composição:Cloridrato, Concentração:8 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,3,Composição,Cloridrato,NA
396560,"396560 - Hidromorfona, Composição:Cloridrato, Concentração:8 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,5,Concentração,8,MG
396560,"396560 - Hidromorfona, Composição:Cloridrato, Concentração:8 MG, Forma Farmacêutica:Liberação Gradual",362,Hidromorfona,6,Forma Farmacêutica,Liberação Gradual,NA
628716,"628716 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Suspensão Oral",363,Aciclovir,8,Concentração,40,MG/ML
628716,"628716 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Suspensão Oral",363,Aciclovir,9,Forma Farmaceutica,Suspensão Oral,NA
438418,"438418 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada",363,Aciclovir,8,Concentração,40,MG/ML
438418,"438418 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada",363,Aciclovir,9,Forma Farmaceutica,Solução Oral,NA
438418,"438418 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada",363,Aciclovir,10,Adicional,Formulação Especialmente Manipulada,NA
268375,"268375 - Aciclovir, Dosagem:50 MG/G, Uso:Creme",363,Aciclovir,4,Dosagem,50,MG/G
268375,"268375 - Aciclovir, Dosagem:50 MG/G, Uso:Creme",363,Aciclovir,6,Uso,Creme,NA
268374,"268374 - Aciclovir, Dosagem:250 MG, Uso:Injetável",363,Aciclovir,4,Dosagem,250,MG
268374,"268374 - Aciclovir, Dosagem:250 MG, Uso:Injetável",363,Aciclovir,6,Uso,Injetável,NA
268373,"268373 - Aciclovir, Dosagem:30 MG/G, Uso:Pomada Oftálmica",363,Aciclovir,4,Dosagem,30,MG/G
268373,"268373 - Aciclovir, Dosagem:30 MG/G, Uso:Pomada Oftálmica",363,Aciclovir,6,Uso,Pomada Oftálmica,NA
268372,"268372 - Aciclovir, Dosagem:400 MG",363,Aciclovir,4,Dosagem,400,MG
268370,"268370 - Aciclovir, Dosagem:200 MG",363,Aciclovir,4,Dosagem,200,MG
365543,"365543 - Benzilpenicilina, Composição:Benzatina, Concentração:150.000 UI/ML, Forma Farmaceutica:Suspensão Injetável",365,Benzilpenicilina,3,Composição,Benzatina,NA
365543,"365543 - Benzilpenicilina, Composição:Benzatina, Concentração:150.000 UI/ML, Forma Farmaceutica:Suspensão Injetável",365,Benzilpenicilina,7,Concentração,150.000,UI/ML
365543,"365543 - Benzilpenicilina, Composição:Benzatina, Concentração:150.000 UI/ML, Forma Farmaceutica:Suspensão Injetável",365,Benzilpenicilina,8,Forma Farmaceutica,Suspensão Injetável,NA
365542,"365542 - Benzilpenicilina, Composição:Benzatina, Concentração:300.000 UI/ML, Forma Farmaceutica:Suspensão Injetável",365,Benzilpenicilina,3,Composição,Benzatina,NA
365542,"365542 - Benzilpenicilina, Composição:Benzatina, Concentração:300.000 UI/ML, Forma Farmaceutica:Suspensão Injetável",365,Benzilpenicilina,7,Concentração,300.000,UI/ML
365542,"365542 - Benzilpenicilina, Composição:Benzatina, Concentração:300.000 UI/ML, Forma Farmaceutica:Suspensão Injetável",365,Benzilpenicilina,8,Forma Farmaceutica,Suspensão Injetável,NA
270617,"270617 - Benzilpenicilina, Apresentação:Potássica, Dosagem:10.000.000ui, Uso:Injetável",365,Benzilpenicilina,2,Apresentação,Potássica,NA
270617,"270617 - Benzilpenicilina, Apresentação:Potássica, Dosagem:10.000.000ui, Uso:Injetável",365,Benzilpenicilina,4,Dosagem,10.000.000ui,NA
270617,"270617 - Benzilpenicilina, Apresentação:Potássica, Dosagem:10.000.000ui, Uso:Injetável",365,Benzilpenicilina,5,Uso,Injetável,NA
270616,"270616 - Benzilpenicilina, Apresentação:Potássica, Dosagem:5.000.000ui, Uso:Injetável",365,Benzilpenicilina,2,Apresentação,Potássica,NA
270616,"270616 - Benzilpenicilina, Apresentação:Potássica, Dosagem:5.000.000ui, Uso:Injetável",365,Benzilpenicilina,4,Dosagem,5.000.000ui,NA
270616,"270616 - Benzilpenicilina, Apresentação:Potássica, Dosagem:5.000.000ui, Uso:Injetável",365,Benzilpenicilina,5,Uso,Injetável,NA
270615,"270615 - Benzilpenicilina, Apresentação:Potássica, Dosagem:1.000.000ui, Uso:Injetável",365,Benzilpenicilina,2,Apresentação,Potássica,NA
270615,"270615 - Benzilpenicilina, Apresentação:Potássica, Dosagem:1.000.000ui, Uso:Injetável",365,Benzilpenicilina,4,Dosagem,1.000.000ui,NA
270615,"270615 - Benzilpenicilina, Apresentação:Potássica, Dosagem:1.000.000ui, Uso:Injetável",365,Benzilpenicilina,5,Uso,Injetável,NA
270614,"270614 - Benzilpenicilina, Apresentação:Potássica, Composição:Associada À Penicilina Procainada, Dosagem:100.000ui + 300.000ui, Uso:Injetável",365,Benzilpenicilina,2,Apresentação,Potássica,NA
270614,"270614 - Benzilpenicilina, Apresentação:Potássica, Composição:Associada À Penicilina Procainada, Dosagem:100.000ui + 300.000ui, Uso:Injetável",365,Benzilpenicilina,3,Composição,Associada À Penicilina Procainada,NA
270614,"270614 - Benzilpenicilina, Apresentação:Potássica, Composição:Associada À Penicilina Procainada, Dosagem:100.000ui + 300.000ui, Uso:Injetável",365,Benzilpenicilina,4,Dosagem,100.000ui + 300.000ui,NA
270614,"270614 - Benzilpenicilina, Apresentação:Potássica, Composição:Associada À Penicilina Procainada, Dosagem:100.000ui + 300.000ui, Uso:Injetável",365,Benzilpenicilina,5,Uso,Injetável,NA
270613,"270613 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:600.000ui, Uso:Injetável",365,Benzilpenicilina,2,Apresentação,Benzatina,NA
270613,"270613 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:600.000ui, Uso:Injetável",365,Benzilpenicilina,4,Dosagem,600.000ui,NA
270613,"270613 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:600.000ui, Uso:Injetável",365,Benzilpenicilina,5,Uso,Injetável,NA
270612,"270612 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:1.200.000ui, Uso:Injetável",365,Benzilpenicilina,2,Apresentação,Benzatina,NA
270612,"270612 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:1.200.000ui, Uso:Injetável",365,Benzilpenicilina,4,Dosagem,1.200.000ui,NA
270612,"270612 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:1.200.000ui, Uso:Injetável",365,Benzilpenicilina,5,Uso,Injetável,NA
627554,"627554 - Ácido Acetilsalicílico, Composição:Associado À Sinvastatina, Concentração:100 Mg + 10 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Sinvastatina,NA
627554,"627554 - Ácido Acetilsalicílico, Composição:Associado À Sinvastatina, Concentração:100 Mg + 10 MG",353,Ácido Acetilsalicílico,7,Concentração,100 Mg + 10,MG
627553,"627553 - Ácido Acetilsalicílico, Composição:Cafeína, Fenilefrina E Dexclorfeniramina, Concentração:400 Mg + 30 Mg + 10 Mg + 1 MG",353,Ácido Acetilsalicílico,4,Composição,"Cafeína, Fenilefrina E Dexclorfeniramina",NA
627553,"627553 - Ácido Acetilsalicílico, Composição:Cafeína, Fenilefrina E Dexclorfeniramina, Concentração:400 Mg + 30 Mg + 10 Mg + 1 MG",353,Ácido Acetilsalicílico,7,Concentração,400 Mg + 30 Mg + 10 Mg + 1,MG
627552,"627552 - Ácido Acetilsalicílico, Composição:Associado À Cafeína E Clorfeniramina, Concentração:324 Mg + 32,4 Mg + 2 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Cafeína E Clorfeniramina,NA
627552,"627552 - Ácido Acetilsalicílico, Composição:Associado À Cafeína E Clorfeniramina, Concentração:324 Mg + 32,4 Mg + 2 MG",353,Ácido Acetilsalicílico,7,Concentração,"324 Mg + 32,4 Mg + 2",MG
627551,"627551 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:500 Mg + 50 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Cafeína,NA
627551,"627551 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:500 Mg + 50 MG",353,Ácido Acetilsalicílico,7,Concentração,500 Mg + 50,MG
627549,"627549 - Ácido Acetilsalicílico, Concentração:500 MG, Forma Farmaceutica:Comprimido Efervescente",353,Ácido Acetilsalicílico,7,Concentração,500,MG
627549,"627549 - Ácido Acetilsalicílico, Concentração:500 MG, Forma Farmaceutica:Comprimido Efervescente",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Comprimido Efervescente,NA
627548,"627548 - Ácido Acetilsalicílico, Composição:Associado Ao Ácido Ascórbico, Concentração:400 Mg + 200 MG, Forma Farmaceutica:Comprimido Mastigável",353,Ácido Acetilsalicílico,4,Composição,Associado Ao Ácido Ascórbico,NA
627548,"627548 - Ácido Acetilsalicílico, Composição:Associado Ao Ácido Ascórbico, Concentração:400 Mg + 200 MG, Forma Farmaceutica:Comprimido Mastigável",353,Ácido Acetilsalicílico,7,Concentração,400 Mg + 200,MG
627548,"627548 - Ácido Acetilsalicílico, Composição:Associado Ao Ácido Ascórbico, Concentração:400 Mg + 200 MG, Forma Farmaceutica:Comprimido Mastigável",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Comprimido Mastigável,NA
627547,"627547 - Ácido Acetilsalicílico, Concentração:100 MG, Forma Farmaceutica:Comprimido Mastigável",353,Ácido Acetilsalicílico,7,Concentração,100,MG
627547,"627547 - Ácido Acetilsalicílico, Concentração:100 MG, Forma Farmaceutica:Comprimido Mastigável",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Comprimido Mastigável,NA
624643,"624643 - Ácido Acetilsalicílico, Concentração:10 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada",353,Ácido Acetilsalicílico,7,Concentração,10,MG/ML
624643,"624643 - Ácido Acetilsalicílico, Concentração:10 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Solução Oral,NA
624643,"624643 - Ácido Acetilsalicílico, Concentração:10 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada",353,Ácido Acetilsalicílico,9,Adicional,Formulação Especialmente Manipulada,NA
608134,"608134 - Ácido Acetilsalicílico, Composição:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Concentração:325 Mg + 1413 Mg + 1854 Mg + 400 MG, Forma Farmaceutica:Comprimido Efervescente",353,Ácido Acetilsalicílico,4,Composição,"Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio",NA
608134,"608134 - Ácido Acetilsalicílico, Composição:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Concentração:325 Mg + 1413 Mg + 1854 Mg + 400 MG, Forma Farmaceutica:Comprimido Efervescente",353,Ácido Acetilsalicílico,7,Concentração,325 Mg + 1413 Mg + 1854 Mg + 400,MG
608134,"608134 - Ácido Acetilsalicílico, Composição:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Concentração:325 Mg + 1413 Mg + 1854 Mg + 400 MG, Forma Farmaceutica:Comprimido Efervescente",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Comprimido Efervescente,NA
605856,"605856 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:400 Mg + 50 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Cafeína,NA
605856,"605856 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:400 Mg + 50 MG",353,Ácido Acetilsalicílico,7,Concentração,400 Mg + 50,MG
604583,"604583 - Ácido Acetilsalicílico, Composição:Associado Ao Clopidogrel, Concentração:100 Mg + 75 MG",353,Ácido Acetilsalicílico,4,Composição,Associado Ao Clopidogrel,NA
604583,"604583 - Ácido Acetilsalicílico, Composição:Associado Ao Clopidogrel, Concentração:100 Mg + 75 MG",353,Ácido Acetilsalicílico,7,Concentração,100 Mg + 75,MG
601419,"601419 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:500 Mg + 30 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Cafeína,NA
601419,"601419 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:500 Mg + 30 MG",353,Ácido Acetilsalicílico,7,Concentração,500 Mg + 30,MG
480351,"480351 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:650 Mg + 65 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Cafeína,NA
480351,"480351 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:650 Mg + 65 MG",353,Ácido Acetilsalicílico,7,Concentração,650 Mg + 65,MG
434955,"434955 - Ácido Acetilsalicílico, Composição:Assoc. À Mepiramina + Hidróxido Alumínio+ Cafeína, Concentração:150 Mg + 15 Mg + 150 Mg + 50 MG",353,Ácido Acetilsalicílico,4,Composição,Assoc. À Mepiramina + Hidróxido Alumínio+ Cafeína,NA
434955,"434955 - Ácido Acetilsalicílico, Composição:Assoc. À Mepiramina + Hidróxido Alumínio+ Cafeína, Concentração:150 Mg + 15 Mg + 150 Mg + 50 MG",353,Ácido Acetilsalicílico,7,Concentração,150 Mg + 15 Mg + 150 Mg + 50,MG
381165,"381165 - Ácido Acetilsalicílico, Concentração:85 MG",353,Ácido Acetilsalicílico,7,Concentração,85,MG
381069,"381069 - Ácido Acetilsalicílico, Concentração:162 MG, Forma Farmaceutica:Tamponado",353,Ácido Acetilsalicílico,7,Concentração,162,MG
381069,"381069 - Ácido Acetilsalicílico, Concentração:162 MG, Forma Farmaceutica:Tamponado",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Tamponado,NA
357060,"357060 - Ácido Acetilsalicílico, Composição:Associado À Sinvastatina, Concentração:100 Mg + 40 MG",353,Ácido Acetilsalicílico,4,Composição,Associado À Sinvastatina,NA
357060,"357060 - Ácido Acetilsalicílico, Composição:Associado À Sinvastatina, Concentração:100 Mg + 40 MG",353,Ácido Acetilsalicílico,7,Concentração,100 Mg + 40,MG
343877,"343877 - Ácido Acetilsalicílico, Concentração:200 MG, Forma Farmaceutica:Tamponado",353,Ácido Acetilsalicílico,7,Concentração,200,MG
343877,"343877 - Ácido Acetilsalicílico, Concentração:200 MG, Forma Farmaceutica:Tamponado",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Tamponado,NA
337679,"337679 - Ácido Acetilsalicílico, Concentração:300 MG, Forma Farmaceutica:Liberação Entérica",353,Ácido Acetilsalicílico,7,Concentração,300,MG
337679,"337679 - Ácido Acetilsalicílico, Concentração:300 MG, Forma Farmaceutica:Liberação Entérica",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Liberação Entérica,NA
337678,"337678 - Ácido Acetilsalicílico, Concentração:100 MG, Forma Farmaceutica:Liberação Entérica",353,Ácido Acetilsalicílico,7,Concentração,100,MG
337678,"337678 - Ácido Acetilsalicílico, Concentração:100 MG, Forma Farmaceutica:Liberação Entérica",353,Ácido Acetilsalicílico,8,Forma Farmaceutica,Liberação Entérica,NA
333801,"333801 - Ácido Acetilsalicílico, Apresentação:Associado Ao Dextropropoxifeno, Dosagem:325 Mg + 50 MG",353,Ácido Acetilsalicílico,2,Apresentação,Associado Ao Dextropropoxifeno,NA
333801,"333801 - Ácido Acetilsalicílico, Apresentação:Associado Ao Dextropropoxifeno, Dosagem:325 Mg + 50 MG",353,Ácido Acetilsalicílico,3,Dosagem,325 Mg + 50,MG
295042,"295042 - Ácido Acetilsalicílico, Dosagem:500 MG, Tipo Uso:Tamponado",353,Ácido Acetilsalicílico,3,Dosagem,500,MG
295042,"295042 - Ácido Acetilsalicílico, Dosagem:500 MG, Tipo Uso:Tamponado",353,Ácido Acetilsalicílico,5,Tipo Uso,Tamponado,NA
293333,"293333 - Ácido Acetilsalicílico, Apresentação:Associado Com Sinvastatina, Dosagem:100mg + 20 MG",353,Ácido Acetilsalicílico,2,Apresentação,Associado Com Sinvastatina,NA
293333,"293333 - Ácido Acetilsalicílico, Apresentação:Associado Com Sinvastatina, Dosagem:100mg + 20 MG",353,Ácido Acetilsalicílico,3,Dosagem,100mg + 20,MG
290848,"290848 - Ácido Acetilsalicílico, Dosagem:300 MG",353,Ácido Acetilsalicílico,3,Dosagem,300,MG
285055,"285055 - Ácido Acetilsalicílico, Dosagem:81 Mg, Tipo Uso:Tamponado",353,Ácido Acetilsalicílico,3,Dosagem,81 Mg,NA
285055,"285055 - Ácido Acetilsalicílico, Dosagem:81 Mg, Tipo Uso:Tamponado",353,Ácido Acetilsalicílico,5,Tipo Uso,Tamponado,NA
285007,"285007 - Ácido Acetilsalicílico, Apresentação:Associado Com Isossorbida Mononitrato, Dosagem:100mg + 40mg",353,Ácido Acetilsalicílico,2,Apresentação,Associado Com Isossorbida Mononitrato,NA
285007,"285007 - Ácido Acetilsalicílico, Apresentação:Associado Com Isossorbida Mononitrato, Dosagem:100mg + 40mg",353,Ácido Acetilsalicílico,3,Dosagem,100mg + 40mg,NA
270968,"270968 - Ácido Acetilsalicílico, Apresentação:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Dosagem:325mg + 1,575g + 1,7g + 400mg, Tipo Uso:Efervescente",353,Ácido Acetilsalicílico,2,Apresentação,"Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio",NA
270968,"270968 - Ácido Acetilsalicílico, Apresentação:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Dosagem:325mg + 1,575g + 1,7g + 400mg, Tipo Uso:Efervescente",353,Ácido Acetilsalicílico,3,Dosagem,"325mg + 1,575g + 1,7g + 400mg",NA
270968,"270968 - Ácido Acetilsalicílico, Apresentação:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Dosagem:325mg + 1,575g + 1,7g + 400mg, Tipo Uso:Efervescente",353,Ácido Acetilsalicílico,5,Tipo Uso,Efervescente,NA
270965,"270965 - Ácido Acetilsalicílico, Dosagem:100 MG, Tipo Uso:Tamponado",353,Ácido Acetilsalicílico,3,Dosagem,100,MG
270965,"270965 - Ácido Acetilsalicílico, Dosagem:100 MG, Tipo Uso:Tamponado",353,Ácido Acetilsalicílico,5,Tipo Uso,Tamponado,NA
270550,"270550 - Ácido Acetilsalicílico, Apresentação:Associado Com Isossorbida Mononitrato, Dosagem:100mg + 60mg",353,Ácido Acetilsalicílico,2,Apresentação,Associado Com Isossorbida Mononitrato,NA
270550,"270550 - Ácido Acetilsalicílico, Apresentação:Associado Com Isossorbida Mononitrato, Dosagem:100mg + 60mg",353,Ácido Acetilsalicílico,3,Dosagem,100mg + 60mg,NA
270548,"270548 - Ácido Acetilsalicílico, Apresentação:Tamponado, Dosagem:325mg",353,Ácido Acetilsalicílico,2,Apresentação,Tamponado,NA
270548,"270548 - Ácido Acetilsalicílico, Apresentação:Tamponado, Dosagem:325mg",353,Ácido Acetilsalicílico,3,Dosagem,325mg,NA
270546,"270546 - Ácido Acetilsalicílico, Apresentação:Associado Com Ácido Ascórbico, Dosagem:400mg + 240mg, Tipo Uso:Efervescente",353,Ácido Acetilsalicílico,2,Apresentação,Associado Com Ácido Ascórbico,NA
270546,"270546 - Ácido Acetilsalicílico, Apresentação:Associado Com Ácido Ascórbico, Dosagem:400mg + 240mg, Tipo Uso:Efervescente",353,Ácido Acetilsalicílico,3,Dosagem,400mg + 240mg,NA
270546,"270546 - Ácido Acetilsalicílico, Apresentação:Associado Com Ácido Ascórbico, Dosagem:400mg + 240mg, Tipo Uso:Efervescente",353,Ácido Acetilsalicílico,5,Tipo Uso,Efervescente,NA
267502,"267502 - Ácido Acetilsalicílico, Dosagem:100 MG",353,Ácido Acetilsalicílico,3,Dosagem,100,MG
267501,"267501 - Ácido Acetilsalicílico, Dosagem:500 MG",353,Ácido Acetilsalicílico,3,Dosagem,500,MG
416731,"416731 - Medroxiprogesterona Acetato, Composição:Associada Ao Estradiol Cipionato, Concentração:50 Mg + 10 MG/ML, Forma Farmaceutica:Suspensão Injetável",361,Medroxiprogesterona Acetato,4,Composição,Associada Ao Estradiol Cipionato,NA
416731,"416731 - Medroxiprogesterona Acetato, Composição:Associada Ao Estradiol Cipionato, Concentração:50 Mg + 10 MG/ML, Forma Farmaceutica:Suspensão Injetável",361,Medroxiprogesterona Acetato,7,Concentração,50 Mg + 10,MG/ML
416731,"416731 - Medroxiprogesterona Acetato, Composição:Associada Ao Estradiol Cipionato, Concentração:50 Mg + 10 MG/ML, Forma Farmaceutica:Suspensão Injetável",361,Medroxiprogesterona Acetato,8,Forma Farmaceutica,Suspensão Injetável,NA
398703,"398703 - Medroxiprogesterona Acetato, Concentração:50 MG/ML, Forma Farmaceutica:Suspensão Injetável",361,Medroxiprogesterona Acetato,7,Concentração,50,MG/ML
