codigo_pdm,codigo_br,nome_item,embedding
365,270612,"benzilpenicilina, apresentação:benzatina, dosagem:1.200.000ui, uso:injetável","[-0.04973869 -0.02431525  0.04197529 ...  0.00629145 -0.00355141
 -0.0116099 ]"
365,270613,"benzilpenicilina, apresentação:benzatina, dosagem:600.000ui, uso:injetável","[-0.03938103 -0.02587792  0.03806859 ...  0.00800546 -0.00173499
 -0.01362708]"
365,270614,"benzilpenicilina, apresentação:potássica, composição:associada à penicilina procainada, dosagem:100.000ui + 300.000ui, uso:injetável","[-0.02448145 -0.03828691  0.01099553 ...  0.02890597 -0.01320343
  0.03067308]"
365,270615,"benzilpenicilina, apresentação:potássica, dosagem:1.000.000ui, uso:injetável","[-0.03614014 -0.01413442  0.03292751 ...  0.0124816  -0.00806694
  0.01068193]"
365,270616,"benzilpenicilina, apresentação:potássica, dosagem:5.000.000ui, uso:injetável","[-0.03769836 -0.02131913  0.04136641 ...  0.00780344 -0.01389919
  0.01570656]"
365,270617,"benzilpenicilina, apresentação:potássica, dosagem:10.000.000ui, uso:injetável","[-0.03518699 -0.01378729  0.03377594 ...  0.00931298 -0.00748501
  0.01256945]"
8254,270620,"escopolamina butilbrometo, apresentação:associada com dipirona sódica, dosagem:10mg + 250mg","[ 0.01459658 -0.01855347 -0.01697332 ...  0.00115584 -0.01970077
  0.01945478]"
8254,270621,"escopolamina butilbrometo, apresentação:associada com dipirona sódica, dosagem:4mg + 500mg/ml, indicação:solução injetável","[ 0.00297292  0.01188325 -0.00548254 ...  0.01443028 -0.00104321
  0.00487787]"
8254,270622,"escopolamina butilbrometo, apresentação:associada com dipirona sódica, dosagem:6,67mg + 333mg/ml, indicação:solução oral","[ 0.01132209 -0.00055196 -0.01647643 ...  0.02222448 -0.02583252
  0.0040382 ]"
17708,270633,"dipirona sódica, composição:associada à cafeína e isometepteno, concentração:300mg + 30mg + 30mg","[-0.0008161  -0.02946169  0.02333113 ...  0.04285031 -0.04433756
  0.0078384 ]"
8710,270711,"lansoprazol, composição:associada à amoxicilina e claritromicina, dosagem:30mg + 500mg + 500mg",[0.0453306  0.03293163 0.02214141 ... 0.06044427 0.00255429 0.02200001]
8812,270768,"levotiroxina sódica, dosagem:175mcg","[ 0.0239982  -0.07949133  0.00054976 ...  0.03257651  0.01059255
 -0.00791672]"
10101,270769,"isoconazol nitrato, dosagem:600 mg, apresentação:óvulo vaginal com dedeiras","[-0.00608476  0.04484969  0.01279053 ...  0.00448317 -0.03345701
  0.00969927]"
10101,270771,"isoconazol nitrato, dosagem:10 mg/ml, apresentação:spray","[-0.03080864  0.00998216  0.0196988  ... -0.03191739 -0.00941506
 -0.00129159]"
10101,270772,"isoconazol nitrato, dosagem:10 mg/ml, apresentação:solução tópica","[-0.00803981  0.00449511  0.0282806  ... -0.02135764 -0.00441669
 -0.00310603]"
10082,270778,"nifedipino, princípio ativo:associada ao atenolol, dosagem:10mg + 25mg","[ 0.03389051 -0.0339635   0.02315385 ...  0.03671679  0.01202416
  0.04580547]"
10082,270779,"nifedipino, princípio ativo:associada ao atenolol, dosagem:20mg + 50mg","[ 0.03662458 -0.01865994  0.03393854 ...  0.03652915  0.01147886
  0.03469529]"
14940,270782,"etoricoxibe, dosagem:60 mg","[ 0.0624508  -0.04137935  0.0187948  ...  0.00462092 -0.02238868
  0.00788203]"
6613,270783,"epinastina, dosagem:20 mg","[ 0.03126508 -0.03260247  0.03216643 ...  0.0049189   0.01250091
  0.01589414]"
3924,270785,"fenoterol bromidrato, dosagem:0,1mg / dose, apresentação:aerossol, frasco dosificador + aerocâmara","[-0.03363059  0.01176437 -0.01118202 ...  0.00203786 -0.02877711
 -0.00233394]"
8922,270786,"losartana potássica, dosagem:25 mg","[ 0.02290496 -0.01321743 -0.00022584 ... -0.00706531 -0.01158006
  0.03439037]"
8922,270787,"losartana potássica, dosagem:12,5 mg","[ 0.01742788 -0.02115009  0.00022636 ... -0.00154648 -0.01898998
  0.03055707]"
8922,270788,"losartana potássica, apresentação:associado à hidroclorotiazida, dosagem:50mg + 12,5mg","[ 0.02243705  0.00935551 -0.02000365 ...  0.00987732 -0.00213657
  0.02052342]"
3106,270791,"atenolol, apresentação:associado à clortalidona, concentração:100mg + 25mg","[-0.01174395  0.03335398  0.01120262 ...  0.03721908 -0.0008088
  0.01646594]"
3106,270792,"atenolol, apresentação:associado à clortalidona, concentração:50mg + 12,5mg","[-0.01234918  0.0329726   0.02810704 ...  0.02936188  0.00035676
  0.01150694]"
3106,270793,"atenolol, apresentação:associado à clortalidona, concentração:25mg + 12,5mg","[-0.01161902  0.02987642  0.02705628 ...  0.03598011 -0.00049477
  0.01916291]"
5186,270795,"fexofenadina, dosagem:60mg","[-0.00290981 -0.07028361 -0.00984349 ...  0.00797152 -0.01561229
  0.03364839]"
5186,270796,"fexofenadina, composição:associada à pseudoefedrina, dosagem:60mg + 120mg, apresentação:ação prolongada","[-0.00330366 -0.05528248  0.00362494 ...  0.03092154 -0.03527981
  0.03353436]"
5186,270798,"fexofenadina, dosagem:120mg","[-0.02898734 -0.06430872 -0.00093034 ...  0.02233228 -0.02173598
  0.04687073]"
5186,270799,"fexofenadina, dosagem:180mg","[-0.01613726 -0.05875274 -0.01279915 ...  0.02996444 -0.02942161
  0.03803564]"
4981,270813,"cianocobalamina, apresentação:associada com piridoxina e tiamina, dosagem:5mg + 100mg + 100mg","[-0.0317598  -0.01337067 -0.00863611 ... -0.01757483 -0.02011372
  0.02371336]"
4981,270814,"cianocobalamina, apresentação:associada com dexametasona, piridoxina e tiamina, dosagem:5mg + 4mg + 100mg + 100mg, indicação:injetável, característica adicional:ampola i de vitaminas e ampola ii com dexametasona","[-0.03773366 -0.02728513  0.0243289  ... -0.00643616 -0.01224016
  0.00689021]"
4981,270815,"cianocobalamina, apresentação:associada com dexametasona, piridoxina e tiamina, dosagem:5mg + 0,5mg + 100mg + 100mg","[-0.021283   -0.02140307 -0.00912084 ... -0.01008272 -0.01931068
  0.01416741]"
7178,270833,"estradiol, dosagem:2mg","[-0.01294931 -0.02117191  0.03604405 ...  0.00194657  0.01922221
  0.00379015]"
7178,270834,"estradiol, dosagem:1mg","[ 0.00856185 -0.00575968  0.02684781 ... -0.0107675   0.01781394
  0.00366266]"
7178,270835,"estradiol, dosagem:50mcg, uso:adesivo transdérmico","[ 0.00939396  0.01398046  0.01435386 ... -0.0087717   0.01507172
  0.02066791]"
7178,270836,"estradiol, dosagem:25mcg, uso:adesivo transdérmico",[0.00567083 0.00758036 0.01432824 ... 0.00249293 0.01076515 0.03584305]
7178,270837,"estradiol, dosagem:100mcg, uso:adesivo transdérmico","[ 0.0012606   0.01086367 -0.01010539 ...  0.00582479  0.00373165
  0.02732341]"
7178,270838,"estradiol, dosagem:25mg, uso:implante com aplicador e pinça","[-0.00682577  0.00493956  0.03358997 ... -0.00868928  0.02690631
  0.01972251]"
7178,270839,"estradiol, dosagem:0,75mg/dose, uso:gel com frasco dosador","[-0.03121854  0.00970672  0.02883867 ... -0.00041414  0.00564644
  0.00985087]"
7178,270844,"estradiol, apresentação:associado com noretisterona acetato, dosagem:50mcg + 140mcg, uso:adesivo transdérmico","[ 0.01135284 -0.03347847 -0.01779751 ...  0.03883854 -0.01660194
  0.00069013]"
7178,270846,"estradiol, apresentação:valerato associado com noretisterona enantato, dosagem:5mg + 50mg/1ml, uso:injetável",[0.01989445 0.01488771 0.01423634 ... 0.02860274 0.00674172 0.0061275 ]
7178,270848,"estradiol, apresentação:associado com noretisterona acetato, dosagem:2mg + 1mg","[ 0.00863419 -0.05437656 -0.01364018 ...  0.04090457 -0.01210108
 -0.01961202]"
10352,270873,"papaverina, apresentação:associada com dipirona, extrato de belladona linné, composição:extrato hyoscyamus niger linné e extrato de boldus, concentração:10mg + 333mg + 6mg + 6mg + 12mg/ml, uso:solução oral-gotas","[-0.01809386 -0.00557294 -0.03807711 ...  0.02796791  0.00535322
 -0.00420276]"
10352,270875,"papaverina, dosagem:50 mg/ml, indicação:injetável","[-0.04018058  0.0068387  -0.00096887 ...  0.00590393  0.01761017
 -0.00763922]"
2411,270877,"anlodipino besilato, composição:associada ao enalapril, concentração:2,5mg + 10mg","[-0.0213986  -0.0289995   0.03520231 ...  0.03941975 -0.01898808
  0.02356201]"
2411,270878,"anlodipino besilato, composição:associada ao enalapril, concentração:5mg + 10mg","[-0.01192051 -0.02841232  0.03144453 ...  0.03190348 -0.02026121
  0.02293592]"
2411,270879,"anlodipino besilato, composição:associada ao enalapril, concentração:5mg + 20mg","[-0.01226567 -0.02006671  0.03965108 ...  0.03348502 -0.02018306
  0.02098716]"
14158,270889,"escina, apresentação:amorfa, associada com escina polissulfonada sódica, composição:salicilato de dietilamina, concentração:10mg + 10mg + 50mg/g, aplicação:gel tópico","[ 0.03313754 -0.01925244  0.01453062 ...  0.01180996  0.0351299
  0.01001208]"
15870,270893,"carbonato de cálcio, apresentação:associado com vitamina d3, dosagem:500mg de cálcio + 200u","[-0.0081859   0.04143076 -0.03601861 ...  0.01244535  0.01612841
  0.0239022 ]"
15870,270895,"carbonato de cálcio, dosagem:500mg de cálcio","[ 0.00651182  0.05542089 -0.01494543 ... -0.00670547  0.02236638
  0.02782943]"
10422,270906,"paracetamol, apresentação:associado com codeína, dosagem:500mg + 7,5mg","[ 0.04998814  0.00299823  0.01769532 ...  0.02768871 -0.07761861
 -0.00212014]"
10422,270907,"paracetamol, apresentação:associado com codeína, dosagem:500mg + 30mg","[ 0.0608173  -0.00030337  0.00263769 ...  0.02675489 -0.06725606
  0.00374828]"
10422,270908,"paracetamol, apresentação:associado com cafeína, dosagem:500mg + 25mg","[ 0.05723899  0.03085257  0.02347697 ...  0.02287726 -0.06011866
  0.0084914 ]"
10422,270909,"paracetamol, apresentação:associado com cafeína, dosagem:500mg + 65mg","[ 0.06901915  0.02248292  0.02567061 ...  0.02602702 -0.06073488
  0.0086431 ]"
10422,270911,"paracetamol, apresentação:associado com cafeína e carisoprodol, dosagem:350mg + 50mg + 150mg","[ 0.081006    0.01711021  0.02573329 ...  0.04357109 -0.04014576
  0.01594047]"
10422,270916,"paracetamol, apresentação:associado com fenilbutazona e carisoprodol, dosagem:300mg + 75mg + 150mg","[ 0.05070949  0.01667171  0.010491   ...  0.03515209 -0.02447654
  0.02800993]"
10422,270917,"paracetamol, apresentação:associado com diclofenaco, carisoprodol e cafeína, dosagem:300mg + 50mg + 125mg + 30mg","[ 0.05701653  0.00462697  0.02235048 ...  0.05174591 -0.04813816
  0.03747379]"
10422,270918,"paracetamol, apresentação:associado com ác.acetilsalicílico e cafeína, dosagem:150mg + 200mg + 50mg","[ 0.05548958  0.01183836  0.03882618 ...  0.05682366 -0.05038359
  0.00937225]"
10422,270922,"paracetamol, apresentação:associado com diidroergotamina e cafeína, dosagem:450mg + 1mg + 40mg","[ 0.0310123  -0.00106182  0.02789198 ...  0.0477769  -0.07207336
  0.00176936]"
10422,270923,"paracetamol, apresentação:associado com cafeína e propifenazona, dosagem:250mg + 50mg + 150mg","[ 0.04018722  0.0260554   0.02479339 ...  0.02611938 -0.04396874
  0.02964212]"
10422,270924,"paracetamol, apresentação:associado com oxifembutazona, dosagem:300mg + 75mg","[-0.00242065 -0.00652745  0.01488989 ...  0.03981506 -0.04215454
 -0.01065755]"
10422,270929,"paracetamol, apresentação:associado ao dimetindeno,hidroxietil rutosídeos, características adicionais:ácido ascórbico e fenilefrina, dosagem:500mg + 0,5mg + 15mg + 40mg + 2mg","[ 0.03908692  0.00818026  0.0351829  ...  0.01608093 -0.03771534
  0.03705637]"
353,270965,"ácido acetilsalicílico, dosagem:100 mg, tipo uso:tamponado",[0.01831215 0.01095181 0.01080505 ... 0.04051035 0.02055229 0.0163091 ]
353,270968,"ácido acetilsalicílico, apresentação:assoc. ác.cítrico,bicarbonato e carbonato de sódio, dosagem:325mg + 1,575g + 1,7g + 400mg, tipo uso:efervescente","[ 0.00200416 -0.01104641  0.04915325 ...  0.04095786 -0.00130825
 -0.00314554]"
8254,270971,"escopolamina butilbrometo, apresentação:associado com paracetamol, dosagem:10mg + 500mg","[ 0.05088762  0.00633934 -0.01185032 ... -0.01097742 -0.02808485
  0.01535071]"
10422,270974,"paracetamol, apresentação:associado com clorzoxazona, dosagem:300mg + 200mg","[-0.00021918  0.03834517  0.02729718 ...  0.04238545 -0.03968628
  0.02902509]"
10422,270980,"paracetamol, apresentação:associado com carbinoxamina, dosagem:120mg + 2mg/ml, uso:solução oral-gotas","[ 0.02823884 -0.00086103  0.01685579 ...  0.02373222 -0.02736637
 -0.01066602]"
17650,270983,"clorfenamina maleato, composição:associada ao paracetamol e fenilefrina, concentração:2mg + 100mg + 2mg/ml, uso:gotas","[-0.00170257  0.03834853 -0.02840914 ...  0.03540471 -0.01872894
  0.0059032 ]"
17650,270985,"clorfenamina maleato, composição:associada com cafeína, salicilamida e vitamina c, concentração:2mg + 15mg + 200mg + 300mg","[-0.02841954  0.01816185 -0.03293251 ...  0.04226869 -0.01626349
  0.02707727]"
17827,270990,"colestiramina, dosagem:4g, apresentação:pó","[-0.00020008 -0.00458943 -0.00767668 ...  0.02032426  0.00984992
 -0.01373107]"
6171,270992,"diclofenaco, apresentação:sal potássico, dosagem:50 mg","[ 0.01592637 -0.01729377 -0.02407238 ... -0.00764691 -0.02749741
  0.03673468]"
6171,270994,"diclofenaco, apresentação:sal potássico, dosagem:25mg, uso:uso retal","[ 0.00978575  0.00289888 -0.01232286 ... -0.00680466 -0.02489766
  0.05731664]"
6171,270995,"diclofenaco, apresentação:sal potássico, dosagem:75mg, uso:uso retal","[-0.00163984  0.00195499 -0.01176995 ...  0.00735929 -0.030584
  0.04467144]"
6171,270996,"diclofenaco, apresentação:sal potássico, dosagem:12,5mg, uso:uso retal","[ 0.00042723 -0.00796948 -0.00846242 ... -0.00390578 -0.03043768
  0.05170929]"
6171,270998,"diclofenaco, apresentação:sal potássico, dosagem:15mg/ml, uso:solução oral - gotas","[ 0.01328749 -0.00220186 -0.04084941 ...  0.01016205 -0.02610742
  0.0178037 ]"
6171,270999,"diclofenaco, apresentação:sal potássico, dosagem:25mg/ml, uso:solução injetável","[-0.00838448  0.00079588 -0.01741017 ...  0.01539408 -0.00299274
  0.03580306]"
6171,271000,"diclofenaco, apresentação:sal sódico, dosagem:50 mg","[ 0.01206263 -0.02634891 -0.01318537 ... -0.00047153 -0.0273292
  0.04032714]"
6171,271001,"diclofenaco, apresentação:sal sódico, dosagem:50mg, uso:ação prolongada","[ 0.01085794 -0.00678277 -0.00306249 ...  0.0013459  -0.02056211
  0.03696956]"
6171,271003,"diclofenaco, apresentação:sal sódico, dosagem:25mg/ml, uso:solução injetável","[-0.01565182 -0.00649349 -0.00545499 ...  0.02451174 -0.00605109
  0.04125856]"
6171,271006,"diclofenaco, apresentação:sal sódico, dosagem:1mg/ml, uso:solução oftálmica","[-0.00099198  0.00703977 -0.01918421 ...  0.02184487 -0.01819837
  0.03215261]"
6171,271007,"diclofenaco, apresentação:sal sódico, dosagem:1mg/g, uso:pomada oftálmica","[-0.00097499 -0.00187327 -0.01772731 ...  0.01590113 -0.0185579
  0.01292519]"
6171,271008,"diclofenaco, apresentação:sal sódico, dosagem:10mg/g, uso:gel","[-0.012176   -0.00949694 -0.02779456 ...  0.00750988 -0.01487895
  0.04320565]"
6397,271036,"doxiciclina, dosagem:100 mg","[-0.03767829 -0.10291    -0.02782695 ...  0.00250409  0.00342049
  0.01829945]"
355,271050,"atropina sulfato, dosagem:5 mg/ml, uso:solução oftálmica",[0.04807135 0.00060433 0.01375009 ... 0.00808668 0.02696042 0.02263497]
355,271051,"atropina sulfato, dosagem:10 mg/ml, uso:solução oftálmica","[ 0.04504679 -0.01464428 -0.00143846 ...  0.00678842  0.03328498
  0.04097209]"
1249,271052,"bicarbonato de sódio, apresentação:pó","[ 0.03263975 -0.03086038 -0.03670037 ...  0.00153982 -0.02634952
 -0.02369266]"
8231,271064,"hidróxido de alumínio, apresentação:associado com hidróxido de magnésio e dimeticona, dosagem:40mg + 30mg + 5mg/ml, aplicação:suspensão oral","[ 0.03287216  0.03889745  0.04718175 ...  0.03199423 -0.02430885
 -0.00277332]"
8231,271065,"hidróxido de alumínio, apresentação:associado com hidróxido de magnésio e dimeticona, dosagem:333mg +160mg + 25mg","[ 0.04958411  0.02210635  0.0319286  ...  0.03504264 -0.01525031
  0.00524245]"
8231,271070,"hidróxido de alumínio, apresentação:associado com carbonato de magnésio, dosagem:40mg + 40mg/ml, aplicação:suspensão oral","[ 0.00550808  0.05008958  0.05066149 ...  0.01678297 -0.00843191
  0.00975936]"
10705,271077,"pidolato de magnésio, dosagem:150 mg/ml, aplicação:solução oral","[-0.02198748  0.03182975 -0.00781966 ... -0.0025189  -0.04364669
  0.03033859]"
2436,271089,"amoxicilina, concentração:500mg","[ 0.00712059 -0.03347408 -0.00445799 ...  0.03728888 -0.03613046
 -0.01484656]"
2436,271090,"amoxicilina, concentração:250mg","[-0.00754136 -0.04120905  0.01735262 ...  0.05971897 -0.01833707
 -0.00800334]"
2436,271091,"amoxicilina, concentração:25mg/ml, apresentação:pó para suspensão oral","[-0.030603   -0.06851549  0.02315658 ...  0.04734184 -0.03830403
 -0.02528293]"
2436,271092,"amoxicilina, concentração:80mg/ml, apresentação:pó para suspensão oral","[-0.0367844  -0.084682    0.02247026 ...  0.04330865 -0.04038361
 -0.02593867]"
2436,271093,"amoxicilina, princípio ativo:associada com sulbactam, concentração:500mg + 500mg","[ 0.00594167 -0.02009363 -0.0258814  ...  0.04932601  0.00557037
 -0.00140308]"
2436,271094,"amoxicilina, princípio ativo:associada com sulbactam, concentração:1g + 500mg, apresentação:injetável","[-0.01545629 -0.00820791 -0.00459182 ...  0.0542709   0.007885
 -0.02145508]"
2436,271095,"amoxicilina, princípio ativo:associada com sulbactam, concentração:25mg + 25mg/ml, apresentação:pó para suspensão oral","[-0.01042293 -0.04649782 -0.00769264 ...  0.05065372 -0.0019285
 -0.01359027]"
2436,271096,"amoxicilina, princípio ativo:associada com sulbactam, concentração:50mg + 50mg/ml, apresentação:pó para suspensão oral","[-0.00943728 -0.04243347 -0.00827604 ...  0.04413325  0.00021204
 -0.02054441]"
2436,271100,"amoxicilina, princípio ativo:associada com clavulanato de potássio, concentração:1g + 200mg, apresentação:injetável","[ 0.0001938  -0.03434479 -0.00688796 ...  0.06250212  0.01131827
 -0.0138072 ]"
4216,271101,"calcitriol, concentração:0,25 mcg","[ 0.05949491 -0.02381025 -0.01053049 ...  0.02477973  0.02984226
  0.02477076]"
4517,271102,"carbonato de lítio, dosagem:450 mg","[-0.02108937  0.02596352 -0.01003506 ...  0.00780031  0.01783753
  0.03001541]"
4803,271103,"cetoconazol, dosagem:2%, apresentação:shampoo","[ 0.01920849 -0.02222873 -0.01744316 ... -0.01767419 -0.01159525
 -0.00645466]"
4988,271104,"ciclosporina, concentração:25 mg","[ 0.02020113 -0.08256561 -0.01710596 ...  0.00679118  0.01034653
  0.02248132]"
4988,271105,"ciclosporina, concentração:10 mg","[ 0.02782388 -0.09056988 -0.03435189 ...  0.00156397  0.00626619
  0.03151993]"
4988,271106,"ciclosporina, concentração:50 mg","[ 0.02273032 -0.07462691 -0.01497594 ... -0.00667704  0.00894961
  0.01049795]"
4988,271107,"ciclosporina, concentração:100 mg","[ 0.01527642 -0.08515923 -0.03917887 ...  0.01133093  0.00119486
  0.02210741]"
8810,271109,"levonorgestrel, apresentação:associado à etinilestradiol, dosagem:0,25mg + 0,05mg","[-0.000104    0.00190819 -0.00136415 ...  0.05102647 -0.03085582
  0.01292221]"
1747,271110,"ciproterona acetato, apresentação:associada à etinilestradiol, dosagem:2mg + 0,035mg","[-0.03021644 -0.02811195 -0.00610746 ...  0.04809124 -0.01528617
 -0.00430797]"
2436,271111,"amoxicilina, concentração:50mg/ml, apresentação:pó para suspensão oral","[-0.02577884 -0.06227505  0.02282343 ...  0.0332641  -0.03613511
 -0.03708624]"
2436,271112,"amoxicilina, princípio ativo:associada com sulbactam, concentração:500mg + 250mg, apresentação:injetável","[-0.01743223 -0.00998378 -0.00919825 ...  0.05931954  0.01486128
 -0.01090388]"
2436,271113,"amoxicilina, concentração:100 mg/ml, apresentação:pó para suspensão oral","[-0.030652   -0.06989392  0.00242093 ...  0.05366905 -0.04385874
 -0.02394638]"
4988,271114,"ciclosporina, concentração:100 mg/ml, indicação:microemulsão oral","[-0.02970509 -0.05563233 -0.03350802 ...  0.02351785 -0.00972384
  0.0073044 ]"
7644,271115,"fluconazol, dosagem:50 mg","[ 0.01596873  0.0275651   0.02437399 ... -0.03521258 -0.0085398
  0.04466675]"
7644,271116,"fluconazol, dosagem:2 mg/ml, uso:injetável","[-0.04373921  0.03638548  0.03657925 ...  0.0142019   0.00700654
  0.02236427]"
17828,271118,"flufenazina, composição:sal enantato, dosagem:25mg/ml, apresentação:injetável","[-0.01822825  0.03129015  0.01925734 ...  0.01134647 -0.0228186
  0.03472006]"
12704,271120,"tetraciclina, apresentação:associada com anfotericina b, dosagem:25mg + 12,5mg/g, uso:creme vaginal","[-0.01800935 -0.00360743 -0.02638306 ...  0.01547385  0.02423199
  0.00289999]"
12704,271123,"tetraciclina, dosagem:0,5%, uso:pomada oftálmica","[-0.0124372  -0.00495288 -0.01593231 ... -0.02009434  0.05077979
 -0.01585042]"
7858,271124,"cetotifeno, princípio ativo:fumarato ácido, dosagem:0,2 mg/ml, apresentação:xarope","[ 0.03441619 -0.04613972  0.02128915 ...  0.01457616 -0.01256357
  0.01427335]"
7858,271125,"cetotifeno, princípio ativo:fumarato ácido, dosagem:1 mg/ml, apresentação:solução oral - gotas","[ 0.03192544 -0.03720349 -0.00859171 ...  0.01551002 -0.02245557
 -0.01191575]"
7858,271126,"cetotifeno, princípio ativo:fumarato ácido, dosagem:1 mg","[ 0.04090689 -0.04051042  0.00219126 ...  0.00515676 -0.02201444
  0.01452844]"
7858,271127,"cetotifeno, princípio ativo:fumarato ácido, dosagem:2 mg, apresentação:liberação lenta","[ 0.02364615 -0.04362842  0.01304978 ...  0.01643547 -0.0334154
  0.00954504]"
14520,271128,"bisoprolol fumarato, apresentação:associado com hidroclorotiazida, concentração:2,5mg + 6,25mg","[ 0.02356667 -0.00115759  0.00420723 ...  0.00858391  0.00381958
  0.01470707]"
14520,271129,"bisoprolol fumarato, apresentação:associado com hidroclorotiazida, concentração:5mg + 6,25mg","[ 0.03432831 -0.00062861  0.00100936 ...  0.00224542  0.00389337
  0.0149599 ]"
8275,271134,"ibuprofeno, dosagem:20 mg/ml, indicação:suspensão oral","[ 0.0208018   0.03990971  0.06771272 ... -0.00113992 -0.04782166
  0.00890303]"
11746,271138,"rifampicina, apresentação:associada com isoniazida, dosagem:300mg + 200mg","[-0.04218133  0.01634021 -0.02113879 ...  0.01590561  0.01917426
  0.02697007]"
11746,271139,"rifampicina, apresentação:associada com isoniazida, dosagem:150mg + 100mg","[-0.01606105  0.01844477 -0.01904622 ...  0.0073051   0.00825995
  0.02514359]"
11744,271140,"rifamicina, dosagem:10 mg/ml, indicação:spray","[-0.06159396  0.02040562  0.00880179 ... -0.02405884  0.01326434
  0.0092822 ]"
8428,271154,"insulina, origem:humana, tipo:regular, dosagem:100u/ml, aplicação:injetável","[-0.03474301  0.05642835  0.02125425 ...  0.02441654  0.01967064
 -0.02092206]"
8428,271157,"insulina, origem:humana, tipo:nph, dosagem:100u/ml, aplicação:injetável","[ 0.00145094  0.04351341  0.03139209 ...  0.04440011  0.01774913
 -0.02148005]"
5131,271162,"amilorida cloridrato, apresentação:associada com hidroclorotiazida, composição:5mg + 50mg","[-0.01025061  0.00566498 -0.00674085 ...  0.05597497 -0.00102708
 -0.01578962]"
5131,271164,"amilorida cloridrato, apresentação:associada com clortalidona, composição:5mg + 50mg","[-0.03149359  0.00706129  0.00149629 ...  0.04979304  0.0103782
 -0.00916349]"
5131,271165,"amilorida cloridrato, apresentação:associada com hidroclorotiazida, composição:2,5mg + 25mg","[-0.02306345  0.00453542 -0.00381483 ...  0.06828899 -0.00398097
 -0.01397359]"
5131,271166,"amilorida cloridrato, apresentação:associada com furosemida, composição:10mg + 40mg","[-0.0278674   0.01155567 -0.02729787 ...  0.03797008 -0.00436188
  0.00896315]"
8881,271167,"lisinopril, dosagem:5 mg","[ 0.01120665 -0.00407693  0.04958126 ...  0.00358181 -0.04064013
  0.03363261]"
8881,271168,"lisinopril, dosagem:10 mg","[ 1.1319964e-02 -2.2510627e-02  2.5725441e-02 ... -7.2660812e-05
 -3.4695879e-02  5.9763238e-02]"
8881,271169,"lisinopril, dosagem:20 mg","[ 0.01216172  0.00493413  0.04335602 ...  0.00369308 -0.03601707
  0.05670114]"
8881,271170,"lisinopril, apresentação:associado com hidroclorotiazida, princípio ativo:20mg + 12,5mg","[ 0.01794918  0.01916648  0.01921372 ...  0.03679037 -0.00531584
  0.03999471]"
9038,271171,"enalapril maleato, apresentação:associado com hidroclorotiazida, características adicionais:20mg + 12,5mg","[ 0.00417558  0.03090405  0.0184017  ...  0.03618059 -0.0099109
  0.03379136]"
9038,271172,"enalapril maleato, apresentação:associado com hidroclorotiazida, características adicionais:10mg + 25mg","[ 0.004734    0.02259193  0.00803847 ...  0.03394319 -0.00845635
  0.03436092]"
8639,271174,"lamivudina, dosagem:100 mg","[ 0.00337254 -0.01222108 -0.01787953 ...  0.03544993  0.02874356
  0.02767657]"
10737,271197,"pindolol, composição:associado à clopamida, dosagem:10mg + 5mg","[-0.06527516 -0.00475323  0.04564497 ...  0.01422668 -0.01037707
  0.05026843]"
7178,271198,"estradiol, apresentação:valerato associado com noretisterona, dosagem:2mg + 0,7mg","[ 0.02107734 -0.0109213  -0.0144074  ...  0.0436746  -0.01085156
  0.0188712 ]"
2436,271217,"amoxicilina, princípio ativo:associada com clavulanato de potássio, concentração:500mg + 125mg","[ 0.02992042 -0.03897708 -0.027048   ...  0.05955738  0.00619905
  0.00579046]"
10711,271352,"pilocarpina cloridrato, concentração:1%, indicação:solução oftálmica","[-0.03532721 -0.00493106 -0.01674543 ... -0.00088741  0.00859083
  0.03714529]"
10711,271353,"pilocarpina cloridrato, concentração:2%, indicação:solução oftálmica","[-0.04644506 -0.01632732 -0.00825489 ...  0.00289614  0.01088017
  0.04365799]"
10711,271354,"pilocarpina cloridrato, concentração:4%, indicação:solução oftálmica","[-0.03719259 -0.00323311 -0.00716936 ...  0.00173447  0.00527001
  0.05254116]"
9712,271355,"metronidazol, apresentação:associado com nistatina, concentração:100mg + 20.000ui/g, forma farmacêutica:creme vaginal","[ 0.02839251  0.01876376 -0.01222212 ...  0.050813    0.02503294
  0.01302855]"
2362,271356,"alprazolam, dosagem:1 mg","[ 0.02990102 -0.00836243  0.09409203 ...  0.01205875 -0.01715612
 -0.00482198]"
2362,271357,"alprazolam, dosagem:0,50 mg","[ 0.0292576   0.00222054  0.0999695  ...  0.01207106 -0.00125454
  0.00352923]"
2362,271358,"alprazolam, dosagem:0,25 mg","[ 0.02414967 -0.01063447  0.10403977 ...  0.01493078 -0.00992277
  0.01318327]"
9907,271391,"morfina, apresentação:sulfato, concentração:30mg","[ 0.00994282 -0.02803413  0.00032594 ... -0.00741223 -0.00348612
  0.00892135]"
9907,271392,"morfina, apresentação:sulfato, concentração:10mg","[ 0.01783652 -0.02978283  0.003252   ... -0.03493328 -0.00532108
  0.01845591]"
9907,271394,"morfina, apresentação:sulfato, concentração:10mg/ml, tipo forma:solução oral","[ 0.00154172 -0.02181606  0.01156031 ... -0.00404813 -0.00964287
  0.00204819]"
7188,271432,"estrogênios conjugados, dosagem:1,25 mg","[-0.00604332  0.02669956 -0.04237972 ... -0.00558263  0.02110316
  0.0247763 ]"
