codigo_pdm,codigo_br,nome_item,embedding
8428,380017,"insulina, origem:glulisina, tipo:ação rápida, concentração:100 ui/ml, forma farmaceutica:solução injetável, caracteristica adicional:com aplicador","[-0.03472256  0.04718752  0.02297694 ...  0.04563171  0.01663739
 -0.04383837]"
2259,380018,"álcool etílico, teor alcoólico:70% v/v, composição básica:com emoliente, forma farmacêutica:gel","[ 0.01206119  0.02728126  0.08295707 ...  0.06992889  0.01550364
 -0.00734528]"
15156,380419,"bimatoprosta, composição:associada com timolol maleato, concentração:0,3 mg + 5 mg/ml, forma farmaceutica:solução oftálmica","[ 0.00601759 -0.05102507  0.02369655 ...  0.05715989 -0.02258809
 -0.00493136]"
17764,380545,"lopinavir, composição:associado com ritonavir, concentração:100 mg + 25 mg","[ 0.02703878 -0.03652766 -0.01442023 ...  0.03523624  0.00756172
  0.02424427]"
1810,380679,"rasburicase, concentração:1,5 mg, forma farmacêutica:pó liófilo p/ injetável","[ 0.00183292 -0.0058056   0.01970077 ... -0.00622451  0.05420483
 -0.00710305]"
12343,380865,"polimixina b, composição:associada com neomicina, fluocinolona e lidocaína, concentração:10.000 ui + 3,5 mg + 0,25 mg + 20 mg/ml, forma farmacêutica:solução otológica","[ 0.01453889 -0.01776918 -0.06144619 ...  0.07519599 -0.00804159
  0.00779591]"
5206,381063,"metformina cloridrato, composição:associada à sitagliptina, concentração:500 mg + 50 mg","[-0.03498868 -0.00070719  0.00731819 ...  0.05715219 -0.004839
  0.00340411]"
11408,381066,"ramipril, composição:associado com anlodipino, concentração:10 mg + 5 mg","[-0.00658596 -0.04689857  0.07577089 ...  0.06254397 -0.00057004
  0.01821475]"
353,381069,"ácido acetilsalicílico, concentração:162 mg, forma farmaceutica:tamponado","[ 0.02138111 -0.03607559  0.04331132 ...  0.05560692  0.00519736
  0.01675654]"
6144,381073,"mercaptamina, composição:sal bitartarato, concentração:150 mg","[-0.04014917 -0.1109548  -0.01220528 ...  0.01012703 -0.04632543
  0.01268161]"
353,381165,"ácido acetilsalicílico, concentração:85 mg","[ 0.01407037 -0.06967182  0.04927956 ...  0.03581898  0.00978147
  0.03187947]"
5187,381288,"rifabutina, concentração:150 mg","[ 0.02744553 -0.03645005  0.01564726 ...  0.0112877   0.02006281
  0.00824214]"
12335,381536,"sulfato de magnésio, concentraçao:1 meq/ml, forma farmaceutica:solução injetável","[ 0.00747517  0.01152587 -0.00571975 ...  0.02199411  0.01788572
 -0.00037063]"
6867,381775,"estiripentol, concentração:250 mg","[-0.03318797 -0.0181696   0.06974736 ...  0.01872632 -0.00068097
  0.01587418]"
6867,381776,"estiripentol, concentração:500 mg","[-0.02346329 -0.00809792  0.05254547 ...  0.00254699 -0.01394096
  0.00896238]"
10216,381879,"omeprazol, composição:omeprazol magnésico, concentração:10,3 mg","[ 0.05363887 -0.00287684  0.05721039 ...  0.0511683  -0.05188507
  0.02641113]"
10216,381880,"omeprazol, composição:omeprazol magnésico, concentração:20,6 mg","[ 0.0577146   0.0080773   0.06808908 ...  0.04939412 -0.05240137
  0.02606376]"
10216,381881,"omeprazol, composição:omeprazol magnésico, concentração:41,3 mg","[ 0.039842    0.0047476   0.07389785 ...  0.0567881  -0.05733668
  0.02042875]"
16353,382197,"trimetazidina dicloridrato, concentração:35 mg","[ 0.00184456 -0.01499406 -0.0506177  ...  0.02101626  0.0039345
  0.03607529]"
9613,382224,"mesterolona, concentração:25 mg","[ 0.02880175 -0.05315195  0.0028773  ...  0.00431148 -0.0130656
  0.00754024]"
17872,382296,"sildenafila, composição:sal citrato, concentração:1 mg/ml, forma farmacêutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.06638901 -0.00185322 -0.01042139 ...  0.03217025 -0.0533939
  0.01967927]"
7024,382297,"espironolactona, concentração:2 mg/ml, forma farmacêutica:suspensão oral, característica adicional:formulação especialmente manipulada","[-0.07738864 -0.02521322  0.07408478 ...  0.022898   -0.03093624
  0.00793892]"
8220,382298,"hidroclorotiazida, concentração:2 mg/ml, forma farmacêutica:suspensão oral, característica adicional:formulação especialmente manipulada","[-0.03593169  0.00705645  0.01356383 ...  0.05060017 -0.00165769
 -0.01550257]"
5118,382563,"cloreto de sódio, concentraçao:a 10%, forma farmaceutica:solução injetável","[-0.01479849 -0.00135762 -0.04029944 ...  0.00105879  0.0198904
  0.02808475]"
16613,382598,"solução para conservação de órgãos, tipo:coloidal, composição:à base de dextrana, sódio, potássio e magnésio, concentração:em dosagem igual a do plasma, forma farmacêutica:solução para perfusão, estéril e apirogênica","[ 0.00131034 -0.03495749 -0.00773966 ...  0.03596227 -0.01456481
  0.01495626]"
7793,382939,"decitabina, concentração:50 mg, forma farmacêutica:pó liófilo p/ injetável","[-0.0177824  -0.08542874 -0.00810922 ...  0.01417479  0.01824462
 -0.01027515]"
18244,382943,"radiofármaco - radioisótopo, nome:18f - fdg (2-fluor-2 dioxi-d-glicose), dosagem radioativa:4.160 a 5.350 mbq/ml, forma farmacêutica:solução límpida, incolor, estéril e apirogênica","[-0.02918211 -0.036784    0.01892247 ... -0.00342647  0.00464353
  0.0433243 ]"
9680,382945,"metipranolol, composição:sal cloridrato, concentração:3 mg/ml, forma farmacêutica:solução oftálmica","[-0.04494232 -0.01033903 -0.00533591 ...  0.05215719 -0.0359702
  0.01791975]"
17685,383272,"imiglucerase, concentração:400 ui, forma farmaceutica:pó liófilo p/injetável","[-0.0804795  -0.00284918  0.01152759 ...  0.02772156  0.01821603
 -0.0168866 ]"
18664,383409,"carmelose sódica, composição:associada à glicerina, concentração:5 + 9 mg/ml, forma farmacêutica:solução oftálmica","[-0.03115037 -0.00743901  0.0395888  ...  0.04215553 -0.0105727
  0.01812813]"
15134,383436,"azacitidina, concentração:100 mg, forma farmacêutica:pó liófilo p/ injetável","[-0.01039506 -0.05736364 -0.01516059 ...  0.06537392  0.02345681
  0.00309152]"
4492,383438,"capsaicina, concentração:0,25 mg/g, forma farmacêutica:creme","[ 0.00084962 -0.0920629   0.0408456  ...  0.03715586  0.01617812
 -0.00732637]"
4492,383439,"capsaicina, concentração:0,75 mg/g, forma farmacêutica:creme","[-0.00180105 -0.09198923  0.04233533 ...  0.04050345  0.01212786
 -0.00737288]"
4492,383440,"capsaicina, concentração:0,25 mg/ml, forma farmacêutica:loção tópica","[-0.01281477 -0.07076797  0.02625247 ...  0.03268703  0.01534098
 -0.01648395]"
4492,383441,"capsaicina, concentração:0,75 mg/ml, forma farmacêutica:loção tópica","[-0.01480936 -0.0705443   0.02760182 ...  0.0357498   0.01214748
 -0.01587582]"
18244,383530,"radiofármaco - radioisótopo, nome:octreotídeo-dtpa- 111in, dosagem radioativa:185 - 196 mbq/ml, apresentação:solução límpida, incolor, forma farmacêutica:solução injetável","[-0.0192937  -0.01133902 -0.03990645 ...  0.03706755  0.03999006
  0.01909242]"
18244,383532,"radiofármaco - radioisótopo, nome:131i - iodeto de sódio, dosagem radioativa:370 a 7400 mbq/ml, apresentação:solução límpida, incolor, forma farmacêutica:não injetável","[-0.01186703  0.01304581 -0.00725196 ...  0.01420311 -0.00234407
  0.02539727]"
18192,383660,"tiotrópio brometo, composição:sal brometo, concentração:2,5 mcg/dose, forma farmacêutica:solução p/ inalação, característica adicional:com inalador","[ 0.03543481 -0.0045633   0.01739142 ...  0.01829328 -0.00679384
 -0.01637697]"
8428,383688,"insulina, origem:asparte associada à asparte protamina, concentração:30% + 70%, 100 ui/ml, forma farmaceutica:solução injetável","[ 0.03472571  0.0391861   0.03650807 ...  0.04318804  0.04389482
 -0.0137987 ]"
8605,383750,"lactulose, concentração:667 mg/ml, forma farmaceutica:xarope","[-0.00891806 -0.02732828  0.07231732 ...  0.02411569 -0.00970084
  0.01270849]"
7998,383754,"gemifloxacino, concentração:320 mg","[-0.00400527 -0.04469811  0.03044768 ...  0.03908745 -0.02280903
  0.03596229]"
6223,383755,"isossorbida, composição:sal mononitrato, associado ao ác. acetilsalicílico, concentração:40mg + 100 mg","[ 0.03213655 -0.01118908 -0.04110094 ...  0.03944635 -0.01630364
 -0.004306  ]"
13448,383786,"vinorelbina, composição:sal tartarato, concentração:10 mg/ml, forma farmaceutica:solução injetável","[-0.01966979 -0.0196044  -0.01630594 ...  0.01681967  0.0021748
 -0.01558302]"
13448,383787,"vinorelbina, composição:sal tartarato, concentração:80 mg","[-0.00861678 -0.02792479 -0.02110677 ...  0.00338632 -0.00206277
 -0.00223883]"
13448,383788,"vinorelbina, composição:sal tartarato, concentração:20 mg","[-0.00492367 -0.01826749 -0.01886275 ...  0.003717   -0.00365401
 -0.00610488]"
13448,383789,"vinorelbina, composição:sal tartarato, concentração:40 mg","[-0.0105431  -0.02308626 -0.01680348 ...  0.00218672 -0.00484314
 -0.00616028]"
13448,383790,"vinorelbina, composição:sal tartarato, concentração:30 mg","[-0.00749031 -0.0241608  -0.02844287 ...  0.01068881 -0.00364759
 -0.00595078]"
2273,383791,"alendronato de sódio, composição:associado à vitamina d3, concentração:70 mg + 2.800 ui","[-0.00745194 -0.00623939 -0.04774169 ...  0.04843978 -0.00840904
  0.01711822]"
16342,383878,"enzimas pancreáticas, princípio ativo:pancreatina ( amilase + lipase + protease ), outros componentes:associada à dimeticona, celulase e bromoprida, concentração:100 mg + 50 mg + 30 mg + 5 mg","[ 0.01725046  0.00590034  0.03485252 ...  0.04982292 -0.00011903
  0.03382967]"
8922,384257,"losartana potássica, composição:associada à furosemida e sinvastatina, concentração:50 mg + 60 mg + 20 mg, característica adicional:formulação especialmente manipulada","[ 0.03545935 -0.01924078 -0.01967875 ...  0.03657304 -0.00854145
  0.0283656 ]"
8922,384258,"losartana potássica, composição:assoc. à furosemida,amiodarona e espironolactona, concentração:50 mg + 60 mg + 150 mg + 25 mg, característica adicional:formulação especialmente manipulada","[ 0.01606111 -0.03480059 -0.00571342 ...  0.02594719 -0.01905352
  0.02040377]"
6144,384297,"mercaptamina, concentração:5 mg/ml, forma farmacêutica:solução oftálmica, característica adicional:formulação especialmente manipulada","[-0.05829126 -0.09003837  0.03751897 ...  0.03406513 -0.01191993
  0.00428935]"
8222,384298,"hidrocortisona, concentração:10 mg","[ 0.00554945 -0.0295065  -0.01325646 ...  0.00390816  0.03068715
  0.02884351]"
17872,384328,"sildenafila, concentração:10 mg/ml, forma farmacêutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.05528896 -0.01319686 -0.00394937 ...  0.04005202 -0.02079561
  0.0501605 ]"
17602,384467,"nepafenaco, concentração:1 mg/ml, forma farmacêutica:suspensão oftálmica","[-0.01061383 -0.00319524  0.0421401  ...  0.01932091 -0.01837743
  0.01828844]"
18682,384537,"peróxido de benzoíla, concentração:2,5%, forma farmacêutica:gel tópico","[-0.03010004 -0.0213025   0.04746564 ...  0.00405789 -0.01010069
  0.02450127]"
2595,384616,"antígeno, tipo:bateria padrão com 30 antígenos, aplicação:p/ teste de contato, características adicionais:provas clássicas, aspecto físico:líquido","[ 0.03626446  0.00881815 -0.04577043 ...  0.00062974  0.00508076
  0.01773146]"
2595,384814,"antígeno, tipo:carne de frango, aplicação:p/ teste de contato, aspecto físico:líquido","[ 0.02848307  0.00201209  0.01407325 ... -0.01881572 -0.01138922
 -0.02038808]"
2595,384815,"antígeno, tipo:carne de caranguejo, aplicação:p/ teste de puntura, aspecto físico:líquido","[ 0.00128376  0.03632949 -0.00053917 ... -0.02275814  0.00194234
 -0.02371931]"
2032,384830,"ácido tranexâmico, concentração:500 mg","[ 0.00868539 -0.01613013 -0.00526965 ...  0.0292947  -0.00217434
  0.02973453]"
14609,384894,"propafenona cloridrato, concentração:150 mg","[-0.00530861 -0.00432372 -0.0148739  ... -0.00157164 -0.01632822
  0.0648    ]"
17995,385153,"trometamol, composição:sal cetorolaco, concentração:10mg, forma farmacêutica:sub-lingual","[ 0.01534211 -0.03677114  0.00679581 ...  0.00023564 -0.02640562
 -0.01994554]"
17901,385423,"cefaclor monoidrato, concentração:75 mg/ml, forma farmaceutica:suspensão oral","[-0.02419093 -0.04775083  0.00766577 ...  0.03487904 -0.02593668
  0.01858477]"
18455,385424,"extrato medicinal, princípio ativo:alcachofra (cynara scolymus l.), composição:e associações, forma farmacêutica:forma oral sólida","[ 0.02022853 -0.00344658  0.01337342 ...  0.01570954 -0.01250254
 -0.02539053]"
1253,385435,"betametasona, concentração:0,5 mg","[-0.00049606 -0.05499941 -0.00712076 ... -0.01139297 -0.00879024
  0.00959085]"
1253,385436,"betametasona, concentração:2 mg","[-0.00513318 -0.06212154 -0.00791827 ... -0.00124085 -0.00352914
  0.00671412]"
1253,385446,"betametasona, concentração:0,5 mg/ml, forma farmaceutica:solução oral - gotas","[-0.00867804 -0.04711323 -0.01174947 ...  0.0110806  -0.013945
 -0.01845702]"
17807,385492,"lidocaína cloridrato, composição:associada com tribenósido, concentração:40 mg + 400 mg, forma farmaceutica:uso retal","[-0.02371276  0.0257327  -0.07903589 ...  0.01729741 -0.03104337
  0.04913344]"
17907,386019,"sulfato de zinco, concentração:10 mg/ml, forma farmaceutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.00052821  0.00391271 -0.01451043 ... -0.02038058 -0.01621897
  0.01453221]"
9776,386022,"minoxidil, concentração:50 mg/ml, forma farmacêutica:solução tópica","[-0.01000455 -0.00352923  0.03148001 ...  0.03523342  0.03214685
 -0.01843928]"
9776,386023,"minoxidil, concentração:20 mg/ml, forma farmacêutica:solução tópica","[-0.0073513  -0.00016182  0.02945265 ...  0.04392523  0.02865023
 -0.00878243]"
1930,386026,"folinato de cálcio, concentração:5 mg/ml, forma farmaceutica:solução oral, característica adicional:medicamento especialmente manipulado","[ 0.02590706  0.01566607 -0.06510057 ...  0.04612774  0.0202276
  0.03173212]"
10768,386027,"pirimetamina, concentração:1 mg/ml, forma farmacêutica:suspensão oral em base de xarope simples, característica adicional:formulação especialmente manipulada","[-0.0515616  -0.01092958  0.024464   ...  0.02618585 -0.01972288
 -0.01320979]"
8228,386041,"hidroxicloroquina sulfato, concentração:200 mg","[-0.02001145 -0.00826889 -0.02378307 ...  0.00767674  0.02748155
  0.02119679]"
1733,386044,"acetato de cálcio, concentração:500 mg, característica adicional:especialmente manipulado","[ 0.04082058 -0.01290924 -0.002819   ...  0.03908951 -0.0092512
  0.03074842]"
10082,386056,"nifedipino, concentração:1 mg/ml, forma farmacêutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.00960871 -0.04145022  0.01449755 ...  0.05535225 -0.00110635
  0.00876763]"
5131,386062,"amilorida cloridrato, concentração:1 mg/ml, forma farmacêutica:suspensão oral, característica adicional:formulação especialmente manipulada","[-0.0419745  -0.01386558  0.0145454  ...  0.06200397 -0.01769069
 -0.02040797]"
15247,386246,"retinol, concentração:4.000 ui/ml, forma farmacêutica:solução oral - gotas, característica adicional:formulação especialmente manipulada","[-0.01547222  0.0088094   0.02913889 ...  0.01349758  0.02003363
  0.00892569]"
4677,386275,"carvedilol, concentração:1 mg/ml, forma farmacêutica:suspensão oral, característica adicional:formulação especialmente manipulada","[-3.2343138e-02 -1.6872395e-02  5.4191291e-02 ...  3.1955365e-02
  3.0072782e-05  1.1664067e-02]"
1815,386294,"racealfatocoferol, composição:sal acetato, concentração:1.000 ui","[ 0.00609825 -0.0485318   0.01744739 ...  0.0340119  -0.0141795
  0.01908563]"
2420,386315,"amiodarona, concentração:5 mg/ml, forma farmaceutica:suspensão oral, característica adicional:formulação especialmente manipulada","[-9.6602584e-05 -4.6775039e-02  4.0698193e-02 ...  3.8139265e-02
 -3.3784438e-02  2.1104054e-03]"
2420,386316,"amiodarona, concentração:200 mg/ml, forma farmaceutica:suspensão oral - gotas, característica adicional:formulação especialmente manipulada","[-0.0206572  -0.04696726  0.0233988  ...  0.04680245 -0.02860516
  0.00052393]"
7644,386336,"fluconazol, concentração:1 mg/ml, forma farmaceutica:solução oral, característica adicional:formulação especialmente manipulada","[-0.01982408  0.01271452  0.00072867 ...  0.02083041 -0.03470329
  0.02454205]"
2436,386396,"amoxicilina, princípio ativo:associada com clavulanato de potássio, concentração:80 mg + 11,5 mg/ml, forma farmacêutica:pó p/ suspensão oral","[ 0.01629347 -0.0653251  -0.01347317 ...  0.06867836  0.00219084
 -0.00068431]"
18455,386481,"extrato medicinal, princípio ativo:cassia angustifolia l., tamarindus indica, composição:cassia fistula e coriandrum sativum, forma farmacêutica:gel laxativo","[ 0.00804544 -0.01418824  0.04471753 ...  0.04521122 -0.00457753
 -0.00715801]"
10956,386846,"policarbofila cálcica, concentração:500 mg","[-0.06990065 -0.02710438 -0.01568246 ...  0.01243473 -0.00043674
  0.0737593 ]"
17357,386856,"clorexidina digluconato, concentração:1%, forma farmacêutica:em lenço umidecido","[-0.07218982  0.01621409 -0.03607263 ...  0.03262465 -0.02026572
  0.00728464]"
2259,386857,"álcool etílico, teor alcoólico:70% v/v, composição básica:com emoliente, forma farmacêutica:em lenço umidecido","[ 0.01844993  0.03838516  0.06457976 ...  0.0695352   0.00643113
 -0.0004881 ]"
10422,386959,"paracetamol, concentração:32 mg/ml, forma farmaceutica:suspensão oral","[ 0.00456017 -0.03369282  0.07537895 ...  0.03520758 -0.04627119
  0.00999215]"
10422,386961,"paracetamol, concentração:100 mg/ml, forma farmaceutica:suspensão oral","[ 0.00877921 -0.01721785  0.05670931 ...  0.0298739  -0.04984678
  0.0032325 ]"
17790,387078,"ácido tricloroacético (tca), concentração:10%, forma farmaceutica:solução aquosa","[ 0.01365933 -0.01396282 -0.0216884  ...  0.03307254  0.01628948
  0.03879534]"
15643,387339,"formoterol fumarato, composição:associado com budesonida, concentração:12 mcg + 400mcg/dose, forma farmacêutica:cápsula pó inalante, características adicionais:refil","[-0.00060909 -0.03716023  0.02347248 ...  0.0316756  -0.06141447
  0.01270355]"
15643,387340,"formoterol fumarato, composição:associado com budesonida, concentração:12 mcg + 400mcg/dose, forma farmacêutica:cápsula pó inalante, características adicionais:com frasco inalador","[ 0.00765457 -0.02958854  0.01826979 ...  0.03575983 -0.05845044
  0.00282341]"
15643,387341,"formoterol fumarato, composição:associado com budesonida, concentração:6 mcg + 200 mcg/dose, forma farmacêutica:cápsula pó inalante, características adicionais:com frasco inalador","[ 0.01197697 -0.02440666  0.01829445 ...  0.03690899 -0.05580173
  0.00120481]"
17958,387359,"papaína, concentraçao:2%, forma farmaceutica:gel, caracteristica adicional:formulação especialmente manipulada","[-0.04365311 -0.03601399 -0.00534101 ...  0.00455941 -0.01311898
  0.00623889]"
7024,387435,"espironolactona, concentração:10 mg/ml, forma farmacêutica:suspensão oral em base de xarope simples, característica adicional:formulação especialmente manipulada","[-0.06163554 -0.02935961  0.0617567  ...  0.01027265 -0.02889173
  0.01817484]"
4104,387438,"cafeína, composição:sal citrato, concentração:5 mg/ml, forma farmacêutica:solução oral em base de xarope simples, característica adicional:especialmente manipulada","[ 0.00922236 -0.00880857 -0.02740946 ...  0.02592954 -0.06634624
 -0.01125913]"
5400,387453,"zinco, composição:sob a forma de glicina zinco quelado, concentração:1 mg/ml, forma farmacêutica:solução oral em base de xarope simples, característica adicional:formulação especialmente manipulada","[-0.0377221   0.01017324  0.02489814 ...  0.02106046 -0.01742376
 -0.02398115]"
8501,387488,"isoniazida, concentração:300 mg","[ 0.0062528   0.03253828 -0.03729812 ...  0.03856379  0.00507986
  0.03424804]"
16461,387985,"zuclopentixol, concentração:25 mg","[-0.01341567 -0.03483832  0.03598566 ...  0.01455507 -0.01154273
  0.01225144]"
2595,388154,"antígeno, tipo:controle positivo (fosfato de histamina), aplicação:p/ teste de puntura, características adicionais:50u/ml, aspecto físico:líquido","[ 0.03496605 -0.01437707 -0.00974946 ... -0.02079891  0.03087672
  0.01117921]"
2595,388155,"antígeno, tipo:controle negativo, aplicação:p/ teste de puntura, aspecto físico:líquido","[ 0.00218848  0.01491237  0.02088827 ... -0.00077205 -0.01072683
 -0.02245982]"
2595,388156,"antígeno, tipo:controle positivo (fosfato de histamina), características adicionais:50u/ml, dose de 0,1ml -ppd, aspecto físico:diluição 1/10","[ 0.01656116 -0.04868201 -0.0087081  ... -0.0203471   0.00586225
  0.01999969]"
2595,388157,"antígeno, tipo:controle positivo (fosfato de histamina), características adicionais:50u/ml, dose de 0,1ml -ppd, aspecto físico:diluição 1/1000","[ 0.01100419 -0.04404247 -0.00609908 ... -0.01925941  0.00314333
  0.01509121]"
12972,388261,"triclosana, concentração:5 mg/ml, forma farmacêutica:sabonete líquido cremoso, característica adicional:com aromatizante","[ 0.00435165 -0.02817492 -0.02507109 ... -0.00057484 -0.00385026
 -0.0012384 ]"
15846,388383,"tocilizumabe, concentração:20 mg/ml, forma farmacêutica:solução injetável","[ 0.00500745 -0.01608511  0.01310679 ...  0.03048702  0.03779512
  0.0077861 ]"
17813,388387,"levodopa, composição:associado a carbidopa + entacapona, concentração:50 mg + 12,5 mg + 200 mg","[ 0.0233487  -0.0545499   0.04676189 ...  0.00440361  0.00319151
  0.04479519]"
18226,388392,"rosuvastatina, composição:cálcica, concentração:40 mg","[ 0.01091261 -0.01650751  0.00087024 ...  0.03128466  0.01521478
  0.02097053]"
18540,388399,"olmesartana medoxomila, composição:associada com anlodipino, concentração:20 mg + 5 mg","[ 0.01736923 -0.06415296  0.00014329 ...  0.04461696 -0.04596419
  0.00333858]"
18540,388401,"olmesartana medoxomila, composição:associada com anlodipino, concentração:40 mg + 5 mg","[ 0.01315844 -0.06808458  0.00051738 ...  0.04583401 -0.04730015
  0.00225145]"
18540,388402,"olmesartana medoxomila, composição:associada com anlodipino, concentração:40 mg + 10 mg","[ 0.01297142 -0.0704248  -0.00171413 ...  0.04578878 -0.04678822
  0.00540205]"
8012,388403,"glimepirida, concentração:3 mg","[-0.06611297 -0.01225449  0.03176745 ...  0.0439893  -0.01843272
  0.00106818]"
10263,388555,"ornitina, composição:sal aspartato, concentração:500 mg/ml, forma farmacêutica:solução injetável","[ 0.00585065  0.00859093 -0.01750432 ...  0.0498326   0.0263866
 -0.0381399 ]"
10263,388556,"ornitina, composição:sal aspartato, concentração:3 g, forma farmacêutica:pó granulado","[ 0.00729047 -0.00448849 -0.03298798 ...  0.03648361  0.01806486
 -0.04718192]"
3086,388568,"ácido ibandrônico, concentração:50 mg","[ 0.02383648 -0.01321     0.00532743 ...  0.01491175  0.0046073
  0.02174338]"
3086,388569,"ácido ibandrônico, concentração:150 mg","[ 0.02213257 -0.01180073  0.00152664 ...  0.03795415 -0.00653888
  0.02970235]"
3086,388570,"ácido ibandrônico, concentração:1 mg/ml, forma farmacêutica:solução injetável","[-0.00310837 -0.00447542  0.00830812 ...  0.05376435  0.00579327
 -0.00222204]"
11156,388711,"pregabalina, concentração:25 mg","[-0.01242548 -0.05172571  0.01006105 ...  0.00693236  0.02675741
  0.03163404]"
11156,388712,"pregabalina, concentração:75 mg","[-0.02598949 -0.05071955  0.01224098 ...  0.01871709  0.0163318
  0.0159937 ]"
11156,388713,"pregabalina, concentração:50 mg","[-0.00685275 -0.04447216  0.01381001 ... -0.00518609  0.02688993
  0.01930841]"
11156,388714,"pregabalina, concentração:100 mg","[-0.01687819 -0.05116905 -0.01083705 ...  0.01257505  0.02052234
  0.02864527]"
5206,388796,"metformina cloridrato, concentração:500 mg, forma farmacêutica:ação prolongada","[-0.03672005  0.00257742 -0.00233361 ...  0.03940935 -0.0208589
  0.0035692 ]"
5206,388797,"metformina cloridrato, concentração:750 mg, forma farmacêutica:ação prolongada","[-0.04251634 -0.0131548   0.00294615 ...  0.05526126 -0.01896617
  0.00596783]"
6245,388865,"alentuzumabe, concentração:10 mg/ml, forma farmacêutica:solução injetável","[ 0.00635338  0.00419365  0.03319411 ...  0.03008448  0.00382256
 -0.01172571]"
6245,388866,"alentuzumabe, concentração:30 mg/ml, forma farmacêutica:solução injetável","[-0.00116995  0.00906741  0.03386804 ...  0.04850247  0.00379391
 -0.02125138]"
1731,389061,"acetato de zinco, concentração:50 mg, característica adicional:formulação especialmente manipulada","[ 0.00596739 -0.03526184  0.03186122 ... -0.01766826 -0.03117699
 -0.00229389]"
1731,389062,"acetato de zinco, concentração:300 mg, característica adicional:formulação especialmente manipulada","[-0.01311246 -0.03637643  0.01401442 ...  0.01710713 -0.0345339
  0.00399371]"
10977,389087,"polihexanida, concentração:0,1%, forma farmacêutica:solução aquosa","[-0.00223742 -0.0453324  -0.04099178 ...  0.04867997  0.01444095
  0.03175251]"
10977,389088,"polihexanida, concentração:0,1%, forma farmacêutica:sabonete líquido","[ 0.01073246 -0.04542305 -0.05247633 ...  0.00960644  0.00735953
  0.01813398]"
10977,389089,"polihexanida, concentração:0,1%, forma farmacêutica:hidrogel","[-0.03666175 -0.0380369  -0.03146388 ...  0.01550609  0.00956648
  0.02321744]"
10977,389090,"polihexanida, concentração:0,1%, forma farmacêutica:solução hidroalcoólica","[-0.01439187 -0.03236203 -0.0148237  ...  0.0393022   0.01277555
  0.03377216]"
6174,389398,"trióxido de arsênio, concentração:1 mg/ml, forma farmacêutica:solução para perfusão","[ 0.02371153  0.02393899 -0.00460906 ...  0.01936053 -0.00052475
  0.01943117]"
8210,389409,"hialuronidase, concentração:1330 utr/g, forma farmacêutica:creme","[-0.00259405  0.05025957 -0.02558319 ...  0.05054958  0.04718237
  0.02109408]"
12795,389480,"tobramicina, concentraçao:60 mg/ml, forma farmaceutica:solução para inalação","[ 0.00279049  0.00499724  0.02801693 ...  0.01871197 -0.0228262
 -0.01923062]"
5186,389637,"fexofenadina, concentração:6 mg/ml, forma farmaceutica:suspensão oral","[-0.00528058 -0.04685937  0.01764305 ...  0.04553213 -0.02536227
  0.03675802]"
2148,389657,"dinoprostona, concentração:10 mg, forma farmaceutica:vaginal, característica adicional:com pessário","[-0.01206582 -0.07897726 -0.01667639 ...  0.05005477 -0.06573653
  0.07213347]"
5284,389710,"adapaleno, concentração:3 mg/g, forma farmaceutica:gel","[-4.1000503e-03 -8.8363998e-03  5.3631388e-02 ...  2.9532330e-02
 -1.8023646e-02 -9.2901450e-05]"
5633,389779,"rasagilina, concentração:1 mg","[ 0.02401495 -0.01660894  0.01984216 ...  0.0189648   0.04256447
 -0.00645845]"
7996,389802,"gestodeno, composição:associado ao etinilestradiol, concentração:0,06 mg + 0,015 mg","[ 0.01770554 -0.02165989 -0.01734276 ...  0.0523871  -0.02029154
  0.04935076]"
17849,389803,"temozolomida, concentração:180 mg","[ 0.03292491 -0.05074309 -0.00880945 ...  0.00430673  0.00392075
 -0.00350217]"
10458,389863,"sugamadex, composição:sal sódico, concentração:100 mg/ml, forma farmacêutica:solução injetável","[-0.02442887 -0.02615626 -0.02461191 ...  0.07889049  0.00217179
 -0.00134548]"
2595,389955,"antígeno, tipo:bateria padrão com 40 antígenos, aplicação:p/ teste de puntura, aspecto físico:líquido","[ 0.01757938  0.01535559 -0.02995462 ... -0.01522556  0.01646763
  0.01313456]"
17708,389956,"dipirona sódica, apresentação:associada à escopolamina butilbrometo, composição:homatropina butilbrometo e hiosciamina bromidrato, concentração:300 mg + 6,5 mcg + 1 mg + 104 mcg/ml, forma farmacêutica:solução oral - gotas","[ 0.00794201 -0.06226896 -0.00817915 ...  0.05769392 -0.0208474
 -0.00113901]"
17708,389957,"dipirona sódica, apresentação:associada à escopolamina butilbrometo, composição:homatropina butilbrometo e hiosciamina bromidrato, concentração:300 mg + 6,5 mcg + 1 mg + 104 mcg","[ 0.01136981 -0.06252439 -0.00914845 ...  0.05073827 -0.02394909
  0.01251119]"
2595,389965,"antígeno, tipo:bateria padrão com 05 antígenos, aplicação:para teste intradérmico, aspecto físico:líquido","[ 0.01096036  0.01550863 -0.03630444 ... -0.00139161  0.00255434
  0.01127741]"
