numero_controle_pncp,numero_item,tipoBeneficioNome,aplicabilidadeMargemPreferenciaNormal,percentualMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaAdicional,tipoMargemPreferencia.codigo,criterioJulgamentoNome,tipoMargemPreferencia.nome,tipoMargemPreferencia,exigenciaConteudoNacional,_merge,srp,_merge_srp
92324706000127-1-000279/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000279/2023,6,,,,,,,,,,,left_only,False,both
92324706000127-1-000279/2023,7,,,,,,,,,,,left_only,False,both
92324706000127-1-000279/2023,9,,,,,,,,,,,left_only,False,both
92324706000127-1-000279/2023,10,,,,,,,,,,,left_only,False,both
92324706000127-1-000119/2023,2,,,,,,,,,,,left_only,False,both
92324706000127-1-000119/2023,5,,,,,,,,,,,left_only,False,both
92324706000127-1-000119/2023,6,,,,,,,,,,,left_only,False,both
10540697000147-1-000001/2023,10,,,,,,,,,,,left_only,True,both
95591764000105-1-000036/2023,3,,,,,,,,,,,left_only,False,both
95591764000105-1-000036/2023,4,,,,,,,,,,,left_only,False,both
95591764000105-1-000036/2023,6,,,,,,,,,,,left_only,False,both
45301652000102-1-000088/2023,1,,,,,,,,,,,left_only,False,both
15126437000143-1-002819/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002819/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002819/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002819/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
45301652000102-1-000088/2023,2,,,,,,,,,,,left_only,False,both
15126437000143-1-001737/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001737/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001737/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002017/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002017/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002076/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002076/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002819/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001766/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001766/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001766/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002530/2023,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002530/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002530/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002530/2023,9,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-002819/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
44660272000193-1-000011/2025,1658475,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45301652000102-1-000083/2023,4,,,,,,,,,,,left_only,False,both
15126437000143-1-001331/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001586/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001692/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001337/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001696/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001696/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001696/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001696/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001696/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001696/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000739/2023,1,Sem benefício,False,,False,,,Menor preço,,,,both,False,both
44660272000193-1-000011/2025,1658477,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45301652000102-1-000083/2023,6,,,,,,,,,,,left_only,False,both
15126437000143-1-000728/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000728/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000728/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000728/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000728/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000849/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000849/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000849/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000849/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000849/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000849/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001331/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000660/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001329/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001329/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-001329/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
44660272000193-1-000011/2025,1658478,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45301652000102-1-000083/2023,8,,,,,,,,,,,left_only,False,both
83024240000153-1-000163/2023,8,,,,,,,,,,,left_only,True,both
45301652000102-1-000073/2023,1,,,,,,,,,,,left_only,False,both
15126437000143-1-000655/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000655/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000655/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,2,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000657/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000660/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000660/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000660/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000660/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000660/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
44660272000193-1-000011/2025,1658479,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
83102228000110-1-000002/2023,2,,,,,,,,,,,left_only,True,both
45301652000102-1-000073/2023,2,,,,,,,,,,,left_only,False,both
45301652000102-1-000063/2023,4,,,,,,,,,,,left_only,False,both
45301652000102-1-000048/2023,1,,,,,,,,,,,left_only,False,both
09341233000122-1-000127/2023,2,,,,,,,,,,,left_only,False,both
09341233000122-1-000127/2023,3,,,,,,,,,,,left_only,False,both
09341233000122-1-000094/2023,1,,,,,,,,,,,left_only,False,both
15126437000143-1-000302/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
15126437000143-1-000302/2023,6,Não se aplica,False,,False,,,Menor preço,,,,both,False,both
15126437000143-1-000564/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000542/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000542/2023,4,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000542/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
15126437000143-1-000542/2023,10,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
83024240000153-1-000166/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
83024240000153-1-000166/2023,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
10637926000146-1-000279/2023,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
09341233000122-1-000080/2023,2,,,,,,,,,,,left_only,False,both
09341233000122-1-000080/2023,7,,,,,,,,,,,left_only,False,both
09341233000122-1-000077/2023,6,,,,,,,,,,,left_only,False,both
09341233000122-1-000075/2023,6,,,,,,,,,,,left_only,False,both
82844754000192-1-000005/2023,1022712,,,,,,,,,,,left_only,True,both
44660272000193-1-000011/2025,1658480,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45301652000102-1-000044/2023,4,,,,,,,,,,,left_only,False,both
00394452000103-1-009593/2023,1,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009593/2023,3,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009593/2023,5,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009593/2023,7,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009593/2023,8,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-009593/2023,9,Não se aplica,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-010234/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-010234/2023,9,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
00394452000103-1-010234/2023,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
10637926000146-1-000279/2023,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
10637926000146-1-000279/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,True,both
44660272000193-1-000011/2025,1658481,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
00394452000103-1-002316/2023,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,,both,False,both
00394452000103-1-001469/2023,2,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,3,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,4,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,5,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,6,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,7,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,8,,,,,,,,,,,left_only,False,both
00394452000103-1-001469/2023,9,,,,,,,,,,,left_only,False,both
01146604000103-1-000101/2023,5,,,,,,,,,,,left_only,False,both
01146604000103-1-000080/2023,1,,,,,,,,,,,left_only,False,both
45301652000102-1-000044/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000191/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000188/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000188/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000187/2023,5,,,,,,,,,,,left_only,False,both
07556717000163-1-000029/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000189/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000189/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000189/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000189/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000188/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000186/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000185/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000185/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000185/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000183/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000182/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000182/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000182/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000182/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000181/2023,3,,,,,,,,,,,left_only,False,both
45301652000102-1-000044/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000181/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000180/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000180/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000175/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000174/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000180/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000180/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000177/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000177/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000173/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000176/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000176/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000176/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000176/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000174/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000174/2023,2,,,,,,,,,,,left_only,False,both
45301652000102-1-000044/2023,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000168/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000167/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000153/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000171/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000171/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000168/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000168/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000168/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000168/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000160/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000153/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000153/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000150/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000150/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000150/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000150/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000149/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000146/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000145/2023,5,,,,,,,,,,,left_only,False,both
45301652000102-1-000032/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000143/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000143/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000130/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000144/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000144/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000144/2023,10,,,,,,,,,,,left_only,False,both
10465644000109-1-000143/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000139/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000138/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000138/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000136/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000129/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000129/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000127/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000120/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000118/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000117/2023,2,,,,,,,,,,,left_only,False,both
45301652000102-1-000032/2023,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000116/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000104/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000101/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000087/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000086/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000086/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000103/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000103/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000101/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000101/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000101/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000087/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000087/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000087/2023,10,,,,,,,,,,,left_only,False,both
10465644000109-1-000086/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000085/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000085/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000085/2023,3,,,,,,,,,,,left_only,False,both
45301652000102-1-000030/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000060/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000040/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000040/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000038/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000038/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000060/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000060/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000059/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000040/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000040/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000038/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000038/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000038/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000038/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000031/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000031/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000031/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000031/2023,4,,,,,,,,,,,left_only,False,both
45301652000102-1-000030/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000113/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000028/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000114/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000113/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000113/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000113/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000113/2023,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000112/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000109/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000107/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000105/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000100/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000100/2023,2,,,,,,,,,,,left_only,False,both
45301652000102-1-000026/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000089/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000088/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000081/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000100/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000093/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000093/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000093/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000093/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000092/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000090/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000089/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000088/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000088/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000088/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000084/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000082/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000081/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000081/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000067/2023,1,,,,,,,,,,,left_only,False,both
45301652000102-1-000008/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000067/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000064/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000064/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000063/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000063/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000062/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000061/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000066/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000064/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000064/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000063/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000062/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000062/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000061/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000054/2023,10,,,,,,,,,,,left_only,False,both
10465644000109-1-000053/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000048/2023,2,,,,,,,,,,,left_only,False,both
46634051000176-1-000083/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000048/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000048/2023,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,8,,,,,,,,,,,left_only,False,both
10465644000109-1-000048/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000047/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000047/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000047/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000047/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,7,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,9,,,,,,,,,,,left_only,False,both
10465644000109-1-000046/2023,10,,,,,,,,,,,left_only,False,both
10465644000109-1-000045/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000045/2023,2,,,,,,,,,,,left_only,False,both
46634051000176-1-000079/2022,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000043/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000043/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000041/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000044/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000044/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000043/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000043/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000043/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000042/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000042/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000042/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000041/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000041/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000041/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000039/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000039/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000039/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000039/2023,4,,,,,,,,,,,left_only,False,both
18602011000107-1-000144/2023,3452891,,,,,,,,,,,left_only,True,both
10465644000109-1-000032/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000032/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000024/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000022/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000034/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000032/2023,4,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000019/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2023,1,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2023,3,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000023/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000022/2023,5,,,,,,,,,,,left_only,False,both
10465644000109-1-000021/2023,1,,,,,,,,,,,left_only,False,both
13918415000190-1-000036/2023,3418127,,,,,,,,,,,left_only,True,both
10465644000109-1-000013/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000012/2023,2,,,,,,,,,,,left_only,False,both
10465644000109-1-000012/2023,6,,,,,,,,,,,left_only,False,both
10465644000109-1-000011/2023,4,,,,,,,,,,,left_only,False,both
