numero_controle_pncp,numero_item,tipoBeneficioNome,aplicabilidadeMargemPreferenciaNormal,percentualMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaAdicional,tipoMargemPreferencia.codigo,criterioJulgamentoNome,tipoMargemPreferencia.nome,tipoMargemPreferencia,exigenciaConteudoNacional,_merge,srp,_merge_srp
46374500000194-1-007173/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46522942000130-1-000243/2025,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007173/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46374500000194-1-007173/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46522942000130-1-000243/2025,3,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46341038000129-1-000464/2025,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46522942000130-1-000243/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
05830872000109-1-000182/2025,6578509,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007173/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
05830872000109-1-000182/2025,6578510,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46634184000142-1-000110/2025,9,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46634184000142-1-000110/2025,10,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
01674973000179-1-000028/2025,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007173/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
05830872000109-1-000182/2025,6578511,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007248/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45786159000111-1-000427/2025,2,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
18026021000141-1-000127/2025,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
45176005000108-1-000289/2025,2,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18026021000141-1-000127/2025,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
18026021000141-1-000127/2025,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
18026021000141-1-000127/2025,8,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000538/2025,3,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
18026021000141-1-000127/2025,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000538/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46522942000130-1-000244/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45786159000111-1-000427/2025,3,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46522942000130-1-000244/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
03930106000182-1-000270/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18026021000141-1-000127/2025,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007248/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46522942000130-1-000244/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45786159000111-1-000427/2025,4,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
16796872000148-1-000037/2025,4,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
16796872000148-1-000037/2025,5,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46482840000139-1-000559/2025,1,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,9,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
17914128000163-1-000109/2025,10,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
01186466000196-1-000004/2025,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
16796872000148-1-000037/2025,2,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46187506000152-1-000016/2025,2,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
17914128000163-1-000109/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11022597001325-1-000437/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
12092636000190-1-000116/2025,4,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46482840000139-1-000559/2025,7,Cota reservada para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46482840000139-1-000559/2025,8,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46482840000139-1-000559/2025,9,Cota reservada para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46482840000139-1-000559/2025,10,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
12092636000190-1-000116/2025,2,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
12092636000190-1-000116/2025,3,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
12092636000190-1-000116/2025,5,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
27080605000196-1-000803/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
27080605000196-1-000803/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46482840000139-1-000559/2025,5,Cota reservada para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45786159000111-1-000427/2025,5,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
12092636000190-1-000116/2025,1,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46482840000139-1-000559/2025,6,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46482840000139-1-000559/2025,4,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
00394544000185-1-001815/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
00394544000185-1-001815/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
27080605000196-1-000805/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
00394544000185-1-001815/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45786159000111-1-000427/2025,8,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
75972760000160-1-000122/2025,6,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
22980973000177-1-000102/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
22980973000177-1-000102/2025,9,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
08597121000174-1-000674/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
27080605000196-1-000805/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45786159000111-1-000427/2025,9,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
22980973000177-1-000102/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
12092636000190-1-000116/2025,8,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000549/2025,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
12092636000190-1-000116/2025,6,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
46195079000154-1-001182/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,False,both
12092636000190-1-000116/2025,7,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
45138070000149-1-001251/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
12092636000190-1-000116/2025,10,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000549/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000549/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45138070000149-1-001251/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45138070000149-1-001251/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45138070000149-1-001251/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45138070000149-1-001251/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45138070000149-1-001251/2025,9,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45138070000149-1-001251/2025,10,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
08597121000174-1-000549/2025,6,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
45138070000149-1-001251/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
03741683000126-1-000096/2025,4,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
03741683000126-1-000096/2025,9,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
45751435000106-1-000275/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45751435000106-1-000275/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45751435000106-1-000275/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45751435000106-1-000275/2025,9,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45751435000106-1-000275/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11502951000185-1-000033/2025,6202986,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11502951000185-1-000033/2025,6202987,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11502951000185-1-000033/2025,6202990,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11502951000185-1-000033/2025,6202991,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45751435000106-1-000275/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000817/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46223731000105-1-000020/2025,5,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000817/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
75442756000190-1-000207/2025,7,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
03741683000126-1-000123/2025,5,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
75442756000190-1-000207/2025,9,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
87612917000125-1-000057/2025,4,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
87612917000125-1-000057/2025,7,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000817/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000817/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000817/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000817/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
60448040000122-1-000684/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46223731000105-1-000020/2025,7,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
56023443000152-1-000946/2025,2,Não se aplica,False,,False,,,Menor preço,,,"FALSE,,",both,True,both
87612917000125-1-000057/2025,10,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
60448040000122-1-000684/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
56023443000152-1-000939/2025,1,Não se aplica,False,,False,,,Menor preço,,,"FALSE,,",both,True,both
03741683000126-1-000123/2025,10,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
18431312000620-1-000020/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
18431312000620-1-000020/2025,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
18431312000620-1-000020/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
18431312000620-1-000020/2025,10,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
18431312000620-1-000020/2025,9,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007446/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18431312000620-1-000020/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007446/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46374500000194-1-007446/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46374500000194-1-007446/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46374500000194-1-007446/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46374500000194-1-007446/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46374500000194-1-007446/2025,9,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
08883951000168-1-000114/2025,3,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
18431312000620-1-000020/2025,3,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46374500000194-1-007446/2025,2,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
76205673000140-1-000097/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
76205673000140-1-000097/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
76205673000140-1-000097/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46523247000193-1-000132/2025,1956886,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
03741683000126-1-000125/2025,5,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
76205673000140-1-000097/2025,6,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
76205673000140-1-000097/2025,7,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08883951000168-1-000114/2025,10,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
08883951000168-1-000114/2025,6,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
08883951000168-1-000114/2025,7,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
08883951000168-1-000114/2025,9,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
76205673000140-1-000097/2025,3,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08883951000168-1-000114/2025,5,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
03741683000126-1-000169/2025,4,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
11313552000176-1-000026/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11313552000176-1-000026/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11313552000176-1-000026/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
03741683000126-1-000169/2025,5,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
01612383000111-1-000010/2025,4,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18602037000155-1-000283/2025,6218264,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
01612383000111-1-000010/2025,9,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
01612383000111-1-000010/2025,10,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18602037000155-1-000283/2025,6218261,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
11313552000176-1-000026/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18602037000155-1-000283/2025,6218265,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
18602037000155-1-000283/2025,6218266,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
18602037000155-1-000283/2025,6218267,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
18602037000155-1-000283/2025,6218268,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
00394544000185-1-001849/2025,1,Não se aplica,True,5.0,True,10.0,2.0,Menor preço,Resolução CICS,,False,both,True,both
00394544000185-1-001850/2025,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
01067479000146-1-000071/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
11313552000176-1-000026/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
11313552000176-1-000026/2025,10,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
08597121000174-1-000544/2025,3,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,6,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,7,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,9,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,10,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
16958425000148-1-000395/2025,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
16958425000148-1-000395/2025,4,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000544/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000544/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000544/2025,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000544/2025,10,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
88000906000157-1-000231/2025,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
03741683000126-1-000169/2025,6,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
08597121000174-1-000544/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01067479000146-1-000071/2025,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
03741683000126-1-000169/2025,7,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
03741683000126-1-000170/2025,7,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
45728326000178-1-000056/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45728326000178-1-000056/2025,5,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
45728326000178-1-000056/2025,6,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
83102541000158-1-000142/2025,10,Sem benefício,False,,False,,,Menor preço,,,False,both,True,both
15126437000305-1-001797/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
88000906000157-1-000231/2025,5,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
15126437000305-1-001797/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
15126437000305-1-001797/2025,7,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
15126437000305-1-001797/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
15126437000305-1-001797/2025,10,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000828/2025,3,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
88000906000157-1-000231/2025,7,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,True,both
15126437000305-1-001797/2025,1,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
10411736000106-1-000029/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
10411736000106-1-000029/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
02722566000152-1-000051/2025,5,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,6,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,7,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,9,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,10,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000830/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
01006232000110-1-000089/2025,2,Subcontratação para ME/EPP,False,,False,,,Menor preço,,,False,both,False,both
02722566000152-1-000051/2025,3,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,2,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,4,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
02722566000152-1-000051/2025,8,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46613196000190-1-000061/2025,3,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
07424905000138-1-000227/2025,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
76105618000188-1-000461/2025,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000828/2025,1,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
27189505000798-1-000210/2025,1,Não se aplica,False,,False,,,Não se aplica,,,False,both,False,both
46613196000190-1-000061/2025,4,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
13761705000173-1-000033/2025,40001,Sem benefício,False,,False,,,Menor preço,,,False,both,False,both
07424905000138-1-000227/2025,3,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
07424905000138-1-000227/2025,6,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
27080605000196-1-000828/2025,2,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
07424905000138-1-000227/2025,8,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
42498733000148-1-002204/2025,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,False,both,False,both
07777800000162-1-000091/2025,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"FALSE,,",both,False,both
10411736000106-1-000029/2025,6,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
46523015000135-1-000241/2025,8,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
04213779000184-1-000369/2025,1,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18404871000136-1-000003/2025,9,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
95423000000100-1-000218/2025,10,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
08365850000103-1-000126/2025,4,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,False,both
18404871000136-1-000003/2025,3,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
87612842000182-1-000088/2024,4,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
87612842000182-1-000088/2024,5,Não se aplica,False,,False,,,Menor preço,,,False,both,True,both
21744847000150-1-001805/2025,10,Não se aplica,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18404871000136-1-000003/2025,7,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18404871000136-1-000003/2025,8,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
18404871000136-1-000003/2025,2,Sem benefício,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46362661000168-1-002621/2025,1,Não se aplica,False,,False,,,Menor preço,,,FALSE,both,False,both
21744847000150-1-001805/2025,2,Participação exclusiva para ME/EPP,False,,False,,,Menor preço,,,"['False', 'FALSE,,']",both,True,both
46362661000168-1-002621/2025,2,Não se aplica,False,,False,,,Menor preço,,,FALSE,both,False,both
46362661000168-1-002621/2025,4,Não se aplica,False,,False,,,Menor preço,,,FALSE,both,False,both
46362661000168-1-002621/2025,5,Não se aplica,False,,False,,,Menor preço,,,FALSE,both,False,both
49979255000137-1-000097/2025,10,Não se aplica,False,,False,,,Menor preço,,,"['FALSE,,', 'False']",both,True,both
49979255000137-1-000097/2025,9,Não se aplica,False,,False,,,Menor preço,,,"['FALSE,,', 'False']",both,True,both
43465459000173-1-001184/2025,8,Sem benefício,False,,False,,,Menor preço,,,"['FALSE,,', 'False', 'FALSE']",both,True,both
95543427000142-1-000081/2025,1,Sem benefício,False,,False,,,Menor preço,,,"FALSE,,",both,True,both
46634044000174-1-000241/2025,2,Sem benefício,False,,False,,,Menor preço,,,"FALSE,,",both,True,both
