codigo_item,caracteristicas_ocds
271989,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cefuroxima""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""500 MG""}]"
271992,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Celecoxibe""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272005,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Citicolina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""500 MG""}]"
272022,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tamoxifeno Citrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
272023,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tamoxifeno Citrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG""}]"
272027,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Bamifilina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""600 MG""}]"
272028,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Bamifilina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""300 MG""}]"
272041,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Liberação Lenta""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clomipramina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""75 MG""}]"
272042,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clonidina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.2 MG""}]"
272043,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clonidina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.1 MG""}]"
272044,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clonidina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.15 MG""}]"
272045,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clopidogrel""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""75 MG""}]"
272049,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clordiazepóxido""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""25 MG""}]"
272050,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clordiazepóxido""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
272052,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clordiazepóxido; Amitriptilina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG + 12.5 MG""}]"
272083,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Sevelamer; Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""800 MG""}]"
272088,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Sulfadiazina; De Prata Associada Com Nitrato De Cério""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.01 + 0.004""}]"
272089,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Sulfadiazina; Prata""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.01""}]"
272091,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Vitaminas Do Complexo B; B1, B2, B6, B12, Pp""}]"
272092,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral - Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Vitaminas Do Complexo B; B1, B2, B6, B12, Pp""}]"
272093,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Vitaminas Do Complexo B; B1, B2, B6, B5, Pp""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG + 2 MG + 2 MG + 3 MG + 20 MG""}]"
272094,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Zidovudina; Lamivudina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""300 MG + 150 MG""}]"
272122,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Uso Retal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tramadol Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272126,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Uso Retal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tenoxicam""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG""}]"
272131,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Sal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Quinina; Quinina Sulfato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""500 MG""}]"
272134,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Ciclopentolato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.01""}]"
272148,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Aerossol""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzocaína; Cetilpiridínio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""4 MG + 0.5 MG/ML""}]"
272150,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Aerossol""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzocaína; Benzoxiquina, Cl. Benzetônio, Mentol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.045 + 0.012 + 0.001 + 0.005""}]"
272166,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Ciclobenzaprina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG""}]"
272172,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzidamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
272173,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzidamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""3 MG""}]"
272174,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral - Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzidamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""30 MG/ML""}]"
272175,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Aerossol""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzidamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1.5 MG/ML""}]"
272176,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Colutório""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Benzidamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1.5 MG/ML""}]"
272178,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clobutinol Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""4 MG/ML""}]"
272179,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral - Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clobutinol Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""60 MG/ML""}]"
272190,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dobutamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""25 MG/ML""}]"
272193,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Esmolol Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""250 MG/ML""}]"
272194,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Esmolol Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
272198,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Etilefrina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
272200,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Etilefrina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG""}]"
272201,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral - Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Etilefrina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""7.5 MG/ML""}]"
272215,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Difenidramina Cloridrato; Citrato Sódio, Cloreto Amônio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG + 10 MG + 50 MG""}]"
272216,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Difenidramina Cloridrato; Citrato Sódio, Cloreto Amônio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2.5 MG + 11.25 MG + 25 MG/ML""}]"
272217,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Difenidramina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG/ML""}]"
272218,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Difenidramina Cloridrato; Paracetamol, Pseudoefedrina, Dropropizina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""3 MG + 50 MG + 3 MG + 3 MG/ML""}]"
272220,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Femproporex Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""25 MG""}]"
272229,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Lercanidipino""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
272234,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Levobunolol Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG/ML""}]"
272302,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Pomada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Lisozima""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG/G""}]"
272320,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Metilfenidato Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
272326,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Naloxona Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.4 MG/ML""}]"
272327,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Oxibutinina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG""}]"
272328,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Oxibutinina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG/ML""}]"
272329,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Petidina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG/ML""}]"
272330,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Piperidolato Cloridrato; Hesperidina, Ácido Ascórbico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG + 50 MG + 50 MG""}]"
272331,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dimenidrinato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272333,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dimenidrinato; Piridoxina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG + 10 MG""}]"
272334,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dimenidrinato; Piridoxina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG + 50 MG/ML""}]"
272335,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral - Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dimenidrinato; Piridoxina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""25 MG + 5 MG/ML""}]"
272336,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dimenidrinato; Piridoxina, Glicose, Frutose""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""3 MG + 5 MG + 100 MG + 100 MG/ML""}]"
272341,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tiamina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""300 MG""}]"
272342,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tiamina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG/ML""}]"
272343,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tiamina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG/ML""}]"
272358,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Solução Otológica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Procaína Cloridrato; Fenol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.05 + 0.004""}]"
272362,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Protamina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.01""}]"
272363,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Sertralina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272364,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Sertralina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""25 MG""}]"
272365,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Sertralina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
272366,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tioridazina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
272367,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tioridazina Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272369,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Valaciclovir""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""500 MG""}]"
272379,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Liberação Controlada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Venlafaxina; Sal Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""75 MG""}]"
272380,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Liberação Controlada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Venlafaxina; Sal Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""150 MG""}]"
272381,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Venlafaxina; Sal Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""37.5 MG""}]"
272382,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Venlafaxina; Sal Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""75 MG""}]"
272383,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Venlafaxina; Sal Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
272400,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Nasal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG/ML""}]"
272401,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Nasal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Difenidramina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG + 0.5 MG/ML""}]"
272402,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Nasal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; So Cloreto De Benzalcônio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG + 0.1 MG/ML""}]"
272405,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Nasal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Sal Nitrato""}]"
272406,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Feniramina Maleato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.25 MG + 3 MG/ML""}]"
272407,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Sulfato De Zinco""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.15 MG + 0.3 MG/ML""}]"
272408,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Sulfato De Zinco""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG + 2.5 MG/ML""}]"
272410,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Acetonido Fluocinolona, Neomicina, Sulf Zinco""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG + 0.25 MG + 7 MG + 4 MG/ML""}]"
272411,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Nafazolina; Fenolsulfonato Zinco, Berberina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG + 1 MG + 0.025 MG/ML""}]"
272412,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Propafenona Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""300 MG""}]"
272413,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Propafenona Cloridrato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""3.5 MG/ML""}]"
272417,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cloroquina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""250 MG""}]"
272419,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cloroquina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG/ML""}]"
272420,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clortalidona""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
272423,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clotrimazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/G""}]"
272424,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Creme Vaginal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clotrimazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/G""}]"
272425,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Aerossol Tópico""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clotrimazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
272426,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Creme Vaginal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clotrimazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG/G""}]"
272427,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Tópica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clotrimazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
272429,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clozapina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""25 MG""}]"
272431,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Clozapina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272434,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Anlodipino Besilato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG""}]"
272435,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Anlodipino Besilato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2.5 MG""}]"
272454,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Suspensão Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Carbamazepina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG/ML""}]"
272457,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Liberação Controlada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Carbamazepina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""400 MG""}]"
272458,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Liberação Controlada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Carbamazepina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""200 MG""}]"
272471,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Danazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
272472,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Danazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""200 MG""}]"
272473,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Danazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
272475,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Pó Liofilizado""},{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dantroleno Sódico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG""}]"
272476,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Dapsona ( Dds )""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
