numeroControlePNCPCompra,numeroItem,endpoint,sequencialResultado,situacaoCompraItemResultadoId,situacaoCompraItemResultadoNome,dataInclusao,dataAtualizacao,niFornecedor,nomeRazaoSocialFornecedor,tipoPessoa,porteFornecedorId,porteFornecedorNome,naturezaJuridicaId,naturezaJuridicaNome,codigoPais,quantidadeHomologada,valorUnitarioHomologado,valorTotalHomologado,percentualDesconto,paisOrigemProdutoServico.id,paisOrigemProdutoServico.nome,moedaEstrangeira.id,moedaEstrangeira.simbolo,moedaEstrangeira.nome,timezoneCotacaoMoedaEstrangeira,valorNominalMoedaEstrangeira,dataCotacaoMoedaEstrangeira,aplicacaoMargemPreferencia,amparoLegalMargemPreferencia.id,amparoLegalMargemPreferencia.nome,amparoLegalMargemPreferencia.descricao,amparoLegalMargemPreferencia.statusAtivo,aplicacaoBeneficioMeEpp,aplicacaoCriterioDesempate,amparoLegalCriterioDesempate.id,amparoLegalCriterioDesempate.nome,amparoLegalCriterioDesempate.descricao,amparoLegalCriterioDesempate.statusAtivo,indicadorSubcontratacao,ordemClassificacaoSrp,dataResultado,dataCancelamento,motivoCancelamento,moedaEstrangeira,amparoLegalMargemPreferencia,amparoLegalCriterioDesempate,paisOrigemProdutoServico,dataResultado_ocds
08778268000160-1-000213/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/213/itens/5/resultados,1,1,Informado,2025-05-01T09:17:11,2025-05-01T09:17:11,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,180.0,1.8,324.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000213/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/213/itens/6/resultados,1,1,Informado,2025-05-01T09:17:15,2025-05-01T09:17:15,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,60.0,26.5,1590.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000213/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/213/itens/7/resultados,1,1,Informado,2025-05-01T09:17:20,2025-05-01T09:17:20,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,45.0,5.0,225.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000213/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/213/itens/8/resultados,1,1,Informado,2025-05-01T09:17:24,2025-05-01T09:17:24,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,30.0,8.0,240.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000213/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/213/itens/9/resultados,1,1,Informado,2025-05-01T09:17:28,2025-05-01T09:17:28,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,60.0,5.05,303.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000213/2025,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/213/itens/10/resultados,1,1,Informado,2025-05-01T09:17:32,2025-05-01T09:17:32,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,15.0,11.0,165.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000222/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/222/itens/1/resultados,1,1,Informado,2025-05-07T09:04:01,2025-05-07T09:04:01,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,249840.0,0.18,44971.2,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001227/2024,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1227/itens/2/resultados,1,1,Informado,2025-05-07T09:05:12,2025-05-07T09:05:12,14487679000108,RUBEM & MEDEIROS PRODUTOS PARA SAUDE LTDA - ME,PJ,1,ME,,,BRA,4200.0,9.16,38472.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001227/2024,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1227/itens/3/resultados,1,1,Informado,2025-05-07T09:05:16,2025-05-07T09:05:16,15218561000139,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",PJ,3,Demais,,,BRA,500.0,267.9,133950.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001227/2024,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1227/itens/4/resultados,1,1,Informado,2025-05-07T09:05:20,2025-05-07T09:05:20,15218561000139,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",PJ,3,Demais,,,BRA,1000.0,331.05,331050.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001227/2024,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1227/itens/5/resultados,1,1,Informado,2025-05-07T09:05:23,2025-05-07T09:05:23,14487679000108,RUBEM & MEDEIROS PRODUTOS PARA SAUDE LTDA - ME,PJ,1,ME,,,BRA,4200.0,12.42,52164.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000225/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/225/itens/3/resultados,1,1,Informado,2025-05-07T09:05:48,2025-05-07T09:05:48,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,3.0,600.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000225/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/225/itens/5/resultados,1,1,Informado,2025-05-07T09:05:55,2025-05-07T09:05:55,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,1000.0,1.22,1220.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000225/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/225/itens/6/resultados,1,1,Informado,2025-05-07T09:05:58,2025-05-07T09:05:58,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,150.0,25.5,3825.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000225/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/225/itens/7/resultados,1,1,Informado,2025-05-07T09:06:02,2025-05-07T09:06:02,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,9.0,2700.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000225/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/225/itens/9/resultados,1,1,Informado,2025-05-07T09:06:09,2025-05-07T09:06:09,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,2.0,400.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000246/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/246/itens/5/resultados,1,1,Informado,2025-05-13T09:17:31,2025-05-13T09:17:31,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,8.7,870.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000248/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/248/itens/1/resultados,1,1,Informado,2025-05-14T09:04:51,2025-05-14T09:04:51,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,525570.0,0.15,78835.5,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000248/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/248/itens/2/resultados,1,1,Informado,2025-05-14T09:04:57,2025-05-14T09:04:57,30553793000137,JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,2,EPP,,,BRA,464820.0,0.29,134797.8,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000248/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/248/itens/4/resultados,1,1,Informado,2025-05-14T09:05:18,2025-05-14T09:05:18,07484373000124,UNI HOSPITALAR LTDA,PJ,3,Demais,,,BRA,43080.0,0.51,21970.8,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
04207638000159-1-000026/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/04207638000159/compras/2025/26/itens/1/resultados,1,1,Informado,2025-02-27T17:30:14,2025-02-27T17:30:14,90785452000119,LABORATÓRIO WIDAL LTDA,PJ,3,Demais,,,BRA,240.0,15.65,3756.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1858-11-17,,,,,,,
04207638000159-1-000026/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/04207638000159/compras/2025/26/itens/3/resultados,1,1,Informado,2025-02-27T17:30:21,2025-02-27T17:30:21,90785452000119,LABORATÓRIO WIDAL LTDA,PJ,3,Demais,,,BRA,60.0,15.65,939.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1858-11-17,,,,,,,
08778268000160-1-000262/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/262/itens/1/resultados,1,1,Informado,2025-05-17T09:03:58,2025-05-17T09:03:58,35472743000149,HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,1,ME,,,BRA,100.0,3.37,337.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000262/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/262/itens/2/resultados,1,1,Informado,2025-05-17T09:04:04,2025-05-17T09:04:04,35472743000149,HEALTH DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,1,ME,,,BRA,9000.0,0.135,1215.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000262/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/262/itens/3/resultados,1,1,Informado,2025-05-17T09:04:10,2025-05-17T09:04:10,01722296000117,PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,40.0,5.2,208.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000262/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/262/itens/4/resultados,1,1,Informado,2025-05-17T09:04:15,2025-05-17T09:04:15,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,2100.0,2.8,5880.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
