"numeroControlePNCPCompra","situacaoCompraItemResultadoNome","porteFornecedorNome","sequencialResultado","naturezaJuridicaNome","dataAtualizacao","niFornecedor","tipoPessoa","dataInclusao","numeroItem","valorTotalHomologado","timezoneCotacaoMoedaEstrangeira","moedaEstrangeira","valorNominalMoedaEstrangeira","dataCotacaoMoedaEstrangeira","nomeRazaoSocialFornecedor","codigoPais","porteFornecedorId","quantidadeHomologada","valorUnitarioHomologado","percentualDesconto","amparoLegalMargemPreferencia","amparoLegalCriterioDesempate","paisOrigemProdutoServico","indicadorSubcontratacao","ordemClassificacaoSrp","dataResultado","motivoCancelamento","dataCancelamento","situacaoCompraItemResultadoId","aplicacaoMargemPreferencia","aplicacaoBeneficioMeEpp","aplicacaoCriterioDesempate","naturezaJuridicaId","endpoint","amparoLegalCriterioDesempate.id","amparoLegalCriterioDesempate.nome","amparoLegalCriterioDesempate.descricao","amparoLegalCriterioDesempate.statusAtivo"
"00394544000185-1-001595/2024","Informado","Demais",2,"Sociedade Empresária Limitada","2025-01-02T11:54:29","92265552000816","PJ","2025-01-02T11:54:29",1,5118484.53,,,,,"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA","BRA",3,751613,6.81,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394544000185/compras/2024/1595/itens/1/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","20637873000117","PJ","2025-01-02T12:12:04",1,34879.5,,,,,"SEDAR ANESTESICOS LTDA","BRA",1,3450,10.11,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/1/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","51685649000124","PJ","2025-01-02T12:12:04",2,18656,,,,,"KASMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA","BRA",1,8480,2.2,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/2/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","04576614000177","PJ","2025-01-02T12:12:04",3,26223.75,,,,,"M A M VIDAL LTDA","BRA",1,23625,1.11,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/3/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","51685649000124","PJ","2025-01-02T12:12:04",4,8739.8,,,,,"KASMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA","BRA",1,1780,4.91,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/4/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","46321558000170","PJ","2025-01-02T12:12:04",5,17124.8,,,,,"HOSPLIVE DISTRIBUIDORA DE MATERIAIS HOSPITALARES LTDA","BRA",1,6160,2.78,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/5/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","51685649000124","PJ","2025-01-02T12:12:04",6,9723,,,,,"KASMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA","BRA",1,4630,2.1,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/6/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","51685649000124","PJ","2025-01-02T12:12:04",7,13936,,,,,"KASMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA","BRA",1,5360,2.6,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/7/resultados",,,,
"00394452000103-1-020436/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T12:12:04","51685649000124","PJ","2025-01-02T12:12:04",8,144457.5,,,,,"KASMEDI DISTRIBUIDORA DE MEDICAMENTOS LTDA","BRA",1,14025,10.3,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20436/itens/8/resultados",,,,
"16298945000171-1-000043/2024","Informado","ME",1,,"2025-01-02T12:33:20","13468187000102","PJ","2025-01-02T12:33:20",5033668,1200,,,,,"LUGMED COMERCIO DE PRODUTOS CIRURGICOS LABORATORIAIS E FARMACEUTICOS LTDA","BRA",1,300,4,99.7216,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,,"https://pncp.gov.br/api/pncp/v1/orgaos/16298945000171/compras/2024/43/itens/5033668/resultados",,,,
"16298945000171-1-000043/2024","Informado","ME",1,,"2025-01-02T12:33:55","13468187000102","PJ","2025-01-02T12:33:55",5033672,322.5,,,,,"LUGMED COMERCIO DE PRODUTOS CIRURGICOS LABORATORIAIS E FARMACEUTICOS LTDA","BRA",1,150,2.15,99.4149,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,,"https://pncp.gov.br/api/pncp/v1/orgaos/16298945000171/compras/2024/43/itens/5033672/resultados",,,,
"16298945000171-1-000043/2024","Informado","EPP",1,,"2025-01-02T12:34:11","21632425000193","PJ","2025-01-02T12:34:11",5033674,1000,,,,,"SALVADOR DISTRIBUIDORA DE MEDICAMENTOS LTDA","BRA",2,200,5,99.5009,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,,"https://pncp.gov.br/api/pncp/v1/orgaos/16298945000171/compras/2024/43/itens/5033674/resultados",,,,
"16298945000171-1-000043/2024","Informado","ME",1,,"2025-01-02T12:34:28","13468187000102","PJ","2025-01-02T12:34:28",5033676,18,,,,,"LUGMED COMERCIO DE PRODUTOS CIRURGICOS LABORATORIAIS E FARMACEUTICOS LTDA","BRA",1,100,0.18,99.4857,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,,"https://pncp.gov.br/api/pncp/v1/orgaos/16298945000171/compras/2024/43/itens/5033676/resultados",,,,
"16298945000171-1-000043/2024","Informado","ME",1,,"2025-01-02T12:34:37","33927594000130","PJ","2025-01-02T12:34:37",5033677,960,,,,,"FARMACIA E DISTRIBUIDORA DE MEDICAMENTOS VARILLI LTDA","BRA",1,150,6.4,99.3622,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,,"https://pncp.gov.br/api/pncp/v1/orgaos/16298945000171/compras/2024/43/itens/5033677/resultados",,,,
"63025530000104-1-002332/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T14:10:14","33315644000128","PJ","2025-01-02T14:10:14",1,834.9,,,,,"M & D COMERCIAL HOSPITALAR LTDA","BRA",1,100,8.349,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/63025530000104/compras/2024/2332/itens/1/resultados",,,,
"63025530000104-1-002332/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T14:10:15","33315644000128","PJ","2025-01-02T14:10:15",3,1260,,,,,"M & D COMERCIAL HOSPITALAR LTDA","BRA",1,1200,1.05,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/63025530000104/compras/2024/2332/itens/3/resultados",,,,
"63025530000104-1-002332/2024","Informado","Demais",1,"Sociedade Empresária Limitada","2025-01-02T14:10:15","44734671002286","PJ","2025-01-02T14:10:15",4,1020,,,,,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA","BRA",3,1000,1.02,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/63025530000104/compras/2024/2332/itens/4/resultados",,,,
"63025530000104-1-002332/2024","Informado","ME",1,"Sociedade Empresária Limitada","2025-01-02T14:10:15","05159591000168","PJ","2025-01-02T14:10:15",6,30800,,,,,"PRO-REMEDIOS DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E COSMETICOS LTDA","BRA",1,2200,14,0,,,,FALSE,1,"2025-01-02",,,1,FALSE,FALSE,FALSE,"2062","https://pncp.gov.br/api/pncp/v1/orgaos/63025530000104/compras/2024/2332/itens/6/resultados",,,,
