numeroItem,descricao,materialOuServico,materialOuServicoNome,valorUnitarioEstimado,valorTotal,quantidade,unidadeMedida,orcamentoSigiloso,itemCategoriaId,itemCategoriaNome,patrimonio,codigoRegistroImobiliario,criterioJulgamentoId,criterioJulgamentoNome,situacaoCompraItem,situacaoCompraItemNome,tipoBeneficio,tipoBeneficioNome,incentivoProdutivoBasico,dataInclusao,dataAtualizacao,temResultado,imagem,aplicabilidadeMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaNormal,percentualMargemPreferenciaAdicional,ncmNbsCodigo,ncmNbsDescricao,catalogo,categoriaItemCatalogo,catalogoCodigoItem,informacaoComplementar,endpoint,codigo_pdm,codigo_br,similaridade,medicamento
5,ACICLOVIR 250MG - PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL - EXCLUSIVO PARA ME/EPP FRASCO AMPOLA,M,Material,0.0,0.0,6600.0,Frasco,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-09-02T12:26:25,2024-09-02T12:26:25,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/93/itens,363.0,268374,0.5682027339935303,True
6,ACICLOVIR 50MG/G - CREME DERMATOLÓGICO - 10G - EXCLUSIVO PARA ME/EPP,M,Material,0.0,0.0,7950.0,Bisnaga,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-09-02T12:26:25,2024-09-02T12:26:25,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/93/itens,363.0,268375,0.6238365173339844,True
7,ÁCIDO ACETILSALICILICO 100MG COMPRIMIDO/ CÁPSULA/DRÁGEA,M,Material,0.0,0.0,6929000.0,Comprimido,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-09-02T12:26:25,2024-09-02T12:26:25,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/93/itens,353.0,267502,0.6548340320587158,True
8,ÁCIDO ACETILSALICILICO 500MG - EXCLUSIVO PARA ME/EPP COMPRIMIDO/ CÁPSULA/DRÁGEA,M,Material,0.0,0.0,57000.0,Comprimido,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-09-02T12:26:25,2024-09-02T12:26:25,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/93/itens,353.0,267501,0.6536669731140137,True
9,"ÁCIDO FÓLICO 0,2MG/ML - SOLUÇÃO ORAL - 30ML - EXCLUSIVO PARA ME/EPP",M,Material,0.0,0.0,25540.0,Frasco,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-09-02T12:26:25,2024-09-02T12:26:25,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/93/itens,354.0,393800,0.6736717820167542,True
10,ÁCIDO FÓLICO 5MG  - EXCLUSIVO PARA ME/EPP COMPRIMIDO/ CÁPSULA/DRÁGEA,M,Material,0.0,0.0,928000.0,Comprimido,True,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2024-09-02T12:26:25,2024-09-02T12:26:25,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/93/itens,354.0,267503,0.6252954006195068,True
1,ACEBROFILINA 10 MG/ML - FRASCO 120 ML,M,Material,9.55,7640.0,800.0,FRASCO (FR),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,14456.0,448839,0.6189493536949158,True
2,GENTAMICINA 5MG/ML SOLUÇÃO OFTÁLMICA,M,Material,11.95,9560.0,800.0,FRASCO (FR),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,14707.0,406308,0.6471197605133057,True
3,VALERATO DE ESTRADIOL 2 MG,M,Material,3.25,3900.0,1200.0,COMPRIMIDO (CPR),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,7178.0,271198,0.6485669612884521,True
4,"HIDROXIQUINOLINA BORATO + TROLAMINA 0,04MG/ML SOLUÇÃO OTOLOGICA ESTERIL - FRASCO DE 8ML.",M,Material,14.45,17340.0,1200.0,FRASCO (FR),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,15645.0,278265,0.743191123008728,True
6,"ADENOSINA 3MG/ML
AMPOLA 2ML",M,Material,13.15,10520.0,800.0,UNIDADE (UN),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,2100.0,278281,0.665584921836853,True
7,"AMINOFILINA 24MG/ML.
AMPOLA 10 ML",M,Material,4.15,6225.0,1500.0,AMPOLA (AM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,351.0,292402,0.5903382301330566,True
8,BENZILPENICILINA POTÁSSICA 5.000.000 UI INJETÁVEL,M,Material,10.05,15075.0,1500.0,AMPOLA (AM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,365.0,270616,0.7855782508850098,True
9,CARVÃO ATIVADO ENVELOPE,M,Material,11.7,1404.0,120.0,SACHE (SCH),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-10-09T11:28:13,2024-10-09T11:28:13,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/78103884000105/compras/2024/169/itens,18239.0,446251,0.5053297281265259,True
