numeroItem,descricao,materialOuServico,materialOuServicoNome,valorUnitarioEstimado,valorTotal,quantidade,unidadeMedida,orcamentoSigiloso,itemCategoriaId,itemCategoriaNome,patrimonio,codigoRegistroImobiliario,criterioJulgamentoId,criterioJulgamentoNome,situacaoCompraItem,situacaoCompraItemNome,tipoBeneficio,tipoBeneficioNome,incentivoProdutivoBasico,dataInclusao,dataAtualizacao,temResultado,imagem,aplicabilidadeMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaNormal,percentualMargemPreferenciaAdicional,ncmNbsCodigo,ncmNbsDescricao,catalogo,categoriaItemCatalogo,catalogoCodigoItem,informacaoComplementar,endpoint,codigo_pdm,codigo_br,similaridade,medicamento
2,"Álcool etílico hidratado 46,2º INPM, categoria comercial, líquido, acondicionado em embalagem reforçada e apropriada para manutenção da integridade do produto; rótulo com nr. de lote, data de fabricação/validade, composição e procedência. Embalagem primária:frasco plástico contendo 1 litro.",M,Material,4.98,11932.08,2396.0,Frasco,False,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T08:15:19,2025-01-02T08:15:19,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46634358000177/compras/2024/133/itens,2259.0,273231,0.5563786029815674,True
3,"Álcool em gel 70° neutro, etílico hidratado 70° IPMN-composição álcool etílico, coadjuvantes, desnaturante e água. Registro na ANVISA/MS. Fornecido em frasco plástico com 500ml.",M,Material,3.96,19344.6,4885.0,Frasco,False,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T08:15:19,2025-01-02T08:15:19,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/46634358000177/compras/2024/133/itens,2259.0,269943,0.6022632718086243,True
1,"ÁCIDO VALPRÓICO 250 MG - COMPRIMIDO/CÁPSULA
<p>Ácido valpróico 250 mg.</p>",M,Material,0.3,86625.0,288750.0,COMPRIMIDO (COM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2036.0,267504,0.7138708233833313,True
2,"ÁCIDO VALPRÓICO 500MG, COMPRIMIDO
<p>Ácido valpróico 500 mg, comprimido.</p>",M,Material,0.51,210375.0,412500.0,COMPRIMIDO (COM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2036.0,267505,0.7305155992507935,True
3,"ÁCIDO VALPRÓICO 50MG/ML XAROPE - FRASCO 100ML
<p>Ácido valpróico 50 mg/ml, xarope, frasco 100 ml.</p>",M,Material,4.96,34720.0,7000.0,FRASCO (FRA),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2036.0,308732,0.8097701668739319,True
4,"AMITRIPTILINA CLORIDRATO 25MG - COMPRIMIDO
<p>Amitriptilina, cloridrato de, 25 mg, comprimido.</p>",M,Material,0.05,52500.0,1050000.0,COMPRIMIDO (COM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,5134.0,267512,0.716315746307373,True
5,"AMOXICILINA 500MG, COMPRIMIDO
<p>Amoxicilina 500 mg, comprimido/cápsula.</p>",M,Material,0.24,25200.0,105000.0,COMPRIMIDO (COM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2436.0,271089,0.6775685548782349,True
6,"AMOXICILINA 50MG/ML PÓ PARA SUSPENSÃO ORAL FRASCO 60 ML
<p>Amoxicilina 50 mg/ml, pó para suspensão oral, frasco 60 ml.</p>",M,Material,2.9,18270.0,6300.0,FRASCO (FRA),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2436.0,271111,0.8048462867736816,True
7,"AMOXICILINA 50MG/ML PÓ PARA SUSPENSÃO ORAL FRASCO 150 ML
<p>Amoxicilina 50 mg/ml, pó para suspensão oral, frasco 150 ml.</p>",M,Material,5.15,25235.0,4900.0,FRASCO (FRA),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2436.0,271111,0.8089728951454163,True
8,"AMOXICILINA ASSOCIADA COM CLAVULANATO DE POTÁSSIO 500MG + 125MG
COMPRIMIDO
<p>Amoxicilina 500 mg + clavulanato de potássio 125 mg, comprimido.</p>",M,Material,2.63,207112.5,78750.0,COMPRIMIDO (COM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,4,Sem benefício,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2436.0,271217,0.7891460657119751,True
9,"AMOXICILINA ASSOCIADO COM CLAVULANATO DE POTÁSSIO 50MG + 12,5MG/ML
SUSPENSÃO FRASCO COM NO MÍNIMO 60ML E NO MÁXIMO 100ML
<p>Amoxicilina 50 mg/ml + clavulanato de potássio 12,5 mg/ml, suspensão oral, frasco com no mínimo 60 ml e no máximo 100 ml</p>",M,Material,20.85,72975.0,3500.0,FRASCO (FRA),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,2436.0,448841,0.7710637450218201,True
10,"AZITROMICINA 500MG-COMPRIMIDO
<p>Azitromicina 500 mg, comprimido.</p>",M,Material,0.7,35000.0,50000.0,COMPRIMIDO (COM),False,3,Não se aplica,,,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,False,2025-01-02T08:22:27,2025-01-02T08:22:27,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2024/376/itens,3167.0,267140,0.6985715627670288,True
1,ACEBROFILINA 25MG/5ML XAROPE FRASCO DE 120 ML,M,Material,0.0,0.0,500.0,Frasco,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,14456.0,448838,0.6701731085777283,True
2,ACEBROFILINA 50MG/5ML XAROPE FRASCO DE 120ML,M,Material,0.0,0.0,500.0,Frasco,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,14456.0,448838,0.6650133728981018,True
3,ACETILCISTEINA 40MG/ML XAROPE ,M,Material,0.0,0.0,500.0,Frasco,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,1824.0,355786,0.717177152633667,True
4,ACICLOVIR SODICO 200MG        ,M,Material,0.0,0.0,3000.0,Unidade,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,363.0,268370,0.5475701689720154,True
5,ACICLOVIR SODICO 50MG/G,M,Material,0.0,0.0,200.0,Bisnaga,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,363.0,268375,0.5239486694335938,True
6,ACIDO ACETILSALICILICO 100MG  ,M,Material,0.0,0.0,50000.0,Capsula,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,353.0,267502,0.7400314807891846,True
7,ACIDO FOLICO 5MG COMPRIMIDOS  ,M,Material,0.0,0.0,20000.0,Unidade,True,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,False,2024-12-04T08:57:32,2024-12-04T08:57:32,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/16726028000140/compras/2024/43/itens,354.0,267503,0.604748010635376,True
1,Acetazolamida,M,Material,0.588,294.0,500.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:46:49,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,1820.0,278283,0.5787845849990845,True
2,Carbonato de cálcio,M,Material,0.721,1442.0,2000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,5,Fracassado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:48:14,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,15870.0,270895,0.576325535774231,True
4,Cetoprofeno,M,Material,1.5967,159670.0,100000.0,"Ampola 2,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:46:51,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,4804.0,268422,0.5311400890350342,True
5,Clozapina,M,Material,3.42,20520.0,6000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,5,Fracassado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:46:14,False,0,False,False,,,30049069.0,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,17677.0,272429,0.5293406248092651,True
6,Colchicina,M,Material,0.3479,173.95,500.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:47:25,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,5340.0,284428,0.5054133534431458,True
7,Digoxina,M,Material,0.1896,379.2,2000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:47:22,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,6200.0,304875,0.5394712686538696,True
8,Ertapenem sódico,M,Material,154.0833,77041.65,500.0,Frasco-Ampola,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:46:44,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,15548.0,274149,0.6114121079444885,True
9,Espironolactona,M,Material,0.7495,2248.5,3000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:47:04,True,0,False,False,,,30043220.0,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,7024.0,267653,0.5948696136474609,True
10,Etilefrina Cloridrato,M,Material,1.677,1677.0,1000.0,"Ampola 1,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-11-21T07:43:19,2025-01-02T08:46:54,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens,5174.0,272200,0.6842209696769714,True
10,"Esomeprazol Magnésico, 40 Mg Com Rev Lib Retard",M,Material,1.31,5659.2,4320.0,UNIDADE,False,3,Não se aplica,,,1,Menor preço,4,Deserto,4,Sem benefício,False,2024-10-03T11:28:14,2025-01-02T08:12:02,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/01409580000138/compras/2024/1988/itens,17885.0,274187,0.5766240358352661,True
1,ÁCIDO VALPRÓICO 250MG,M,Material,0.58,203000.0,350000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,2036.0,267504,0.7329541444778442,True
2,ÁCIDO VALPRÓICO 500MG.UNIDADE DE FORNECIMENTO: COMPRIMIDO.,M,Material,0.9,315000.0,350000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,2036.0,267505,0.6937674283981323,True
3,CARBAMAZEPINA 200MG. UNIDADE DE FORNECIMENTO: COMPRIMIDO.,M,Material,0.84,420000.0,500000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,4509.0,267618,0.6732367873191833,True
4,FENOBARBITAL SÓDICO 100MG.UNIDADE DE FORNECIMENTO: COMPRIMIDO.,M,Material,0.27,35100.0,130000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,7355.0,267660,0.6873669624328613,True
5,METILFENIDATO CLORIDRATO 10MG.UNIDADE DE FORNECIMENTO: COMPRIMIDO.,M,Material,1.64,102336.0,62400.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,15893.0,272320,0.6539230346679688,True
6,"CLONAZEPAM 0,5MG.UNIDADE DE FORNECIMENTO: COMPRIMIDO.",M,Material,0.56,56000.0,100000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,5087.0,270118,0.6288436055183411,True
7,CLONAZEPAM 2MG.UNIDADE DE FORNECIMENTO: COMPRIMIDO.,M,Material,4.0,1440000.0,360000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,5087.0,270119,0.627541184425354,True
9,BIPERIDENO 2MG. UNIDADE DE FORNECIMENTO: COMPRIMIDO.,M,Material,0.59,82600.0,140000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,3567.0,270140,0.6976734399795532,True
10,CLORPROMAZINA 100MG.UNIDADE DE FORNECIMENTO: COMPRIMIDO,M,Material,0.65,39000.0,60000.0,COMPRIMIDO,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T08:57:52,2025-01-02T08:57:52,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/45787678000102/compras/2024/494/itens,5275.0,267638,0.6894174814224243,True
2,Cloreto de potássio,M,Material,45.75,686.25,15.0,Grama,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-10-24T07:41:10,2025-01-02T09:02:05,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/75095679000149/compras/2024/827/itens,5116.0,267162,0.6325215101242065,True
3,Cloreto de sódio,M,Material,20.53,821.2,40.0,Grama,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-10-24T07:41:10,2025-01-02T09:02:53,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/75095679000149/compras/2024/827/itens,5118.0,412432,0.6264991760253906,True
10,Fluoresceína,M,Material,123.0,1476.0,12.0,Grama,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-10-24T07:41:10,2025-01-02T09:02:53,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/75095679000149/compras/2024/827/itens,7660.0,272944,0.5198719501495361,True
1,Alfentanila Cloridrato,M,Material,36.99,3699.0,100.0,"Ampola 5,00 ML",False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,2277.0,268378,0.645283579826355,True
2,Amitriptilina cloridrato,M,Material,0.09,2700.0,30000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,5134.0,267512,0.6986261606216431,True
3,Carbamazepina,M,Material,0.28,9800.0,35000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,4509.0,267618,0.5839234590530396,True
5,Cisatracúrio Besilato,M,Material,16.78,40272.0,2400.0,"Ampola 5,00 ML",False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,14231.0,477937,0.6233561038970947,True
6,Clonazepam,M,Material,2.87,3157.0,1100.0,"Frasco 20,00 ML",False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,5087.0,270118,0.5776998996734619,True
7,Clorpromazina,M,Material,0.38,7030.0,18500.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,5275.0,267638,0.6008453965187073,True
8,Clorpromazina,M,Material,2.54,6604.0,2600.0,"Ampola 5,00 ML",False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,5275.0,267638,0.6008453965187073,True
9,Codeína,M,Material,1.24,559240.0,451000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,17391.0,268103,0.5458839535713196,True
10,Dexmedetomidina Cloridrato,M,Material,13.0,201500.0,15500.0,"Ampola 2,00 ML",False,3,Não se aplica,,,1,Menor preço,1,Em andamento,5,Não se aplica,False,2025-01-02T09:05:48,2025-01-02T09:05:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/176/itens,5160.0,352204,0.6634035110473633,True
1,Acebrofilina,M,Material,10.46,2092.0,200.0,"Frasco 120,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-10T16:27:49,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,14456.0,460664,0.5388973951339722,True
2,Acetilcisteína,M,Material,7.62,2286.0,300.0,"Frasco 120,00 ML",False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-10T16:27:49,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,1824.0,480350,0.5542275905609131,True
3,Aciclovir,M,Material,0.26,130.0,500.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-10T16:27:49,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,363.0,268370,0.5145010352134705,True
4,Aciclovir,M,Material,2.69,807.0,300.0,"Bisnaga 10,00 G",False,3,Não se aplica,,,1,Menor preço,5,Fracassado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-06T14:37:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,363.0,268370,0.5145010352134705,True
5,Ácido acetilsalicílico,M,Material,0.07,35.0,500.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-10T16:27:57,True,0,False,False,,,30049024.0,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,353.0,267502,0.6269771456718445,True
6,Ácido ascórbico,M,Material,0.61,1220.0,2000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-10T16:27:53,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,1872.0,271691,0.5993114709854126,True
7,Ácido ascórbico,M,Material,0.27,810.0,3000.0,Comprimido,False,3,Não se aplica,,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-11T17:27:13,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,1872.0,271691,0.5993114709854126,True
9,Ácido tranexâmico,M,Material,5.19,519.0,100.0,"Ampola 5,00 ML",False,3,Não se aplica,,,1,Menor preço,5,Fracassado,1,Participação exclusiva para ME/EPP,False,2024-11-05T07:21:11,2024-12-06T14:37:48,False,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2024/20181/itens,2032.0,384830,0.6286482214927673,True
1,ACETILCISTEINA XAROPE 40mg/ml frasco de 120ml,M,Material,11.73,23460.0,2000.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:19,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,1824.0,355786,0.6626913547515869,True
2,ACICLOVIR 200mg,M,Material,0.28,196.0,700.0,CP,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:19,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,363.0,268370,0.6292209029197693,True
4,ÁCIDO FÓLICO COMP. 05 MG,M,Material,0.06,600.0,10000.0,CP,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:19,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,354.0,267503,0.7325912714004517,True
5,ACIDO TRANEXAMICO INJ,M,Material,6.42,6420.0,1000.0,UN,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:19,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,2032.0,327566,0.5230202674865723,True
6,ADENOSINA INJ 6MG/2ML,M,Material,15.36,15360.0,1000.0,UN,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:19,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,2100.0,278281,0.6276972889900208,True
9,ALBENDAZOL COMP. 400 MG,M,Material,0.4,1200.0,3000.0,CP,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:20,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,350.0,267506,0.6704092025756836,True
10,ALBENDAZOL SUSPENSÃO ORAL 40 MG/ML,M,Material,1.85,3700.0,2000.0,FR,False,3,Não se aplica,,,1,Menor preço,2,Homologado,5,Não se aplica,False,2024-07-05T16:00:15,2024-09-24T17:53:20,True,0,False,False,,,,,,,,,https://pncp.gov.br/api/pncp/v1/orgaos/05509720000109/compras/2024/34/itens,350.0,267507,0.7516956925392151,True
