"numeroControlePNCPCompra","numeroItem","endpoint","sequencialResultado","situacaoCompraItemResultadoId","situacaoCompraItemResultadoNome","dataInclusao","dataAtualizacao","niFornecedor","nomeRazaoSocialFornecedor","tipoPessoa","porteFornecedorId","porteFornecedorNome","naturezaJuridicaId","naturezaJuridicaNome","codigoPais","quantidadeHomologada","valorUnitarioHomologado","valorTotalHomologado","percentualDesconto","paisOrigemProdutoServico.id","paisOrigemProdutoServico.nome","moedaEstrangeira.id","moedaEstrangeira.simbolo","moedaEstrangeira.nome","timezoneCotacaoMoedaEstrangeira","valorNominalMoedaEstrangeira","dataCotacaoMoedaEstrangeira","aplicacaoMargemPreferencia","amparoLegalMargemPreferencia.id","amparoLegalMargemPreferencia.nome","amparoLegalMargemPreferencia.descricao","amparoLegalMargemPreferencia.statusAtivo","aplicacaoBeneficioMeEpp","aplicacaoCriterioDesempate","amparoLegalCriterioDesempate.id","amparoLegalCriterioDesempate.nome","amparoLegalCriterioDesempate.descricao","amparoLegalCriterioDesempate.statusAtivo","indicadorSubcontratacao","ordemClassificacaoSrp","dataResultado","dataCancelamento","motivoCancelamento","moedaEstrangeira","amparoLegalMargemPreferencia","amparoLegalCriterioDesempate","paisOrigemProdutoServico"
"14814139000183-1-000207/2024","3","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/207/itens/3/resultados","1","1","Informado","2025-01-02T08:48:14","2025-01-02T08:48:14","02816696000154","PONTAMED FARMACEUTICA LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","4000","13.88","55520","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-02",,,,,,
"14814139000183-1-000211/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens/1/resultados","1","1","Informado","2025-01-07T10:11:31","2025-01-07T10:11:31","00802002000102","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","90000","1.2","108000","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000211/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens/2/resultados","1","1","Informado","2025-01-07T10:11:31","2025-01-07T10:11:31","37624223000130","ARKEEN COMERCIAL LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","30000","1.24","37200","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000211/2024","3","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens/3/resultados","1","1","Informado","2025-01-07T10:11:31","2025-01-07T10:11:31","00802002000102","ALTERMED MATERIAL MEDICO HOSPITALAR LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","172500","1.3","224250","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000211/2024","4","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/211/itens/4/resultados","1","1","Informado","2025-01-07T10:11:31","2025-01-07T10:11:31","37624223000130","ARKEEN COMERCIAL LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","57500","1.34","77050","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000215/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens/1/resultados","1","1","Informado","2025-01-07T10:13:05","2025-01-07T10:13:05","21315653000130","QUALITY ACESSORIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","800","33.73","26984","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000215/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens/2/resultados","1","1","Informado","2025-01-07T10:13:05","2025-01-07T10:13:05","21315653000130","QUALITY ACESSORIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1000","33.73","33730","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000215/2024","3","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens/3/resultados","1","1","Informado","2025-01-07T10:13:05","2025-01-07T10:13:05","21315653000130","QUALITY ACESSORIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","900","33.73","30357","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000215/2024","4","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens/4/resultados","1","1","Informado","2025-01-07T10:13:05","2025-01-07T10:13:05","21315653000130","QUALITY ACESSORIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","900","33.73","30357","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000215/2024","5","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens/5/resultados","1","1","Informado","2025-01-07T10:13:05","2025-01-07T10:13:05","21315653000130","QUALITY ACESSORIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","300","33.73","10119","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000215/2024","6","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/215/itens/6/resultados","1","1","Informado","2025-01-07T10:13:06","2025-01-07T10:13:06","21315653000130","QUALITY ACESSORIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","100","37.78","3778","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000212/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/212/itens/1/resultados","1","1","Informado","2025-01-07T10:31:46","2025-01-07T10:31:46","24118004000137","ANGULAR PRODUTOS PARA SAUDE LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","150","255.936","38390.4","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000212/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/212/itens/2/resultados","1","1","Informado","2025-01-07T10:31:46","2025-01-07T10:31:46","24118004000137","ANGULAR PRODUTOS PARA SAUDE LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","800","1.99","1592","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-07",,,,,,
"14814139000183-1-000188/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/188/itens/1/resultados","1","1","Informado","2025-01-07T10:33:09","2025-01-07T10:33:09","32043657000122","M C S AMBIENTAL DESENTUPIDORA LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","180000","180000","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2025-01-07",,,,,,
"03518900000113-1-000026/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/26/itens/2/resultados","1","2","Cancelado","2025-01-08T08:42:19","2025-04-11T15:16:26","46344050000197","SUL AGUA EQUIPAMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","5360","5360","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2025-01-08","2025-04-11T00:00:00","Empresa adjudicada como vencedora não atendeu ao edital conforme consta em processo administrativo nº 01-202137/2024.",,,,
"03518900000113-1-000025/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens/2/resultados","1","1","Informado","2025-01-09T15:47:18","2025-01-09T15:47:18","11606767000185","CROSMEDICA COMERCIO DE PRODUTOS PARA SAUDE LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","500","0.3","150","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-09",,,,,,
"03518900000113-1-000025/2024","6","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens/6/resultados","1","1","Informado","2025-01-09T15:47:14","2025-01-09T15:47:14","03968926000163","MASIF ARTIGOS MEDICOS E HOSPITALARES LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","3.2","32","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-09",,,,,,
"03518900000113-1-000025/2024","7","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens/7/resultados","1","1","Informado","2025-01-09T15:47:14","2025-01-09T15:47:14","11606767000185","CROSMEDICA COMERCIO DE PRODUTOS PARA SAUDE LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","3","30","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-09",,,,,,
"03518900000113-1-000025/2024","8","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens/8/resultados","1","1","Informado","2025-01-09T15:47:17","2025-01-09T15:47:17","11606767000185","CROSMEDICA COMERCIO DE PRODUTOS PARA SAUDE LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","3","30","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-09",,,,,,
"03518900000113-1-000025/2024","9","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens/9/resultados","1","1","Informado","2025-01-09T15:48:22","2025-01-09T15:48:22","11606767000185","CROSMEDICA COMERCIO DE PRODUTOS PARA SAUDE LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","3","30","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-09",,,,,,
"03518900000113-1-000025/2024","10","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/25/itens/10/resultados","1","1","Informado","2025-01-09T15:47:15","2025-01-09T15:47:15","11606767000185","CROSMEDICA COMERCIO DE PRODUTOS PARA SAUDE LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","3","30","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-09",,,,,,
"77636520000110-1-000002/2025","1","https://pncp.gov.br/api/pncp/v1/orgaos/77636520000110/compras/2025/2/itens/1/resultados","1","1","Informado","2025-04-23T10:16:14","2025-04-23T10:16:14","06329188000100","CRP TECNOLOGIA LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","1243499.99","1243499.99","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2025-04-23",,,,,,
"03518900000113-1-000020/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/1/resultados","1","1","Informado","2025-01-13T08:37:38","2025-01-13T08:37:38","16741684000112","UNICENTER PHARMA INDUSTRIA E COMERCIO LTDA.","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","150","19","2850","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/2/resultados","1","1","Informado","2025-01-13T08:37:38","2025-01-13T08:37:38","46328269000100","FUFA PR COMERCIO DE PRODUTOS HOSPITALARES LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","45","45.5","2047.5","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","3","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/3/resultados","1","1","Informado","2025-01-13T08:37:38","2025-01-13T08:37:38","35854326000160","MULTIMED COMERCIO DE MATERIAL HOSPITALAR LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","50","22.14","1107","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","4","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/4/resultados","1","1","Informado","2025-01-13T08:37:38","2025-01-13T08:37:38","28470340000103","METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","24","120","2880","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","5","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/5/resultados","1","1","Informado","2025-01-13T08:37:38","2025-01-13T08:37:38","23866426000128","HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","135","75","10125","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","6","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/6/resultados","1","1","Informado","2025-01-13T08:37:39","2025-01-13T08:37:39","35854326000160","MULTIMED COMERCIO DE MATERIAL HOSPITALAR LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","30","60","1800","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","7","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/7/resultados","1","1","Informado","2025-01-13T08:37:39","2025-01-13T08:37:39","28470340000103","METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","20","88","1760","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","8","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/8/resultados","1","1","Informado","2025-01-13T08:37:39","2025-01-13T08:37:39","28470340000103","METROSAUDE COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","90","64.8","5832","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","9","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/9/resultados","1","1","Informado","2025-01-13T08:37:39","2025-01-13T08:37:39","52448548000100","BIONDI & BUSCH COMERCIAL LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","30","25","750","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"03518900000113-1-000020/2024","10","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/20/itens/10/resultados","1","1","Informado","2025-01-13T08:37:39","2025-01-13T08:37:39","55311052000170","TM COMERCIO DE PRODUTOS PARA SAUDE LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","150","158.5","23775","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/1/resultados","1","1","Informado","2025-01-13T15:02:19","2025-01-13T15:02:19","07752236000123","MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A","PJ","3","Demais","2054","Sociedade Anônima Fechada","BRA","600","108.2186","64931.16","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/2/resultados","1","1","Informado","2025-01-13T15:02:19","2025-01-13T15:02:19","48174071000137","WISDOM FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","200","125.99","25198","0",,,,,,,,,"FALSE",,,,,"FALSE","TRUE","157","Instrução normativa de critério de julgamento e/ou edital (Sorteio)","Critério de desempate: Realização de sorteio.","TRUE","FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","4","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/4/resultados","1","1","Informado","2025-01-13T15:02:19","2025-01-13T15:02:19","05330520000186","UNIBIO DISTRIBUIDORA E SERVICOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","24","42","1008","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","5","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/5/resultados","1","1","Informado","2025-01-13T15:02:19","2025-01-13T15:02:19","05330520000186","UNIBIO DISTRIBUIDORA E SERVICOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","24","60","1440","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","6","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/6/resultados","1","1","Informado","2025-01-13T15:02:19","2025-01-13T15:02:19","24118004000137","ANGULAR PRODUTOS PARA SAUDE LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","30","1020","30600","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","8","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/8/resultados","1","1","Informado","2025-01-13T15:02:19","2025-01-13T15:02:19","48174071000137","WISDOM FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","150000","0.0406","6090","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000202/2024","9","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/202/itens/9/resultados","1","1","Informado","2025-01-13T15:02:35","2025-01-13T15:02:35","50694319000132","L F DISTRIBUIDORA DE MATERIAIS MEDICOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","3000","14","42000","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000209/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens/1/resultados","1","1","Informado","2025-01-13T17:24:41","2025-01-13T17:24:41","47999914000171","SUPORTH CIRURGICA - PONTA GROSSA LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","40","192","7680","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000209/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens/2/resultados","1","1","Informado","2025-01-13T17:26:40","2025-01-13T17:26:40","47999914000171","SUPORTH CIRURGICA - PONTA GROSSA LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","366","3660","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000209/2024","3","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/209/itens/3/resultados","1","1","Informado","2025-01-13T17:24:40","2025-01-13T17:24:40","77970945000160","ORTOMETAL METALURGICA E ORTOPEDIA INDUSTRIAL LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","40","417","16680","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-13",,,,,,
"14814139000183-1-000003/2025","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2025/3/itens/1/resultados","1","1","Informado","2025-01-10T14:46:39","2025-01-10T14:46:39","80392566000145","AABA COMERCIO DE EQUIPAMENTOS MEDICOS LTDA","PJ","3","Demais","2062","Sociedade Empresária Limitada","BRA","900","37","33300","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2025-01-10",,,,,,
"14814139000183-1-000098/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/98/itens/1/resultados","1","2","Cancelado","2024-11-04T15:12:41","2024-12-06T11:49:22","40882445000167","GM ADMINISTRACAO E SERVICOS PROFISSIONAIS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","470000","470000","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2024-11-04","2024-12-06T00:00:00","Após reanálise dos documentos apresentados. Desta forma, decido pela desclassificação da proposta da empresa, em especial quanto a análise da planilha de composição de custos. Adequações foram solicitadas à empresa que, se nega a realiza- las, Nem mesmo j",,,,
"14814139000183-1-000098/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/98/itens/1/resultados","2","1","Informado","2025-01-20T16:20:39","2025-01-20T16:20:39","47128486000101","PS SERVICOS DE APOIO A CONDOMINIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","475671","475671","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2025-01-20",,,,,,
"14814139000183-1-000098/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/98/itens/2/resultados","1","2","Cancelado","2024-11-04T15:12:41","2024-11-26T14:51:29","05684362000162","BRASIL MONITORAMENTO E VIGILANCIA LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","213000","213000","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2024-11-04","2024-11-26T00:00:00","Tendo em vista a representação recebida do TCE-PR e o declínio da empresa Brasil Monitaramento e Vigilância Ltda., convocaremos o próximo colocado para a negociação e demais trâmites relacionados ao pregão.",,,,
"14814139000183-1-000098/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/14814139000183/compras/2024/98/itens/2/resultados","2","1","Informado","2025-01-20T16:20:39","2025-01-20T16:20:39","47128486000101","PS SERVICOS DE APOIO A CONDOMINIOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","1","237900","237900","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE",,"2025-01-20",,,,,,
"03518900000113-1-000021/2024","1","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/1/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","400","19","7600","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","2","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/2/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","200","19","3800","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","3","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/3/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","10","20","200","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","4","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/4/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","20","22","440","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","5","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/5/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","20","22","440","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","6","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/6/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","20","22","440","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","7","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/7/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","46613430000180","DM IMPORTACAO E COMERCIO DE SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","20","22","440","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","8","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/8/resultados","1","1","Informado","2024-12-11T08:54:00","2024-12-11T08:54:00","04338231000160","J & K COMERCIAL LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","100","150.51","15051","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","9","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/9/resultados","1","1","Informado","2024-12-11T08:53:58","2024-12-11T08:53:58","33822326000153","JLZ SUPRIMENTOS LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","120","73","8760","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
"03518900000113-1-000021/2024","10","https://pncp.gov.br/api/pncp/v1/orgaos/03518900000113/compras/2024/21/itens/10/resultados","1","1","Informado","2024-12-11T08:54:00","2024-12-11T08:54:00","55149591000236","ALLSET TECNOLOGIA LTDA","PJ","1","ME","2062","Sociedade Empresária Limitada","BRA","40","277.11","11084.4","0",,,,,,,,,"FALSE",,,,,"FALSE","FALSE",,,,,"FALSE","1","2024-12-11",,,,,,
