numero_controle_pncp,numero_item,aplicacao_beneficio_me_epp,incentivo_produtivo_basico,exigencia_conteudo_nacional,aplicabilidade_margem_preferencia_normal,aplicabilidade_margem_preferencia_adicional,tipo_margem_preferencia_codigo,tipo_margem_preferencia_nome,percentual_margem_preferencia_normal,percentual_margem_preferencia_adicional,aplicacao_margem_preferencia,amparo_legal_margem_preferencia_id,amparo_legal_margem_preferencia_nome,amparo_legal_margem_preferencia_descricao,aplicacao_criterio_desempate,amparo_legal_criterio_desempate_id,amparo_legal_criterio_desempate_nome,amparo_legal_criterio_desempate_descricao,percentual_desconto
00394452000103-1-005390/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-005390/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01409580000138-1-002216/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
29063294000182-1-000056/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
29063294000182-1-000056/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000789/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000789/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000789/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000789/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000360/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000360/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000360/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000360/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000123/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000123/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000123/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000868/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000868/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000868/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000819/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-000819/2026,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025905/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
44544690000115-1-000052/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
44544690000115-1-000052/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
44544690000115-1-000052/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
44544690000115-1-000052/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
44544690000115-1-000052/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07889243000171-1-000006/2026,7150205,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.77
41339201000103-1-000003/2022,4,,,,,,,,,,,,,,,,,,
07889243000171-1-000006/2026,7150208,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.97
07889243000171-1-000006/2026,7150210,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.97
07889243000171-1-000006/2026,7150211,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.96
07954480000179-1-003718/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-003718/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-003718/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08761140000194-1-000442/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08761140000194-1-000442/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08761140000194-1-000442/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11097250000108-1-000019/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11097250000108-1-000019/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11097250000108-1-000019/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11097250000108-1-000019/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11097250000108-1-000019/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46068425000133-1-000261/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46068425000133-1-000261/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46377800000127-1-000440/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
43976166000150-1-000225/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394700000108-1-000083/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394700000108-1-000083/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394700000108-1-000083/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394700000108-1-000043/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394700000108-1-000043/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
83102780000108-1-000039/2026,2102823,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,30.62
00394544000185-1-001850/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
09074998000143-1-000019/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
29063294000182-1-000293/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10260222000105-1-000461/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18297226000161-1-000046/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,21.48
46634390000152-1-000050/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634390000152-1-000050/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634390000152-1-000050/2026,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12250908000132-1-000037/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025764/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025764/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025764/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07680846000169-1-000009/2026,7089898,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,25.05
07680846000169-1-000009/2026,7089899,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,14.77
07680846000169-1-000009/2026,7089901,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,6.76
07680846000169-1-000009/2026,7089902,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,7.89
07680846000169-1-000009/2026,7089903,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,50
07680846000169-1-000009/2026,7089904,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,69.62
07680846000169-1-000009/2026,7089907,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,59.47
46585964000140-1-000287/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46585964000140-1-000287/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
80880107000100-1-000025/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13918415000190-1-000028/2025,6295975,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,100
18668368000198-1-000082/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,33.85
18668368000198-1-000082/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18668368000198-1-000082/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,30
18668368000198-1-000082/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,18
18668368000198-1-000082/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,37.14
76238443000187-1-000036/2026,2100593,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,29.5
76238443000187-1-000036/2026,2100597,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,1.8
18431312000620-1-000230/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18431312000620-1-000230/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46522942000130-1-000374/2025,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46522942000130-1-000374/2025,3,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01612906000120-1-000087/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01612906000120-1-000087/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18431312000620-1-000312/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18431312000620-1-000312/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18431312000620-1-000312/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18431312000620-1-000312/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18431312000620-1-000312/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01612906000120-1-000057/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
28127926000161-1-000011/2026,7129073,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.99
67995027000132-1-000023/2026,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
67995027000132-1-000023/2026,3,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
63762025000142-1-000142/2025,6622809,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.98
63762025000142-1-000142/2025,6622812,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.83
63762025000142-1-000142/2025,6622813,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,100
63762025000142-1-000142/2025,6622816,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.9
25107525000151-1-000030/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
25107525000151-1-000030/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
25107525000151-1-000030/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11407543000144-1-000018/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
16692121000181-1-000015/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
16692121000181-1-000015/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-001456/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01230240000145-1-000001/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
56023443000152-1-000172/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
56023443000152-1-000172/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
56023443000152-1-000168/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
56023443000152-1-000168/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46374500000194-1-001500/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12998458000160-1-000864/2024,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
22050561000138-1-000015/2026,7184333,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.29
00955107000193-1-000064/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00955107000193-1-000064/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634614000126-1-000037/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634614000126-1-000037/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634614000126-1-000037/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634614000126-1-000037/2026,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
23515687000101-1-000048/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
23515687000101-1-000048/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45370707000128-1-000013/2026,4,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45370707000128-1-000013/2026,5,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45370707000128-1-000013/2026,6,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45370707000128-1-000013/2026,7,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10572022000180-1-001253/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10572022000180-1-001253/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12998458000160-1-000022/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07424905000138-1-000054/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
38111778000140-1-000272/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000305-1-000637/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60448040000122-1-000004/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08109444000171-1-000046/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08109444000171-1-000046/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954605000160-1-000212/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000299/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000299/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000299/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634564000187-1-000299/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
60448040000122-1-000102/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000001/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000001/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000001/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000001/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000021/2025,4,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000021/2025,5,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000021/2025,7,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
14073463000198-1-000021/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46668596000101-1-000011/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46668596000101-1-000011/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46668596000101-1-000011/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46668596000101-1-000011/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000340/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000340/2026,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,148,"Lei 14.133/2021, art. 60, outros incisos","Critério de desempate: Utilizar esse código quando a justificativa de desempate via art. 60, derivar de outros incisos da Lei 14.133/2021 que não estão previstos nos Amparos Legais, códigos 145; 146; e 147, constantes no Manual de Integração do PNCP em seu item 5.15. Amparo Legal.",0
13864377000130-1-000340/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08997611000168-1-000007/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
29114121000146-1-000007/2026,7041895,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.97
29114121000146-1-000007/2026,7041902,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,99.95
07954480000179-1-025567/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025567/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11483837000155-1-000024/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,24
42498600000171-1-001036/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
27080605000196-1-000212/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
27080605000196-1-000212/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
27080605000196-1-000212/2026,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45685872000179-1-000016/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
75813675000159-1-000016/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
63025530000104-1-005457/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11381097000146-1-000006/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,45
63025530000104-1-005457/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
63025530000104-1-005457/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
63025530000104-1-005457/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
63025530000104-1-005457/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025635/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
07954480000179-1-025635/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08241754000145-1-000006/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08241754000145-1-000006/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08241754000145-1-000006/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12440744000106-1-000003/2023,4,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12440744000106-1-000003/2023,5,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
12440744000106-1-000003/2023,6,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18278069000147-1-000048/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18278069000147-1-000048/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18278069000147-1-000048/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18278069000147-1-000048/2026,15,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
18278069000147-1-000048/2026,16,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11381097000146-1-000006/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,52
11381097000146-1-000006/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,50
11381097000146-1-000006/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11381097000146-1-000006/2026,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,72
46634309000134-1-000086/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634309000134-1-000086/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634309000134-1-000086/2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634309000134-1-000086/2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11171868000170-1-000063/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,70
91566844000150-1-000008/2026,1008,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
91566844000150-1-000008/2026,1009,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
83024505000113-1-000089/2026,9,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
01493998000176-1-000046/2026,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45141132000171-1-000028/2026,1,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0.46
11328999000119-1-000066/2026,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
81648859000103-1-000199/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122942000180-1-000068/2026,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
45122942000180-1-000068/2026,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
43465459000173-1-000280/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
43465459000173-1-000280/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10465644000109-1-000036/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,2
43465459000173-1-000280/2026,10,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-000459/2026,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
77703114000122-1-000009/2026,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
