numero_controle_pncp,numero_item,aplicacao_beneficio_me_epp,incentivo_produtivo_basico,exigencia_conteudo_nacional,aplicabilidade_margem_preferencia_normal,aplicabilidade_margem_preferencia_adicional,tipo_margem_preferencia_codigo,tipo_margem_preferencia_nome,percentual_margem_preferencia_normal,percentual_margem_preferencia_adicional,aplicacao_margem_preferencia,amparo_legal_margem_preferencia_id,amparo_legal_margem_preferencia_nome,amparo_legal_margem_preferencia_descricao,aplicacao_criterio_desempate,amparo_legal_criterio_desempate_id,amparo_legal_criterio_desempate_nome,amparo_legal_criterio_desempate_descricao,percentual_desconto
09102679000102-1-000001/2022,9,,,,,,,,,,,,,,,,,,
12888517000148-1-000001/2022,5,,,,,,,,,,,,,,,,,,
07385503000171-1-000003/2022,6,,,,,,,,,,,,,,,,,,
07385503000171-1-000003/2022,7,,,,,,,,,,,,,,,,,,
07891658000180-1-000003/2022,7,,,,,,,,,,,,,,,,,,
18457200000133-1-000001/2022,8,,,,,,,,,,,,,,,,,,
11419791000105-1-000001/2022,7,,,,,,,,,,,,,,,,,,
03239043000112-1-000001/2022,6,,,,,,,,,,,,,,,,,,
11490142000109-1-000002/2022,1,,,,,,,,,,,,,,,,,,
11490142000109-1-000002/2022,2,,,,,,,,,,,,,,,,,,
11490142000109-1-000002/2022,3,,,,,,,,,,,,,,,,,,
11490142000109-1-000002/2022,9,,,,,,,,,,,,,,,,,,
09111921000104-1-000001/2022,3,,,,,,,,,,,,,,,,,,
11419791000105-1-000002/2022,5,,,,,,,,,,,,,,,,,,
11419791000105-1-000001/2022,4,,,,,,,,,,,,,,,,,,
92000231000113-1-000002/2022,1,,,,,,,,,,,,,,,,,,
92000231000113-1-000002/2022,2,,,,,,,,,,,,,,,,,,
92000231000113-1-000002/2022,3,,,,,,,,,,,,,,,,,,
92000231000113-1-000002/2022,9,,,,,,,,,,,,,,,,,,
92000231000113-1-000002/2022,10,,,,,,,,,,,,,,,,,,
45146271000198-1-000001/2022,3,,,,,,,,,,,,,,,,,,
01071994000108-1-000001/2022,1,,,,,,,,,,,,,,,,,,
01071994000108-1-000001/2022,2,,,,,,,,,,,,,,,,,,
01071994000108-1-000001/2022,3,,,,,,,,,,,,,,,,,,
01071994000108-1-000001/2022,10,,,,,,,,,,,,,,,,,,
04215918000109-1-000002/2022,1,,,,,,,,,,,,,,,,,,
04215918000109-1-000002/2022,2,,,,,,,,,,,,,,,,,,
04215918000109-1-000002/2022,3,,,,,,,,,,,,,,,,,,
04215918000109-1-000002/2022,9,,,,,,,,,,,,,,,,,,
92000215000120-1-000001/2022,4,,,,,,,,,,,,,,,,,,
92000215000120-1-000001/2022,6,,,,,,,,,,,,,,,,,,
92000215000120-1-000001/2022,7,,,,,,,,,,,,,,,,,,
45162328000142-1-000001/2022,4,,,,,,,,,,,,,,,,,,
45162328000142-1-000001/2022,5,,,,,,,,,,,,,,,,,,
45162328000142-1-000001/2022,6,,,,,,,,,,,,,,,,,,
45162328000142-1-000001/2022,7,,,,,,,,,,,,,,,,,,
45162328000142-1-000001/2022,8,,,,,,,,,,,,,,,,,,
00394502000144-1-012685/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394502000144-1-012685/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394502000144-1-012685/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394502000144-1-012685/2023,10,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394452000103-1-003586/2022,1,,,,,,,,,,,,,,,,,,
33663683000116-1-000335/2022,3,,,,,,,,,,,,,,,,,,
33663683000116-1-000059/2022,6,,,,,,,,,,,,,,,,,,
33663683000116-1-000037/2021,1,,,,,,,,,,,,,,,,,,
33663683000116-1-000037/2021,10,,,,,,,,,,,,,,,,,,
33663683000116-1-000025/2021,1,,,,,,,,,,,,,,,,,,
33663683000116-1-000020/2021,8,,,,,,,,,,,,,,,,,,
05522917000170-1-000047/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394502000144-1-010259/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
05522917000170-1-000047/2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-000070/2022,1,,,,,,,,,,,,,,,,,,
00394544000185-1-000068/2021,4,,,,,,,,,,,,,,,,,,
31027527000133-1-000014/2022,1,,,,,,,,,,,,,,,,,,
00394544000185-1-001064/2023,10,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001876/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001876/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
26474056000171-1-000526/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001979/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001892/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001984/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001984/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001832/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001821/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001821/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001697/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001809/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001807/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001905/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001905/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001905/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001832/2023,9,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001832/2023,10,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001475/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001475/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001516/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001530/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001530/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001530/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001725/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001725/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001746/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001746/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001807/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001187/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001187/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001275/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001275/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001396/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001396/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001396/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001157/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001156/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001152/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001158/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001246/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001246/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001246/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001251/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001251/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001251/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000684/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000684/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10465644000109-1-000122/2022,6,,,,,,,,,,,,,,,,,,
13864377000130-1-000745/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000745/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000838/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000759/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000759/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001151/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001151/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-001151/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000667/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46634440000100-1-000338/2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000376/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000377/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000377/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000361/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000361/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000460/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000460/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000263/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48031918000124-1-002145/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
13864377000130-1-000180/2023,4,,,,,,,,,,,,,,,,,,
13864377000130-1-000283/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000400/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000400/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000400/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000417/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000435/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000176/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
48031918000124-1-002145/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000169/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00402552000126-1-000099/2022,8,,,,,,,,,,,,,,,,,,
46379400000150-1-000462/2022,4,,,,,,,,,,,,,,,,,,
46379400000150-1-000071/2022,1,,,,,,,,,,,,,,,,,,
10572048000390-1-000392/2022,1,,,,,,,,,,,,,,,,,,
10572048000390-1-000047/2022,1,,,,,,,,,,,,,,,,,,
46854998000192-1-000186/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46854998000192-1-000263/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
10572048000390-1-000046/2022,1,,,,,,,,,,,,,,,,,,
10572048000390-1-000046/2022,3,,,,,,,,,,,,,,,,,,
10572048000390-1-000022/2022,6,,,,,,,,,,,,,,,,,,
10572048000470-1-000053/2023,1,,,,,,,,,,,,,,,,,,
10572048000470-1-000051/2023,1,,,,,,,,,,,,,,,,,,
33781055000135-1-000028/2022,3,,,,,,,,,,,,,,,,,,
88775390000112-1-000210/2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003203/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394502000144-1-012699/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394502000144-1-012699/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46223699000150-1-000123/2026,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88775390000112-1-000210/2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003120/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003203/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003203/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003203/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003200/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003200/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003200/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003200/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003200/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
11152150000137-1-000306/2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,2
06205888000185-1-000001/2022,3,,,,,,,,,,,,,,,,,,
76416940000128-1-003048/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003120/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003120/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003120/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003120/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003049/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003049/2023,9,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003049/2023,10,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
76416940000128-1-003048/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
06205888000185-1-000001/2022,9,,,,,,,,,,,,,,,,,,
42498600000171-1-001297/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001102/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001102/2023,7,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-000144/2022,1,,,,,,,,,,,,,,,,,,
00394544000185-1-000144/2022,2,,,,,,,,,,,,,,,,,,
00394429000100-1-000984/2022,1,,,,,,,,,,,,,,,,,,
00394544000185-1-001049/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001049/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001049/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001102/2023,8,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
49269236000117-1-000033/2023,1,,,,,,,,,,,,,,,,,,
50052885000140-1-000001/2023,3,,,,,,,,,,,,,,,,,,
08761124000100-1-000783/2023,1,,,,,,,,,,,,,,,,,,
00394445000101-1-000164/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394445000101-1-000164/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394445000101-1-000164/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-000048/2021,1,,,,,,,,,,,,,,,,,,
00394445000101-1-000164/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394445000101-1-000164/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
08761124000100-1-000664/2023,1,,,,,,,,,,,,,,,,,,
08761124000100-1-000664/2023,2,,,,,,,,,,,,,,,,,,
15126437000143-1-000822/2022,1,,,,,,,,,,,,,,,,,,
10783898000175-1-000046/2022,1,,,,,,,,,,,,,,,,,,
00394544000185-1-001051/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001051/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001051/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
00394544000185-1-001051/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
15126437000143-1-000453/2022,1,,,,,,,,,,,,,,,,,,
87843819000107-1-002322/2023,3,,,,,,,,,,,,,,,,,,
87843819000107-1-001997/2023,9,,,,,,,,,,,,,,,,,,
87843819000107-1-001997/2023,10,,,,,,,,,,,,,,,,,,
87843819000107-1-001475/2023,2,,,,,,,,,,,,,,,,,,
87843819000107-1-001475/2023,3,,,,,,,,,,,,,,,,,,
87843819000107-1-001475/2023,9,,,,,,,,,,,,,,,,,,
87843819000107-1-000767/2023,1,,,,,,,,,,,,,,,,,,
87843819000107-1-000767/2023,3,,,,,,,,,,,,,,,,,,
87843819000107-1-000348/2023,7,,,,,,,,,,,,,,,,,,
15126437000143-1-000518/2022,6,,,,,,,,,,,,,,,,,,
00348003000110-1-000276/2022,1,,,,,,,,,,,,,,,,,,
00348003000110-1-000296/2021,3,,,,,,,,,,,,,,,,,,
75234757000149-1-001654/2023,2,,,,,,,,,,,,,,,,,,
75234757000149-1-001364/2023,1,,,,,,,,,,,,,,,,,,
75234757000149-1-001351/2023,1,,,,,,,,,,,,,,,,,,
75234757000149-1-000789/2023,2,,,,,,,,,,,,,,,,,,
75234757000149-1-000316/2023,10,,,,,,,,,,,,,,,,,,
75234757000149-1-000286/2023,2,,,,,,,,,,,,,,,,,,
75234757000149-1-000286/2023,10,,,,,,,,,,,,,,,,,,
75234757000149-1-000031/2023,2,,,,,,,,,,,,,,,,,,
18011183000106-1-000007/2023,1,,,,,,,,,,,,,,,,,,
18011183000106-1-000007/2023,2,,,,,,,,,,,,,,,,,,
18011183000106-1-000007/2023,3,,,,,,,,,,,,,,,,,,
18011183000106-1-000007/2023,9,,,,,,,,,,,,,,,,,,
18011183000106-1-000007/2023,10,,,,,,,,,,,,,,,,,,
18011183000106-1-000003/2022,1,,,,,,,,,,,,,,,,,,
18011183000106-1-000003/2022,2,,,,,,,,,,,,,,,,,,
18011183000106-1-000003/2022,3,,,,,,,,,,,,,,,,,,
18011183000106-1-000003/2022,9,,,,,,,,,,,,,,,,,,
18011183000106-1-000003/2022,10,,,,,,,,,,,,,,,,,,
18011183000106-1-000002/2022,4,,,,,,,,,,,,,,,,,,
18011183000106-1-000002/2022,6,,,,,,,,,,,,,,,,,,
18011183000106-1-000002/2022,7,,,,,,,,,,,,,,,,,,
18011183000106-1-000002/2022,8,,,,,,,,,,,,,,,,,,
00394429000100-1-000903/2022,2,,,,,,,,,,,,,,,,,,
46379400000150-1-000484/2022,1,,,,,,,,,,,,,,,,,,
00394429000100-1-000578/2022,1,,,,,,,,,,,,,,,,,,
46379400000150-1-000028/2022,1,,,,,,,,,,,,,,,,,,
44723674000190-1-000525/2023,4,,,,,,,,,,,,,,,,,,
46379400000150-1-001022/2022,1,,,,,,,,,,,,,,,,,,
46137444000174-1-001439/2023,3,,,,,,,,,,,,,,,,,,
46137444000174-1-001302/2023,1,,,,,,,,,,,,,,,,,,
46137444000174-1-001302/2023,10,,,,,,,,,,,,,,,,,,
27189505000798-1-000124/2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002456/2023,9,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002501/2023,1,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002501/2023,3,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002501/2023,9,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002438/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002438/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002438/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002232/2023,9,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002232/2023,10,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002221/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002437/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
88756879000147-1-000390/2023,3,,,,,,,,,,,,,,,,,,
46379400000150-1-002385/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002385/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002385/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002232/2023,2,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
27189505000798-1-000124/2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002142/2023,1,,,,,,,,,,,,,,,,,,
00396895000125-1-000156/2022,1,,,,,,,,,,,,,,,,,,
01263896000164-1-000017/2021,5,,,,,,,,,,,,,,,,,,
46341038000129-1-000582/2023,1,,,,,,,,,,,,,,,,,,
46341038000129-1-000582/2023,2,,,,,,,,,,,,,,,,,,
46341038000129-1-000582/2023,3,,,,,,,,,,,,,,,,,,
46379400000150-1-002208/2023,4,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002208/2023,6,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002208/2023,7,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002208/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002221/2023,8,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46379400000150-1-002221/2023,5,FALSE,FALSE,,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46341038000129-1-000578/2023,4,,,,,,,,,,,,,,,,,,
46341038000129-1-000578/2023,5,,,,,,,,,,,,,,,,,,
46341038000129-1-000578/2023,6,,,,,,,,,,,,,,,,,,
46341038000129-1-000578/2023,7,,,,,,,,,,,,,,,,,,
46341038000129-1-000578/2023,8,,,,,,,,,,,,,,,,,,
46341038000129-1-000493/2023,1,,,,,,,,,,,,,,,,,,
46341038000129-1-000493/2023,2,,,,,,,,,,,,,,,,,,
46341038000129-1-000493/2023,3,,,,,,,,,,,,,,,,,,
46341038000129-1-000493/2023,9,,,,,,,,,,,,,,,,,,
46341038000129-1-000493/2023,10,,,,,,,,,,,,,,,,,,
46341038000129-1-000432/2023,1,,,,,,,,,,,,,,,,,,
46341038000129-1-000432/2023,2,,,,,,,,,,,,,,,,,,
46341038000129-1-000432/2023,3,,,,,,,,,,,,,,,,,,
27189505000798-1-000124/2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,,,,0
46694139000183-1-000731/2023,1,,,,,,,,,,,,,,,,,,
