"endpoint","numeroItem","codigo_pdm","descricao","unidadeMedida"
"https://pncp.gov.br/api/pncp/v1/orgaos/10581764000171/compras/2024/247/itens",1,"9703","METOPROLOL 50MG C/ 30 CPR","CAIXA"
"https://pncp.gov.br/api/pncp/v1/orgaos/01607509000160/compras/2023/10/itens",2,"2259","Alcool Etilico Hidratado, liquido 70 INPM - 1L ímpido, para uso doméstico, com concentraçãohidroalcoólica de 70º INPM,  aplicação: uso médico-hospitalar, limpeza doméstica em geral ( desinfetante ), sem fragrância. o produto deverá estampar no rótulo a frase produto notificado na ANVISA/MS, o nome do fabricante ou importador, endereço completo, nome do técnico responsável pelo produto, composição und 3.000 269941 química e o número do telefone do serviço de  atendimento ao consumidor (SAC), número do lote, data de fabricação e prazo de validade do produto presentes no corpo ou no rótulo da embalagem, prazo de validade não inferior a 24 (vinte e quatro) meses a contar da data de entrega pelo fornecedor, embalagem plástica de 1litro devendo atender a NBR 5991/97, tampa com lacre. Acondicionamento: em caixas de papelão, LACRADAS contendo no máximo 12 unidades.","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/03507415000225/compras/2023/10/itens",9001,"12815","TOPIRAMATO 100 MG, COMPRIMIDO.","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/08919425000100/compras/2024/2/itens",2,"17910","Alimento hiperproteico, à base exclusivamente de proteínas de alto valor biológico. Clara de Ovo pasteurizada desidratada, frutose cristalina, maltodextrina. Embalagem contendo: 1kg. Produto Equivalente: ALBUMINA.","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/92963560000160/compras/2024/34/itens",10,"4104","CAFEÍNA CITRATO 10MG/ML, SOLUÇÃO ORAL, 50ML (USO INTERNO). INDICAR MARCA.","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/09074113000106/compras/2024/34/itens",8,"5400","Lote 1 - 12 PRATICAVÉIS: MATERIAL: AÇO CARBONO SAE 1008, PERFIS TUBULARES: PLATAFORMA: TUBOS 90-30MM, ESPESSURA 1,20MM, CHAPAS DE CONEXÃO 3MM; PÉS: PERFIL QUADRADO 75X75MM; 2 TRAVESSAS DE REFORÇO (ABAIXO DA MADEIRA) DE 25MM ACABAMENTO ESTRUTURAL: ZINCO (GALVANIZAÇÃO). TOM CINZA ALUMÍNIO; FOTOS REAIS. OPÇÃO DE PINTURA ELETROSTÁTICA EPOXY - PISO: MADEIRA NAVAL (ANTI UMIDADE - COLA FENÓLICA); - DIMENSIONAIS: 2X1M; ALTURA: SISTEMA DE AJUSTE DE ALTURA TELESCÓPICO. OPÇÕES DE REGULAGEM DE ALTURAS: 40 À 60CM; 60 À 100CM. OPÇÃO TAMBÉM COM PÉS FIXOS DE ATÉ 1,5M; SAPATA DE BORRACHA ANTI DERRAPANTE.","Diária"
"https://pncp.gov.br/api/pncp/v1/orgaos/02215275000178/compras/2024/557/itens",10,"5284","ADAPALENO 1MG/G + PERÓXIDO DE BENZOÍLA 25 MG/G (REFERÊNCIA: EPÍDUO) GEL DERMATOLÓGICO","BISNAGA"
"https://pncp.gov.br/api/pncp/v1/orgaos/48344014000159/compras/2024/27/itens",6,"2623","MELATONINA 5 MG","Cápsula"
"https://pncp.gov.br/api/pncp/v1/orgaos/46634564000187/compras/2024/36/itens",1,"18441","DIACEREINA 60 MG+ MELOXICAM 5 MG+ FAMOTIDINA 20 MG+ CARISOPRODOL 125 MG COM 30 CAPSULAS","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/89363642000169/compras/2024/1416/itens",3,"9035","Dexclorfeniramina maleato comprimido 2 mg","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/11447284000185/compras/2024/6/itens",1,"8820","ÁCIDO ACÉTICO 5% FRASCO COM 30 ML. Especificação: ÁCIDO ACÉTICO 5% FRASCO COM 30 ML","FRC"
"https://pncp.gov.br/api/pncp/v1/orgaos/44733608000109/compras/2024/305/itens",8,"2482","ANASTROZOL 1MG; COMPRIMIDO REVESTIDO - LIMINAR JUDICIAL

ANASTROZOL 1MG; COMPRIMIDO REVESTIDO","Viagem"
"https://pncp.gov.br/api/pncp/v1/orgaos/46634440000100/compras/2024/474/itens",1360493,"8428","INSULINA DEGLUDECA NOVO NORDISK FARMACEUTICA DO","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/10838653000106/compras/2023/957/itens",1,"15458","Vacina tipo: inativada, outros componentes: vírus bronquite infecciosa, doença de newcastle, componentes adicionais: queda de postura, h. gallinarum (ha 1 e 4), forma farmacêutica: solução injetável, aplicação*: uso veterinário","Doses"
"https://pncp.gov.br/api/pncp/v1/orgaos/19169713000101/compras/2024/9/itens",6,"7243","SAL MINERAL PARA BOVINOS - COMPOSICAO POR KG(1): CALCIO(120 A 130G),FOSFORO (80G),MAGNESIO (15,12G); COMPOSICAO POR KG(2): SODIO (151,2G), ENXOFRE (39,","SACO 25,00 QUILOGRAMA"
"https://pncp.gov.br/api/pncp/v1/orgaos/01612516000150/compras/2024/190/itens",10,"2259","ALCOOL 70% 1LT
IDEAL PARA USO NO CONSULTÓRIO ODONTOLÓGICO. O ÁLCOOL ETÍLICO HIDRATADO 70° INPM PODE SER UTILIZADO EM CONJUNTO COM OUTROS SANEANTES PARA UMA LIMPEZA MAIS PROFUNDA, E SOZINHO PARA LIMPEZAS SUPERFICIAIS. É UM DESINFETANTE DE NÍVEL INTERMEDIÁRIO E NÃO É INDICADO PARA ESTERILIZAÇÃO DE MATERIAIS CIRÚRGICOS.EMBALAGEM COM 1 LITRO; COMPOSIÇÃO: ÁLCOOL ETÍLICO E ÁGUA; FORMA FÍSICA: LÍQUIDO;BACTERICIDA DE AÇÃO RÁPIDA;NÃO-TÓXICO;INCOLOR; VALIDADE: 24 MESES;","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/13910690000168/compras/2024/57/itens",6,"2259","ÁLCOOL GEL, gel à base de álcool para higienização, a 70%, com ação antisséptica, sem enxágue. composição: álcool etílico, polímero carboxílico, neutralizante, umectante, conservante, quelante e água deionizada. embalagem contendo data de fabricação, validade, nome e registro do químico responsável com crq, razão social, endereço e cnpj do fabricante deverão constar visivelmente na embalagem., galão de 5 litros.","UND"
"https://pncp.gov.br/api/pncp/v1/orgaos/18025940000109/compras/2022/26/itens",5,"8231","HIDROXIDO DE ALUMINIO 61,5 MG / ML  FRASCO 240ML  BR0340783","FR"
"https://pncp.gov.br/api/pncp/v1/orgaos/10581764000171/compras/2024/215/itens",1,"6006","VARICOSS (CUMARINA 15MG + TROXERRUTINA 90MG) CX C/ 60","CAIXA"
"https://pncp.gov.br/api/pncp/v1/orgaos/75789552000120/compras/2024/59/itens",4,"15247","Retinol, composição: associada com colecalciferol, concentração: 5.500ui + 2.200ui,ml, aplicação: solução oral ? gotas- 20 ml  (272567)","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/18008870000172/compras/2024/104/itens",4,"1289","SORO FISIOLÓGICO AMPOLA COM 10 ML","AM"
"https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/10710/itens",8,"5116","REAGENTE, CLORETO DE POTASSIO PA, UNIDADE 1.0 GRAMA","UNIDADE 1.0 GRAMA"
"https://pncp.gov.br/api/pncp/v1/orgaos/46137451000176/compras/2024/19/itens",5,"7890","GABAPENTINA 75MG + CODEÍNA 50 MG + CARISOPRODOL 40MG + PARACETAMOL 500 MG.","CAPS."
"https://pncp.gov.br/api/pncp/v1/orgaos/03783859000102/compras/2023/4/itens",3,"2362","ALPRAZOLAM 1MG - COMPRIMIDO","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/46341038000129/compras/2024/1261/itens",5,"10112","NITROGLICERINA 5MG/ML, solução injetável, ampola com 5ml.","AMP"
"https://pncp.gov.br/api/pncp/v1/orgaos/80257355000108/compras/2023/169/itens",5,"8220","6505.73055-Hidroclorotiazida, 2,5 mg/ml, Solução oral, Frasco, 30 ml, Produto manipulado, VIA DE ADMINISTRAÇÃO: Oral, UNID. DE MEDIDA: Unitário","Unitário"
"https://pncp.gov.br/api/pncp/v1/orgaos/03239043000112/compras/2022/1/itens",5,"4509","CARBAMAZEPINA - CONCENTRACAO/DOSAGEM 400 MG, FORMA FARMACEUTICA COMP DIVISIVEL DE LIBERACAO CONTROLADA, VIA DE ADMINISTRACAO ORAL (TEGRETOL 400MG CR - LIMINAR JUDICIAL)","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/42498600000171/compras/2024/5058/itens",1,"2418","FINALIDADE: FORMULA INFANTIL PARA LACTANTES E CRIANCAS DE PRIMEIRA INFANCIA COM RESTRICAO DE LACTOSE E A BASE DE 100% AMINOACIDOS LIVRES NAO ALERGENICOS, NUTRICIONALMENTE COMPLETA, EM PO, COMPOSICAO: CONTEM LCPUFAS (DHA E ARA) NA PROPORCAO DE 1:1, TCM E NUCLEOTIDEOS, ENRIQUECIDA COM CALCIO E FOSFORO. ISENTA DE PROTEINA LACTEA, LACTOSE, GALACTOSE, FRUTOSE E SACAROSE. INDICADA PARA LACTANTES E DE SEGUIMENTO PARA LACTANTES E/OU CRIANCAS DE PRIMEIRA INFANCIA, DESTINADA A NECESSIDADES DIETOTERAPICAS ESPECIFICAS. ALERGIA ALIMENTAR, SINDROME DO INTESTINO CURTO E OUTROS DISTURBIOS ABSORTIVOS GASTROENTEROPATIA EOSINOFILICA, NUTRICAO ENTERAL PRECOSE/MINIMA EM TERAPIA INTENSIVA NEONATAL E PEDIATRICA. NAO CONTEM GLUTEN, GALACTOSE, FRUTOSE E LACTOSE. ISENTA DE PROTEINAS E PEPTIDEOS. CONTEM FENILALANINA , COMPLEMENTO COMPOSICAO: 100 G PO, PROTEINAS: 14G- (100% AMINOACIDOS LIVRES), CARBOIDRATOS: 52G (100% MALTODEXTRINAS), LIPIDEOS TOTAIS: 25G (100% OLEOS VEGETAIS- 35% TCM) GORDURAS SATURADAS: 10G, ACIDO LINOLEICO: 3565MG, ACIDO ALFALINOLENICO: 441MG, ACIDO DOCOSAEXANOICO (DHA): 86MG, ACIDO ARAQUIDOMICO (ARA): 86MG, RELACAO KCAL NAO PROTEICA/N: 198:1, OSMOLARIDADE (MOSM/L): 310, OSMOLALIDADE (MOSM/KG DE AGUA): 340, CARGA DE SOLUTO RENAL POTENCIAL (MOSM/L): 168, SABOR: N/A, EMBALAGEM: LATA DE 400G, COM COLHER MEDIDA DE 4,6 G","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/46634598000171/compras/2024/161/itens",1,"17893","SACUBITRIL + VALSARTANA 97/103 MG","COM"
"https://pncp.gov.br/api/pncp/v1/orgaos/45122603000102/compras/2024/144/itens",9,"8428","INSULINA GLARGINA 300 U.ML CANETA 1.5 ML TOUJEO","CAN"
"https://pncp.gov.br/api/pncp/v1/orgaos/45709920000111/compras/2024/1141/itens",1,"15458","SERVICOS MANUTENCAO AR CONDICIONADO CONTRATACAO DE EMPRESA  PARA SERVICO DE  REMOCAODE 07 CONDESADORES  QUE ESTAO  NO TELHADO  PARA OLADO EXTERNO, UTILIZACAO DE 70 METROS DE LINHA DECOBRE, INSTALACAO  DE 01 CONDICIONADOR  DE AR  DE22.000 BTUS E TROCAR 03 APARELHOS DE AR CONDICIO-NADO.SERVICO SERA REALIZADO NA VIGILANCIA EPIDEMIOLO-GICA E SALA DE VACINA DA ESF DR OSWALDO DAMIAN.","SER"
"https://pncp.gov.br/api/pncp/v1/orgaos/14491945000168/compras/2023/19/itens",6,"3106","Lote 2 - ATENOLOL 50 MG.","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/76206481000158/compras/2024/33/itens",1,"2418","NeoAdvance   Danone 1 00 Kcal mL. Formula de aminoacidos livres  com alto teor de Ferro  Zinco  Vitaminas C  D e B12 e Fonte de Calcio.  Lata de 400 g   Judicial","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/03587269000104/compras/2024/3/itens",2,"4804","CETOPROFENO 100 MG PÓ LIOF P/ SOL INJ FA VD TRANS","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2023/122/itens",3,"5057","(ID-90893) CITARABINA, Forma Farmaceutica: po liofilizado (frasco com 100 mg) ou solucao injetavel para administracao INTRATECAL (100mg/ml em frasco com 1 ml).","unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/13807870000119/compras/2022/2/itens",6,"17915","CLORETO DE CALCIO 10% 10ML","AMP"
"https://pncp.gov.br/api/pncp/v1/orgaos/11279755000193/compras/2024/18/itens",3,"2595","TESTE RÁPIDO ANTÍGENO SARS-COV-2 (COVID -19) E INFLUENZA (A e B). Ensaio imunocromatográfico para detecção qualitativa, simultânea e diferenciada de antígenos de SARS-CoV-2, Influenza tipo A e tipo B. Tipo de amostra: swab de nasofaringe e swab nasal; diferenciação dos antígenos da COVID-19 e da Influenza (A e B); Tempo do teste: 15 – 30 minutos; Armazenamento: 2–30°C; O kit deverá conter no mínimo: 1 – Dispositivo de Teste; 1- Swab (para extração da amostra de nasofaringe);1 – Instrução de uso. Com registro na ANVISA.","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/22855142000173/compras/2024/22/itens",4153954,"363","ACICLOVIR 50 MG50 MG/G CREM DERM CT BG AL X 10 G","TUBO"
"https://pncp.gov.br/api/pncp/v1/orgaos/83900522000177/compras/2023/8/itens",8,"5118","Condimentos, temperos e especiarias Sal refinado iodado (emb. c/ 1kg) Sal refinado iodado, com granulação uniforme e cristais brancos, com no mínimo de 98,5% de cloreto de sódio e com dosagem de sais de iodo de no mínimo 10mg e no máximo de 15 mg de iodo por quilo, de acordo com a Legislação Federal específica, sem impurezas e matérias terrosas. A embalagem deverá conter externamente os dados de identificação e procedência, informações nutricionais, número do lote, data de validade, quantidade do produto, número de registro.
Embalagem de 1 quilo.","Kg"
"https://pncp.gov.br/api/pncp/v1/orgaos/18114272000188/compras/2024/10/itens",8,"10173","OLEO HIDRATANTE DE AMENDOAS , COM AS SEGUINTES DESCRICOES MINIMAS: PARA GESTANTES HIPOALERGENICO, COM FRAGANCIA SUAVE, TESTADO DERMATOLOGICAMENTE EMBALAGEM COM 100ML","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/91693317000106/compras/2024/5/itens",4,"9702","METOCLOPRAMIDA, CLORIDRATO 5 MG/ML -
INJETAVEL- IM/IV - AMPOV
","ampola"
"https://pncp.gov.br/api/pncp/v1/orgaos/01313113000100/compras/2022/12/itens",8,"19111","ELEM. FILTR. COMBUSTÍVEL URÉIA (SEPARADOR)","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/08349029000195/compras/2024/4/itens",7,"11759","RISPERIDONA SOL.ORAL 1MG/ML 30ML","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/80882095000153/compras/2024/11/itens",6,"2418","Aminoácidos + cloranfenicol + metionina + vitamina A ( retinol, acetato de retinol,palmitato de retinol) 25 MG/G + 5 MG/G + 5MG/G + 10000UI/G Pomada oftálmica Bisnaga","BISNAGA"
"https://pncp.gov.br/api/pncp/v1/orgaos/01612470000179/compras/2024/79/itens",2,"14456","ACEBROFILINA 5 MG/ML XAROPE PEDIÁTRICO, FRASCO COM 120 ML","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/75234757000149/compras/2023/528/itens",1,"2259","7907.75815-Álcool líquido, TIPO: Etílico, CONCENTRAÇÃO: 70% antisséptico e antibactericida, COR: Incolor, EMBALAGEM: Frasco plástico com 1 litro, UNID. DE MEDIDA: Unitário","Unitário"
"https://pncp.gov.br/api/pncp/v1/orgaos/10581764000171/compras/2024/204/itens",1,"14550","MIRTAZAPINA 45MG C/ 30CPR","CAIXA"
"https://pncp.gov.br/api/pncp/v1/orgaos/11286382000188/compras/2024/8/itens",9,"1289","SUPORTE PARA SORO - STANDART COM RODÍZIOS. BASE EM TUBO QUADRADO COM PINTURA EM EPÓXI. PARTE SUPERIOR (HASTE) PINTURA EPÓXI COM 04 GANCHOS SOLDADOS HORIZONTALMENTE POSSUINDO MOVIMENTO VERTICAL FEITO POR MEIO DE MANDRIL. PÉS PROVIDOS DE PONTEIRAS PVC DIMENSÕES EXTERNAS APROXIMADAS: COMPRIMENTO 1,62m X LARGURA 37cm X ALTURA 37cm. PESO: 4 KG","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/11193159000196/compras/2024/1/itens",7,"1824","ACETILCISTEINA 600MG/5G . GRANULADO","envelope"
"https://pncp.gov.br/api/pncp/v1/orgaos/45226214000119/compras/2024/254/itens",1,"8007","Leitor De Glicose Equipamento Para Leitura De Uso Em Conjunto Com Sensor De Monitoramento Contínuo De Glicose Interstici","UNIDADES"
"https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2023/320/itens",6,"2273","Alendronato De Sódio","Comprimido "
"https://pncp.gov.br/api/pncp/v1/orgaos/88000914000101/compras/2024/114/itens",3,"2360","Lote 3 - ALOPURINOL 300 mg","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/59851543000165/compras/2024/8/itens",5,"2100","ADENOSINA 3MG/ML, 2ML","AMP"
"https://pncp.gov.br/api/pncp/v1/orgaos/46195079000154/compras/2022/5/itens",10,"12795","TOBRAMICINA + DEXAMETASONA - COLIRIO - 5 ML","FRS"
"https://pncp.gov.br/api/pncp/v1/orgaos/88000906000157/compras/2022/25/itens",8,"12795","TOBRAMICINA SOLUÇÃO OFTÁLMICA: Tobramicina Solução oftálmica 3mg/ml, 5ml.","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/08787012000110/compras/2023/10/itens",2,"14456","Acebrofilina xarope 10mg/ml 100 ml","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/45157104000142/compras/2024/20/itens",6,"2589","SHAMPOO INFANTIL PARA CABELO 200ML. COMPOSIÇÃO: ÁGUA, COCAMIDOPROPIL BETAÍNA, POLIQUATERNIO-10, GLICIERINA, FRAGRÂNCIA, ÁCIDO CÍTRICO, BENZOATO DE SÓDIO. HIPOALERGÊNICO, PH FISIOLÓGICO (BALANCEADO/NEUTRO). SEM LÁGRIMAS, CORANTES, PARABENOS, FTALATOS, SULFATOS. TESTADO DERMATOLOGICAMENTE.(APRESENTAR 02 AMOSTRAS)","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/11460739000100/compras/2024/13/itens",2,"2036","ÁCIDO VALPROICO 500MG (DEPAKENE)","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/18318618000160/compras/2024/81/itens",2,"15458","CARTAO VACINA ADULTOCARTAO VACINA ADULTO, EM CARTOLINA BRANCA, 21 X 7CM, FRENTE E VERSO","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/27080530000143/compras/2024/513/itens",1,"18665","Citrato De Potássio concentração: 10 meq, forma farmacêutica: absorção retardada","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/83102343000194/compras/2024/22/itens",10,"11146","VERMÍFUGO ORAL - PARA CÃES, COMPOSIÇÃO: FEBANTEL 500MG / PAMOATO DE PIRANTEL 540MG / PRAZIQUANTEL 175MG / EXCIPIENTE Q.S.P. 2310MG. CAIXA (EMBALAGEM) COM 02 COMPRIMIDOS PARA CÃES DE ATÉ 35 KG. O PRODUTO DEVERÁ ESTAR ACONDICIONADO DE FORMA A GARANTIR SUA INTEGRIDADE. A APRESENTAÇÃO DO PRODUTO DEVERÁ OBEDECER A LEGISLAÇÃO ATUAL VIGENTE, CONTENDO DADOS DE IDENTIFICAÇÃO E PROCEDÊNCIA. PRAZO DE GARANTIA: PRODUTO COM VALIDADE MÍNIMA DE 1 ANO NO ATO DA ENTREGA DO PRODUTO. APRESENTAR AMOSTRA E INDICAR A MARCA.","CAIXA (CX.)"
"https://pncp.gov.br/api/pncp/v1/orgaos/12424026000146/compras/2022/1/itens",2,"353","Ácido Acetilsalicílico, 500mg   cpr (CATMAT  - BR0267501)","CPR."
"https://pncp.gov.br/api/pncp/v1/orgaos/45279635000108/compras/2023/1156/itens",6,"19827","GALCANEZUMABE 120MG/ML SOLUÇÃO INJETÁVEL SERINGA PREENCHIDA 1ML *** JUDICIAL","Seringa"
"https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/4267/itens",3,"17993","CILOSTAZOL, 50 MG, COMPRIMIDO, UNIDADE 1.0 COMPRIMIDO","UNIDADE 1.0 COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/46588950000180/compras/2024/601/itens",6,"8820","FITA REAGENTE PARA ANALISE DE ATIVIDADE DO ACIDO PERACETICO GERADO A PARTIR DE SOLUCAO A BASE DE PEROXIDO DE HIDROGENIO E ACIDO ACETICO COM CONCENTRACAO DE ATE 6% EMBALAGEM COM 30 FITAS","CAIXA"
"https://pncp.gov.br/api/pncp/v1/orgaos/89363642000169/compras/2024/615/itens",1,"2036","Acido Valproico 50mg ml solucao oral.","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/08701062000132/compras/2024/5/itens",9,"17806","ANESTÉSICO INJETÁVEL PRILOCAÍNA COM VASO (CX COM 50 TUBETES)","Caixa"
"https://pncp.gov.br/api/pncp/v1/orgaos/13016717000173/compras/2024/12/itens",2,"12715","TIAMINA 100MG/2ML + PIRIDOXINA 100MG/ML + CIANOCOBALAMINA 5MG/ML - 2ML AMP (IM)","Ampola"
"https://pncp.gov.br/api/pncp/v1/orgaos/27142058000126/compras/2023/276/itens",4,"17851","MEMANTINA, CLORIDRATO, Concentração [mg]: 10, Forma farmacêutica: Comprimido","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/45358249000101/compras/2024/1787/itens",7,"10676","UNGUENTO POMADA MATA BICHEIRA, LARVICIDA, CICATRIZANTE
E REPENTE (PERMETRINA 0,5G, BUTÓXIDO DE PIPEROLINA 3,5G,
ÓXIDO DE ZINCO 20G) - POTE 250G
","UN."
"https://pncp.gov.br/api/pncp/v1/orgaos/87958625000149/compras/2024/363/itens",3,"3946","BUDESONIDA 400MCG + INALADOR.","cs"
"https://pncp.gov.br/api/pncp/v1/orgaos/00697295009900/compras/2023/71/itens",4,"8211","(ID-115509) HIDRALAZINA, Forma Farmaceutica: solucao injetavel; Concentracao: 20mg/ml; Forma De Apresentacao: ampola com 1ml.","unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/76206457000119/compras/2024/114/itens",2,"5083","CLOBAZAM 10 MG COMPRIMIDO - CATMAT: BR0272901","COMPRIMIDO (COMP)"
"https://pncp.gov.br/api/pncp/v1/orgaos/46362661000168/compras/2024/532/itens",5,"6111","DESONIDA CREME","TUBO"
"https://pncp.gov.br/api/pncp/v1/orgaos/45751435000106/compras/2023/79/itens",9,"5156","CLONIDINA, CLORIDRATO DE 150 MCG, COMPRIMIDO","CPR"
"https://pncp.gov.br/api/pncp/v1/orgaos/02385669000174/compras/2024/451/itens",1,"30049","RAÇÃO TETRA MARINE GRANULES FRASCO DE 225 GRAMAS COMPOSIÇÃO: FARINHA DE PEIXE, FARELO DE GÉRMEN DE TRIGO, GÉRMEN DE MILHO, FARELO DE AVEIA, ARROZ INTEGRAL, FARELO DE SOJA, PROTEÍNA DE BATATA, LEVEDURASECA DE CANA DE AÇÚCAR, ÓLEO DE PEIXE REFINADO, FARINHA DE CAMARÃO, GLÚTEN DE TRIGO, ALFAFA DESIDRATRADA, FOSFATO MONOCÁLCICO, ALGAS MARINHAS CALCÁRIAS, LECITINA DE SOJA, ÓLEO DESOJA REFINADO, EXTRATO DE LEVEDURAS, VITAMINA C, ETOXIQUIN, ÁCIDO CÍTRICO","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2023/3456/itens",1,"12241","SOLUCAO PARA DIALISE PERITONEAL, 2,5 % DE GLICOSE, VOLUME 2.500ML, MATERIAL ATOXICO, TRANSPARENTE E RESISTENTE, INJETOR LATERAL, ESTERIL, UNIDADE 1.0 BOLSA","UNIDADE 1.0 BOLSA"
"https://pncp.gov.br/api/pncp/v1/orgaos/46582185000190/compras/2022/9/itens",6,"2259","ÁLCOOL GEL 70% - , antisséptico higienizador bactericida. composição de ativo álcool etílico 70% (p/p) e emulsificante. aspecto: gel. cor: incolor. ph: 7,00 - 8,00. densidade 0,9600 - 0,9750. o produto deve ser fabricado em conformidade com a resolução rdc nº 350/2020 da Anvisa, frasco com no mínimo 500 g. validade mínima de 18 meses a contar da data de entrega. obs.: apresentar ficha de informações de segurança de produto químico - FISPQ","FRA"
"https://pncp.gov.br/api/pncp/v1/orgaos/16886871000194/compras/2023/147/itens",10,"9590","ANTIMICROBIANO INJETÁVEL DE 25 ML Ceftiofur 6,3g Meloxicam 1,0g ACURA MAX OU SIMILAR","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/46341038000129/compras/2023/437/itens",4,"6200","Digoxina 0,25 mg","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/00944673000108/compras/2022/1/itens",4,"18239","BOLSA PARA COLOSTOMIA E ILEOSTOMIA SISTEMA 1 PEÇA, RECORTAVEL ATÉ 76 MM, FECHADA, COM FILTRO DE CARVÃO ATIVADO ACOPLADO. COMPOSTA POR BOLSA TRANSPARENTE OU OPACA, CONFECCIONADA EM PELÍCULAS PLÁSTICAS DE ETIL-VINIL-ACETATO, DICLORETO DE POLIVINILA, POLIETILENO CELULÓSICO E REVESTIMENTO EXTERNO MACIO E SEM TRAMAS DE POLIÉSTER, COM FILTRO ANTI-ODOR INCORPORADO E ABERTURA DE DRENAGEM FECHAMENTO TIPO ENVELOPE E FECHO EM VELCRO. COM BARREIRA DE RESINA SINTÉTICA DE DUPLA CAMADA COM FORMATO OVAL, FLEXÍVEL, COMPOSTA POR PECTINA,GELATINA, CARBOXIMETILCELULOSE SÓDICA, ÓXIDO DE FERRO SINTÉTICO, GOMA GUAR, SIS E PIB, COM PELÍCULA PROTETORA DE POLIPROPILENO SILICONADO COM DEMARCAÇÃO E RECORTÁVEL DE 10 A 7","UNI"
"https://pncp.gov.br/api/pncp/v1/orgaos/01068014000100/compras/2024/82/itens",4,"3929","BROMOPRIDA 10 MG/ML","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/76950070000172/compras/2024/15/itens",1,"5130","AMBROXOL 3MG/ML FRASCO 120ML","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/11235051000119/compras/2022/1/itens",6,"354","ÁCIDO FÓLICO - 5 MG COM CT BL AL  PLAS INC","COMP"
"https://pncp.gov.br/api/pncp/v1/orgaos/87482535000124/compras/2023/252/itens",3,"8919","Loratadina xarope  1 mg ml  frasco c 100 ml","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/75476556000158/compras/2024/17/itens",5,"351","AMINOFILINA, DOSAGEM: 100 MG - CÓDIGO BR: 0267511","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/03930106000182/compras/2023/148/itens",10,"1289","(ID-126406) EQUIPO INFUSAO VENOSA, Tipo: Macrogotas, para solucoes parenterais; Com bureta 150ml; Camara gotejadora transparente e flexivel, com filtro de particulas; Descartavel; Esteril; Atoxico; Apirogenico; Ponta perfurante com tampa protetora adaptavel a frascos de soro sistema fechado; Tubo extensor em PVC com no minimo 150cm de comprimento; Controlador de fluxo por pinca rolete; Conexao terminal Luer Lock com tampa.","unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/10896/itens",2,"18239","REFIL PARA PURIFICADOR DE AGUA, ELEMENTO FILTRANTE INTERNO, CARVAO ATIVADO, EMBALAGEM 1.0 UNIDADE","EMBALAGEM 1.0 UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/08182313000110/compras/2023/26/itens",8,"4804","Cetoprofeno 50mg/ml EV inj","Ampola"
