"endpoint","numeroItem","codigo_pdm","descricao","unidadeMedida"
"https://pncp.gov.br/api/pncp/v1/orgaos/88185020000125/compras/2023/56/itens",8,"2036","ÁCIDO VALPRÓICO (VALPROATO DE SÓDIO)  250 MG","COMPRIMIDO (CP)"
"https://pncp.gov.br/api/pncp/v1/orgaos/49576416000141/compras/2024/139/itens",3,"1872","ÁCIDO ASCÓRBICO 500 MG (VITAMINA C) - BLISTER COM 10 COMPRIMIDOS","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/88372883000101/compras/2024/115/itens",8,"11759","RISPERIDONA 1MG/ML - SOLUÇÃO ORAL - FRASCO 30 ML","FRASCO (FR)"
"https://pncp.gov.br/api/pncp/v1/orgaos/87890992000158/compras/2024/229/itens",3,"1249","Bicarbonato de Sódio (Conforme Termo de Referência)","UNIDADE (UNIDADE)"
"https://pncp.gov.br/api/pncp/v1/orgaos/22678874000135/compras/2023/135/itens",6,"5116","CLORETO DE POTASSIO 100MG ML  10   SOLUCAO INJETAVEL COM 10ML","AMPOLA"
"https://pncp.gov.br/api/pncp/v1/orgaos/95719449000110/compras/2023/106/itens",4,"2436","AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG
UNIDADE DE FORNECIMENTO: COMPRIMIDO
CÓDIGO BR: 0271217","COMPRIMIDO (COMP)"
"https://pncp.gov.br/api/pncp/v1/orgaos/88572748000100/compras/2023/1/itens",1,"363","Aciclovir 200 mg","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/27080530000143/compras/2024/1180/itens",5,"12553","Brimonidina Tartarato apresentação: colírio, dosagem: 2 MEDICAMENTOS GERAIS DE USO HUMANO; PRINCIPIO/CONCENTRACAO1:
CARBOMERO 2MG/G (REFERENCIA VIDISIC); FORMA FARMACEUTICA: GEL
OFTALMICO; FORMA DE APRESENTACAO: BISNAGA 10G; VIA ADMINISTRACAO:","Frasco 5 ML"
"https://pncp.gov.br/api/pncp/v1/orgaos/76970383000192/compras/2024/89/itens",4,"12335","LAVA LOUÇA LÍQUIDO, DETERGENTE NEUTRO, EMBALAGEM COM 500 ML. COMPOSIÇÃO: ALQUIBENZENO, SULFONADO DE TRIETAMOLAMINA, LAURIL ESTER SULFATO DE SÓDIO, SULFATO DE MAGNÉSIO, EBTA, FORMOL, CORANTE, PERFUME","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/09102679000102/compras/2022/1/itens",8,"5087","CLONAZEPAM 2,5MG/ML. SOLUÇÃO ORAL 20ML","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/10572048000470/compras/2023/141/itens",1,"18311","(4342585) - LEVETIRACETAM - CONCENTRACAO/DOSAGEM 100 MG/ML,FORMA FARMACEUTICA SOLUCAO ORAL,FORMA DE APRESENTACAO FRASCO,VIA DE ADMINISTRACAO ORAL","FRASCO 150,000 MILILITRO"
"https://pncp.gov.br/api/pncp/v1/orgaos/23019551000100/compras/2024/3/itens",6,"1824","ACETILCISTEINA 40 MG/ML XAROPE - FRASCO 120ML","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/24772162000106/compras/2024/104/itens",9,"2436","AMOXICILINA TRI-HIDRATADA 14 G + CLAVULANATO DE POTÁSSIO 3,5 G A CADA 100 ML","un - unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/75771311000153/compras/2024/21/itens",4,"10422","PARACETAMOL  DOSAGEM COMPRIMIDO 500 MG   CODIGO BR 026778","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/44919611000103/compras/2024/29/itens",9,"1872","ÁCIDO ASCÓRBICO CONCENTRAÇÃO: 100 MG/ML, FORMA FARMACÊUTICA: SOLUÇÃO INJETÁVEL 5 ML","AMP"
"https://pncp.gov.br/api/pncp/v1/orgaos/02917132000108/compras/2024/19/itens",10,"3929","BROMOPRIDA 4MG/ML SOLUÇÃO ORAL GOTAS FARSCO 20 ML.","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/4780/itens",1,"19602","Teduglutida","Frasco-Ampola"
"https://pncp.gov.br/api/pncp/v1/orgaos/10764307000112/compras/2023/6/itens",7,"11154","Prednisona","Comprimido "
"https://pncp.gov.br/api/pncp/v1/orgaos/46634044000174/compras/2024/131/itens",10,"8428","CATETER E CAMULA P/ SIST INTEG INF INSUL MONIT 9MM CATETER E CANULA P/ SISTEMA INTEGRADO DE INFUSAO DE INSULINA C/ MONITORIZACAO CONTINUA DE GLICOSE 9MM- CONJUNTO DE INFUSAO QUICK-SET 9 MM X 60 CM.- TROCA A CADA 2-3 DIAS.- COMPATIVEL COM SISTEMA MINIMED 640G E 780G.- APRESENTACAO: CAIXA COM 10 UNIDADES.- REFERENCIA: MEDTRONIC (QUICK-SET MMT-397A), CONFORME MANDADO JUDICIAL.","CX"
"https://pncp.gov.br/api/pncp/v1/orgaos/45944428000120/compras/2024/96/itens",7,"18272","Aripiprazol 30 mg - CP","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/45122603000102/compras/2023/45/itens",8,"8249","HIDROXIZINA CLORIDRATO 25 MG","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/63762041000135/compras/2024/9/itens",3979583,"5207","DESVENLAFAXINA 50 MG, COMPRIMIDO","Und"
"https://pncp.gov.br/api/pncp/v1/orgaos/43206424000110/compras/2024/221/itens",3,"2259","Álcool etílico hidratado em gel, sem perfume. 70º INPM (77º GL). Unidade com 460 g.","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/01217538000115/compras/2024/102/itens",7,"354","ÁCIDO FÓLICO 0,2 MG/ML - SOLUÇÃO ORAL - FRASCO DE 30ML","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/46446696000185/compras/2024/36/itens",7,"8428","INSULINA,  ASPART, 100 UI/ML, SOL. INJ., COM SIST. APLICADOR, TUBETE 3 ML (BR0396051)","TBE"
"https://pncp.gov.br/api/pncp/v1/orgaos/45132495000140/compras/2024/402/itens",1,"18856","SUPLEMENTO VITAMINICO MINERAL COMPOSTO POR CALCIO (CALCIO CITRATO MALATO) 400MG, VITAMINA D3(COLECALCIFEROL) 50MCG (2.000UI), VITAMINA K2(MENAQUINONA) 90MCG, MAGNESIO QUELATO 130MG ECOLAGENO NAO HIDROLISADO TIPO II (UC II) 40MG.COMPRIMIDO REVESTIDO.","COM"
"https://pncp.gov.br/api/pncp/v1/orgaos/75968412000119/compras/2024/5/itens",8,"2259","ÁLCOOL ETÍLICO, TIPO:HIDRATADO, TEOR ALCOÓLICO:70%_(70¿GL), APRESENTAÇÃO:GEL Frasco 1.000 ML COD BR 269943","FR"
"https://pncp.gov.br/api/pncp/v1/orgaos/05277173000175/compras/2022/1/itens",5,"8007","GLICOSE ENZ.LIQ.PAP 500 TESTES - COTA RESERVADA","Kit"
"https://pncp.gov.br/api/pncp/v1/orgaos/27080530000143/compras/2024/424/itens",1,"3910","Bromazepam dosagem: 3 mg, forma farmacêutica: liberação controlada","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/09186982000122/compras/2023/5/itens",4,"3504","ANESTÉSICO tópico em gel contendo 200mg de benzocaína, com 12 g, sabor tutti frutti. Acondicionado em embalagem original do fabricante, com o nome do responsável técnico, o lote, data de fabricação, validade e registro no Ministério da Saúde.","Un"
"https://pncp.gov.br/api/pncp/v1/orgaos/06226583000150/compras/2023/27/itens",10,"1289","Colesterol . Sistema enzimático colorimétrico para a determinação de colesterol total em amostras de soro. com reação de ponto final. Aplicação manual, semi-automática e automática. Metodologia: colorimétrico (enzimático de trinder)","Kit"
"https://pncp.gov.br/api/pncp/v1/orgaos/95719449000110/compras/2023/106/itens",8,"4505","CAPTOPRIL, CONCENTRAÇÃO:50 MG
UNIDADE DE FORNECIMENTO: COMPRIMIDO
CÓDIGO BR: 0267615","COMPRIMIDO (COMP)"
"https://pncp.gov.br/api/pncp/v1/orgaos/46137444000174/compras/2023/1385/itens",1,"6614","EPINEFRINA 0,3 MG CANETA AUTO INJETAVEL","CAN"
"https://pncp.gov.br/api/pncp/v1/orgaos/04144150000120/compras/2024/40/itens",7,"5077","CLINDAMICINA, DOSAGEM:300 MG","Cápsula"
"https://pncp.gov.br/api/pncp/v1/orgaos/29138344000143/compras/2024/146/itens",9,"6381","DOMPERIDONA 1 MG/ML FRASCO 100 ML","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/18593103000178/compras/2024/385/itens",1,"12053","SEVOFLURANO SOL. INJ 1 ML /ML 100ML","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/11022597001325/compras/2024/82/itens",1,"8231","(3201007) - HIDROXIDO DE ALUMINIO - CONCENTRACAO/DOSAGEM 62 MG/ML,FORMA FARMACEUTICA SUSPENSAO ORAL,FORMA DE APRESENTACAO FRASCO,VIA DE ADMINISTRACAO ORAL","FS 150 ML"
"https://pncp.gov.br/api/pncp/v1/orgaos/92324706000127/compras/2023/103/itens",3,"13699","Candesartana 16mg","COMPRIMIDO"
"https://pncp.gov.br/api/pncp/v1/orgaos/14587933000131/compras/2024/25/itens",9,"6382","DOPAMINA (CLORIDRATO) 5 MG/ML.","AMPOLA"
"https://pncp.gov.br/api/pncp/v1/orgaos/04228734000183/compras/2022/117/itens",4736,"5116","Cloreto de potássio - Dosagem: 19,1%; Apresentação: solução injetável; Embalagem: ampola com 10 ml.","1 - Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/45780103000150/compras/2024/1152/itens",9,"13679","Cota Principal    - ACIDO ZOLEDRONICO 5MG SOLUCAO INJETAVEL 100 ML","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/18125153000120/compras/2024/44/itens",9,"7351","Fenitoina Sódica","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/08876104000176/compras/2024/10/itens",2,"2436","Lote 1 - Amoxicilina 250 mg/ 5ml susp 60 ml frasco","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/08281643000162/compras/2024/20/itens",6,"15458","CALIBRAÇÃO RASTREADA A RBC PARA CONSERVADORA DE VACINA","SERVIÇO (SVÇ)"
"https://pncp.gov.br/api/pncp/v1/orgaos/76105527000142/compras/2024/28/itens",4,"6213","Dimenidrinato 50mg/mL + Piridoxina 50mg/mL Solução Injetável 1mL","AMPOLAS"
"https://pncp.gov.br/api/pncp/v1/orgaos/10784782000150/compras/2024/163/itens",1,"5400","Sal Mineral ingredientes: cálcio, fósforo, magnésio, manganês, zinco, iôdo,, aplicação: bovinos de corte, dosagem componentes: cálcio (min/max) 150,00/210,00g, fósforo (min) 90,","Quilograma"
"https://pncp.gov.br/api/pncp/v1/orgaos/08077265000108/compras/2024/43/itens",6,"8428","AGULHA DESCARTAVEL PARA INSULINA 32G, 4MM X 0,25MM , CX COM 100UND","Caixa"
"https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/32/itens",9,"6869","ALFAEPOETINA 3.000 UI/ML - SOLUÇÃO INJETÁVEL - 1 ML EXCLUSIVO PARA ME/EPP (AMPOLA/FRASCO AMPOLA - CONFORME EDITAL)","Ampola"
"https://pncp.gov.br/api/pncp/v1/orgaos/89658025000190/compras/2022/56/itens",2,"1289","SORO FISIOLÓGICO 0,9% 250 ML","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/11924138000101/compras/2024/289/itens",7,"12314","SULFADIAZINA DE PRATA 1% 400G POTE-","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/08153462000150/compras/2023/5/itens",4,"9590","MELOXICAM 15 MG - COM 10 COMPRIMIDOS","VOLUME"
"https://pncp.gov.br/api/pncp/v1/orgaos/45196698000109/compras/2023/20/itens",2,"10348","PANTOPRAZOL 40 MG COMP","Embalagem"
"https://pncp.gov.br/api/pncp/v1/orgaos/93235968000188/compras/2023/56/itens",3,"2259","Álcool etílico hidratado, 70º INPM, líquido, embalagem plástica de 1 litro.","un"
"https://pncp.gov.br/api/pncp/v1/orgaos/58200015000183/compras/2024/166/itens",3,"6143","DEXAMETASONA 1 MG / ML + NEOMICINA 3,5 MG / ML + POLIMIXINA B 6000 UI / ML 5 ML (COLIRIO)CADA FRASCO DE 5 ML CONTÉM: 0,001 G DE DEXAMETASONA MICRONIZADA, 0,005 G DE SULFATO DE NEOMICINA (EQUIVALENTE A 3,5 MG DA BASE) E 6000 UI DE SULFATO DE POLIMIXINA B A CADA 1 ML. FRASCO IDENTIFICADO COM DATA DE VALIDADE E NÚMERO DE LOTE. REGISTRO NO MINISTÉRIO DA SAÚDE.","FR"
"https://pncp.gov.br/api/pncp/v1/orgaos/45751435000106/compras/2024/219/itens",8,"1289","REAGENTE PARA DETERMINAR A CONCENTRAÇÃO DA TROPONINA T OU I ULTRASSENSÍVEL EM SORO OU PLASMA POR ELETROQUIMIOLUMINESCÊNCIA OU QUIMIOLUMINESCÊNCIA POR MÉTODO TOTALMENTE AUTOMATIZADO.","TES"
"https://pncp.gov.br/api/pncp/v1/orgaos/10572048000128/compras/2024/373/itens",1,"1289","(409863) - SORO PARA IDENTIFICACAO - SORO ANTI E.COLI CLASSICA POLIVALENTE A, PARA USO EM COPROCULTURA, LIQUIDO, EM FRASCO PLASTICO CONTAGOTAS COM 3ML, ROTULO COM NUMERO DE LOTE, DATA DE FABRICACAO E VALIDADE","FS"
"https://pncp.gov.br/api/pncp/v1/orgaos/05802877000110/compras/2024/55/itens",6,"353","ÁCIDO ACETILSALICÍLICO 100MG (COMPRIMIDO/ CÁPSULA/ DRÁGEA - CONFORME EDITAL)","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/04204318000145/compras/2024/15/itens",2,"11156","PREGABALINA 75MG.","CP"
"https://pncp.gov.br/api/pncp/v1/orgaos/01607619000121/compras/2024/71/itens",3,"353","ACIDO ACETILSALICILICO TAMPONADO - 81 MG","COM"
"https://pncp.gov.br/api/pncp/v1/orgaos/45743580000145/compras/2024/1/itens",1,"12357","SULFATO DE ALUMINIO FERROSO GRANULADO","Quilograma"
"https://pncp.gov.br/api/pncp/v1/orgaos/13913371000106/compras/2024/32/itens",1,"18239","AR CONDICIONADO 12000 BTUS FRIO SPLIT. VOLTAGEM 220; COM SAÍDA DE AR VERTICAL; CHASSI INOXIDÁVEL. FONTE DE ENERGIA A; COM SENSOR NO CONTROLE REMOTO; FUNÇÃO AUTO- LIMPEZA; FUNÇÃO ECO. TRIPLA FILTRAGEM (ULTRA-FILTER + CARVÃO ATIVADO + NYLON. FUNÇÃO BRISA; FUNÇÃO TURBO; TIMER DIGITAL 24HS; FUNÇÃO DESUMIDIFICAR; DISPLAY DIGITAL. FUNÇÃO LIGA/DESLIGADISPLAY; FUNÇÃO AUTO QUE AJUSTA O CICLO E A VELOCIDADE DA VENTILAÇÃO. CONTROLE REMOTE EM PORTUGUÊS. ALTURA INTERNA 29CM; LARGURA INTERNA 91CM; PROFUNDIDADE INTERNA 18,7CM.","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/08002180000152/compras/2024/16/itens",8,"2259","Álcool, etílico, hidratado, em gel, teor Alcoólico: 70% V/V Forma Farmacêutica: Gel inferior à 64%, certificado do INMETRO e norma ABNT NBR 5991 e registro na ANVISA. Embalagem: Frasco plástico de 500 g, contendo o nome do fabricante, data de fabricação, prazo de validade e registro ou notificação no Ministério da Saúde.CX C/ 12 UNIDADES","Caixa"
"https://pncp.gov.br/api/pncp/v1/orgaos/87613535000116/compras/2024/687/itens",1,"2259","LENÇO UMEDECIDO, FÓRMULA SUAVE E SEM ÁLCOOL ETÍLICO","PACOTE (PACOTE)"
"https://pncp.gov.br/api/pncp/v1/orgaos/18301069000110/compras/2024/8/itens",3,"2259","ÁLCOOL ETÍLICO LÍQUIDO A 70% INPM, ANTISSÉPTICO PARA A HIGIENIZAÇÃO DAS MÃOS E DESINFECÇÃO DE SUPERFÍCIES COMO MAÇANETAS E CORRIMÃOS, EMBALAGEM DE 1LITRO, COM DATA DE FABRICAÇÃO E VALIDADE, REGISTRO DA AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA (ANVISA).FRASCO DE 1 LITRO","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/48031918000124/compras/2024/1421/itens",3,"8820","Ácido Acético aspecto físico: líquido límpido transparente, peso molecular: 60,05, fórmula química: c2h4o2, grau de pureza: pureza mínima de 99,7%, característica adicional: glacial,reagente p.a.-acs-iso, número de referência química: cas 64-19-7","Litro"
"https://pncp.gov.br/api/pncp/v1/orgaos/08701708000181/compras/2024/20/itens",9,"2420","AMIODARONA 200mg, COMPRIMIDO","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/05059936000101/compras/2024/4/itens",4,"2259","ALCOOL ETILICO 01 LT- Álcool tipo etílico 70 graus. Na embalagem deverá constar dados de identificação do produto, número de lote, data de fabricação e validade, mínima de 12 meses","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/77857183000190/compras/2022/18/itens",6,"6143","Dexametasona (fosfato dissódico) 1,21 mg (equivalente a 1,0 mg de dexametasona ácido fosfórico) + neomicina (sulfato) 5 mg (equivalente a 3,5 mg de neomicina) solução oftálmica - 5 mL - <p>BR0270457</p>","FR"
"https://pncp.gov.br/api/pncp/v1/orgaos/08109444000171/compras/2024/24/itens",9,"6376","DOCETAXEL 80MG Tri-Hidratado solução pronta para uso [Pó Solução injetavel]","frasco-ampola"
"https://pncp.gov.br/api/pncp/v1/orgaos/01612690000100/compras/2024/58/itens",7,"6213","DIMENIDRINATO 25MG/ML + CLORIDRATO DE PIRIDOXINA 5MG/ML (SOLUÇÃO ORAL) GOTAS (30ML)","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/18151467000106/compras/2024/49/itens",4283434,"8222","SUCCINATO SÓDICO DE HIDROCORTISONA 500 MG - PÓ PARA SOLUÇÃO INJETÁVEL","FRASCO Cx/50"
"https://pncp.gov.br/api/pncp/v1/orgaos/46523015000135/compras/2023/134/itens",10,"12335","SULFATO DE MAGNÉSIO 10% (100MG/ML) - AMPOLA COM 10ML.","AMP"
"https://pncp.gov.br/api/pncp/v1/orgaos/45944428000120/compras/2024/22/itens",9,"12727","MALEATO DE TIMOLOL 50 MG/ML (SOLUÇÃO OFTÁLMICA) - FRASCO","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/11055682000156/compras/2023/303/itens",6,"4803","CETOCONAZOL 20MG/G  - CREME DERMATOLÓGICO - BISNAGA COM 30G.","Bisnaga"
"https://pncp.gov.br/api/pncp/v1/orgaos/44763928000101/compras/2024/155/itens",2,"5090","CLOPIDOGREL, 75 MG COMPR BR0272045","CO"
"https://pncp.gov.br/api/pncp/v1/orgaos/00394429000100/compras/2023/1571/itens",6,"354","ÁCIDO FÓLICO","COMPRIMIDO 0,00 "
"https://pncp.gov.br/api/pncp/v1/orgaos/12397007000178/compras/2023/2/itens",8,"5087","Clonazepam gts 2,5mg/ml","Frasco"
"https://pncp.gov.br/api/pncp/v1/orgaos/26139790000184/compras/2022/4/itens",6,"3929","11945 Bromoprida 10mg comp.","UN"
"https://pncp.gov.br/api/pncp/v1/orgaos/46670931000106/compras/2024/17/itens",3,"1824","ACETILCISTEÍNA 600MG GRANULADO COM 5G SACHÊS","SCH"
"https://pncp.gov.br/api/pncp/v1/orgaos/35446079000163/compras/2024/2/itens",4,"2259","Álcool Líquido a 70° - 1000ml: gel, etílico, concentração a 70 graus gl, com registro no ministérioda saúde. Certificado inmetro e norma abnt nbr 5991/4. Acondicionado em embalagem plástica de 1000ml.","LITRO"
"https://pncp.gov.br/api/pncp/v1/orgaos/11073548000188/compras/2024/17/itens",10,"11275","Furoato de Fluticasona medicamento de referencia: Avamys 27,5mcg, caixa com 1 frasco spray com 120 doses de suspensão de uso nasal","FRASCOS"
"https://pncp.gov.br/api/pncp/v1/orgaos/92455393000146/compras/2023/96/itens",3,"353","ACIDO ACETILSALICILICO 500 MG COMPRIMIDO -","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/10572048000390/compras/2022/211/itens",2,"7787","(3181553) - FOSFATO DE SODIO MONOBASICO + FOSFATO DE SODIO DIBASICO - CONCENTRACAO/DOSAGEM 0,16 G/ML + 0,06 G/ML RESPECTIVAMENTE,FORMA FARMACEUTICA SOLUCAO,FORMA DE APRESENTACAO FRASCO,VIA DE ADMINISTRACAO RETAL","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/13167804000121/compras/2024/13/itens",8,"10422","PARACETAMOL 500 MG COMPRIMIDO – CAIXA C/ 20 COMPRIMIDOS","Caixa"
"https://pncp.gov.br/api/pncp/v1/orgaos/56024581000156/compras/2023/80/itens",7,"18226","ROSUVASTATINA; Forma farmaceutica: Comprimido Revestido; Concentracao: 20 mg.","KG"
"https://pncp.gov.br/api/pncp/v1/orgaos/45279635000108/compras/2024/688/itens",2,"8428","AGULHA DESCARTÁVEL PARA CANETA DE INSULINA 5MM X 0,25MM
31G CAIXA COM 100 UNIDADES","Caixa"
"https://pncp.gov.br/api/pncp/v1/orgaos/21873611000114/compras/2023/14/itens",9,"18501","Nutrição parenteral para adultos, conforme prescrição médica, com até 1.000 ml, com 20 gramas, podendo ser acrescida de Heparina, insulina e/ou glutamina em 100ml. Com rotulagem e embalagem conforme legislação vigente.","BOLSA"
"https://pncp.gov.br/api/pncp/v1/orgaos/44547305000193/compras/2024/187/itens",8,"8919","LORATADINA MICRONIZADA","GRAMAS"
"https://pncp.gov.br/api/pncp/v1/orgaos/08278113000165/compras/2022/3/itens",9,"350","ALBENDAZOL 400MG","CP"
"https://pncp.gov.br/api/pncp/v1/orgaos/13650403000128/compras/2024/29/itens",4,"2420","32847 AMIODARONA, solucao injetavel 50 mg/mL, ampola 3 ml.:A embalagem do produto devera conter a seguinte impressao: "" venda proibida pelo comercio."" Em caso de fabricante fora do mercosul, apresentar documento do pais de origem traduzido por tradutor oficial. Unidade de Fornecimento: UN (UNIDADE). Cota exclusiva para ME e EPP","UND"
"https://pncp.gov.br/api/pncp/v1/orgaos/15024045000173/compras/2024/26/itens",5,"363","ACICLOVIR SÓDICO 250MG – FORMA FARMACÊUTICA FRASCO – VIA DE ADMINISTRAÇÃO INTRAVENOSO","FRASCO"
"https://pncp.gov.br/api/pncp/v1/orgaos/46139952000191/compras/2024/35/itens",1,"18216","CAL HIDRATADA ESPECIAL PARA TRATAMENTO DE ÁGUA. O PRODUTO DEVERÁ TER AS SEGUINTES ESPECIFICAÇÕES TÉCNICAS:HIDRÓXIDO DE CÁLCIO : MÍNIMO DE 90,0% DE CA (OH)2 ; CARBONATO DE CÁLCIO : MÁXIMO DE 5,0% ;HIDRÓXIDO DE MAGNÉSIO : MÁXIMO DE 2,2%; GRANULOMETRIA (MATERIAL RETIDO EM 200 MESH): MÁXIMO DE 3,0%;RECOMENDAÇÕES PARA CONTEÚDO MÁXIMO DE IMPUREZAS:ARSÊNIO (AS):  < OU =  10 MG/KG;CÁDMIO (CD): < OU =   2 MG/KG;CROMO (CR): < OU =    10 MG/KG;CHUMBO (PB): < OU =   10 MG/KG;PRATA (AG): < OU =  10 MG/KG;SELÊNIO (SE): < OU =    2 MG/KG;","TONELADA"
"https://pncp.gov.br/api/pncp/v1/orgaos/76105667000110/compras/2024/5/itens",8,"1289","BEBIDA LACTEA UHT, MorangoBEBIDA LACTEA UHTCom consistencia cremosa ou liquida e sabor morango. Ingredientes obrigatorios: leite pasteurizado; soro de queijo pasteurizado e desnatado, polpa de fruta. Prazo de Validade: Minima de 20 (vinte) dias a partir da data de entrega.Saco plastico de polietileno de altaDensidade, contendo minimo 900g.A rotulagem deve conter no minimo as seguintes informacoes: peso, data de processamento, data de validade, ingredientes, carimbo de inspecao estadual ou federal, procedencia, nome e/ou marca, lote e informacoes nutricionais.","UNIDADE"
"https://pncp.gov.br/api/pncp/v1/orgaos/00394544000185/compras/2025/12/itens",1,"4985","Ciclofosfamida composição: 50 mg","Drágea"
"https://pncp.gov.br/api/pncp/v1/orgaos/44428506000171/compras/2024/1743/itens",2,"8428","INSULINA NPH C/ 1 AMPOLA","CAIXA"
"https://pncp.gov.br/api/pncp/v1/orgaos/44723740000121/compras/2022/2/itens",5,"1820","ACETAZOLAMIDA 250M","COMPRIMIDOS"
"https://pncp.gov.br/api/pncp/v1/orgaos/45739083000173/compras/2024/371/itens",2,"17708","DIPIRONA SÓDICA 500 MG COMPRIMIDOS","CPR"
"https://pncp.gov.br/api/pncp/v1/orgaos/75476556000158/compras/2022/14/itens",5,"2032","ÁCIDO TRANEXÂMICO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL AMPOLA 5ML","AMPOLA"
"https://pncp.gov.br/api/pncp/v1/orgaos/45550167000164/compras/2024/61/itens",8,"348","CLORIDRATO DE CIMETIDINA 150MG/ML*","AMPOLA"
"https://pncp.gov.br/api/pncp/v1/orgaos/04312369000190/compras/2023/40/itens",1,"365","Benzilpenicilina apresentação: benzatina, dosagem: 1.200.000ui, uso: injetável Benzilpenicilina Benzatina pó para solução injetável, Concentração: 1.200.000UI","Frasco-Ampola"
"https://pncp.gov.br/api/pncp/v1/orgaos/13650403000128/compras/2024/143/itens",7,"5130","33481 AMBROXOL:solução oral (xarope) 6mg/ML fr. com 120ML. COTA EXCLUSIVA PARA ME E EPP.","UND"
"https://pncp.gov.br/api/pncp/v1/orgaos/45176005000108/compras/2024/231/itens",1391718,"10671","PERICIAZINA 10MG/ML SOLUCAO ORAL GOTAS FRASCO 20ML","FRS"
"https://pncp.gov.br/api/pncp/v1/orgaos/06554315000167/compras/2024/4/itens",5,"2362","Lote 1 - ALPRAZOLAM CPR 1,0MG","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/88861448000140/compras/2023/218/itens",2,"19718","EDOXABANA 30 MG","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/15126437000143/compras/2023/1172/itens",5,"4104","Cafeína","Ampola 1,00 ML"
"https://pncp.gov.br/api/pncp/v1/orgaos/00394452000103/compras/2023/13541/itens",7,"30049","Reagente Para Diagnóstico Clínico 5 tipo: conjunto completo, tipo de análise: quantitativo de proteína ""c"" reativa, método: aglutinação em látex, apresentação: teste","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/18431312001006/compras/2024/100/itens",9,"8855","Lincomicina Cloridrato","Ampola 2,00 ML"
"https://pncp.gov.br/api/pncp/v1/orgaos/45279643000154/compras/2023/10/itens",8,"5275","Cloridrato de clorpromazina 100 mg","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/08348963000192/compras/2024/8/itens",4290,"2273","ALENDRONATO DE SODIO 10 MG - Especificacao: a embalagem do produto devera conter a impressao venda proibida pelo comercio. Apresentar registro dos produtos na ANVISA.","Unidade"
"https://pncp.gov.br/api/pncp/v1/orgaos/06554778000129/compras/2024/16/itens",7,"2436","AMOXICILINA CPR 500MG","Comprimido"
"https://pncp.gov.br/api/pncp/v1/orgaos/11022597001325/compras/2024/134/itens",1,"8007","(1051954) - GLUTARON - EM GLUTOL LIQUIDO, PARA TESTE DE TOLERANCIA A GLICOSE, EM FRASCO DE 300 ML. PRONTO PARA USO., ROTULO COM NUMERO DE LOTE,DATA DE FABRICACAO/VALID ADE,FORMULA E PROCEDENCIA","UN"
