numeroItem,descricao,materialOuServico,materialOuServicoNome,valorUnitarioEstimado,valorTotal,quantidade,unidadeMedida,orcamentoSigiloso,itemCategoriaId,itemCategoriaNome,patrimonio,codigoRegistroImobiliario,criterioJulgamentoId,criterioJulgamentoNome,situacaoCompraItem,situacaoCompraItemNome,tipoBeneficio,tipoBeneficioNome,incentivoProdutivoBasico,dataInclusao,dataAtualizacao,temResultado,imagem,aplicabilidadeMargemPreferenciaNormal,aplicabilidadeMargemPreferenciaAdicional,percentualMargemPreferenciaNormal,percentualMargemPreferenciaAdicional,ncmNbsCodigo,ncmNbsDescricao,catalogo,categoriaItemCatalogo,catalogoCodigoItem,informacaoComplementar,endpoint,status_code,clean_descricao,codigo_pdm,endpoint_resultado,endpoint_contratacao
2,"NARATRIPTANA CLORIDRATO, 2,5MG, COMPRIMIDO REVESTIDO, UNIDADE 1.0 COMPRIMIDO",M,Material,2.76,993.6,360,UNIDADE 1.0 COMPRIMIDO,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,5,Não se aplica,FALSE,2024-08-20T10:17:18Z,2024-08-20T10:17:18Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/12719/itens,200,naratriptana cloridrato mg comprimido revestido unidade comprimido,15191,https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/12719/itens/2/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/07954480000179/compras/2024/12719
2,Acessório bomba insulina,M,Material,0,0,60,Unidade,TRUE,3,Não se aplica,NA,NA,1,Menor preço,5,Fracassado,5,Não se aplica,FALSE,2024-09-23T07:14:02Z,2024-10-09T16:33:31Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/13864377000130/compras/2024/1316/itens,200,acessorio bomba insulina,8428,https://pncp.gov.br/api/pncp/v1/orgaos/13864377000130/compras/2024/1316/itens/2/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/13864377000130/compras/2024/1316
9,"(3108155) - BROMOPRIDA - CONCENTRACAO/DOSAGEM 5 MG/ML,FORMA FARMACEUTICA SOLUCAO INJETAVEL,FORMA DE APRESENTACAO AMPOLA,VIA DE ADMINISTRACAO PARENTERAL",M,Material,1.374,480.9,350,AMP,FALSE,3,Não se aplica,NA,NA,7,Não se aplica,1,Em andamento,4,Sem benefício,FALSE,2024-11-25T11:09:48Z,2024-11-25T11:09:48Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/40817926000199/compras/2024/95/itens,200,bromoprida concentracao dosagem mg ml forma farmaceutica solucao injetavel forma de apresentacao ampola via de administracao parenteral,3929,https://pncp.gov.br/api/pncp/v1/orgaos/40817926000199/compras/2024/95/itens/9/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/40817926000199/compras/2024/95
6,Amoxicilina,M,Material,4.1,28413,6930,Cápsula,FALSE,3,Não se aplica,NA,NA,1,Menor preço,2,Homologado,5,Não se aplica,FALSE,2024-12-09T07:06:09Z,2024-12-27T10:49:44Z,TRUE,0,FALSE,FALSE,NA,NA,30041012,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10738/itens,200,amoxicilina,2436,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10738/itens/6/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10738
9,NORFLOXACINO 400 MG NORFLOXACINO 400 MGCOMPRIMIDOS.CAIXA COM NO MAXIMO 500 COMPRIMIDOS - BLISTER OU STRIPS DE 10 A 20 COMPRIMIDOS.- N. R.M.S. / LOTE.- DATA FABRICACAO / VALIDADE.,M,Material,0.345,3795,11000,COM,FALSE,3,Não se aplica,Nao se Aplica,Nao se Aplica,7,Não se aplica,1,Em andamento,4,Sem benefício,FALSE,2024-08-09T16:50:10Z,2024-08-09T16:50:10Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/46634044000174/compras/2024/156/itens,200,norfloxacino mg norfloxacino mgcomprimidos caixa com no maximo comprimidos blister ou strips de a comprimidos n r m s lote data fabricacao validade,16340,https://pncp.gov.br/api/pncp/v1/orgaos/46634044000174/compras/2024/156/itens/9/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/46634044000174/compras/2024/156
9,SUPORTE DE SORO - ESPECIFICAÇÃO- MATERIAL AÇO INOXIDÁVEL / PEDESTAL,M,Material,318.2733,5728.9194,18,UND,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-08-30T09:23:27Z,2024-09-18T10:11:21Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/02391654000119/compras/2024/159/itens,200,suporte de soro especificacao material aco inoxidavel pedestal,1289,https://pncp.gov.br/api/pncp/v1/orgaos/02391654000119/compras/2024/159/itens/9/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/02391654000119/compras/2024/159
3,Álcool etílico limpeza de ambientes,M,Material,0,0,450,"Caixa 12,00 L",TRUE,3,Não se aplica,NA,NA,1,Menor preço,3,Anulado/Revogado/Cancelado,5,Não se aplica,FALSE,2024-12-05T07:08:44Z,2024-12-18T08:53:24Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/05995766000177/compras/2024/10/itens,200,alcool etilico limpeza de ambientes,2259,https://pncp.gov.br/api/pncp/v1/orgaos/05995766000177/compras/2024/10/itens/3/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/05995766000177/compras/2024/10
8,Multivitaminas,M,Material,2.3364,16822.08,7200,Comprimido,FALSE,3,Não se aplica,NA,NA,1,Menor preço,4,Deserto,5,Não se aplica,FALSE,2024-10-21T07:13:00Z,2024-11-01T10:00:19Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/341/itens,200,multivitaminas,15398,https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/341/itens/8/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/27080605000196/compras/2024/341
8,"Cota Reservada - TIOTROPIO BROMETO 2,5MCG/DOSE SOLUCAO INALANTE 4ML 60 DOSES",M,Material,286.8,286.8,1,FRASCO,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,5,Não se aplica,TRUE,2024-12-16T13:14:32Z,2024-12-16T13:14:32Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/45780103000150/compras/2024/1613/itens,200,cota reservada tiotropio brometo mcg dose solucao inalante ml doses,18192,https://pncp.gov.br/api/pncp/v1/orgaos/45780103000150/compras/2024/1613/itens/8/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/45780103000150/compras/2024/1613
9,"FÓRMULA INFANTIL PARA LACTENTES DE 6 A 12 MESES 800GR  Soro de leite desmineralizado, lactose, oleína de palma, leite desnatado, maltodextrina, óleo de palmiste, galactooligossacarídeos, óle",M,Material,0,0,250,Unidade,TRUE,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,FALSE,2024-09-18T13:31:34Z,2024-09-18T13:31:34Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/01612516000150/compras/2024/289/itens,200,formula infantil para lactentes de a meses gr soro de leite desmineralizado lactose oleina de palma leite desnatado maltodextrina oleo de palmiste galactooligossacarideos ole,1289,https://pncp.gov.br/api/pncp/v1/orgaos/01612516000150/compras/2024/289/itens/9/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/01612516000150/compras/2024/289
5,"ETOMIDATO 2MG/ML - 10ML, SOLUÇÃO INJETÁVEL",M,Material,19.4,4850,250,AMP,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-11-22T08:11:05Z,2024-11-22T08:11:05Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/13845466000130/compras/2024/170/itens,200,etomidato mg ml ml solucao injetavel,7232,https://pncp.gov.br/api/pncp/v1/orgaos/13845466000130/compras/2024/170/itens/5/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/13845466000130/compras/2024/170
2,Clorexidina Digluconato,M,Material,46.2,46.2,1,"Frasco 1000,00 ML",FALSE,3,Não se aplica,NA,NA,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,FALSE,2024-09-05T13:08:58Z,2024-10-03T13:45:54Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/00394502000144/compras/2024/11374/itens,200,clorexidina digluconato,17357,https://pncp.gov.br/api/pncp/v1/orgaos/00394502000144/compras/2024/11374/itens/2/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/00394502000144/compras/2024/11374
7,"ANTIINFLAMATORIO, PRINCIPIO ATIVO FENILBUTAZONA, APRESENTACAO LIQUIDO INJETAVEL,TIPO USO VETERINARIO",M,Material,38.55,3855,100,UNIDADE (UN),FALSE,3,Não se aplica,NA,NA,1,Menor preço,2,Homologado,4,Sem benefício,FALSE,2024-10-29T10:49:51Z,2024-11-25T16:51:23Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/88566872000162/compras/2024/613/itens,200,antiinflamatorio principio ativo fenilbutazona apresentacao liquido injetavel tipo uso veterinario,17842,https://pncp.gov.br/api/pncp/v1/orgaos/88566872000162/compras/2024/613/itens/7/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/88566872000162/compras/2024/613
1,Álcool Etílico,M,Material,0,0,3540,"Frasco 100,00 ML",TRUE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,FALSE,2024-12-12T07:46:47Z,2024-12-12T07:46:47Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/10942/itens"",200",alcool etilico,2259,NA/1/resultados,NA
1,ACEBROFILINA 05 MG/ML XAROPE 120 ML,M,Material,6.13,73.56,12,FRASCO,FALSE,3,Não se aplica,NA,NA,1,Menor preço,4,Deserto,4,Sem benefício,FALSE,2024-08-30T10:13:30Z,2024-09-13T09:20:44Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/01098929000168/compras/2024/20/itens,200,acebrofilina mg ml xarope ml,14456,https://pncp.gov.br/api/pncp/v1/orgaos/01098929000168/compras/2024/20/itens/1/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/01098929000168/compras/2024/20
1,"Ácido Bórico, solução a 3%, Frasco 100ml",M,Material,4.62,277.2,60,FRS,FALSE,3,Não se aplica,NA,NA,1,Menor preço,4,Deserto,4,Sem benefício,FALSE,2024-10-30T13:48:07Z,2024-10-30T13:48:09Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/45167111000125/compras/2024/42/itens,200,acido borico solucao a frasco ml,17759,https://pncp.gov.br/api/pncp/v1/orgaos/45167111000125/compras/2024/42/itens/1/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/45167111000125/compras/2024/42
9,Fentanila,M,Material,0,0,200,"Ampola 2,00 ML",TRUE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,FALSE,2024-08-14T07:11:58Z,2024-08-14T07:11:58Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/5289/itens,200,fentanila,7364,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/5289/itens/9/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/5289
2,ALTEPLASE50 MG (ACTILYSE) REGISTRO PELA ANVISA COM DILUENTE,M,Material,3075.57,12302.28,4,UN,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-08-26T11:51:37Z,2024-08-26T11:51:37Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/11285282000137/compras/2024/47/itens,200,alteplase mg actilyse registro pela anvisa com diluente,2365,https://pncp.gov.br/api/pncp/v1/orgaos/11285282000137/compras/2024/47/itens/2/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/11285282000137/compras/2024/47
8,Glicerol,M,Material,13.6,2720,200,"Frasco 500,00 ML",FALSE,3,Não se aplica,NA,NA,1,Menor preço,2,Homologado,5,Não se aplica,FALSE,2024-08-23T09:14:59Z,2024-09-10T12:02:40Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/5755/itens,200,glicerol,14671,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/5755/itens/8/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/46374500000194/compras/2024/5755
6,Insulina degludeca 100U/ML refil c/3mL,M,Material,719,35950,50,refil (R),FALSE,3,Não se aplica,NA,NA,7,Não se aplica,1,Em andamento,5,Não se aplica,FALSE,2024-08-16T14:57:22Z,2024-08-16T14:57:22Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/12092636000190/compras/2024/85/itens,200,insulina degludeca u ml refil c ml,8428,https://pncp.gov.br/api/pncp/v1/orgaos/12092636000190/compras/2024/85/itens/6/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/12092636000190/compras/2024/85
4,Melfalana,M,Material,0,0,350,Frasco-Ampola,TRUE,3,Não se aplica,NA,NA,1,Menor preço,4,Deserto,1,Participação exclusiva para ME/EPP,FALSE,2024-08-21T09:17:05Z,2024-09-05T09:30:00Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/46068425000133/compras/2024/698/itens,200,melfalana,9589,https://pncp.gov.br/api/pncp/v1/orgaos/46068425000133/compras/2024/698/itens/4/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/46068425000133/compras/2024/698
4,Ciclosporina,M,Material,7.75,5430.04,700,Cápsula,FALSE,3,Não se aplica,NA,NA,1,Menor preço,2,Homologado,5,Não se aplica,FALSE,2024-11-04T07:28:04Z,2024-11-26T14:31:09Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/12474705000120/compras/2024/273/itens,200,ciclosporina,4988,https://pncp.gov.br/api/pncp/v1/orgaos/12474705000120/compras/2024/273/itens/4/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/12474705000120/compras/2024/273
2,"ACECLOFENACO, DOSAGEM:100 MG",M,Material,0,0,1000,COMP,TRUE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-08-20T16:40:05Z,2024-08-20T16:40:05Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/03008926000111/compras/2024/24/itens,200,aceclofenaco dosagem mg,1622,https://pncp.gov.br/api/pncp/v1/orgaos/03008926000111/compras/2024/24/itens/2/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/03008926000111/compras/2024/24
4,HIDROSMINA CR 200 MG,M,Material,1.28,230.4,180,CAP,FALSE,3,Não se aplica,Nao se Aplica,Nao se Aplica,1,Menor preço,2,Homologado,4,Sem benefício,FALSE,2024-08-05T13:31:08Z,2024-08-05T13:31:15Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/46200846000176/compras/2024/4007/itens,200,hidrosmina cr mg,19533,https://pncp.gov.br/api/pncp/v1/orgaos/46200846000176/compras/2024/4007/itens/4/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/46200846000176/compras/2024/4007
2,SORO FISIOLÓGICO BOLSA ESTÉRIL SISTEMA FECHADO USO INT 250ML,M,Material,9.2866,928.66,100,UNIDADE,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-08-28T16:11:06Z,2024-08-28T16:11:06Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/45200029000155/compras/2024/25/itens,200,soro fisiologico bolsa esteril sistema fechado uso int ml,1289,https://pncp.gov.br/api/pncp/v1/orgaos/45200029000155/compras/2024/25/itens/2/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/45200029000155/compras/2024/25
6,"CARBAMAZEPINA, DOSAGEM: 200MG, APRESENTAÇÃO: LIBERAÇÃO CONTROLADA CÓD BR 0272458",M,Material,0.19,2850,15000,COMPRIMIDO (COMP),FALSE,3,Não se aplica,NA,NA,1,Menor preço,4,Deserto,4,Sem benefício,FALSE,2024-08-30T08:50:43Z,2024-09-24T14:02:54Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/75587204000170/compras/2024/192/itens,200,carbamazepina dosagem mg apresentacao liberacao controlada cod br,4509,https://pncp.gov.br/api/pncp/v1/orgaos/75587204000170/compras/2024/192/itens/6/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/75587204000170/compras/2024/192
3,"Ar Condicionado Split Inverter 18000 Btus Quente e Frio 220v Garantia Inigualável: 10 anos no compressor e 5 anos no produto. Resistência e Segurança: Painel principal e chassi em plástico ABS, garantindo resistência mecânica superior e evitando o amarelamento. Caixa elétrica vedada em plástico BMC, impedindo a entrada de insetos e partículas. Tecnologia Avançada: Compressor Inverter com tecnologia de frequência variável, proporcionando alta performance e baixo nível de ruído. Placa de Controle Variável: Resistente a sobrecargas, sobrecorrentes e falta de fluido refrigerante, oferecendo confiabilidade e segurança. Serpentina em Cobre: Aletas com Proteção Goldenfin para maior resistência à maresia e camada hidrofílica facilitando a troca de calor. Placas Eletrônicas: Proteção contra umidade, poeira, insetos e variações de tensão com tripla camada de resina anticorrosão. Qualidade do Ar: Sistema de filtragem com Tela de Alta Densidade, Filtro Antibactéria, Filtro Íon de Prata, e Carvão Ativado, eliminando odores e agentes causadores de doenças respiratórias. Função iFeel: Controle remoto que detecta a temperatura ambiente e auxilia na manutenção do conforto térmico. Operação Silenciosa: Unidade evaporadora produz apenas 25 dB(A) de ruído, garantindo um ambiente tranquilo. Eficiência Energética: Equipado com fluido refrigerante R-32, com baixo potencial de aquecimento global e zero potencial de destruição da camada de ozônio.",M,Material,5538.01,71994.13,13,UNIDADE,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-10-02T10:55:12Z,2024-10-02T10:55:12Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/14218952000190/compras/2024/90/itens,200,ar condicionado split inverter btus quente e frio v garantia inigualavel anos no compressor e anos no produto resistencia e seguranca painel principal e chassi em plastico abs garantindo resistencia mecanica superior e evitando o amarelamento caixa eletrica vedada em plastico bmc impedindo a entrada de insetos e particulas tecnologia avancada compressor inverter com tecnologia de frequencia variavel proporcionando alta performance e baixo nivel de ruido placa de controle variavel resistente a sobrecargas sobrecorrentes e falta de fluido refrigerante oferecendo confiabilidade e seguranca serpentina em cobre aletas com protecao goldenfin para maior resistencia a maresia e camada hidrofilica facilitando a troca de calor placas eletronicas protecao contra umidade poeira insetos e variacoes de tensao com tripla camada de resina anticorrosao qualidade do ar sistema de filtragem com tela de alta densidade filtro antibacteria filtro ion de prata e carvao ativado eliminando odores e agentes causadores de doencas respiratorias funcao ifeel controle remoto que detecta a temperatura ambiente e auxilia na manutencao do conforto termico operacao silenciosa unidade evaporadora produz apenas db a de ruido garantindo um ambiente tranquilo eficiencia energetica equipado com fluido refrigerante r com baixo potencial de aquecimento global e zero potencial de destruicao da camada de ozonio,18239,https://pncp.gov.br/api/pncp/v1/orgaos/14218952000190/compras/2024/90/itens/3/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/14218952000190/compras/2024/90
3,"0009328 - Poltrona reclinável para nebulização Encosto com amortecedor pneumático que evita deslocamento brusco ao inclinar com retorno à posição normal. Acompanha: 01 concha e 01 suporte pra soro em cada lateral para apoio do braço, removível e ajustável na altura e inclinação. Braço articulável que se movimentam junto com a inclinação do encosto. Revestimento em courvim,estofados com espuma D23. Poltrona totalmente reclinável, em diversas posições acionados por manoplas laterais com acabamento em PVC. Encosto e apoio de pés sincronizados de modo à deslocarem-se conjuntamente através de amortecedor pneumático,evitando deslocamento brusco ao inclinar e auxiliando no retorno á posição normal. Pés com sapatas plásticas protetoras.",M,Material,0,0,1,Unidade,TRUE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,1,Participação exclusiva para ME/EPP,FALSE,2024-10-17T13:37:41Z,2024-10-17T13:37:41Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/08162687000173/compras/2024/189/itens,200,poltrona reclinavel para nebulizacao encosto com amortecedor pneumatico que evita deslocamento brusco ao inclinar com retorno a posicao normal acompanha concha e suporte pra soro em cada lateral para apoio do braco removivel e ajustavel na altura e inclinacao braco articulavel que se movimentam junto com a inclinacao do encosto revestimento em courvim estofados com espuma d poltrona totalmente reclinavel em diversas posicoes acionados por manoplas laterais com acabamento em pvc encosto e apoio de pes sincronizados de modo a deslocarem se conjuntamente atraves de amortecedor pneumatico evitando deslocamento brusco ao inclinar e auxiliando no retorno a posicao normal pes com sapatas plasticas protetoras,1289,https://pncp.gov.br/api/pncp/v1/orgaos/08162687000173/compras/2024/189/itens/3/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/08162687000173/compras/2024/189
5,"Carbonato De Cálcio + Colecalciferol, 1250 Mg + 400 Ui Com Rev",M,Material,0.16,115.2,720,UNIDADE,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-09-04T15:01:32Z,2024-09-04T15:01:32Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/01409580000138/compras/2024/1713/itens,200,carbonato de calcio + colecalciferol mg + ui com rev,15870,https://pncp.gov.br/api/pncp/v1/orgaos/01409580000138/compras/2024/1713/itens/5/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/01409580000138/compras/2024/1713
2,"(3388506) - INSULINA GLARGINA - CONCENTRACAO/DOSAGEM 100 UI/ ML,FORMA FARMACEUTICA SOLUCAO INJETAVEL,FORMA DE APRESENTACAO FRASCO-AMPOLA,VIA DE ADMINISTRACAO SUBCUTANEA",M,Material,141.2656,4237.968,30,FA 10 ML,FALSE,3,Não se aplica,NA,NA,7,Não se aplica,1,Em andamento,4,Sem benefício,FALSE,2024-12-05T09:03:35Z,2024-12-05T09:03:35Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""https://pncp.gov.br/api/pncp/v1/orgaos/11022597001244/compras/2024/103/itens"",200",insulina glargina concentracao dosagem ui ml forma farmaceutica solucao injetavel forma de apresentacao frasco ampola via de administracao subcutanea,8428,NA/2/resultados,NA
10,TROPICAMIDA 10MG/ML FRASCO 5ML TROPICAMIDA 10MG/ML FRASCO 5ML COLIRIO - MEDICAMENTOS GERAIS DE USO HUMANO; TROPICAMIDA 10MG/ML; FORMA FARMACEUTICA SOLUCAO OFTALMICA; FORMA DE APRESENTACAO FRASCO CONTA-GOTA; VIA DE ADMINISTRACAO OFTALMICA.,M,Material,15.76,9456,600,Frasco,FALSE,3,Não se aplica,nao_se_aplica,nao_se_aplica,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-12-13T10:49:26Z,2024-12-13T10:49:26Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/17893567000137/compras/2024/34/itens,200,tropicamida mg ml frasco ml tropicamida mg ml frasco ml colirio medicamentos gerais de uso humano tropicamida mg ml forma farmaceutica solucao oftalmica forma de apresentacao frasco conta gota via de administracao oftalmica,17906,https://pncp.gov.br/api/pncp/v1/orgaos/17893567000137/compras/2024/34/itens/10/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/17893567000137/compras/2024/34
1,5676	ACIDO URSODESOXICOLICO 150MG CP /,M,Material,0.6602,99.03,150,cp,FALSE,3,Não se aplica,NA,NA,7,Não se aplica,2,Homologado,4,Sem benefício,FALSE,2024-12-27T14:21:01Z,2025-01-08T16:20:51Z,TRUE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""https://pncp.gov.br/api/pncp/v1/orgaos/13183513000127/compras/2024/234/itens"",200",acido ursodesoxicolico mg cp,2035,NA/1/resultados,NA
7,"COBERTURA DE NÃO TECIDO ABSORVENTE DE VISCOSE E POIÉSTER, IMPREGNADO COM 20% DE CLORETO DE SÓDIO, DESBRIDA DE FORMA EFICAZ AS NECROSES ÚMIDAS E PROMOVE A LIMPEZA DAS FERIDAS ALTAMENTE EXUDATIVAS E / OU INFECTADAS.O CURATIVO PODE PERMANECER ATÉ 24H NALESÃO TAMANHO 10X10CM.",M,Material,46.92,35190,750,UN,FALSE,3,Não se aplica,NA,NA,1,Menor preço,1,Em andamento,4,Sem benefício,FALSE,2024-11-22T14:50:38Z,2024-11-22T14:50:38Z,FALSE,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,https://pncp.gov.br/api/pncp/v1/orgaos/71989982000134/compras/2024/114/itens,200,cobertura de nao tecido absorvente de viscose e poiester impregnado com de cloreto de sodio desbrida de forma eficaz as necroses umidas e promove a limpeza das feridas altamente exudativas e ou infectadas o curativo pode permanecer ate h nalesao tamanho xcm,5118,https://pncp.gov.br/api/pncp/v1/orgaos/71989982000134/compras/2024/114/itens/7/resultados,https://pncp.gov.br/api/pncp/v1/orgaos/71989982000134/compras/2024/114
