"codigo_grupo","nome_grupo","codigo_classe","nome_classe","codigo_pdm","nome_pdm","codigo_br","nome_item","desc_item","item_suspenso","item_ativo","desc_item_ativo","item_sustentavel","desc_item_sustentavel"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","3946","Budesonida","266706","Budesonida, Apresentação:Aerossol Nasal, Concentração:32mcg/Dose, Características Adicionais:Frasco Com Válvula Dosificadora","266706 - Budesonida, Apresentação:Aerossol Nasal, Concentração:32mcg/Dose, Características Adicionais:Frasco Com Válvula Dosificadora",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","3946","Budesonida","266707","Budesonida, Apresentação:Aerossol Nasal, Concentração:64mcg/Dose, Características Adicionais:Frasco Com Válvula Dosificadora","266707 - Budesonida, Apresentação:Aerossol Nasal, Concentração:64mcg/Dose, Características Adicionais:Frasco Com Válvula Dosificadora",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","16342","Enzimas Pancreáticas","266713","Enzimas Pancreáticas, Princípio Ativo:Pancreatina ( Amilase + Lipase + Protease ), Dosagem:20.000 UI, Uso:Uso Oral","266713 - Enzimas Pancreáticas, Princípio Ativo:Pancreatina ( Amilase + Lipase + Protease ), Dosagem:20.000 UI, Uso:Uso Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","9672","Desferroxamina Mesilato","266736","Desferroxamina Mesilato, Dosagem:500 MG, Apresentação:Injetável","266736 - Desferroxamina Mesilato, Dosagem:500 MG, Apresentação:Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","14552","Rivastigmina","266750","Rivastigmina, Dosagem:2 MG/ML, Apresentação:Solução Oral","266750 - Rivastigmina, Dosagem:2 MG/ML, Apresentação:Solução Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17685","Imiglucerase","266752","Imiglucerase, Dosagem:200 UI, Apresentação:Injetável","266752 - Imiglucerase, Dosagem:200 UI, Apresentação:Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","10094","Nistatina","266788","Nistatina, Dosagem:25.000 Ui/G, Apresentação:Creme Vaginal","266788 - Nistatina, Dosagem:25.000 Ui/G, Apresentação:Creme Vaginal",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","11926","Salmeterol Xinafoato","266809","Salmeterol Xinafoato, Dosagem:50mcg / Dose, Apresentação:Pó Para Inalação","266809 - Salmeterol Xinafoato, Dosagem:50mcg / Dose, Apresentação:Pó Para Inalação",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8325","Imunoglobulina Humana","266833","Imunoglobulina Humana, Tipo:Anti Varicela Zoster, Dosagem:100 UI/ML, Apresentação:Solução Injetável","266833 - Imunoglobulina Humana, Tipo:Anti Varicela Zoster, Dosagem:100 UI/ML, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","9712","Metronidazol","266863","Metronidazol, Dosagem:40 MG/ML, Apresentação:Suspensão Oral","266863 - Metronidazol, Dosagem:40 MG/ML, Apresentação:Suspensão Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","1254","Bezafibrato","267077","Bezafibrato, Dosagem:200 MG","267077 - Bezafibrato, Dosagem:200 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17700","Fenofibrato","267081","Fenofibrato, Dosagem:200 MG","267081 - Fenofibrato, Dosagem:200 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","14430","Fluvastatina","267082","Fluvastatina, Dosagem:80 MG, Características Adicionais:Liberação Prolongada","267082 - Fluvastatina, Dosagem:80 MG, Características Adicionais:Liberação Prolongada",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","14430","Fluvastatina","267083","Fluvastatina, Dosagem:20 MG","267083 - Fluvastatina, Dosagem:20 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","14430","Fluvastatina","267084","Fluvastatina, Dosagem:40 MG","267084 - Fluvastatina, Dosagem:40 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","7964","Genfibrozila","267087","Genfibrozila, Dosagem:900 MG","267087 - Genfibrozila, Dosagem:900 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","7964","Genfibrozila","267088","Genfibrozila, Dosagem:600 MG","267088 - Genfibrozila, Dosagem:600 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8929","Lovastatina","267092","Lovastatina, Dosagem:40 MG","267092 - Lovastatina, Dosagem:40 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","7351","Fenitoína Sódica","267107","Fenitoína Sódica, Dosagem:50 MG/ML, Apresentação:Solução Injetável","267107 - Fenitoína Sódica, Dosagem:50 MG/ML, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","3167","Azitromicina","267140","Azitromicina, Dosagem:500 MG","267140 - Azitromicina, Dosagem:500 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","4803","Cetoconazol","267151","Cetoconazol, Dosagem:200 MG","267151 - Cetoconazol, Dosagem:200 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5116","Cloreto De Potássio","267158","Cloreto De Potássio, Dosagem:600 MG, Apresentação:Comprimido Efervescente","267158 - Cloreto De Potássio, Dosagem:600 MG, Apresentação:Comprimido Efervescente",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5116","Cloreto De Potássio","267160","Cloreto De Potássio, Dosagem:15%, Apresentação:Solução Injetável","267160 - Cloreto De Potássio, Dosagem:15%, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5116","Cloreto De Potássio","267161","Cloreto De Potássio, Dosagem:10%, Apresentação:Solução Injetável","267161 - Cloreto De Potássio, Dosagem:10%, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5116","Cloreto De Potássio","267162","Cloreto De Potássio, Dosagem:19,1%, Apresentação:Solução Injetável","267162 - Cloreto De Potássio, Dosagem:19,1%, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5116","Cloreto De Potássio","267163","Cloreto De Potássio, Dosagem:20%, Apresentação:Solução Injetável","267163 - Cloreto De Potássio, Dosagem:20%, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5116","Cloreto De Potássio","267164","Cloreto De Potássio, Dosagem:6%, Apresentação:Solução Oral","267164 - Cloreto De Potássio, Dosagem:6%, Apresentação:Solução Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","6143","Dexametasona","267187","Dexametasona, Dosagem:0,1%, Apresentação:Solução Oftálmica","267187 - Dexametasona, Dosagem:0,1%, Apresentação:Solução Oftálmica",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","6168","Diazepam","267194","Diazepam, Dosagem:5 MG/ML, Apresentação:Solução Injetável","267194 - Diazepam, Dosagem:5 MG/ML, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","6168","Diazepam","267195","Diazepam, Dosagem:5 MG","267195 - Diazepam, Dosagem:5 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","6168","Diazepam","267196","Diazepam, Dosagem:2 MG","267196 - Diazepam, Dosagem:2 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","6168","Diazepam","267197","Diazepam, Dosagem:10 MG","267197 - Diazepam, Dosagem:10 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17708","Dipirona Sódica","267203","Dipirona Sódica, Dosagem:500 MG","267203 - Dipirona Sódica, Dosagem:500 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17708","Dipirona Sódica","267205","Dipirona Sódica, Dosagem:500 MG/ML, Apresentação:Solução Oral (Gotas)","267205 - Dipirona Sódica, Dosagem:500 MG/ML, Apresentação:Solução Oral (Gotas)",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17708","Dipirona Sódica","267206","Dipirona Sódica, Dosagem:50 MG/ML, Apresentação:Solução Oral","267206 - Dipirona Sódica, Dosagem:50 MG/ML, Apresentação:Solução Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","6866","Eritromicina","267207","Eritromicina, Dosagem:250 MG","267207 - Eritromicina, Dosagem:250 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17709","Estriol","267208","Estriol, Dosagem:1 MG/G, Apresentação:Creme Vaginal","267208 - Estriol, Dosagem:1 MG/G, Apresentação:Creme Vaginal",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","17709","Estriol","267209","Estriol, Dosagem:1 MG","267209 - Estriol, Dosagem:1 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8231","Hidróxido De Alumínio","267270","Hidróxido De Alumínio, Indicação:62mg/Ml, Apresentação:Suspensão Oral","267270 - Hidróxido De Alumínio, Indicação:62mg/Ml, Apresentação:Suspensão Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8231","Hidróxido De Alumínio","267271","Hidróxido De Alumínio, Indicação:300mg","267271 - Hidróxido De Alumínio, Indicação:300mg",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8254","Escopolamina Butilbrometo","267281","Escopolamina Butilbrometo, Dosagem:10 MG/ML, Indicação:Solução Oral","267281 - Escopolamina Butilbrometo, Dosagem:10 MG/ML, Indicação:Solução Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8254","Escopolamina Butilbrometo","267282","Escopolamina Butilbrometo, Dosagem:20 MG/ML, Indicação:Solução Injetável","267282 - Escopolamina Butilbrometo, Dosagem:20 MG/ML, Indicação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8254","Escopolamina Butilbrometo","267283","Escopolamina Butilbrometo, Dosagem:10 MG","267283 - Escopolamina Butilbrometo, Dosagem:10 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5194","Imipramina","267292","Imipramina, Princípio Ativo:Cloridrato, Dosagem:25 MG","267292 - Imipramina, Princípio Ativo:Cloridrato, Dosagem:25 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5194","Imipramina","267293","Imipramina, Princípio Ativo:Cloridrato, Dosagem:10 MG","267293 - Imipramina, Princípio Ativo:Cloridrato, Dosagem:10 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","5194","Imipramina","267294","Imipramina, Princípio Ativo:Pamoato, Dosagem:75 MG","267294 - Imipramina, Princípio Ativo:Pamoato, Dosagem:75 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","361","Medroxiprogesterona Acetato","267309","Medroxiprogesterona Acetato, Dosagem:5 MG","267309 - Medroxiprogesterona Acetato, Dosagem:5 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","9702","Metoclopramida Cloridrato","267310","Metoclopramida Cloridrato, Dosagem:5 Mg/Ml, Apresentação:Solução Injetável","267310 - Metoclopramida Cloridrato, Dosagem:5 Mg/Ml, Apresentação:Solução Injetável",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","9702","Metoclopramida Cloridrato","267311","Metoclopramida Cloridrato, Dosagem:4 Mg/Ml, Apresentação:Solução Oral","267311 - Metoclopramida Cloridrato, Dosagem:4 Mg/Ml, Apresentação:Solução Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","9702","Metoclopramida Cloridrato","267312","Metoclopramida Cloridrato, Dosagem:10 Mg","267312 - Metoclopramida Cloridrato, Dosagem:10 Mg",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","7787","Fosfato De Sódio","267328","Fosfato De Sódio, Apresentação:Enema, Dosagem:Fosfato Monobásico 16% + Fosfato Dibásico 6%","267328 - Fosfato De Sódio, Apresentação:Enema, Dosagem:Fosfato Monobásico 16% + Fosfato Dibásico 6%",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","10101","Isoconazol Nitrato","267355","Isoconazol Nitrato, Dosagem:10 MG/G, Apresentação:Creme","267355 - Isoconazol Nitrato, Dosagem:10 MG/G, Apresentação:Creme",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","9762","Midazolam","267376","Midazolam, Dosagem:7,5 MG","267376 - Midazolam, Dosagem:7,5 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","10094","Nistatina","267378","Nistatina, Dosagem:100.000 Ui/Ml, Apresentação:Suspensão Oral","267378 - Nistatina, Dosagem:100.000 Ui/Ml, Apresentação:Suspensão Oral",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","12704","Tetraciclina","267393","Tetraciclina, Dosagem:500 MG","267393 - Tetraciclina, Dosagem:500 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","8275","Ibuprofeno","267395","Ibuprofeno, Dosagem:400 MG","267395 - Ibuprofeno, Dosagem:400 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","12638","Teofilina","267415","Teofilina, Dosagem:100 MG","267415 - Teofilina, Dosagem:100 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
"65","EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO","6505","DROGAS E MEDICAMENTOS","12638","Teofilina","267416","Teofilina, Dosagem:200 MG","267416 - Teofilina, Dosagem:200 MG",FALSE,TRUE,"Ativo",FALSE,"NÃO SUSTENTAVEL"
