numeroControlePNCPCompra,numeroItem,endpoint,sequencialResultado,situacaoCompraItemResultadoId,situacaoCompraItemResultadoNome,dataInclusao,dataAtualizacao,niFornecedor,nomeRazaoSocialFornecedor,tipoPessoa,porteFornecedorId,porteFornecedorNome,naturezaJuridicaId,naturezaJuridicaNome,codigoPais,quantidadeHomologada,valorUnitarioHomologado,valorTotalHomologado,percentualDesconto,paisOrigemProdutoServico.id,paisOrigemProdutoServico.nome,moedaEstrangeira.id,moedaEstrangeira.simbolo,moedaEstrangeira.nome,timezoneCotacaoMoedaEstrangeira,valorNominalMoedaEstrangeira,dataCotacaoMoedaEstrangeira,aplicacaoMargemPreferencia,amparoLegalMargemPreferencia.id,amparoLegalMargemPreferencia.nome,amparoLegalMargemPreferencia.descricao,amparoLegalMargemPreferencia.statusAtivo,aplicacaoBeneficioMeEpp,aplicacaoCriterioDesempate,amparoLegalCriterioDesempate.id,amparoLegalCriterioDesempate.nome,amparoLegalCriterioDesempate.descricao,amparoLegalCriterioDesempate.statusAtivo,indicadorSubcontratacao,ordemClassificacaoSrp,dataResultado,dataCancelamento,motivoCancelamento,moedaEstrangeira,amparoLegalMargemPreferencia,amparoLegalCriterioDesempate,paisOrigemProdutoServico,dataResultado_ocds
08778268000160-1-000574/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/574/itens/6/resultados,1,1,Informado,2025-09-03T09:04:29,2025-09-03T09:04:29,12420164003687,CM HOSPITALAR S.A.,PJ,3,Demais,,,BRA,800.0,80.94,64752.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000574/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/574/itens/7/resultados,1,1,Informado,2025-09-03T09:04:29,2025-09-03T09:04:29,34523353000198, AGILE DISTRIBUIDORA LTDA,PJ,2,EPP,,,BRA,500.0,3.02,1510.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000597/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/597/itens/1/resultados,1,1,Informado,2025-09-06T09:03:33,2025-09-06T09:03:33,46440112000164,ABC MEDICAMENTOS LTDA,PJ,1,ME,,,BRA,2550.0,0.68,1734.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000597/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/597/itens/2/resultados,1,1,Informado,2025-09-06T09:03:33,2025-09-06T09:03:33,46440112000164,ABC MEDICAMENTOS LTDA,PJ,1,ME,,,BRA,4700.0,19.49,91603.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000597/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/597/itens/3/resultados,1,1,Informado,2025-09-06T09:03:34,2025-09-06T09:03:34,81706251000198,PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,PJ,3,Demais,,,BRA,2500.0,21.4,53500.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000597/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/597/itens/4/resultados,1,1,Informado,2025-09-06T09:03:34,2025-09-06T09:03:34,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,14250.0,20.3,289275.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000608/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/608/itens/2/resultados,1,1,Informado,2025-09-06T09:04:33,2025-09-06T09:04:33,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,50.0,2.9,145.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000608/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/608/itens/3/resultados,1,1,Informado,2025-09-06T09:04:33,2025-09-06T09:04:33,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,500.0,2.42,1210.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000608/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/608/itens/4/resultados,1,1,Informado,2025-09-06T09:04:34,2025-09-06T09:04:34,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,2.4,480.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000608/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/608/itens/8/resultados,1,1,Informado,2025-09-06T09:04:36,2025-09-06T09:04:36,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,7.53,1506.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000608/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/608/itens/9/resultados,1,1,Informado,2025-09-06T09:04:37,2025-09-06T09:04:37,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,20.0,41.4,828.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000609/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/609/itens/1/resultados,1,1,Informado,2025-09-06T09:04:38,2025-09-06T09:04:38,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,2.2,220.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000609/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/609/itens/4/resultados,1,1,Informado,2025-09-06T09:04:39,2025-09-06T09:04:39,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,2.6,520.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000609/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/609/itens/5/resultados,1,1,Informado,2025-09-06T09:04:39,2025-09-06T09:04:39,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,8.75,1750.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000609/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/609/itens/6/resultados,1,1,Informado,2025-09-06T09:04:40,2025-09-06T09:04:40,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,150.0,3.25,487.5,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000609/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/609/itens/7/resultados,1,1,Informado,2025-09-06T09:04:40,2025-09-06T09:04:40,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,7.55,1510.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000609/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/609/itens/8/resultados,1,1,Informado,2025-09-06T09:04:41,2025-09-06T09:04:41,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,600.0,3.3,1980.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000625/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/625/itens/1/resultados,1,1,Informado,2025-09-12T09:03:41,2025-09-12T09:03:41,07484373000124,UNI HOSPITALAR LTDA,PJ,3,Demais,,,BRA,1550.0,25.76,39928.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000625/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/625/itens/3/resultados,1,1,Informado,2025-09-12T09:03:42,2025-09-12T09:03:42,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,58750.0,5.5,323125.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000625/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/625/itens/4/resultados,1,1,Informado,2025-09-12T09:03:42,2025-09-12T09:03:42,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,19100.0,15.16,289556.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000625/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/625/itens/5/resultados,1,1,Informado,2025-09-12T09:03:43,2025-09-12T09:03:43,07484373000124,UNI HOSPITALAR LTDA,PJ,3,Demais,,,BRA,1500.0,3.18,4770.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000625/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/625/itens/6/resultados,1,1,Informado,2025-09-12T09:03:43,2025-09-12T09:03:43,30553793000137,JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,2,EPP,,,BRA,3150.0,0.26,819.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000626/2025,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/626/itens/10/resultados,1,1,Informado,2025-09-12T09:03:48,2025-09-12T09:03:48,52448000000152,NORT MED PRODUTOS HOSPITALARES LTDA,PJ,2,EPP,,,BRA,150.0,53.5,8025.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
04207638000159-1-000026/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/04207638000159/compras/2025/26/itens/1/resultados,1,1,Informado,2025-02-27T17:30:14,2025-02-27T17:30:14,90785452000119,LABORATÓRIO WIDAL LTDA,PJ,3,Demais,,,BRA,240.0,15.65,3756.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1858-11-17,,,,,,,
04207638000159-1-000026/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/04207638000159/compras/2025/26/itens/3/resultados,1,1,Informado,2025-02-27T17:30:21,2025-02-27T17:30:21,90785452000119,LABORATÓRIO WIDAL LTDA,PJ,3,Demais,,,BRA,60.0,15.65,939.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1858-11-17,,,,,,,
10572022000180-1-000306/2024,4,https://pncp.gov.br/api/pncp/v1/orgaos/10572022000180/compras/2024/306/itens/4/resultados,1,1,Informado,2024-10-14T14:22:23,2025-09-25T12:34:46,07484373000124,UNI HOSPITALAR LTDA,PJ,3,Demais,0.0,Natureza Jurídica não informada,BRA,7395.0,81.76,604615.2,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,0001-01-01,,,,,,,
08778268000160-1-000644/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/644/itens/1/resultados,1,1,Informado,2025-09-16T09:04:06,2025-09-16T09:04:06,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,7100.0,0.34,2414.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000644/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/644/itens/2/resultados,1,1,Informado,2025-09-16T09:04:06,2025-09-16T09:04:06,30553793000137,JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,2,EPP,,,BRA,28400.0,0.55,15620.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000644/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/644/itens/3/resultados,1,1,Informado,2025-09-16T09:04:07,2025-09-16T09:04:07,15218561000139,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",PJ,3,Demais,,,BRA,43200.0,3.3,142560.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000644/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/644/itens/4/resultados,1,1,Informado,2025-09-16T09:04:07,2025-09-16T09:04:07,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,250.0,10.0,2500.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000644/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/644/itens/5/resultados,1,1,Informado,2025-09-16T09:04:08,2025-09-16T09:04:08,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,5400.0,4.02,21708.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/1/resultados,1,1,Informado,2025-09-18T09:04:16,2025-09-18T09:04:16,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,41150.0,0.26,10699.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/3/resultados,1,1,Informado,2025-09-18T09:04:17,2025-09-18T09:04:17,38328833000159,DWR REPRESENTAÇÃO E COMERCIO DE MEDICAMENTOS LTDA,PJ,1,ME,,,BRA,46500.0,0.46,21390.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/6/resultados,1,1,Informado,2025-09-18T09:04:18,2025-09-18T09:04:18,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,51800.0,2.35,121730.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/7/resultados,1,1,Informado,2025-09-18T09:04:19,2025-09-18T09:04:19,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,29400.0,0.14,4116.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/8/resultados,1,1,Informado,2025-09-18T09:04:20,2025-09-18T09:04:20,01722296000117,PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,20500.0,1.59,32595.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/9/resultados,1,1,Informado,2025-09-18T09:04:21,2025-09-18T09:04:21,38328833000159,DWR REPRESENTAÇÃO E COMERCIO DE MEDICAMENTOS LTDA,PJ,1,ME,,,BRA,7400.0,2.2,16280.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000658/2025,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/658/itens/10/resultados,1,1,Informado,2025-09-18T09:04:22,2025-09-18T09:04:22,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,2000.0,0.3,600.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000663/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/663/itens/1/resultados,1,1,Informado,2025-09-18T09:05:20,2025-09-18T09:05:20,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,60.0,6.15,369.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/2/resultados,1,1,Informado,2025-09-30T09:03:05,2025-09-30T09:03:05,73856593000166,"PRATI, DONADUZZI & CIA LTDA",PJ,3,Demais,,,BRA,9750.0,1.5,14625.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/3/resultados,1,1,Informado,2025-09-30T09:03:05,2025-09-30T09:03:05,04307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,PJ,3,Demais,,,BRA,75.0,8.48,636.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/4/resultados,1,1,Informado,2025-09-30T09:03:05,2025-09-30T09:03:05,36590911000163,IMEDIATA DISTRIBUIDORA DE PRODUTOS PARA A SAUDE LTDA,PJ,2,EPP,,,BRA,1150.0,7.3,8395.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/5/resultados,1,1,Informado,2025-09-30T09:03:06,2025-09-30T09:03:06,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,1100.0,2.2,2420.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/6/resultados,1,1,Informado,2025-09-30T09:03:06,2025-09-30T09:03:06,73856593000166,"PRATI, DONADUZZI & CIA LTDA",PJ,3,Demais,,,BRA,2200.0,6.7,14740.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/7/resultados,1,1,Informado,2025-09-30T09:03:07,2025-09-30T09:03:07,73856593000166,"PRATI, DONADUZZI & CIA LTDA",PJ,3,Demais,,,BRA,950.0,5.5,5225.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/8/resultados,1,1,Informado,2025-09-30T09:03:07,2025-09-30T09:03:07,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,2900.0,3.6,10440.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/9/resultados,1,1,Informado,2025-09-30T09:03:08,2025-09-30T09:03:08,04307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,PJ,3,Demais,,,BRA,90.0,52.34,4710.6,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000692/2025,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/692/itens/10/resultados,1,1,Informado,2025-09-30T09:03:08,2025-09-30T09:03:08,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,500.0,13.42,6710.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000687/2025,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/687/itens/10/resultados,1,1,Informado,2025-09-26T09:04:20,2025-09-26T09:04:20,32494340000102,ADVANCED STERILIZATION PRODUCTS DISTRIBUICAO E COMERCIO DE PRODUTOS PARA SAUDE LTDA,PJ,1,ME,,,BRA,720.0,5500.0,3960000.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
