data.numeroControlePNCP,data.srp
12257765000190-1-000007/2025,FALSE
46068425000133-1-000115/2025,TRUE
87613543000162-1-000012/2025,FALSE
04815319000126-1-000024/2025,TRUE
08109126000100-1-000474/2024,TRUE
46374500000194-1-002851/2025,FALSE
58200015000183-1-000201/2025,TRUE
46854998000192-1-000219/2025,TRUE
76282680000145-1-000073/2025,FALSE
76282656000106-1-000125/2025,TRUE
56024581000156-1-000080/2025,TRUE
60747318000162-1-000684/2025,FALSE
60747318000162-1-000686/2025,FALSE
60747318000162-1-000688/2025,FALSE
10106235000116-1-000044/2025,FALSE
01800242000122-1-000001/2025,TRUE
08349102000129-1-000057/2025,FALSE
60448040000122-1-000259/2025,TRUE
18017442000106-1-000047/2025,FALSE
09067562000127-1-000076/2025,FALSE
29138328000150-1-000056/2025,TRUE
11424658000147-1-000005/2025,TRUE
60448040000122-1-000175/2025,TRUE
60448040000122-1-000266/2025,TRUE
46374500000194-1-002071/2025,FALSE
60747318000162-1-000588/2025,FALSE
76105543000135-1-000137/2025,TRUE
95440517000108-1-000065/2025,TRUE
15126437000143-1-000207/2025,TRUE
46374500000194-1-002469/2025,FALSE
76247345000106-1-000023/2025,TRUE
60448040000122-1-000263/2025,TRUE
46068425000133-1-000352/2025,TRUE
46374500000194-1-002554/2025,FALSE
18431312001006-1-000190/2025,TRUE
51885242000140-1-000329/2025,TRUE
08218991000195-1-000007/2025,TRUE
16257719000142-1-000050/2025,TRUE
18431312001006-1-000061/2025,TRUE
46374500000194-1-002024/2025,FALSE
46374500000194-1-002719/2025,FALSE
46227849000101-1-000008/2025,TRUE
11367414000170-1-000024/2025,FALSE
46374500000194-1-002305/2025,FALSE
46374500000194-1-002695/2025,FALSE
87958625000149-1-000175/2025,TRUE
88768080000170-1-001124/2024,TRUE
13780770000146-1-000017/2025,FALSE
12397007000178-1-000005/2025,TRUE
04956153000168-1-000026/2025,FALSE
12474705000120-1-000100/2025,TRUE
12474705000120-1-000106/2025,TRUE
20267427000168-1-000056/2024,TRUE
15023906000107-1-000048/2025,TRUE
44531788000138-1-000076/2025,TRUE
27080605000196-1-000241/2025,TRUE
76416866000140-1-000010/2025,TRUE
46137410000180-1-001303/2024,TRUE
46374500000194-1-002866/2025,FALSE
20347225000126-1-000021/2025,TRUE
22934889000117-1-000034/2025,TRUE
42498733000148-1-001838/2024,TRUE
95587622000174-1-000003/2025,TRUE
46523015000135-1-000090/2025,TRUE
08241754000145-1-000061/2025,TRUE
88577416000118-1-000011/2025,TRUE
76416866000140-1-000220/2024,TRUE
46374500000194-1-002774/2025,FALSE
46374500000194-1-002775/2025,FALSE
42498600000171-1-006297/2024,TRUE
42498600000171-1-001210/2025,TRUE
03162047000140-1-000024/2025,TRUE
07424905000138-1-000335/2024,TRUE
11286267000103-1-000039/2024,TRUE
08162687000173-1-000072/2025,TRUE
42498600000171-1-000947/2025,TRUE
08810350000125-1-000022/2025,FALSE
07413255000125-1-000009/2025,FALSE
75771477000170-1-000114/2025,TRUE
22980973000177-1-000048/2025,FALSE
76911676000107-1-000076/2025,TRUE
94309291000148-1-000010/2025,TRUE
22980973000177-1-000020/2024,TRUE
01136012000100-1-000002/2025,TRUE
00394544000185-1-000711/2025,TRUE
01612570000103-1-000001/2025,FALSE
94309291000148-1-000049/2025,TRUE
17420047000107-1-000010/2025,TRUE
18349902000101-1-000052/2024,TRUE
07424905000138-1-000267/2024,TRUE
75969667000104-1-000034/2025,TRUE
46374500000194-1-002892/2025,FALSE
46189734000161-1-000002/2025,TRUE
87958625000149-1-000256/2025,TRUE
15126437000305-1-000027/2025,TRUE
78640489000153-1-000926/2024,FALSE
11384874000106-1-000006/2025,TRUE
88821079000162-1-000071/2025,TRUE
11291277000137-1-000001/2025,TRUE
07424905000138-1-000353/2024,TRUE
08083086000175-1-000034/2025,FALSE
75969667000104-1-000036/2025,TRUE
26981455000129-1-000048/2025,TRUE
00082024000137-1-000166/2024,FALSE
47563325000146-1-000034/2024,TRUE
01634272000106-1-000083/2025,TRUE
15126437000305-1-000195/2025,TRUE
18602060000140-1-000030/2025,TRUE
31796659000120-1-000013/2025,TRUE
84438381000185-1-000012/2025,FALSE
08785479000120-1-000038/2025,FALSE
88818299000137-1-000097/2025,FALSE
53970845000176-1-000003/2025,TRUE
09067562000127-1-000077/2025,FALSE
12241865000129-1-000012/2025,TRUE
76288760000108-1-000359/2024,TRUE
38111778000140-1-000099/2024,FALSE
42498600000171-1-001530/2025,FALSE
07424905000138-1-000339/2024,TRUE
02320364000184-1-000009/2024,TRUE
76950039000131-1-000047/2025,TRUE
18242784000120-1-000029/2025,TRUE
75095679000149-1-000074/2025,TRUE
46680500000112-1-000122/2025,TRUE
07954605000160-1-000645/2024,TRUE
08787236000121-1-000064/2025,FALSE
83021808000182-1-000108/2025,TRUE
01612682000156-1-000025/2024,TRUE
45709896000110-1-000011/2025,TRUE
01612371000197-1-000005/2025,TRUE
01611339000197-1-000089/2025,TRUE
39563911000162-1-000041/2025,TRUE
09074592000160-1-000012/2025,TRUE
18392506000159-1-000129/2024,TRUE
42498600000171-1-006877/2024,TRUE
18244376000107-1-000079/2025,TRUE
18008896000110-1-000029/2025,TRUE
45226214000119-1-000549/2024,TRUE
46444063000138-1-000258/2024,TRUE
16417800000142-1-000065/2025,TRUE
27080605000196-1-000165/2025,TRUE
46374500000194-1-002207/2025,FALSE
46374500000194-1-002675/2025,FALSE
46680500000112-1-000123/2025,TRUE
13864377000130-1-000588/2025,TRUE
13864377000130-1-000546/2025,TRUE
13864377000130-1-000580/2025,TRUE
12282048000119-1-000005/2025,TRUE
78640489000153-1-000309/2025,FALSE
87958625000149-1-000187/2025,TRUE
87958625000149-1-000167/2025,TRUE
06554810000176-1-000014/2025,TRUE
13937032000160-1-001785/2024,FALSE
01005727000124-1-000024/2025,FALSE
11582140000131-1-000006/2025,TRUE
13104732000173-1-000006/2025,TRUE
07598634000137-1-000065/2024,TRUE
60747318000162-1-000697/2025,TRUE
00394429018581-1-000025/2025,TRUE
46374500000194-1-003374/2025,FALSE
46374500000194-1-003380/2025,FALSE
46854998000192-1-000174/2025,FALSE
15126437000305-1-000563/2025,TRUE
08241754010108-1-000004/2025,TRUE
63025530000104-1-001392/2025,TRUE
25053117000164-1-000105/2025,TRUE
95587770000199-1-000030/2025,TRUE
46854998000192-1-000194/2025,FALSE
80257355000108-1-000079/2025,FALSE
46374500000194-1-002777/2025,FALSE
18025965000102-1-000024/2025,TRUE
76285345000109-1-000090/2025,TRUE
87612974000104-1-000060/2025,TRUE
56023443000152-1-000226/2025,TRUE
56023443000152-1-000303/2025,TRUE
56023443000152-1-000307/2025,TRUE
56023443000152-1-000302/2025,TRUE
56023443000152-1-000298/2025,TRUE
46373445000118-1-000064/2025,TRUE
46374500000194-1-002870/2025,FALSE
46137477000114-1-000040/2025,TRUE
46578498000175-1-000082/2025,TRUE
01619323000120-1-000204/2024,FALSE
18132449000179-1-000042/2025,TRUE
76179829000165-1-000053/2025,TRUE
27080605000196-1-000268/2025,TRUE
18675934000199-1-000047/2025,TRUE
46374500000194-1-002533/2025,TRUE
45787678000102-1-000038/2025,TRUE
64487614000122-1-000031/2025,FALSE
06554869000164-1-000011/2025,TRUE
87958658000199-1-000565/2025,TRUE
46319000000150-1-000070/2025,TRUE
46319000000150-1-000073/2025,TRUE
46319000000150-1-000080/2025,TRUE
46319000000150-1-000077/2025,TRUE
58200015000183-1-000224/2025,FALSE
76972074000151-1-000037/2025,TRUE
11022597001597-1-000167/2024,TRUE
18404889000138-1-000068/2025,TRUE
10572022000180-1-000245/2025,TRUE
46634044000174-1-000454/2024,TRUE
09283482000109-1-000002/2025,FALSE
78121985000109-1-000051/2025,TRUE
11402511000156-1-000006/2025,TRUE
10358190000177-1-000178/2024,FALSE
45324290000167-1-000043/2025,TRUE
01612615000131-1-000015/2025,FALSE
63025530000104-1-000804/2025,TRUE
02884153000174-1-000007/2025,FALSE
07725138000105-1-000063/2025,FALSE
13128798001094-1-000156/2025,TRUE
10624592000176-1-000002/2024,TRUE
07954480000179-1-022022/2024,TRUE
76170240000104-1-000422/2024,FALSE
76170240000104-1-000486/2024,FALSE
46670931000106-1-000006/2025,TRUE
07954480000179-1-022309/2024,TRUE
34925131000100-1-000003/2025,FALSE
87572079000103-1-000082/2025,TRUE
11358165000156-1-000023/2025,TRUE
89814693000160-1-000070/2024,TRUE
46374500000194-1-001896/2025,FALSE
13864377000130-1-000589/2025,TRUE
46374500000194-1-002458/2025,FALSE
46578514000120-1-000131/2025,TRUE
04855318000105-1-000005/2025,TRUE
05351614000131-1-000012/2025,TRUE
90871831000121-1-000056/2024,FALSE
06138911000166-1-000063/2024,TRUE
29138377000193-1-000102/2024,TRUE
45279635000108-1-000047/2025,TRUE
42498600000171-1-001673/2025,FALSE
16692121000181-1-000184/2024,FALSE
04632212000142-1-000015/2025,TRUE
45279635000108-1-000219/2025,TRUE
08732182000105-1-000008/2025,TRUE
08194799000106-1-000011/2025,FALSE
16781346000104-1-000003/2025,TRUE
08754111000103-1-000018/2025,FALSE
08349086000174-1-000049/2024,TRUE
46374500000194-1-001788/2025,FALSE
46634564000187-1-000300/2025,TRUE
65708786000141-1-000023/2025,TRUE
20356754000196-1-000046/2025,TRUE
07165026000139-1-000008/2025,TRUE
24740268000128-1-000006/2025,TRUE
89814693000160-1-000016/2025,FALSE
13932227000117-1-000009/2025,TRUE
17005000000187-1-000010/2024,FALSE
46588950000180-1-000115/2025,TRUE
87612750000100-1-000109/2025,TRUE
07673106000103-1-000026/2025,TRUE
89814693000160-1-000029/2025,FALSE
00394452000103-1-022656/2024,TRUE
95780458000117-1-000036/2025,TRUE
42498600000171-1-005965/2024,TRUE
01612516000150-1-000054/2025,TRUE
05816630000152-1-002947/2025,TRUE
26981455000129-1-000044/2025,TRUE
18244384000153-1-000003/2025,TRUE
18244384000153-1-000014/2025,TRUE
27174143000176-1-000061/2025,TRUE
46588950000180-1-000116/2025,TRUE
08597121000174-1-000057/2025,TRUE
10462208000186-1-000013/2025,FALSE
76245067000158-1-000005/2025,TRUE
08597121000174-1-000058/2025,TRUE
02493318000187-1-000044/2024,FALSE
46374500000194-1-002107/2025,FALSE
67172437000183-1-000585/2025,TRUE
05054929000117-1-000157/2025,TRUE
03347135000116-1-000018/2025,FALSE
18431312001006-1-000131/2024,TRUE
27080605000196-1-000077/2025,TRUE
08942610000116-1-000065/2025,TRUE
11546530000156-1-000007/2025,TRUE
87612784000197-1-000180/2024,TRUE
07889243000171-1-000022/2025,TRUE
05105127000199-1-000041/2025,TRUE
01616769000100-1-000028/2025,TRUE
03184058000120-1-000031/2025,TRUE
87842233000110-1-000171/2025,TRUE
15309267000132-1-000004/2025,TRUE
11483837000155-1-000048/2025,TRUE
44568277000190-1-000011/2025,TRUE
76970383000192-1-000062/2025,FALSE
15309267000132-1-000005/2025,TRUE
46156477000161-1-000007/2025,TRUE
04262432000121-1-000043/2025,TRUE
04262432000121-1-000042/2025,TRUE
01613076000155-1-000011/2025,TRUE
01612690000100-1-000042/2025,TRUE
25838855000117-1-000019/2025,TRUE
44498988000136-1-000010/2025,TRUE
37622164000160-1-000131/2025,TRUE
45200029000155-1-000034/2024,FALSE
11344805000179-1-000016/2025,TRUE
01215839000100-1-000055/2025,TRUE
10411736000106-1-000016/2025,FALSE
01612853000147-1-000001/2025,FALSE
11166368000140-1-000050/2025,TRUE
11688879000122-1-000142/2025,TRUE
11306532000178-1-000001/2025,TRUE
11306532000178-1-000012/2025,FALSE
97229181000164-1-000140/2025,FALSE
04384829000196-1-000078/2025,FALSE
95719381000170-1-000028/2025,FALSE
00955107000193-1-000071/2025,FALSE
44733608000109-1-000219/2025,FALSE
01409580000138-1-000712/2025,FALSE
46444063000138-1-000036/2025,FALSE
03517102000177-1-000115/2025,FALSE
08338873000110-1-000005/2025,FALSE
50387844000105-1-000216/2025,FALSE
43465459000173-1-000547/2025,FALSE
45276128000110-1-001002/2025,FALSE
43465459000173-1-000548/2025,FALSE
07954480000179-1-004550/2025,FALSE
45352267000186-1-000130/2025,FALSE
46068425000133-1-000842/2025,FALSE
42498733000148-1-000526/2025,FALSE
46068425000133-1-000843/2025,FALSE
11661424000113-1-000016/2025,FALSE
45352267000186-1-000132/2025,FALSE
43465459000173-1-000552/2025,FALSE
19843929000100-1-000165/2025,FALSE
50387844000105-1-000219/2025,FALSE
46410866000171-1-000428/2025,FALSE
00394544000185-1-000748/2025,FALSE
43465459000173-1-000560/2025,FALSE
03517102000177-1-000103/2025,FALSE
45780095000141-1-000319/2024,FALSE
02029957000196-1-000167/2025,FALSE
43465459000173-1-000561/2025,FALSE
22980999000115-1-000065/2025,FALSE
45331188000199-1-000167/2025,FALSE
00394544000185-1-000749/2025,FALSE
08241739000105-1-000266/2024,FALSE
42498600000171-1-001629/2025,FALSE
17701982000141-1-000001/2025,FALSE
00394700000108-1-000160/2025,FALSE
91995365000159-1-000081/2025,FALSE
91995365000159-1-000082/2025,FALSE
91995365000159-1-000083/2025,FALSE
13937065000100-1-001312/2025,FALSE
13937065000100-1-001311/2025,FALSE
05816630000152-1-002562/2025,FALSE
45780087000103-1-000024/2025,FALSE
12200168000120-1-000069/2025,FALSE
45787660000100-1-000022/2025,FALSE
14650536000167-1-000011/2025,FALSE
03173317000118-1-000268/2024,FALSE
05054929000117-1-000140/2025,FALSE
45138070000149-1-000585/2025,FALSE
42498733000148-1-000502/2025,FALSE
14986862000140-1-000079/2025,FALSE
44229813000123-1-000006/2025,FALSE
17710096000184-1-000003/2025,FALSE
00394452000103-1-008266/2025,FALSE
88254909000117-1-000624/2025,FALSE
24082016000159-1-000664/2024,FALSE
04885197000144-1-000008/2025,FALSE
03277610000125-1-000251/2025,FALSE
17217332000125-1-000038/2025,FALSE
44763928000101-1-000181/2025,FALSE
18675967000139-1-000039/2025,FALSE
46377800000127-1-001286/2025,FALSE
26562892000108-1-000008/2025,FALSE
42498733000148-1-000544/2025,FALSE
88150495000186-1-000053/2025,FALSE
14986862000140-1-000082/2025,FALSE
94444247000140-1-000161/2025,FALSE
45316509000186-1-000043/2025,FALSE
07954480000179-1-024638/2024,FALSE
00394452000103-1-009026/2025,FALSE
00394544000185-1-000751/2025,FALSE
88594999000195-1-000720/2025,FALSE
00394544000185-1-000754/2025,FALSE
44547305000193-1-000055/2025,FALSE
00394544000185-1-000160/2025,FALSE
00394445000101-1-000086/2025,FALSE
42498733000148-1-000508/2025,FALSE
13016717000173-1-000135/2024,FALSE
29138310000159-1-000035/2025,FALSE
08778300000108-1-000049/2024,FALSE
46200846000176-1-003258/2025,FALSE
46200846000176-1-003260/2025,FALSE
27080605000196-1-000350/2025,FALSE
44547305000193-1-000056/2025,FALSE
00394544000185-1-002689/2024,FALSE
87344016000108-1-000263/2025,FALSE
42498733000148-1-000524/2025,FALSE
45132495000140-1-000111/2025,FALSE
10877412000168-1-000064/2025,FALSE
00394544000185-1-002691/2024,FALSE
01614087000150-1-000809/2025,FALSE
01614087000150-1-000810/2025,FALSE
01614087000150-1-000814/2025,FALSE
88811948000178-1-000125/2025,FALSE
88768080000170-1-000265/2025,FALSE
01614087000150-1-000816/2025,FALSE
01614087000150-1-000817/2025,FALSE
01614087000150-1-000819/2025,FALSE
01614087000150-1-000820/2025,FALSE
88768080000170-1-000269/2025,FALSE
02385669000174-1-000416/2025,FALSE
46523056000121-1-000062/2025,FALSE
05816630000152-1-002588/2025,FALSE
05816630000152-1-002584/2025,FALSE
46523270000188-1-000097/2025,FALSE
88821079000162-1-000205/2025,FALSE
88830609000139-1-000231/2025,FALSE
00394544000185-1-002692/2024,FALSE
67172437000183-1-000810/2025,FALSE
87958625000149-1-000227/2025,FALSE
42498733000148-1-000556/2025,FALSE
91566877000108-1-000400/2025,FALSE
56089790000188-1-000063/2025,FALSE
11206680000110-1-000041/2025,FALSE
87738530000110-1-000651/2025,FALSE
08078958000107-1-000049/2025,FALSE
00394544000185-1-000761/2025,FALSE
39563911000162-1-000047/2025,FALSE
46482865000132-1-000102/2025,FALSE
00394544000185-1-000649/2025,FALSE
00394544000185-1-002693/2024,FALSE
18602037000155-1-000096/2025,FALSE
97229181000164-1-000152/2025,FALSE
05054929000117-1-000143/2025,FALSE
05054929000117-1-000144/2025,FALSE
24226342000192-1-000013/2025,FALSE
07954480000179-1-004643/2025,FALSE
01611538000103-1-000682/2025,FALSE
01611538000103-1-000683/2025,FALSE
16784720000125-1-000125/2025,FALSE
10267363000141-1-000019/2025,TRUE
15023948000130-1-000014/2025,TRUE
87502894000104-1-000038/2025,FALSE
17819061000188-1-000032/2025,FALSE
10581764000171-1-000178/2025,FALSE
01612370000142-1-000051/2025,FALSE
45685872000179-1-000067/2025,FALSE
46177531000155-1-000136/2025,FALSE
02056729000105-1-000359/2025,FALSE
55293427000117-1-000167/2025,FALSE
46377800000127-1-001375/2025,FALSE
55293427000117-1-000174/2025,FALSE
01614087000150-1-000838/2025,FALSE
03517102000177-1-000120/2025,FALSE
56901275000150-1-000169/2025,FALSE
45358249000101-1-000666/2025,FALSE
14700048000117-1-000018/2025,FALSE
14700048000117-1-000017/2025,FALSE
46362661000168-1-000765/2025,FALSE
06460026000107-1-000027/2025,FALSE
08277824000115-1-000001/2025,FALSE
89175541000164-1-000151/2025,FALSE
13927801000572-1-000059/2025,FALSE
46068425000133-1-000854/2025,FALSE
88254909000117-1-000642/2025,FALSE
46363933000144-1-000071/2025,FALSE
00394452000103-1-008437/2025,FALSE
00394452000103-1-003589/2025,FALSE
83102830000157-1-000068/2025,FALSE
05816630000152-1-002634/2025,FALSE
00394452000103-1-008735/2025,FALSE
05054929000117-1-000146/2025,FALSE
08241747000496-1-000033/2025,FALSE
19843929000100-1-000161/2025,FALSE
76853530000144-1-000015/2025,TRUE
46410866000171-1-000429/2025,FALSE
07605850000162-1-000086/2025,FALSE
45276128000110-1-001038/2025,FALSE
45276128000110-1-001039/2025,FALSE
45276128000110-1-001040/2025,FALSE
45276128000110-1-001042/2025,FALSE
45276128000110-1-001043/2025,FALSE
45276128000110-1-001044/2025,FALSE
13954199000139-1-000100/2025,FALSE
45276128000110-1-001045/2025,FALSE
12998458000160-1-000334/2025,FALSE
46634150000158-1-000034/2025,FALSE
45276128000110-1-001046/2025,FALSE
17217332000125-1-000040/2025,FALSE
03277610000125-1-000254/2025,FALSE
45276128000110-1-001048/2025,FALSE
45276128000110-1-001049/2025,FALSE
10838653000106-1-000258/2025,FALSE
45276128000110-1-001051/2025,FALSE
94444346000122-1-000038/2025,FALSE
12998458000160-1-000337/2025,FALSE
57740490000180-1-000288/2024,FALSE
48962625000160-1-000075/2025,FALSE
07954605000160-1-000074/2025,FALSE
63678320000115-1-000024/2025,FALSE
13910211000103-1-000074/2025,FALSE
08110439000189-1-000004/2025,FALSE
08110439000189-1-000007/2025,FALSE
15023278000151-1-000005/2025,FALSE
18244343000167-1-000044/2025,FALSE
08110439000189-1-000011/2025,FALSE
46374500000194-1-002809/2025,FALSE
12198693000158-1-000044/2025,FALSE
12008540000109-1-000039/2025,FALSE
76968627000100-1-000111/2025,FALSE
08241754000145-1-000116/2025,FALSE
15126437000305-1-000401/2025,FALSE
45739083000173-1-000481/2025,FALSE
45739083000173-1-000489/2025,FALSE
76206606000140-1-000208/2025,FALSE
92411875000102-1-000041/2025,FALSE
10581764000171-1-000177/2025,FALSE
45739083000173-1-000484/2025,FALSE
46068425000133-1-000869/2025,FALSE
08241754000145-1-000118/2025,FALSE
01801612000146-1-000461/2025,FALSE
09284001000180-1-000016/2025,FALSE
03517102000177-1-000123/2025,FALSE
97229181000164-1-000154/2025,FALSE
01801612000146-1-000453/2025,FALSE
45138070000149-1-000624/2025,FALSE
24082016000159-1-000183/2025,FALSE
57740490000180-1-000304/2024,FALSE
00394502000144-1-003514/2025,FALSE
46068425000133-1-000870/2025,FALSE
06114631000118-1-000027/2025,FALSE
96291141000180-1-001468/2025,FALSE
72836588000129-1-000044/2025,FALSE
46179941000135-1-000125/2025,FALSE
46177531000155-1-000139/2025,FALSE
46177531000155-1-000140/2025,FALSE
09097711000109-1-000009/2025,FALSE
46177531000155-1-000142/2025,FALSE
46177531000155-1-000143/2025,FALSE
57740490000180-1-000307/2024,FALSE
18241364000129-1-000049/2025,FALSE
01613067000164-1-000516/2025,FALSE
87708889000144-1-000055/2025,FALSE
01601856000185-1-000166/2025,FALSE
08355471000124-1-000008/2025,FALSE
01138329000186-1-000001/2025,FALSE
05054929000117-1-000148/2025,FALSE
04729502000109-1-000013/2025,FALSE
57740490000180-1-000311/2024,FALSE
57740490000180-1-000312/2024,FALSE
01373497000156-1-000243/2025,FALSE
05054929000117-1-000150/2025,FALSE
64614449000122-1-000934/2025,FALSE
00509968000148-1-001092/2025,FALSE
45299104000187-1-000071/2025,FALSE
05816630000152-1-007213/2024,FALSE
91566877000108-1-000539/2025,FALSE
91566877000108-1-000540/2025,FALSE
91566877000108-1-000541/2025,FALSE
18240119000105-1-000092/2025,FALSE
10711980000194-1-000006/2025,FALSE
10637926000146-1-000082/2025,FALSE
01409580000138-1-000782/2025,FALSE
46223699000150-1-001179/2025,FALSE
11232665000147-1-000150/2025,FALSE
45138070000149-1-000632/2025,FALSE
00394452000103-1-008152/2025,FALSE
01801612000146-1-000492/2025,FALSE
14810317000106-1-000062/2025,FALSE
89848949000150-1-000320/2025,FALSE
96291141000180-1-001631/2025,FALSE
45276128000110-1-001056/2025,FALSE
45276128000110-1-001057/2025,FALSE
45276128000110-1-001058/2025,FALSE
46587275000174-1-000177/2025,FALSE
46587275000174-1-000178/2025,FALSE
04384829000196-1-000146/2025,FALSE
00394452000103-1-008208/2025,FALSE
46587275000174-1-000179/2025,FALSE
45276128000110-1-001059/2025,FALSE
57740490000180-1-000324/2024,FALSE
45276128000110-1-001060/2025,FALSE
46634564000187-1-000333/2025,FALSE
45276128000110-1-001061/2025,FALSE
07954480000179-1-004830/2025,FALSE
45671120000159-1-000093/2025,FALSE
11718406000120-1-000058/2025,FALSE
46223699000150-1-001410/2025,FALSE
46223699000150-1-001392/2025,FALSE
45276128000110-1-001062/2025,FALSE
45276128000110-1-001063/2025,FALSE
41090291000133-1-000093/2025,FALSE
45276128000110-1-001064/2025,FALSE
76911676000107-1-000087/2025,FALSE
12998458000160-1-000348/2025,FALSE
45276128000110-1-001065/2025,FALSE
08715618000140-1-000019/2025,FALSE
45276128000110-1-001066/2025,FALSE
12998458000160-1-000349/2025,FALSE
07777800000162-1-000007/2025,FALSE
45276128000110-1-001067/2025,FALSE
45276128000110-1-001068/2025,FALSE
12998458000160-1-000350/2025,FALSE
02056729000105-1-000476/2025,FALSE
45276128000110-1-001069/2025,FALSE
00394452000103-1-009236/2025,FALSE
19876424000142-1-000045/2025,FALSE
57740490000180-1-000327/2024,FALSE
11256054000139-1-000036/2025,FALSE
12998458000160-1-000355/2025,FALSE
46446696000185-1-000111/2025,FALSE
46377800000127-1-001277/2025,FALSE
18025940000109-1-000056/2025,FALSE
13844779000173-1-000021/2025,FALSE
15126437000305-1-000376/2025,FALSE
13794912000124-1-000058/2025,FALSE
97229181000164-1-000156/2025,FALSE
97229181000164-1-000155/2025,FALSE
27080605002059-1-000026/2025,FALSE
46374500000194-1-002971/2025,FALSE
46634333000173-1-000423/2025,FALSE
45298569000113-1-000059/2025,FALSE
37318510000111-1-000067/2025,FALSE
92032226000192-1-000028/2025,FALSE
46223699000150-1-001659/2025,FALSE
10701551000136-1-000050/2025,FALSE
08778268000160-1-001218/2024,FALSE
10713187000124-1-000051/2025,FALSE
11924138000101-1-000877/2025,FALSE
27080605000196-1-000294/2025,FALSE
45781176000166-1-000354/2025,FALSE
57740490000180-1-000332/2024,FALSE
14986862000140-1-000086/2025,FALSE
07954480000179-1-004877/2025,FALSE
04219343000100-1-000441/2025,FALSE
75771477000170-1-000128/2025,FALSE
46195079000154-1-000180/2025,FALSE
14986862000140-1-000087/2025,FALSE
75771477000170-1-000129/2025,FALSE
46523270000188-1-000102/2025,FALSE
45511847000179-1-000267/2025,FALSE
53415717000160-1-000023/2025,FALSE
46195079000154-1-000185/2025,FALSE
15126437000305-1-000288/2025,FALSE
46523270000188-1-000103/2025,FALSE
00394544000185-1-002695/2024,FALSE
46195079000154-1-000186/2025,FALSE
44919918000104-1-000042/2025,FALSE
13927801000572-1-000061/2025,FALSE
10572048000128-1-000194/2025,FALSE
03107539000132-1-000044/2025,FALSE
29138344000143-1-000142/2025,FALSE
42498600000171-1-001955/2025,FALSE
03173317000118-1-000080/2025,FALSE
36975571000199-1-000144/2025,FALSE
02385669000174-1-000379/2025,FALSE
18602037000155-1-000101/2025,FALSE
93317980000131-1-000013/2025,FALSE
00394452000103-1-008538/2025,FALSE
00394585000171-1-000098/2025,FALSE
10459525000143-1-000043/2025,FALSE
18175794000190-1-000053/2025,FALSE
07954605000160-1-000107/2025,FALSE
13792329000184-1-000056/2025,FALSE
64037930000100-1-000008/2025,FALSE
13792329000184-1-000057/2025,FALSE
27080605000196-1-000360/2025,FALSE
46482840000139-1-000182/2025,FALSE
46523163000150-1-000153/2025,FALSE
10626896000172-1-000123/2025,FALSE
00394544000185-1-000852/2024,FALSE
46223699000150-1-001677/2025,FALSE
17888082000155-1-000115/2025,FALSE
46223699000150-1-001678/2025,FALSE
25053117000164-1-000083/2025,FALSE
18125161000177-1-000047/2025,FALSE
07954480000179-1-004927/2025,FALSE
10581764000171-1-000187/2025,FALSE
46634408000116-1-000097/2025,FALSE
46223699000150-1-001681/2025,FALSE
46200846000176-1-003416/2025,FALSE
18602037000155-1-000105/2025,FALSE
10581764000171-1-000189/2025,FALSE
04384829000196-1-000148/2025,FALSE
46151718000180-1-000232/2025,FALSE
10581764000171-1-000193/2025,FALSE
46634481000198-1-000106/2025,FALSE
00394452000103-1-008697/2025,FALSE
46634481000198-1-000112/2025,FALSE
10496025000181-1-000030/2025,FALSE
11022597001325-1-000183/2025,FALSE
03517102000177-1-000124/2025,FALSE
46200846000176-1-003441/2025,FALSE
46200846000176-1-003442/2025,FALSE
00444232000139-1-000056/2025,FALSE
18558072000114-1-000059/2025,FALSE
10626896000172-1-000098/2025,FALSE
91566877000108-1-000542/2025,FALSE
42498733000148-1-000552/2025,FALSE
46223699000150-1-001685/2025,FALSE
46223699000150-1-001686/2025,FALSE
46223699000150-1-001660/2025,FALSE
11408074000188-1-000010/2025,FALSE
00394452000103-1-008770/2025,FALSE
46223699000150-1-001689/2025,FALSE
46195079000154-1-000182/2025,FALSE
89848949000150-1-000370/2025,FALSE
46223699000150-1-001691/2025,FALSE
12998458000160-1-000360/2025,FALSE
12998458000160-1-000361/2025,FALSE
87862397000109-1-000333/2025,FALSE
87862397000109-1-000334/2025,FALSE
05816630000152-1-002741/2025,FALSE
13937065000100-1-001405/2025,FALSE
05816630000152-1-002745/2025,FALSE
00509018000113-1-000828/2025,FALSE
96291141000180-1-001708/2025,FALSE
46200846000176-1-003472/2025,FALSE
14706049000179-1-000036/2025,FALSE
10572048000209-1-000195/2025,FALSE
01133709000128-1-000002/2025,FALSE
07276220000191-1-000004/2025,FALSE
13927801000572-1-000060/2025,FALSE
07954480000179-1-024655/2024,FALSE
00394452000103-1-007997/2025,FALSE
42498733000148-1-000555/2025,FALSE
15126437000305-1-000402/2025,FALSE
07954480000179-1-004977/2025,FALSE
01409580000138-1-000726/2025,FALSE
04384829000196-1-000300/2024,FALSE
46694139000183-1-000360/2025,FALSE
10783898000175-1-000039/2025,FALSE
10572048000128-1-000417/2025,FALSE
46179941000135-1-000131/2025,FALSE
11366369000139-1-000030/2025,FALSE
02056729000105-1-000500/2025,FALSE
33749086000290-1-000008/2025,FALSE
07954480000179-1-004997/2025,FALSE
00394452000103-1-008950/2025,FALSE
