numeroControlePNCPCompra,numeroItem,endpoint,sequencialResultado,situacaoCompraItemResultadoId,situacaoCompraItemResultadoNome,dataInclusao,dataAtualizacao,niFornecedor,nomeRazaoSocialFornecedor,tipoPessoa,porteFornecedorId,porteFornecedorNome,naturezaJuridicaId,naturezaJuridicaNome,codigoPais,quantidadeHomologada,valorUnitarioHomologado,valorTotalHomologado,percentualDesconto,paisOrigemProdutoServico.id,paisOrigemProdutoServico.nome,moedaEstrangeira.id,moedaEstrangeira.simbolo,moedaEstrangeira.nome,timezoneCotacaoMoedaEstrangeira,valorNominalMoedaEstrangeira,dataCotacaoMoedaEstrangeira,aplicacaoMargemPreferencia,amparoLegalMargemPreferencia.id,amparoLegalMargemPreferencia.nome,amparoLegalMargemPreferencia.descricao,amparoLegalMargemPreferencia.statusAtivo,aplicacaoBeneficioMeEpp,aplicacaoCriterioDesempate,amparoLegalCriterioDesempate.id,amparoLegalCriterioDesempate.nome,amparoLegalCriterioDesempate.descricao,amparoLegalCriterioDesempate.statusAtivo,indicadorSubcontratacao,ordemClassificacaoSrp,dataResultado,dataCancelamento,motivoCancelamento,moedaEstrangeira,amparoLegalMargemPreferencia,amparoLegalCriterioDesempate,paisOrigemProdutoServico,dataResultado_ocds
08778268000160-1-001203/2024,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1203/itens/1/resultados,1,1,Informado,2025-04-03T09:06:16,2025-04-03T09:06:16,48423070000189,ALMEIDA ALEXANDRINO FARMÁCIA DE MANIPULAÇÕES LTDA,PJ,1,ME,,,BRA,16000.0,1.398,22368.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000146/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/146/itens/2/resultados,1,1,Informado,2025-04-03T09:07:19,2025-04-03T09:07:19,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,2.5,250.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000146/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/146/itens/3/resultados,1,1,Informado,2025-04-03T09:07:23,2025-04-03T09:07:23,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,500.0,2.5,1250.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000146/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/146/itens/4/resultados,1,1,Informado,2025-04-03T09:07:28,2025-04-03T09:07:28,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,0.8,160.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000146/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/146/itens/5/resultados,1,1,Informado,2025-04-03T09:07:32,2025-04-03T09:07:32,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,22.85,2285.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000146/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/146/itens/6/resultados,1,1,Informado,2025-04-03T09:07:35,2025-04-03T09:07:35,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,1.9,570.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000146/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/146/itens/7/resultados,1,1,Informado,2025-04-03T09:07:39,2025-04-03T09:07:39,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,11.28,1128.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000170/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/170/itens/3/resultados,1,1,Informado,2025-04-10T09:06:53,2025-04-10T09:06:53,21381761000100,SIX DISTRIBUIDORA HOSPITALAR LTDA,PJ,3,Demais,,,BRA,300.0,1.44,432.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
07531295000171-1-000009/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/07531295000171/compras/2025/9/itens/4/resultados,1,1,Informado,2025-04-10T09:10:43,2025-04-10T09:10:43,34387726000140,SMART COMERCIO E SERVICOS LTDA,PJ,1,ME,,,BRA,75.0,11.0,825.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
06121067000160-1-000002/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/06121067000160/compras/2025/2/itens/2/resultados,1,1,Informado,2025-04-15T09:07:44,2025-04-15T09:07:44,32817656000198,ROSEMBERG CHAGAS MORAIS,PJ,3,Demais,,,BRA,100.0,30.75,3075.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
