numeroControlePNCPCompra,numeroItem,endpoint,sequencialResultado,situacaoCompraItemResultadoId,situacaoCompraItemResultadoNome,dataInclusao,dataAtualizacao,niFornecedor,nomeRazaoSocialFornecedor,tipoPessoa,porteFornecedorId,porteFornecedorNome,naturezaJuridicaId,naturezaJuridicaNome,codigoPais,quantidadeHomologada,valorUnitarioHomologado,valorTotalHomologado,percentualDesconto,paisOrigemProdutoServico.id,paisOrigemProdutoServico.nome,moedaEstrangeira.id,moedaEstrangeira.simbolo,moedaEstrangeira.nome,timezoneCotacaoMoedaEstrangeira,valorNominalMoedaEstrangeira,dataCotacaoMoedaEstrangeira,aplicacaoMargemPreferencia,amparoLegalMargemPreferencia.id,amparoLegalMargemPreferencia.nome,amparoLegalMargemPreferencia.descricao,amparoLegalMargemPreferencia.statusAtivo,aplicacaoBeneficioMeEpp,aplicacaoCriterioDesempate,amparoLegalCriterioDesempate.id,amparoLegalCriterioDesempate.nome,amparoLegalCriterioDesempate.descricao,amparoLegalCriterioDesempate.statusAtivo,indicadorSubcontratacao,ordemClassificacaoSrp,dataResultado,dataCancelamento,motivoCancelamento,moedaEstrangeira,amparoLegalMargemPreferencia,amparoLegalCriterioDesempate,paisOrigemProdutoServico,dataResultado_ocds
08778268000160-1-000077/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/77/itens/1/resultados,1,1,Informado,2025-03-14T09:05:13,2025-03-14T09:05:13,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,100.0,402.22,40222.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000078/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/78/itens/1/resultados,1,1,Informado,2025-03-14T09:05:17,2025-03-14T09:05:17,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,100.0,402.22,40222.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000087/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/87/itens/1/resultados,1,1,Informado,2025-03-15T09:04:01,2025-03-15T09:04:01,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,700.0,78.85,55195.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000087/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/87/itens/2/resultados,1,1,Informado,2025-03-15T09:04:04,2025-03-15T09:04:04,40787152000109,CIRUFARMA COMERCIAL LTDA,PJ,3,Demais,,,BRA,300.0,7.21,2163.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000088/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/88/itens/1/resultados,1,1,Informado,2025-03-15T09:04:08,2025-03-15T09:04:08,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,200.0,9.13,1826.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000088/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/88/itens/2/resultados,1,1,Informado,2025-03-15T09:04:11,2025-03-15T09:04:11,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,100.0,402.22,40222.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
04207638000159-1-000026/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/04207638000159/compras/2025/26/itens/1/resultados,1,1,Informado,2025-02-27T17:30:14,2025-02-27T17:30:14,90785452000119,LABORATÓRIO WIDAL LTDA,PJ,3,Demais,,,BRA,240.0,15.65,3756.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1858-11-17,,,,,,,
04207638000159-1-000026/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/04207638000159/compras/2025/26/itens/3/resultados,1,1,Informado,2025-02-27T17:30:21,2025-02-27T17:30:21,90785452000119,LABORATÓRIO WIDAL LTDA,PJ,3,Demais,,,BRA,60.0,15.65,939.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1858-11-17,,,,,,,
32720971000100-1-000006/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/32720971000100/compras/2025/6/itens/5/resultados,1,1,Informado,2025-03-28T12:01:17,2025-03-28T12:01:17,32749202000127,JOSEFA ALVES DOS SANTOS ITABAIANINHA,PJ,2,EPP,,,BRA,44.0,39.0,1716.0,0.0,,,,,,,,,False,,,,,True,False,,,,,False,1.0,0001-01-01,,,,,,,
08778268000160-1-001186/2024,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1186/itens/5/resultados,1,1,Informado,2025-03-18T09:05:20,2025-03-18T09:05:20,15218561000139,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",PJ,3,Demais,,,BRA,9000.0,0.03,270.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001186/2024,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1186/itens/7/resultados,1,1,Informado,2025-03-18T09:05:23,2025-03-18T09:05:23,30553793000137,JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,2,EPP,,,BRA,3600.0,0.1,360.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001186/2024,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1186/itens/9/resultados,1,1,Informado,2025-03-18T09:05:27,2025-03-18T09:05:27,30553793000137,JASMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,PJ,2,EPP,,,BRA,1400.0,0.5,700.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001186/2024,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1186/itens/10/resultados,1,1,Informado,2025-03-18T09:05:31,2025-03-18T09:05:31,15218561000139,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",PJ,3,Demais,,,BRA,1400.0,5.84,8176.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
05830824000102-1-000009/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/05830824000102/compras/2025/9/itens/3/resultados,1,1,Informado,2025-03-26T09:07:56,2025-03-26T09:07:56,20873342000123,HC COMERCIO DE PAPELARIA E SERVICOS LTDA,PJ,2,EPP,,,BRA,40.0,38.56,1542.4,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001196/2024,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1196/itens/5/resultados,1,1,Informado,2025-03-27T09:06:18,2025-03-27T09:06:18,04922653000189,NORDESTE HOSPITALAR IMPORTACAO E EXPORTACAO LTDA,PJ,3,Demais,,,BRA,2000.0,30.85,61700.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/1/resultados,1,1,Informado,2025-03-27T09:12:44,2025-03-27T09:12:44,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,1000.0,8.4,8400.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/2/resultados,1,1,Informado,2025-03-27T09:12:48,2025-03-27T09:12:48,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,9.8,2940.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/3/resultados,1,1,Informado,2025-03-27T09:12:52,2025-03-27T09:12:52,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,500.0,7.88,3940.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/4/resultados,1,1,Informado,2025-03-27T09:12:55,2025-03-27T09:12:55,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,7.88,1576.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/7/resultados,1,1,Informado,2025-03-27T09:13:08,2025-03-27T09:13:08,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,6.78,1356.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/9/resultados,1,1,Informado,2025-03-27T09:13:15,2025-03-27T09:13:15,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,2000.0,1.8,3600.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000127/2025,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/127/itens/10/resultados,1,1,Informado,2025-03-27T09:13:19,2025-03-27T09:13:19,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,10.0,1000.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000128/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/128/itens/1/resultados,1,1,Informado,2025-03-27T09:13:23,2025-03-27T09:13:23,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,2.19,438.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000128/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/128/itens/4/resultados,1,1,Informado,2025-03-27T09:13:35,2025-03-27T09:13:35,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,500.0,2.59,1295.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000128/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/128/itens/5/resultados,1,1,Informado,2025-03-27T09:13:39,2025-03-27T09:13:39,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,200.0,6.9,1380.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000128/2025,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/128/itens/6/resultados,1,1,Informado,2025-03-27T09:13:42,2025-03-27T09:13:42,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,2.0,600.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000128/2025,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/128/itens/7/resultados,1,1,Informado,2025-03-27T09:13:46,2025-03-27T09:13:46,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,6.9,2070.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000128/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/128/itens/8/resultados,1,1,Informado,2025-03-27T09:13:51,2025-03-27T09:13:51,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,500.0,1.85,925.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000134/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/134/itens/2/resultados,1,1,Informado,2025-03-28T09:03:51,2025-03-28T09:03:51,21381761000100,SIX DISTRIBUIDORA HOSPITALAR LTDA,PJ,3,Demais,,,BRA,600.0,16.4,9840.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/1/resultados,1,1,Informado,2025-03-28T09:04:15,2025-03-28T09:04:15,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,1100.0,5.17,5687.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/2/resultados,1,1,Informado,2025-03-28T09:04:20,2025-03-28T09:04:20,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,4.82,1446.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/3/resultados,1,1,Informado,2025-03-28T09:04:24,2025-03-28T09:04:24,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,600.0,4.6,2760.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/4/resultados,1,1,Informado,2025-03-28T09:04:28,2025-03-28T09:04:28,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,160.0,6.35,1016.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/5/resultados,1,1,Informado,2025-03-28T09:04:33,2025-03-28T09:04:33,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,2500.0,0.72,1800.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/8/resultados,1,1,Informado,2025-03-28T09:04:45,2025-03-28T09:04:45,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,300.0,4.28,1284.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000135/2025,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/135/itens/9/resultados,1,1,Informado,2025-03-28T09:04:50,2025-03-28T09:04:50,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,500.0,1.15,575.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-000139/2025,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2025/139/itens/1/resultados,1,1,Informado,2025-03-28T09:06:01,2025-03-28T09:06:01,07187827000103,J. J. DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP,PJ,2,EPP,,,BRA,100.0,8.72,872.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
