codigo_pdm,nome_pdm,codigo_br,nome_item
348,Cimetidina,354314,"354314 - Cimetidina, Concentração:400 MG"
348,Cimetidina,340167,"340167 - Cimetidina, Concentração:150 MG/ML, Forma Farmaceutica:Solução Injetável"
348,Cimetidina,267627,"267627 - Cimetidina, Dosagem:200 MG"
349,Ampicilina,448843,"448843 - Ampicilina, Concentração:50 MG/ML, Forma Farmaceutica:Suspensão Oral"
349,Ampicilina,442727,"442727 - Ampicilina, Concentração:500 MG, Forma Farmaceutica:Pó P/ Solução Injetável"
349,Ampicilina,442689,"442689 - Ampicilina, Composição:Associada Ao Sulbactam, Concentração:2 G + 1 G, Forma Farmaceutica:Pó P/ Solução Injetável"
349,Ampicilina,270556,"270556 - Ampicilina, Apresentação:Associada Com Sulbactam, Dosagem:1g + 500mg, Tipo Uso:Injetável"
349,Ampicilina,269359,"269359 - Ampicilina, Dosagem:250 MG"
349,Ampicilina,268207,"268207 - Ampicilina, Dosagem:1 G, Tipo Uso:Injetável"
349,Ampicilina,267515,"267515 - Ampicilina, Dosagem:500 MG"
351,Aminofilina,296272,"296272 - Aminofilina, Dosagem:240 MG/ML, Forma Farmacêutica:Solução Oral-Gotas"
351,Aminofilina,292402,"292402 - Aminofilina, Dosagem:24 MG/ML, Forma Farmacêutica:Solução Injetável"
351,Aminofilina,269810,"269810 - Aminofilina, Dosagem:200 MG"
351,Aminofilina,267511,"267511 - Aminofilina, Dosagem:100 MG"
352,Butoconazol,448693,"448693 - Butoconazol, Concentração:20 MG/G, Forma Farmacêutica:Creme Vaginal, Adicional:Com Aplicadores"
358,Vildagliptina,397649,"397649 - Vildagliptina, Concentração:100 MG"
358,Vildagliptina,362802,"362802 - Vildagliptina, Concentração:50 MG"
359,Zanamivir,393313,"393313 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Cápsula Pó Inalante, Característica Adicional:Com Aplicador"
359,Zanamivir,377008,"377008 - Zanamivir, Concentração:5 MG, Forma Farmacêutica:Pó Inalante, Característica Adicional:Com Aplicador"
360,Oxacilina,268513,"268513 - Oxacilina, Dosagem:500 MG, Composição:Injetável"
362,Hidromorfona,396562,"396562 - Hidromorfona, Composição:Cloridrato, Concentração:32 MG, Forma Farmacêutica:Liberação Gradual"
362,Hidromorfona,396561,"396561 - Hidromorfona, Composição:Cloridrato, Concentração:16 MG, Forma Farmacêutica:Liberação Gradual"
362,Hidromorfona,396560,"396560 - Hidromorfona, Composição:Cloridrato, Concentração:8 MG, Forma Farmacêutica:Liberação Gradual"
363,Aciclovir,628716,"628716 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Suspensão Oral"
363,Aciclovir,438418,"438418 - Aciclovir, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada"
363,Aciclovir,268375,"268375 - Aciclovir, Dosagem:50 MG/G, Uso:Creme"
363,Aciclovir,268374,"268374 - Aciclovir, Dosagem:250 MG, Uso:Injetável"
363,Aciclovir,268373,"268373 - Aciclovir, Dosagem:30 MG/G, Uso:Pomada Oftálmica"
363,Aciclovir,268372,"268372 - Aciclovir, Dosagem:400 MG"
363,Aciclovir,268370,"268370 - Aciclovir, Dosagem:200 MG"
365,Benzilpenicilina,365543,"365543 - Benzilpenicilina, Composição:Benzatina, Concentração:150.000 UI/ML, Forma Farmaceutica:Suspensão Injetável"
365,Benzilpenicilina,365542,"365542 - Benzilpenicilina, Composição:Benzatina, Concentração:300.000 UI/ML, Forma Farmaceutica:Suspensão Injetável"
365,Benzilpenicilina,270617,"270617 - Benzilpenicilina, Apresentação:Potássica, Dosagem:10.000.000ui, Uso:Injetável"
365,Benzilpenicilina,270616,"270616 - Benzilpenicilina, Apresentação:Potássica, Dosagem:5.000.000ui, Uso:Injetável"
365,Benzilpenicilina,270615,"270615 - Benzilpenicilina, Apresentação:Potássica, Dosagem:1.000.000ui, Uso:Injetável"
365,Benzilpenicilina,270614,"270614 - Benzilpenicilina, Apresentação:Potássica, Composição:Associada À Penicilina Procainada, Dosagem:100.000ui + 300.000ui, Uso:Injetável"
365,Benzilpenicilina,270613,"270613 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:600.000ui, Uso:Injetável"
365,Benzilpenicilina,270612,"270612 - Benzilpenicilina, Apresentação:Benzatina, Dosagem:1.200.000ui, Uso:Injetável"
353,Ácido Acetilsalicílico,627554,"627554 - Ácido Acetilsalicílico, Composição:Associado À Sinvastatina, Concentração:100 Mg + 10 MG"
353,Ácido Acetilsalicílico,627553,"627553 - Ácido Acetilsalicílico, Composição:Cafeína, Fenilefrina E Dexclorfeniramina, Concentração:400 Mg + 30 Mg + 10 Mg + 1 MG"
353,Ácido Acetilsalicílico,627552,"627552 - Ácido Acetilsalicílico, Composição:Associado À Cafeína E Clorfeniramina, Concentração:324 Mg + 32,4 Mg + 2 MG"
353,Ácido Acetilsalicílico,627551,"627551 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:500 Mg + 50 MG"
353,Ácido Acetilsalicílico,627549,"627549 - Ácido Acetilsalicílico, Concentração:500 MG, Forma Farmaceutica:Comprimido Efervescente"
353,Ácido Acetilsalicílico,627548,"627548 - Ácido Acetilsalicílico, Composição:Associado Ao Ácido Ascórbico, Concentração:400 Mg + 200 MG, Forma Farmaceutica:Comprimido Mastigável"
353,Ácido Acetilsalicílico,627547,"627547 - Ácido Acetilsalicílico, Concentração:100 MG, Forma Farmaceutica:Comprimido Mastigável"
353,Ácido Acetilsalicílico,624643,"624643 - Ácido Acetilsalicílico, Concentração:10 MG/ML, Forma Farmaceutica:Solução Oral, Adicional:Formulação Especialmente Manipulada"
353,Ácido Acetilsalicílico,608134,"608134 - Ácido Acetilsalicílico, Composição:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Concentração:325 Mg + 1413 Mg + 1854 Mg + 400 MG, Forma Farmaceutica:Comprimido Efervescente"
353,Ácido Acetilsalicílico,605856,"605856 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:400 Mg + 50 MG"
353,Ácido Acetilsalicílico,604583,"604583 - Ácido Acetilsalicílico, Composição:Associado Ao Clopidogrel, Concentração:100 Mg + 75 MG"
353,Ácido Acetilsalicílico,601419,"601419 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:500 Mg + 30 MG"
353,Ácido Acetilsalicílico,480351,"480351 - Ácido Acetilsalicílico, Composição:Associado À Cafeína, Concentração:650 Mg + 65 MG"
353,Ácido Acetilsalicílico,434955,"434955 - Ácido Acetilsalicílico, Composição:Assoc. À Mepiramina + Hidróxido Alumínio+ Cafeína, Concentração:150 Mg + 15 Mg + 150 Mg + 50 MG"
353,Ácido Acetilsalicílico,381165,"381165 - Ácido Acetilsalicílico, Concentração:85 MG"
353,Ácido Acetilsalicílico,381069,"381069 - Ácido Acetilsalicílico, Concentração:162 MG, Forma Farmaceutica:Tamponado"
353,Ácido Acetilsalicílico,357060,"357060 - Ácido Acetilsalicílico, Composição:Associado À Sinvastatina, Concentração:100 Mg + 40 MG"
353,Ácido Acetilsalicílico,343877,"343877 - Ácido Acetilsalicílico, Concentração:200 MG, Forma Farmaceutica:Tamponado"
353,Ácido Acetilsalicílico,337679,"337679 - Ácido Acetilsalicílico, Concentração:300 MG, Forma Farmaceutica:Liberação Entérica"
353,Ácido Acetilsalicílico,337678,"337678 - Ácido Acetilsalicílico, Concentração:100 MG, Forma Farmaceutica:Liberação Entérica"
353,Ácido Acetilsalicílico,333801,"333801 - Ácido Acetilsalicílico, Apresentação:Associado Ao Dextropropoxifeno, Dosagem:325 Mg + 50 MG"
353,Ácido Acetilsalicílico,295042,"295042 - Ácido Acetilsalicílico, Dosagem:500 MG, Tipo Uso:Tamponado"
353,Ácido Acetilsalicílico,293333,"293333 - Ácido Acetilsalicílico, Apresentação:Associado Com Sinvastatina, Dosagem:100mg + 20 MG"
353,Ácido Acetilsalicílico,290848,"290848 - Ácido Acetilsalicílico, Dosagem:300 MG"
353,Ácido Acetilsalicílico,285055,"285055 - Ácido Acetilsalicílico, Dosagem:81 Mg, Tipo Uso:Tamponado"
353,Ácido Acetilsalicílico,285007,"285007 - Ácido Acetilsalicílico, Apresentação:Associado Com Isossorbida Mononitrato, Dosagem:100mg + 40mg"
353,Ácido Acetilsalicílico,270968,"270968 - Ácido Acetilsalicílico, Apresentação:Assoc. Ác.Cítrico,Bicarbonato E Carbonato De Sódio, Dosagem:325mg + 1,575g + 1,7g + 400mg, Tipo Uso:Efervescente"
353,Ácido Acetilsalicílico,270965,"270965 - Ácido Acetilsalicílico, Dosagem:100 MG, Tipo Uso:Tamponado"
353,Ácido Acetilsalicílico,270550,"270550 - Ácido Acetilsalicílico, Apresentação:Associado Com Isossorbida Mononitrato, Dosagem:100mg + 60mg"
353,Ácido Acetilsalicílico,270548,"270548 - Ácido Acetilsalicílico, Apresentação:Tamponado, Dosagem:325mg"
353,Ácido Acetilsalicílico,270546,"270546 - Ácido Acetilsalicílico, Apresentação:Associado Com Ácido Ascórbico, Dosagem:400mg + 240mg, Tipo Uso:Efervescente"
353,Ácido Acetilsalicílico,267502,"267502 - Ácido Acetilsalicílico, Dosagem:100 MG"
353,Ácido Acetilsalicílico,267501,"267501 - Ácido Acetilsalicílico, Dosagem:500 MG"
361,Medroxiprogesterona Acetato,416731,"416731 - Medroxiprogesterona Acetato, Composição:Associada Ao Estradiol Cipionato, Concentração:50 Mg + 10 MG/ML, Forma Farmaceutica:Suspensão Injetável"
361,Medroxiprogesterona Acetato,398703,"398703 - Medroxiprogesterona Acetato, Concentração:50 MG/ML, Forma Farmaceutica:Suspensão Injetável"
361,Medroxiprogesterona Acetato,398702,"398702 - Medroxiprogesterona Acetato, Concentração:150 MG/ML, Forma Farmaceutica:Suspensão Injetável"
361,Medroxiprogesterona Acetato,306147,"306147 - Medroxiprogesterona Acetato, Apresentação:Associada Com Estradiol Valerato, Dosagem:10 Mg + 2 MG"
361,Medroxiprogesterona Acetato,292228,"292228 - Medroxiprogesterona Acetato, Dosagem:150 MG/ML, Forma Farmacêutica:Solução Injetável"
361,Medroxiprogesterona Acetato,292227,"292227 - Medroxiprogesterona Acetato, Dosagem:50 MG/ML, Forma Farmacêutica:Solução Injetável"
361,Medroxiprogesterona Acetato,271445,"271445 - Medroxiprogesterona Acetato, Dosagem:10 MG"
361,Medroxiprogesterona Acetato,271444,"271444 - Medroxiprogesterona Acetato, Dosagem:2,5 MG"
361,Medroxiprogesterona Acetato,267309,"267309 - Medroxiprogesterona Acetato, Dosagem:5 MG"
361,Medroxiprogesterona Acetato,625539,"625539 - Medroxiprogesterona Acetato, Concentração:160 MG/ML, Forma Farmaceutica:Suspensão Injetável, Adicional:Seringa Preenchida"
355,Atropina Sulfato,618986,"618986 - Atropina Sulfato, Concentração:0,025%, Forma Farmaceutica:Solução Oftálmica, Adicional:Formulação Especialmente Manipulada"
355,Atropina Sulfato,478760,"478760 - Atropina Sulfato, Concentração:1 MG/ML, Forma Farmaceutica:Solução Injetável"
355,Atropina Sulfato,433795,"433795 - Atropina Sulfato, Concentração:2 MG/ML, Forma Farmaceutica:Solução Injetável"
355,Atropina Sulfato,277934,"277934 - Atropina Sulfato, Dosagem:0,50 MG/ML, Uso:Solução Injetável"
355,Atropina Sulfato,271051,"271051 - Atropina Sulfato, Dosagem:10 MG/ML, Uso:Solução Oftálmica"
355,Atropina Sulfato,271050,"271050 - Atropina Sulfato, Dosagem:5 MG/ML, Uso:Solução Oftálmica"
355,Atropina Sulfato,268214,"268214 - Atropina Sulfato, Dosagem:0,25 MG/ML, Uso:Solução Injetável"
356,Benzoato De Benzila,311143,"311143 - Benzoato De Benzila, Dosagem:100 MG/G, Forma Farmacêutica:Sabonete"
356,Benzoato De Benzila,308726,"308726 - Benzoato De Benzila, Dosagem:25%, Forma Farmacêutica:Emulsão Tópica"
350,Albendazol,618326,"618326 - Albendazol, Concentração:200 MG, Forma Farmaceutica:Comprimido Mastigável"
350,Albendazol,459822,"459822 - Albendazol, Concentração:400 MG, Forma Farmaceutica:Comprimido Mastigável"
350,Albendazol,269628,"269628 - Albendazol, Dosagem:200 MG"
350,Albendazol,267507,"267507 - Albendazol, Dosagem:40 MG/ML, Uso:Suspensão Oral"
350,Albendazol,267506,"267506 - Albendazol, Dosagem:400 MG"
354,Ácido Fólico,626936,"626936 - Ácido Fólico, Concentração:50 MCG/ML, Forma Farmaceutica:Solução Oral, Característica Adicional:Formulação Especialmente Manipulada"
354,Ácido Fólico,621834,"621834 - Ácido Fólico, Concentração:Cerca De 7 MG/ML, Forma Farmaceutica:Solução Oral - Gotas"
354,Ácido Fólico,607789,"607789 - Ácido Fólico, Composição:Associado Ao Inositol, Concentração:200 Mcg + 2 G, Forma Farmaceutica:Pó Oral"
354,Ácido Fólico,486859,"486859 - Ácido Fólico, Composição:Associado Ao Ferro E Vit. B12, Concentração:5 Mg + 41,66 Mg + 15 MCG"
354,Ácido Fólico,480359,"480359 - Ácido Fólico, Composição:Associado Ao Ferro Aminoácido Quelato, Concentração:0,5 Mg + 15 MG/ML, Forma Farmaceutica:Solução Oral"
354,Ácido Fólico,467580,"467580 - Ácido Fólico, Concentração:1 MG, Característica Adicional:Formulação Especialmente Manipulada"
354,Ácido Fólico,466952,"466952 - Ácido Fólico, Concentração:1 MG/ML, Forma Farmaceutica:Solução Oral, Característica Adicional:Formulação Especialmente Manipulada"
354,Ácido Fólico,448601,"448601 - Ácido Fólico, Composição:Associado Ao Ferro, Concentração:5 Mg + 30 MG"
354,Ácido Fólico,436731,"436731 - Ácido Fólico, Concentração:2 MG"
354,Ácido Fólico,435720,"435720 - Ácido Fólico, Composição:Associado Ao Acetato De Dextroalfatocoferol, Concentração:400 Mcg + 10 MG"
354,Ácido Fólico,434128,"434128 - Ácido Fólico, Composição:Associado Ao Acetato De Racealfatocoferol, Concentração:800 Mcg + 20 MG"
354,Ácido Fólico,421665,"421665 - Ácido Fólico, Composição:Associado Ao Ferro Aminoácido Quelato, Concentração:0,2mg + 30 MG/ML, Forma Farmaceutica:Solução Oral - Gotas"
354,Ácido Fólico,393804,"393804 - Ácido Fólico, Composição:Associado Ao Ferro Aminoácido Quelato, Concentração:0,2mg + 250 MG/ML, Forma Farmaceutica:Suspensão Oral - Gotas"
354,Ácido Fólico,393803,"393803 - Ácido Fólico, Concentração:5 MG/ML, Forma Farmaceutica:Solução Oral - Gotas"
354,Ácido Fólico,393800,"393800 - Ácido Fólico, Concentração:0,4 MG/ML, Forma Farmaceutica:Solução Oral"
354,Ácido Fólico,278489,"278489 - Ácido Fólico, Dosagem:0,2 MG/ML, Uso:Solução Oral - Gotas"
354,Ácido Fólico,267503,"267503 - Ácido Fólico, Dosagem:5 MG"
460,Peróxido De Hidrogênio (Água Oxigenada),402117,"402117 - Peróxido De Hidrogênio (Água Oxigenada), Concentração:40 Volumes"
460,Peróxido De Hidrogênio (Água Oxigenada),317007,"317007 - Peróxido De Hidrogênio (Água Oxigenada), Concentração:200 Volumes"
460,Peróxido De Hidrogênio (Água Oxigenada),301594,"301594 - Peróxido De Hidrogênio (Água Oxigenada), Concentração:90 Volumes"
460,Peróxido De Hidrogênio (Água Oxigenada),278441,"278441 - Peróxido De Hidrogênio (Água Oxigenada), Tipo:30 Volumes"
460,Peróxido De Hidrogênio (Água Oxigenada),278440,"278440 - Peróxido De Hidrogênio (Água Oxigenada), Tipo:20 Volumes"
460,Peróxido De Hidrogênio (Água Oxigenada),277319,"277319 - Peróxido De Hidrogênio (Água Oxigenada), Tipo:10 Volumes"
1248,Benciclano,271748,"271748 - Benciclano, Dosagem:200 MG"
1248,Benciclano,271747,"271747 - Benciclano, Dosagem:100 MG"
1252,Benznidazol,409539,"409539 - Benznidazol, Concentração:12,5 MG"
1252,Benznidazol,268953,"268953 - Benznidazol, Dosagem:100 MG"
1254,Bezafibrato,308729,"308729 - Bezafibrato, Dosagem:400 MG, Forma Farmacêutica:Desintegração Lenta"
1254,Bezafibrato,267077,"267077 - Bezafibrato, Dosagem:200 MG"
1249,Bicarbonato De Sódio,628717,"628717 - Bicarbonato De Sódio, Composição:Associado Com Ácido Cítrico E Carbonato De Sódio, Concentração:2,15 G + 2,15 G + 0,50 G, Forma Farmacêutica:Pó Efervescente"
1249,Bicarbonato De Sódio,617051,"617051 - Bicarbonato De Sódio, Concentração:650 G, Forma Farmacêutica:Em Pó"
1249,Bicarbonato De Sódio,617050,"617050 - Bicarbonato De Sódio, Concentração:900 G, Forma Farmacêutica:Em Pó"
1249,Bicarbonato De Sódio,469047,"469047 - Bicarbonato De Sódio, Concentração:250 MG, Característica Adicional:Especialmente Manipulado"
1249,Bicarbonato De Sódio,465021,"465021 - Bicarbonato De Sódio, Concentração:500 MG, Característica Adicional:Especialmente Manipulado"
1249,Bicarbonato De Sódio,461111,"461111 - Bicarbonato De Sódio, Concentração:8,40%, Forma Farmacêutica:Uso Oral, Característica Adicional:Especialmente Manipulado"
1249,Bicarbonato De Sódio,458253,"458253 - Bicarbonato De Sódio, Concentração:5%, Forma Farmacêutica:Solução Injetável"
1249,Bicarbonato De Sódio,456799,"456799 - Bicarbonato De Sódio, Concentração:40%, Forma Farmacêutica:Solução Tópica, Característica Adicional:Especialmente Manipulado"
1249,Bicarbonato De Sódio,394088,"394088 - Bicarbonato De Sódio, Concentração:8,40%, Forma Farmacêutica:Solução Injetável, Característica Adicional:Em Sistema Fechado"
1249,Bicarbonato De Sódio,347980,"347980 - Bicarbonato De Sódio, Concentração:2%, Forma Farmacêutica:Solução Aquosa Tópica, Característica Adicional:Especialmente Manipulado"
1249,Bicarbonato De Sódio,343575,"343575 - Bicarbonato De Sódio, Composição:Associado Com Ácido Cítrico E Carbonato De Sódio, Concentração:462 Mg + 90 Mg + 438 Mg/G, Forma Farmacêutica:Pó Efervescente"
1249,Bicarbonato De Sódio,340347,"340347 - Bicarbonato De Sódio, Composição:Associado Com Ácido Cítrico E Carbonato De Sódio, Concentração:2,30 G + 2,20 G + 0,50 G, Forma Farmacêutica:Pó Efervescente"
1249,Bicarbonato De Sódio,334369,"334369 - Bicarbonato De Sódio, Dosagem:1 G, Características Adicionais:Especialmente Manipulado"
1249,Bicarbonato De Sódio,300253,"300253 - Bicarbonato De Sódio, Composição:Associado Com Ácido Cítrico E Sulfato De Magnésio, Dosagem:456 Mg + 367 Mg + 176,5 Mg/G, Forma Farmacêutica:Pó Efervescente"
1249,Bicarbonato De Sódio,276097,"276097 - Bicarbonato De Sódio, Dosagem:10%, Uso:Solução Injetável"
1249,Bicarbonato De Sódio,271052,"271052 - Bicarbonato De Sódio, Apresentação:Pó"
1249,Bicarbonato De Sódio,268222,"268222 - Bicarbonato De Sódio, Dosagem:8,4%, Uso:Solução Injetável"
1253,Betametasona,465010,"465010 - Betametasona, Composição:Valerato, Associado À Uréia E Ácido Salicílico, Concentração:0,1% + 10% + 3%, Forma Farmaceutica:Loção, Características Adicionais:Formulação Especialemente Manipulada"
1253,Betametasona,465009,"465009 - Betametasona, Composição:Valerato, Associado À Uréia, Concentração:0,1% + 10%, Forma Farmaceutica:Loção, Características Adicionais:Formulação Especialemente Manipulada"
1253,Betametasona,449186,"449186 - Betametasona, Composição:Dipropionato, Associada Ao Cetoconazol E Neomicina, Concentração:0,5 Mg/G + 20 Mg/G + 1,5 MG/G, Forma Farmaceutica:Pomada"
1253,Betametasona,449185,"449185 - Betametasona, Composição:Dipropionato, Associada Ao Cetoconazol E Neomicina, Concentração:0,5 Mg/G + 20 Mg/G + 1,5 MG/G, Forma Farmaceutica:Creme"
1253,Betametasona,448606,"448606 - Betametasona, Composição:Valerato, Concentração:1 MG/G, Forma Farmaceutica:Loção"
1253,Betametasona,448605,"448605 - Betametasona, Composição:Valerato, Concentração:1 MG/G, Forma Farmaceutica:Loção Capilar"
1253,Betametasona,448604,"448604 - Betametasona, Composição:Valerato, Concentração:1 MG/G, Forma Farmaceutica:Pomada"
1253,Betametasona,448603,"448603 - Betametasona, Composição:Valerato, Concentração:1 MG/G, Forma Farmaceutica:Creme"
1253,Betametasona,448602,"448602 - Betametasona, Composição:Fosfato Dissódico, Associada À Gentamicina Sulfato, Concentração:1 Mg/Ml + 3 MG/ML, Forma Farmaceutica:Solução Oto-Oftálmica"
1253,Betametasona,403991,"403991 - Betametasona, Composição:Sal Dipropionato, Associada Ao Ácido Salicílico, Concentração:0,64 Mg + 20 MG/ML, Forma Farmaceutica:Solução Tópica"
1253,Betametasona,396555,"396555 - Betametasona, Concentração:0,1 MG/ML, Forma Farmaceutica:Elixir"
1253,Betametasona,393956,"393956 - Betametasona, Composição:Sal Valerato, Associada À Neomicina Sulfato, Concentração:1 Mg + 5 MG/G, Forma Farmaceutica:Pomada"
1253,Betametasona,385446,"385446 - Betametasona, Concentração:0,5 MG/ML, Forma Farmaceutica:Solução Oral - Gotas"
1253,Betametasona,385436,"385436 - Betametasona, Concentração:2 MG"
1253,Betametasona,385435,"385435 - Betametasona, Concentração:0,5 MG"
1253,Betametasona,318309,"318309 - Betametasona, Composição:Dipropionato, Apresentação:Associada Com Ácido Salicílico, Dosagem:0,5mg + 30mg/G, Forma Farmacêutica:Pomada"
1253,Betametasona,308072,"308072 - Betametasona, Composição:Valerato, Apresentação:Associada Com Neomicina Sulfato, Dosagem:1 Mg + 5 Mg/G, Forma Farmacêutica:Creme"
1253,Betametasona,284114,"284114 - Betametasona, Composição:Dipropionato, Apresentação:Associada Com Cetoconazol, Dosagem:0,5mg + 20mg/G, Uso:Pomada"
1253,Betametasona,284113,"284113 - Betametasona, Composição:Dipropionato, Apresentação:Associada Com Cetoconazol, Dosagem:0,5mg + 20mg/G, Uso:Creme"
1253,Betametasona,282149,"282149 - Betametasona, Composição:Fosfato, Dosagem:4 MG/ML, Uso:Injetável"
1253,Betametasona,272898,"272898 - Betametasona, Apresentação:Associada Com Dexclorfeniramina Maleato, Dosagem:0,25mg + 2mg"
1253,Betametasona,270603,"270603 - Betametasona, Composição:Valerato, Apresentação:Associada Com Gentamicina, Clioquinol E Tolnaftato, Dosagem:0,5mg + 1mg + 10mg + 10mg/G, Uso:Pomada"
1253,Betametasona,270602,"270602 - Betametasona, Composição:Valerato, Apresentação:Associada Com Gentamicina, Clioquinol E Tolnaftato, Dosagem:0,5mg + 1mg + 10mg + 10mg/G, Uso:Creme"
1253,Betametasona,270597,"270597 - Betametasona, Composição:Acetato, Apresentação:Associada Com Betametasona Fosfato, Dosagem:3mg + 3mg/Ml, Uso:Injetável"
1253,Betametasona,270596,"270596 - Betametasona, Composição:Dipropionato, Apresentação:Associada Com Gentamicina Sulfato, Dosagem:0,5mg + 1mg/G, Uso:Pomada"
1253,Betametasona,270591,"270591 - Betametasona, Composição:Dipropionato, Apresentação:Associada Com Gentamicina Sulfato, Dosagem:0,5mg + 1mg/G, Uso:Creme"
1253,Betametasona,270590,"270590 - Betametasona, Composição:Dipropionato, Apresentação:Associada Com Betametasona Fosfato, Dosagem:5mg + 2mg, Uso:Injetável"
1253,Betametasona,270589,"270589 - Betametasona, Composição:Dipropionato, Dosagem:0,64mg/G, Uso:Loção"
1253,Betametasona,270588,"270588 - Betametasona, Composição:Dipropionato, Dosagem:0,64mg/G, Uso:Pomada"
1253,Betametasona,270587,"270587 - Betametasona, Composição:Dipropionato, Dosagem:0,64mg/G, Uso:Creme"
1276,Iodofórmio,632036,"632036 - Iodofórmio, Concentração:Puro, Forma Farmacêutica:Em Cristais"
1276,Iodofórmio,428147,"428147 - Iodofórmio, Composição:Em Éter Etílico, Concentração:2%, Forma Farmacêutica:Solução Tópica, Características Adicionais:Formulação Especialmente Manipulada"
1289,Soro,405901,"405901 - Soro, Tipo:Anti-Rábico, Características Adicionais:Imunoglobulina Eqüina + Imunoglobulina Humana, Concentração:200 UI/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,400312,"400312 - Soro, Tipo:Antiaracnídico (Loxosceles E Phoneutria), Características Adicionais:E Antiescorpiônico, Forma Farmacêutica:Solução Injetável"
1289,Soro,394876,"394876 - Soro, Tipo:Antiloxoscélico, Forma Farmacêutica:Solução Injetável"
1289,Soro,394875,"394875 - Soro, Tipo:Antilatrodéctico, Forma Farmacêutica:Solução Injetável"
1289,Soro,394814,"394814 - Soro, Tipo:Antiaracnídico, Forma Farmacêutica:Solução Injetável"
1289,Soro,394811,"394811 - Soro, Tipo:Antibotrópico-Laquético, Concentração:5 Mg + 3 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,394810,"394810 - Soro, Tipo:Antibotrópico-Crotálico, Concentração:5 Mg + 1,5 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,394809,"394809 - Soro, Tipo:Antilonômico, Concentração:3,5 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,394807,"394807 - Soro, Tipo:Antiescorpiônico, Concentração:1 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,365018,"365018 - Soro, Tipo:Anti-Botulínico Ab, Concentração:375 Ui + 275 UI/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,348672,"348672 - Soro, Tipo:Anti-Botrópico, Concentração:5 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,348670,"348670 - Soro, Tipo:Anti-Crotálico, Concentração:1,5 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,348669,"348669 - Soro, Tipo:Anti-Elapídico, Concentração:1,5 MG/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,348659,"348659 - Soro, Tipo:Anti-Diftérico, Concentração:1.000 UI/ML, Forma Farmacêutica:Solução Injetável"
1289,Soro,348654,"348654 - Soro, Tipo:Anti-Tetânico, Concentração:1.000 UI/ML, Forma Farmacêutica:Solução Injetável"
1383,Ciprofibrato,308738,"308738 - Ciprofibrato, Dosagem:100 MG"
30337,Pralidoxima,628562,"628562 - Pralidoxima, Composição:Cloridrato, Concentração:1 G, Forma Farmacêutica:Injetável"
1385,Silimarina,393705,"393705 - Silimarina, Concentração:140 MG"
1385,Silimarina,276456,"276456 - Silimarina, Apresentação:Associada Com Metionina, Dosagem:70mg + 100mg"
1385,Silimarina,276455,"276455 - Silimarina, Dosagem:10 MG/ML, Aplicação:Suspensão Oral"
1385,Silimarina,276452,"276452 - Silimarina, Dosagem:70 MG"
1392,Golimumabe,480859,"480859 - Golimumabe, Concentração:100 MG/ML, Forma Farmacêutica:Solução Injetável, Característica Adicional:Em Seringa Preenchida,Acoplada Á Caneta Aplicadora"
1392,Golimumabe,414431,"414431 - Golimumabe, Concentração:50 MG, Forma Farmacêutica:Solução Injetável, Característica Adicional:Em Seringa Preenchida,Acoplada Á Caneta Aplicadora"
1392,Golimumabe,414430,"414430 - Golimumabe, Concentração:50 MG, Forma Farmacêutica:Solução Injetável, Característica Adicional:Em Seringa Preenchida"
1474,Betanecol,639646,"639646 - Betanecol, Dosagem:20 MG, Adicional:Formulação Especialmente Manipulada"
1474,Betanecol,271760,"271760 - Betanecol, Dosagem:5 Mg/Ml, Aplicação:Injetável"
1474,Betanecol,271759,"271759 - Betanecol, Dosagem:25 Mg"
1474,Betanecol,271758,"271758 - Betanecol, Dosagem:10 Mg"
1474,Betanecol,271757,"271757 - Betanecol, Dosagem:5 Mg"
1503,Selegilina Cloridrato,268073,"268073 - Selegilina Cloridrato, Dosagem:10 MG"
1503,Selegilina Cloridrato,268072,"268072 - Selegilina Cloridrato, Dosagem:5 MG"
1600,Levomefolato De Cálcio,421131,"421131 - Levomefolato De Cálcio, Concentração:15 MG"
1601,Abacavir Sulfato,268317,"268317 - Abacavir Sulfato, Dosagem:20 MG/ML, Apresentação:Solução Oral"
1601,Abacavir Sulfato,268315,"268315 - Abacavir Sulfato, Dosagem:300 MG"
