codigo_pdm,nome_pdm,codigo_br,nome_item
5118,Cloreto De Sódio,268236,"268236 - Cloreto De Sódio, Princípio Ativo:0,9%_ Solução Injetável, Aplicação:Sistema Fechado"
5118,Cloreto De Sódio,267574,"267574 - Cloreto De Sódio, Dosagem:20%, Uso:Solução Injetável"
5137,Azelastina Cloridrato,614332,"614332 - Azelastina Cloridrato, Composição:Associada À Fluticasona, Concentração:137 Mcg/G + 50 MCG/G, Forma Farmacêutica:Suspensão Spray P/ Inalação"
5137,Azelastina Cloridrato,278357,"278357 - Azelastina Cloridrato, Dosagem:1,0 MG/ML, Apresentação:Aerossol Nasal"
5137,Azelastina Cloridrato,278356,"278356 - Azelastina Cloridrato, Dosagem:1,0 MG/ML, Apresentação:Solução Nasal"
5116,Cloreto De Potássio,618242,"618242 - Cloreto De Potássio, Concentração:20%, Forma Farmaceutica:Xarope, Características Adicionais 1:Formulação Especialmente Manipulada"
5116,Cloreto De Potássio,482014,"482014 - Cloreto De Potássio, Concentração:19,1%, Forma Farmaceutica:Xarope, Características Adicionais 1:Formulação Especialmente Manipulada"
5116,Cloreto De Potássio,448637,"448637 - Cloreto De Potássio, Concentração:315 MG, Características Adicionais 1:Liberação Prolongada"
5116,Cloreto De Potássio,393328,"393328 - Cloreto De Potássio, Concentração:60 MG/ML, Forma Farmaceutica:Xarope"
5116,Cloreto De Potássio,268233,"268233 - Cloreto De Potássio, Dosagem:600 MG"
5116,Cloreto De Potássio,268232,"268232 - Cloreto De Potássio, Dosagem:500 MG"
5116,Cloreto De Potássio,267164,"267164 - Cloreto De Potássio, Dosagem:6%, Apresentação:Solução Oral"
5116,Cloreto De Potássio,267163,"267163 - Cloreto De Potássio, Dosagem:20%, Apresentação:Solução Injetável"
5116,Cloreto De Potássio,267162,"267162 - Cloreto De Potássio, Dosagem:19,1%, Apresentação:Solução Injetável"
5116,Cloreto De Potássio,267161,"267161 - Cloreto De Potássio, Dosagem:10%, Apresentação:Solução Injetável"
5116,Cloreto De Potássio,267160,"267160 - Cloreto De Potássio, Dosagem:15%, Apresentação:Solução Injetável"
5116,Cloreto De Potássio,267158,"267158 - Cloreto De Potássio, Dosagem:600 MG, Apresentação:Comprimido Efervescente"
5162,Difenidramina Cloridrato,363563,"363563 - Difenidramina Cloridrato, Composição:Associada À Piridoxina, Guaidenesina E Aminofilina, Concentração:2,5 Mg + 0,132 Mg + 12 Mg + 5,82, Forma Farmacêutica:Xarope"
5162,Difenidramina Cloridrato,333240,"333240 - Difenidramina Cloridrato, Concentração:25 Mg/Ml, Forma Farmacêutica:Solução Injetável, Característica Adicional:Especialmente Manipulado"
5162,Difenidramina Cloridrato,274331,"274331 - Difenidramina Cloridrato, Composição:Com Paracetamol, Pseudoefedrina E Dropropizina, Concentração:3mg + 50mg + 3mg + 3mg"
5162,Difenidramina Cloridrato,273579,"273579 - Difenidramina Cloridrato, Composição:Com Paracetamol, Pseudoefedrina E Dropropizina, Concentração:1,5mg + 12mg + 1,5mg + 1,5mg/Ml, Uso:Xarope"
5162,Difenidramina Cloridrato,272218,"272218 - Difenidramina Cloridrato, Composição:Com Paracetamol, Pseudoefedrina E Dropropizina, Concentração:3mg + 50mg + 3mg + 3mg/Ml, Uso:Xarope"
5162,Difenidramina Cloridrato,272217,"272217 - Difenidramina Cloridrato, Concentração:50mg/Ml, Uso:Solução Injetável"
5162,Difenidramina Cloridrato,272216,"272216 - Difenidramina Cloridrato, Composição:Associada Com Citrato De Sódio E Cloreto De Amônio, Concentração:2,5mg + 11,25mg + 25mg/Ml, Uso:Xarope"
5162,Difenidramina Cloridrato,272215,"272215 - Difenidramina Cloridrato, Composição:Associada Com Citrato De Sódio E Cloreto De Amônio, Concentração:5mg + 10mg + 50mg"
5164,Diltiazem Cloridrato,276375,"276375 - Diltiazem Cloridrato, Dosagem:300 MG, Apresentação:Ação Prolongada"
5164,Diltiazem Cloridrato,276374,"276374 - Diltiazem Cloridrato, Dosagem:240 MG, Apresentação:Ação Prolongada"
5164,Diltiazem Cloridrato,267572,"267572 - Diltiazem Cloridrato, Dosagem:120mg, Indicação:Ação Prolongada"
5164,Diltiazem Cloridrato,267571,"267571 - Diltiazem Cloridrato, Dosagem:90 Mg, Indicação:Ação Prolongada"
5164,Diltiazem Cloridrato,267570,"267570 - Diltiazem Cloridrato, Dosagem:180 Mg, Indicação:Ação Prolongada"
5164,Diltiazem Cloridrato,267569,"267569 - Diltiazem Cloridrato, Dosagem:30 Mg"
5164,Diltiazem Cloridrato,267568,"267568 - Diltiazem Cloridrato, Dosagem:60 Mg"
5165,Micafungina,396568,"396568 - Micafungina, Composição:Sódica, Concentraçao:100 MG, Forma Farmaceutica:Pó Liófilo P/ Injetável"
5165,Micafungina,396567,"396567 - Micafungina, Composição:Sódica, Concentraçao:50 MG, Forma Farmaceutica:Pó Liófilo P/ Injetável"
5166,Dobutamina Cloridrato,424713,"424713 - Dobutamina Cloridrato, Concentração:50 MG/ML, Forma Farmaceutica:Solução Injetável"
5166,Dobutamina Cloridrato,307169,"307169 - Dobutamina Cloridrato, Dosagem:2 MG/ML, Forma Farmacêutica:Solução Injetável"
5166,Dobutamina Cloridrato,293657,"293657 - Dobutamina Cloridrato, Dosagem:1 MG/ML, Apresentação:Solução Injetável"
5166,Dobutamina Cloridrato,272190,"272190 - Dobutamina Cloridrato, Dosagem:25 MG/ML, Apresentação:Solução Injetável"
5166,Dobutamina Cloridrato,268446,"268446 - Dobutamina Cloridrato, Dosagem:12,5 MG/ML, Indicação:Injetável"
5168,Doxorrubicina Cloridrato,429928,"429928 - Doxorrubicina Cloridrato, Concentração:2 MG/ML, Forma Farmacêutica:Solução Injetável"
5168,Doxorrubicina Cloridrato,323260,"323260 - Doxorrubicina Cloridrato, Dosagem:2 MG/ML, Indicação:Injetável, Característica Adicionais:Lipossomal Peguilado"
5168,Doxorrubicina Cloridrato,268451,"268451 - Doxorrubicina Cloridrato, Dosagem:50 MG, Indicação:Injetável"
5168,Doxorrubicina Cloridrato,268450,"268450 - Doxorrubicina Cloridrato, Dosagem:10 MG, Indicação:Injetável"
5172,Esmolol Cloridrato,272194,"272194 - Esmolol Cloridrato, Dosagem:10 MG/ML, Indicação:Injetável"
5172,Esmolol Cloridrato,272193,"272193 - Esmolol Cloridrato, Dosagem:250 MG/ML, Indicação:Injetável"
5174,Etilefrina Cloridrato,272201,"272201 - Etilefrina Cloridrato, Composição:7,5mg/Ml, Apresentação:Solução Oral - Gotas"
5174,Etilefrina Cloridrato,272200,"272200 - Etilefrina Cloridrato, Composição:5mg"
5174,Etilefrina Cloridrato,272198,"272198 - Etilefrina Cloridrato, Composição:10mg/Ml, Apresentação:Injetável"
5178,Fenilefrina Cloridrato,456160,"456160 - Fenilefrina Cloridrato, Composição:Associado À Tropicamida, Concentraçao:2,5% + 0,5%, Forma Farmaceutica:Solução Oftálmica, Característica Adicional:Formulação Especialmente Manipulada"
5178,Fenilefrina Cloridrato,413648,"413648 - Fenilefrina Cloridrato, Concentraçao:25 MG/ML, Forma Farmaceutica:Solução Oftálmica, Característica Adicional:Formulação Especialmente Manipulada"
5178,Fenilefrina Cloridrato,393937,"393937 - Fenilefrina Cloridrato, Composição:Associada À Bronfeniramina, Concentraçao:1 Mg + 0,8 MG/ML, Forma Farmaceutica:Elixir"
5178,Fenilefrina Cloridrato,393936,"393936 - Fenilefrina Cloridrato, Composição:Associada À Bronfeniramina, Concentraçao:2,5mg + 2 MG/ML, Forma Farmaceutica:Solução Oral - Gotas"
5178,Fenilefrina Cloridrato,393935,"393935 - Fenilefrina Cloridrato, Composição:Associada À Bronfeniramina, Concentraçao:15 Mg + 12 MG, Forma Farmaceutica:Liberação Prolongada"
5178,Fenilefrina Cloridrato,319763,"319763 - Fenilefrina Cloridrato, Composição:Associada À Bronfeniramina, Dosagem:1mg + 0,4 MG/ML, Forma Farmacêutica:Xarope"
5178,Fenilefrina Cloridrato,274573,"274573 - Fenilefrina Cloridrato, Concentração:10mg/Ml, Indicação:Injetável"
5178,Fenilefrina Cloridrato,271792,"271792 - Fenilefrina Cloridrato, Apresentação:Associada Com Bronfeniramina, Concentração:5mg + 4mg"
5178,Fenilefrina Cloridrato,271790,"271790 - Fenilefrina Cloridrato, Concentração:10%, Indicação:Solução Oftálmica"
5186,Fexofenadina,389637,"389637 - Fexofenadina, Concentração:6 MG/ML, Forma Farmaceutica:Suspensão Oral"
5186,Fexofenadina,270799,"270799 - Fexofenadina, Dosagem:180mg"
5186,Fexofenadina,270798,"270798 - Fexofenadina, Dosagem:120mg"
5186,Fexofenadina,270796,"270796 - Fexofenadina, Composição:Associada À Pseudoefedrina, Dosagem:60mg + 120mg, Apresentação:Ação Prolongada"
5186,Fexofenadina,270795,"270795 - Fexofenadina, Dosagem:60mg"
5187,Rifabutina,381288,"381288 - Rifabutina, Concentração:150 MG"
5189,Gencitabina Cloridrato,270431,"270431 - Gencitabina Cloridrato, Dosagem:200mg, Tipo Uso:Injetável"
5189,Gencitabina Cloridrato,270430,"270430 - Gencitabina Cloridrato, Dosagem:1g, Tipo Uso:Injetável"
5190,Gonadorrelina,414766,"414766 - Gonadorrelina, Concentração:0,1 MG/ML, Forma Farmaceutica:Solução Injetável"
5191,Lisozima,311423,"311423 - Lisozima, Composição:Lactoferrina, Lactoperoxidase, Glicose Oxidase, Outros Componentes:C/ Xilitol, S/ Álcool E Sacarina, Forma Farmacêutica:Solução Bucal"
5191,Lisozima,310212,"310212 - Lisozima, Composição:+ Lactoferrina + Lactoperoxidase + Glicose Oxidase, Outros Componentes:C/ Xilitol, S/ Álcool E Sacarina, Forma Farmacêutica:Gel Umidificante Oral"
5191,Lisozima,272302,"272302 - Lisozima, Concentração:20mg/G, Uso:Pomada"
5195,Irinotecano Cloridrato,630392,"630392 - Irinotecano Cloridrato, Concentração:4,3 MG/ML, Forma Farmaceutica:Suspensão Injetável, Adicional:Liberação Prolongada"
5195,Irinotecano Cloridrato,294912,"294912 - Irinotecano Cloridrato, Dosagem:20 MG/ML, Forma Farmacêutica:Solução Injetável"
5197,Isotipendil Cloridrato,305238,"305238 - Isotipendil Cloridrato, Dosagem:7,5 MG/G, Forma Farmacêutica:Gel"
5199,Levobupivacaína Cloridrato,394026,"394026 - Levobupivacaína Cloridrato, Composição:Associada Com Epinefrina Bitartarato, Concentração:0,25% + 9,1mcg/Ml, Forma Farmacêutica:Solução Injetável"
5199,Levobupivacaína Cloridrato,305265,"305265 - Levobupivacaína Cloridrato, Composição:Associada Com Epinefrina Bitartarato, Concentração:0,75% + 9,1mcg/Ml, Forma Farmacêutica:Solução Injetável"
5199,Levobupivacaína Cloridrato,305264,"305264 - Levobupivacaína Cloridrato, Composição:Associada Com Epinefrina Bitartarato, Concentração:0,5% + 9,1mcg/Ml, Forma Farmacêutica:Solução Injetável"
5199,Levobupivacaína Cloridrato,288785,"288785 - Levobupivacaína Cloridrato, Dosagem:0,75% Sem Vasoconstritor, Apresentação:Injetável"
5199,Levobupivacaína Cloridrato,280627,"280627 - Levobupivacaína Cloridrato, Dosagem:0,25% S/Vasoconstritor, Apresentação:Injetável"
5199,Levobupivacaína Cloridrato,268472,"268472 - Levobupivacaína Cloridrato, Dosagem:0,5% Isobárica, Apresentação:Injetável"
5199,Levobupivacaína Cloridrato,268471,"268471 - Levobupivacaína Cloridrato, Dosagem:0,5% Sem Vasoconstritor, Apresentação:Injetável"
5200,Levomepromazina,268132,"268132 - Levomepromazina, Dosagem:5 MG/ML, Apresentação:Solução Injetável"
5200,Levomepromazina,268130,"268130 - Levomepromazina, Dosagem:40 MG/ML, Apresentação:Solução Oral"
5200,Levomepromazina,268129,"268129 - Levomepromazina, Dosagem:100 MG"
5200,Levomepromazina,268128,"268128 - Levomepromazina, Dosagem:25 MG"
5207,Desvenlafaxina,405899,"405899 - Desvenlafaxina, Composição:Sal Succinato, Concentração:100 MG, Forma Farmacêutica:Liberação Controlada"
5207,Desvenlafaxina,405898,"405898 - Desvenlafaxina, Composição:Sal Succinato, Concentração:50 MG, Forma Farmacêutica:Liberação Controlada"
5211,Minociclina Cloridrato,268163,"268163 - Minociclina Cloridrato, Dosagem:100 MG"
5212,Mitoxantrona Cloridrato,305293,"305293 - Mitoxantrona Cloridrato, Dosagem:2 Mg/Ml, Forma Farmacêutica:Solução Injetável"
5214,Nafazolina,395438,"395438 - Nafazolina, Composição:Associada À Mepiramina Maleato E D-Pantenol, Concentração:1 Mg + 0,2 Mg + 5 MG/ML, Forma Farmaceutica:Solução Nasal"
5214,Nafazolina,377417,"377417 - Nafazolina, Composição:Associada Ao Fenolssulfonato De Zinco, Concentração:0,525 Mg + 1,050 MG/ML, Forma Farmaceutica:Solução Oftálmica"
5214,Nafazolina,366914,"366914 - Nafazolina, Composição:Sal Cloridrato, Concentração:0,12 MG/ML, Forma Farmaceutica:Solução Oftálmica"
5214,Nafazolina,349403,"349403 - Nafazolina, Composição:Associada Ao Sulfato De Zinco, Ác. Bórico E Bórax, Concentração:0,15 Mg + 0,3 Mg + 15 Mg + 0,7 MG/ML, Forma Farmaceutica:Solução Oftálmica"
5214,Nafazolina,272411,"272411 - Nafazolina, Princípio Ativo:Assoc. Com Fenolsulfonato De Zinco E Berberina, Dosagem:0,5mg + 1mg + 0,025mg/Ml, Apresentação:Solução Oftálmica"
5214,Nafazolina,272410,"272410 - Nafazolina, Princípio Ativo:+ Acetonido De Fluocinolona,Neomicina E Sulf.Zinco, Dosagem:0,5mg + 0,25mg + 7mg + 4mg/Ml, Apresentação:Solução Oftálmica"
5214,Nafazolina,272408,"272408 - Nafazolina, Princípio Ativo:Associada Com Sulfato De Zinco, Dosagem:0,5mg + 2,5mg/Ml, Apresentação:Solução Oftálmica"
5214,Nafazolina,272407,"272407 - Nafazolina, Princípio Ativo:Associada Com Sulfato De Zinco, Dosagem:0,15mg + 0,3mg/Ml, Apresentação:Solução Oftálmica"
5214,Nafazolina,272406,"272406 - Nafazolina, Princípio Ativo:Associada Com Feniramina Maleato, Dosagem:0,25mg + 3mg/Ml, Apresentação:Solução Oftálmica"
5214,Nafazolina,272405,"272405 - Nafazolina, Princípio Ativo:Sal Nitrato, Dosagem:Solução 1:1000, Apresentação:Solução Nasal"
5214,Nafazolina,272402,"272402 - Nafazolina, Princípio Ativo:Associada So Cloreto De Benzalcônio, Dosagem:0,5mg + 0,1mg/Ml, Apresentação:Solução Nasal"
5214,Nafazolina,272401,"272401 - Nafazolina, Princípio Ativo:Associada Com Difenidramina, Dosagem:1mg + 0,5mg/Ml, Apresentação:Solução Nasal"
5214,Nafazolina,272400,"272400 - Nafazolina, Dosagem:0,5 MG/ML, Apresentação:Solução Nasal"
5216,Nalbufina Cloridrato,268501,"268501 - Nalbufina Cloridrato, Dosagem:10 MG/ML, Indicação:Solução Injetável"
5194,Imipramina,620668,"620668 - Imipramina, Composição:Associada À Fluoxetina E Topiramato, Concentração:50 Mg + 50 Mg + 50 MG, Adicional:Formulação Especialmente Manipulada"
5194,Imipramina,619091,"619091 - Imipramina, Concentração:5 MG/ML, Forma Farmacêutica:Solução Oral, Adicional:Formulação Especialmente Manipulada"
5194,Imipramina,396700,"396700 - Imipramina, Composição:Sal Pamoato, Concentração:150 MG"
5194,Imipramina,267294,"267294 - Imipramina, Princípio Ativo:Pamoato, Dosagem:75 MG"
5194,Imipramina,267293,"267293 - Imipramina, Princípio Ativo:Cloridrato, Dosagem:10 MG"
5194,Imipramina,267292,"267292 - Imipramina, Princípio Ativo:Cloridrato, Dosagem:25 MG"
5218,Naloxona Cloridrato,272326,"272326 - Naloxona Cloridrato, Dosagem:0,4 MG/ML, Apresentação:Solução Injetável"
5226,Petidina Cloridrato,272329,"272329 - Petidina Cloridrato, Dosagem:50 MG/ML, Apresentação:Solução Injetável"
5229,Prazosina Cloridrato,311639,"311639 - Prazosina Cloridrato, Dosagem:4 MG, Forma Farmacêutica:Liberação Lenta"
5229,Prazosina Cloridrato,311638,"311638 - Prazosina Cloridrato, Dosagem:2 MG, Forma Farmacêutica:Liberação Lenta"
5229,Prazosina Cloridrato,311637,"311637 - Prazosina Cloridrato, Dosagem:1 MG, Forma Farmacêutica:Liberação Lenta"
5231,Procaína Cloridrato,272358,"272358 - Procaína Cloridrato, Composição:Associada Com Fenol, Concentração:5% + 0,4%, Apresentação:Solução Otológica"
5235,Propranolol Cloridrato,630340,"630340 - Propranolol Cloridrato, Composição:Associado À Nortriptilina E Clonazepam, Concentração:40 Mg + 30 Mg + 2 MG, Característica Adicional:Formulação Especialmente Manipulada"
5235,Propranolol Cloridrato,627009,"627009 - Propranolol Cloridrato, Concentração:0,5 MG/ML, Forma Farmacêutica:Solução Oral, Característica Adicional:Formulação Especialmente Manipulada"
5235,Propranolol Cloridrato,600306,"600306 - Propranolol Cloridrato, Concentração:10 MG/ML, Forma Farmacêutica:Solução Oral, Característica Adicional:Formulação Especialmente Manipulada"
5235,Propranolol Cloridrato,465050,"465050 - Propranolol Cloridrato, Concentração:1 MG/ML, Forma Farmacêutica:Solução Oral, Característica Adicional:Formulação Especialmente Manipulada"
5235,Propranolol Cloridrato,367670,"367670 - Propranolol Cloridrato, Concentração:4 MG/ML, Forma Farmacêutica:Xarope, Característica Adicional:Formulação Especialmente Manipulada"
5235,Propranolol Cloridrato,348343,"348343 - Propranolol Cloridrato, Concentração:5 MG/ML, Forma Farmacêutica:Suspensão Oral, Característica Adicional:Formulação Especialmente Manipulada"
5235,Propranolol Cloridrato,292768,"292768 - Propranolol Cloridrato, Composição:Associado À Hidroclorotiazida, Concentração:80 Mg + 25 MG"
5235,Propranolol Cloridrato,292767,"292767 - Propranolol Cloridrato, Composição:Associado À Hidroclorotiazida, Concentração:80 Mg + 12,5 MG"
5235,Propranolol Cloridrato,292766,"292766 - Propranolol Cloridrato, Composição:Associado À Hidroclorotiazida, Concentração:80 Mg + 6,25 MG"
5235,Propranolol Cloridrato,292765,"292765 - Propranolol Cloridrato, Composição:Associado À Hidroclorotiazida, Concentração:40 Mg + 25 MG"
5235,Propranolol Cloridrato,292764,"292764 - Propranolol Cloridrato, Composição:Associado À Hidroclorotiazida, Concentração:40 Mg + 12,5 MG"
5235,Propranolol Cloridrato,292763,"292763 - Propranolol Cloridrato, Composição:Associado À Hidroclorotiazida, Concentração:40 Mg + 6,25 MG"
5235,Propranolol Cloridrato,273582,"273582 - Propranolol Cloridrato, Dosagem:1 MG/ML, Apresentação:Solução Injetável"
5235,Propranolol Cloridrato,267772,"267772 - Propranolol Cloridrato, Dosagem:40 MG"
5235,Propranolol Cloridrato,267771,"267771 - Propranolol Cloridrato, Dosagem:10 MG"
5235,Propranolol Cloridrato,267770,"267770 - Propranolol Cloridrato, Dosagem:80 MG"
5237,Protamina Cloridrato,272362,"272362 - Protamina Cloridrato, Concentração:1%, Apresentação:Solução Injetável"
5241,Ropivacaína Cloridrato,269470,"269470 - Ropivacaína Cloridrato, Dosagem:0,75%, Apresentação:Solução Injetável"
5241,Ropivacaína Cloridrato,269469,"269469 - Ropivacaína Cloridrato, Dosagem:0,2%, Apresentação:Solução Injetável"
5241,Ropivacaína Cloridrato,269468,"269468 - Ropivacaína Cloridrato, Dosagem:1%, Apresentação:Solução Injetável"
5251,Tioridazina Cloridrato,449028,"449028 - Tioridazina Cloridrato, Concentraçao:30 MG/ML, Forma Farmaceutica:Solução Oral"
5251,Tioridazina Cloridrato,448642,"448642 - Tioridazina Cloridrato, Concentraçao:200 MG, Características Adicionais 1:Liberação Prolongada"
5251,Tioridazina Cloridrato,273598,"273598 - Tioridazina Cloridrato, Concentração:10 MG"
5251,Tioridazina Cloridrato,273597,"273597 - Tioridazina Cloridrato, Concentração:25 MG"
5251,Tioridazina Cloridrato,272367,"272367 - Tioridazina Cloridrato, Concentração:100 MG"
5251,Tioridazina Cloridrato,272366,"272366 - Tioridazina Cloridrato, Concentração:50 MG"
5255,Triexifenidil,399065,"399065 - Triexifenidil, Composição:Sal Cloridrato, Concentração:2 MG"
5255,Triexifenidil,272852,"272852 - Triexifenidil, Dosagem:5 MG"
30364,Tiotepa,631120,"631120 - Tiotepa, Concentração:15 MG, Forma Farmacêutica:Pó Liófilo P/ Injetável"
5223,Oximetazolina Cloridrato,271648,"271648 - Oximetazolina Cloridrato, Dosagem:25 MG/ML, Apresentação:Solução Oftálmica"
5223,Oximetazolina Cloridrato,271647,"271647 - Oximetazolina Cloridrato, Dosagem:0,25 MG/ML, Apresentação:Solução Nasal Pediátrica, Uso:Gotas"
5223,Oximetazolina Cloridrato,271646,"271646 - Oximetazolina Cloridrato, Dosagem:0,50 MG/ML, Apresentação:Solução Nasal Adulto, Uso:Frasco Nebulizador"
5223,Oximetazolina Cloridrato,271645,"271645 - Oximetazolina Cloridrato, Dosagem:0,50 MG/ML, Apresentação:Solução Nasal Adulto, Uso:Gotas"
5254,Tramadol Cloridrato,309443,"309443 - Tramadol Cloridrato, Dosagem:200 MG"
5254,Tramadol Cloridrato,309442,"309442 - Tramadol Cloridrato, Dosagem:150 MG"
5254,Tramadol Cloridrato,309441,"309441 - Tramadol Cloridrato, Dosagem:100 MG"
5254,Tramadol Cloridrato,309440,"309440 - Tramadol Cloridrato, Dosagem:75 MG"
5254,Tramadol Cloridrato,309439,"309439 - Tramadol Cloridrato, Dosagem:200 MG, Forma Farmacêutica:Liberação Lenta"
5254,Tramadol Cloridrato,309438,"309438 - Tramadol Cloridrato, Dosagem:150 MG, Forma Farmacêutica:Liberação Lenta"
5254,Tramadol Cloridrato,309437,"309437 - Tramadol Cloridrato, Dosagem:100 MG, Forma Farmacêutica:Liberação Lenta"
5254,Tramadol Cloridrato,309436,"309436 - Tramadol Cloridrato, Dosagem:50 MG, Forma Farmacêutica:Liberação Lenta"
5254,Tramadol Cloridrato,292382,"292382 - Tramadol Cloridrato, Dosagem:50 MG/ML, Forma Farmacêutica:Solução Injetável"
5254,Tramadol Cloridrato,292380,"292380 - Tramadol Cloridrato, Dosagem:100 MG/ML, Forma Farmacêutica:Solução Oral- Gotas"
5254,Tramadol Cloridrato,292379,"292379 - Tramadol Cloridrato, Dosagem:50 MG/ML, Forma Farmacêutica:Solução Oral- Gotas"
5254,Tramadol Cloridrato,272122,"272122 - Tramadol Cloridrato, Dosagem:100 MG, Uso:Uso Retal"
5254,Tramadol Cloridrato,268534,"268534 - Tramadol Cloridrato, Dosagem:50 MG"
5238,Proximetacaína Cloridrato,269571,"269571 - Proximetacaína Cloridrato, Dosagem:0,5%, Indicação:Colírio"
5222,Oxibutinina Cloridrato,619655,"619655 - Oxibutinina Cloridrato, Concentração:2 MG/ML, Forma Farmaceutica:Solução Injetável Intravesical, Característica Adicional:Formulação Especialmente Manipulada"
5222,Oxibutinina Cloridrato,619633,"619633 - Oxibutinina Cloridrato, Concentração:1 MG/ML, Forma Farmaceutica:Solução Injetável Intravesical, Característica Adicional:Formulação Especialmente Manipulada"
5222,Oxibutinina Cloridrato,406015,"406015 - Oxibutinina Cloridrato, Concentração:1 MG/ML, Forma Farmaceutica:Solução Oral, Característica Adicional:Formulação Especialmente Manipulada"
5222,Oxibutinina Cloridrato,365444,"365444 - Oxibutinina Cloridrato, Concentração:5 MG, Forma Farmaceutica:Uso Retal"
5222,Oxibutinina Cloridrato,365443,"365443 - Oxibutinina Cloridrato, Concentração:1 MG/ML, Forma Farmaceutica:Solução Injetável"
5222,Oxibutinina Cloridrato,365442,"365442 - Oxibutinina Cloridrato, Concentração:0,5 MG/ML, Forma Farmaceutica:Solução Injetável"
5222,Oxibutinina Cloridrato,365441,"365441 - Oxibutinina Cloridrato, Concentração:10 MG, Forma Farmaceutica:Liberação Controlada"
5222,Oxibutinina Cloridrato,365440,"365440 - Oxibutinina Cloridrato, Concentração:5 MG, Forma Farmaceutica:Liberação Controlada"
5222,Oxibutinina Cloridrato,272328,"272328 - Oxibutinina Cloridrato, Dosagem:1 MG/ML, Tipo Medicamento:Xarope"
5222,Oxibutinina Cloridrato,272327,"272327 - Oxibutinina Cloridrato, Dosagem:5 MG"
5264,Panitumumabe,403033,"403033 - Panitumumabe, Concentração:20 MG/ML, Forma Farmacêutica:Solução Injetável"
5272,Cloroquina,630342,"630342 - Cloroquina, Composição:Vit. B1, Aceclofenaco, Akba, Composição Adicional:Esomeprazol, Furosemida, Deflazacorte, Concentração:100 Mg + 100 Mg + 80 MG, Concentração Adicional:50 Mg + 20 Mg + 6 Mg + 3,6 MG, Adicional:Formulação Especialmente Manipulada"
5272,Cloroquina,470254,"470254 - Cloroquina, Concentração:500 MG, Adicional:Formulação Especialmente Manipulada"
5272,Cloroquina,469786,"469786 - Cloroquina, Concentração:450 MG, Adicional:Formulação Especialmente Manipulada"
5272,Cloroquina,272780,"272780 - Cloroquina, Dosagem:150 MG"
5272,Cloroquina,272419,"272419 - Cloroquina, Dosagem:50 MG/ML, Tipo Medicamento:Solução Injetável"
5272,Cloroquina,272417,"272417 - Cloroquina, Dosagem:250 MG"
5275,Clorpromazina,340207,"340207 - Clorpromazina, Concentração:40 MG/ML, Forma Farmaceutica:Solução Oral - Gotas"
5275,Clorpromazina,268069,"268069 - Clorpromazina, Dosagem:5 MG/ML, Apresentação:Solução Injetável"
5275,Clorpromazina,267638,"267638 - Clorpromazina, Dosagem:100 MG"
5275,Clorpromazina,267635,"267635 - Clorpromazina, Dosagem:25 Mg"
5276,Clorpropamida,267641,"267641 - Clorpropamida, Dosagem:250 Mg"
5277,Clortalidona,274808,"274808 - Clortalidona, Dosagem:12,5 MG"
5277,Clortalidona,274497,"274497 - Clortalidona, Dosagem:25 MG"
5277,Clortalidona,272420,"272420 - Clortalidona, Dosagem:50 MG"
5278,Bilastina,485176,"485176 - Bilastina, Concentração:2,5 MG/ML, Forma Farmacêutica:Solução Oral"
5278,Bilastina,412840,"412840 - Bilastina, Concentração:20 MG"
5279,Clotrimazol,313186,"313186 - Clotrimazol, Apresentação:Associado Com Dexametasona Acetato, Dosagem:10 Mg + 0,4 MG/G, Forma Farmacêutica:Creme"
5279,Clotrimazol,272427,"272427 - Clotrimazol, Dosagem:10 MG/ML, Uso:Solução Tópica"
5279,Clotrimazol,272426,"272426 - Clotrimazol, Dosagem:20 MG/G, Uso:Creme Vaginal"
5279,Clotrimazol,272425,"272425 - Clotrimazol, Dosagem:10 MG/ML, Uso:Aerossol Tópico"
5279,Clotrimazol,272424,"272424 - Clotrimazol, Dosagem:10 MG/G, Uso:Creme Vaginal"
5279,Clotrimazol,272423,"272423 - Clotrimazol, Dosagem:10 MG/G, Uso:Creme"
5281,Cloxazolam,286631,"286631 - Cloxazolam, Dosagem:4 MG"
5281,Cloxazolam,267527,"267527 - Cloxazolam, Dosagem:2 MG"
5281,Cloxazolam,267526,"267526 - Cloxazolam, Dosagem:1 MG"
5284,Adapaleno,436603,"436603 - Adapaleno, Concentração:1 MG/G, Forma Farmacêutica:Gel"
5284,Adapaleno,389710,"389710 - Adapaleno, Concentração:3 MG/G, Forma Farmaceutica:Gel"
5331,Colagenase,396667,"396667 - Colagenase, Composição:Associada Ao Cloranfenicol, Concentraçao:0,3 Ui + 50 MG, Forma Farmaceutica:Óvulo Vaginal, Característica Adicional:C/ Dedeiras"
5331,Colagenase,270495,"270495 - Colagenase, Apresentação:Associada Com Cloranfenicol, Concentração:0,6ui + 1%, Uso:Pomada"
5331,Colagenase,270494,"270494 - Colagenase, Apresentação:Associada Com Cloranfenicol, Concentração:0,6ui + 1%, Uso:Pomada Vaginal + Aplicadores"
5331,Colagenase,268959,"268959 - Colagenase, Concentração:1,2ui/G, Uso:Pomada"
5331,Colagenase,268958,"268958 - Colagenase, Concentração:0,6ui/G, Uso:Pomada"
5340,Colchicina,284428,"284428 - Colchicina, Dosagem:1 MG"
