codigo_item,caracteristicas_ocds
636899,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""immediateContainer"",""nomeValorCaracteristica"":""seringa preenchida canetas aplicadoras""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tirzepatida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""15 MG/ML""}]"
632290,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""immediateContainer"",""nomeValorCaracteristica"":""seringa preenchida canetas aplicadoras""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tirzepatida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
632289,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""immediateContainer"",""nomeValorCaracteristica"":""seringa preenchida canetas aplicadoras""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tirzepatida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG/ML""}]"
632410,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Isoleucina.""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG/ML""}]"
465033,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2.5 MG/ML""}]"
448857,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Suspensão Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
438421,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG/ML""}]"
433723,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol; Uréia, Óleo Amêndoas""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.02 + 0.15 + 0.1""}]"
386336,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG/ML""}]"
271116,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2 MG/ML""}]"
271115,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
267662,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""150 MG""}]"
267661,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluconazol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG""}]"
332989,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludarabina Fosfato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
268509,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludarabina Fosfato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
315483,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida; Neomicina Sulfato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.125 MG + 3.5 MG/G""}]"
283361,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida; Clioquinol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.125 MG + 30 MG/G""}]"
283360,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Loção Emulsionada Frasco Spray""},{""nomeCaracteristica"":""immediateContainer"",""nomeValorCaracteristica"":""frasco spray""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG/ML""}]"
283359,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Loção Emulsionada Frasco Gotejador""},{""nomeCaracteristica"":""immediateContainer"",""nomeValorCaracteristica"":""frasco gotejador""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.5 MG/ML""}]"
283358,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Curativo Oclusivo""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""4 MCG""}]"
283357,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Pomada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.125 MG/G""}]"
283356,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Creme""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fludroxicortida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.125 MG/G""}]"
268510,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flumazenil""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.1 MG/ML""}]"
363778,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flunitrazepam""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2 MG""}]"
272931,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flunitrazepam""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG""}]"
448704,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Estéril""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoresceína""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG""}]"
272949,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoresceína""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.2""}]"
272948,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoresceína""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.1""}]"
272947,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoresceína""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.25""}]"
272945,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoresceína""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.02""}]"
272944,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoresceína""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.01""}]"
428105,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Bucal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.002""}]"
428104,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Gel Tixotrópico""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.02""}]"
428103,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Gel Tixotrópico""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.02""}]"
428102,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Gel Tixotrópico""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.0123""}]"
428101,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Gel Tixotrópico""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.0123""}]"
428100,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Espuma""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.0123""}]"
428099,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Espuma""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.0123""}]"
301906,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Bucal""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoreto De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5e-04""}]"
395719,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoxetina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""60 MG""}]"
305464,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoxetina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
279292,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoxetina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""4 MG/ML""}]"
277513,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral, Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoxetina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG/ML""}]"
273009,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fluoxetina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG""}]"
273011,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flurazepam""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""30 MG""}]"
268177,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flutamida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""250 MG""}]"
602271,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Adesivo Transdérmico""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flurbiprofeno""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""40 MG""}]"
444167,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flurbiprofeno""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""8.75 MG""}]"
273012,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Flurbiprofeno""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.3 MG/ML""}]"
621997,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Pomada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Lanolina""}]"
479219,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Pomada Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Lanolina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.3""}]"
416399,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Pomada""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Lanolina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.025""}]"
350109,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Foscarnete Sódico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""24 MG/ML""}]"
415509,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Tafluprosta""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""15 MCG/ML""}]"
382939,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Pó Liófilo P/ Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Decitabina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG""}]"
273024,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosinopril; Hidroclorotiazida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG + 12.5 MG""}]"
273023,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosinopril""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG""}]"
268862,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosinopril""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG""}]"
632413,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Valina.""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""100 MG/ML""}]"
639103,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Talco; Pó, Granulometria Específica, Estéril""}]"
622318,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; O Fosfato De Potássio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""298 MG + 45 MG""}]"
620851,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; Dibásico, Fosfato Potássio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""130 MG + 852 MG + 155 MG""}]"
619631,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; Dibásico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.05 MG/ML""}]"
473623,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; Dibásico, Fosfato Potássio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""30 MG + 852 MG + 155 MG""}]"
464229,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; O Ácido Ortofosfórico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""135 MG/ML + 58.5 MG/ML""}]"
464162,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; O Fosfato De Potássio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""400 MG + 155 MG""}]"
464157,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; O Fosfato De Potássio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""800 MG + 310 MG""}]"
445034,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; Dibásico, Monobásico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""58.6 MG/ML + 11.55 MG/ML""}]"
364389,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; Fosfato, Fosfato Dibásico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.48 + 0.18""}]"
335088,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Especialmente Manipulado""},{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio; Dibásico, Ácido Cítrico, Glicerina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.07 + 0.121 + 0.14""}]"
267328,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Enema""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Fosfato De Sódio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.16 + 0.06""}]"
340128,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oftálmica""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cetotifeno; Fumarato""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.345 MG/ML""}]"
271127,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Liberação Lenta""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cetotifeno; Fumarato Ácido""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2 MG""}]"
271126,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cetotifeno; Fumarato Ácido""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG""}]"
271125,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral - Gotas""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cetotifeno; Fumarato Ácido""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG/ML""}]"
271124,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Cetotifeno; Fumarato Ácido""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.2 MG/ML""}]"
479547,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""20 MG/ML""}]"
464305,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2.5 MG/ML""}]"
462252,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Uso Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
438434,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""4 MG/ML""}]"
427589,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""2 MG/ML""}]"
367666,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
367510,"[{""nomeCaracteristica"":""dosageForm"",""nomeValorCaracteristica"":""Xarope""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG/ML""}]"
367508,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""5 MG/ML""}]"
292732,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida; Cloreto De Potássio""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""40 MG + 100 MG""}]"
269390,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Oral""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
267666,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""10 MG/ML""}]"
267663,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Furosemida""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""40 MG""}]"
330115,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Pó Liófilo P/ Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Ganciclovir Sódico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""500 MG""}]"
330114,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Ganciclovir Sódico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""50 MG/ML""}]"
330113,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Solução Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Ganciclovir Sódico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""1 MG/ML""}]"
268458,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Ganciclovir Sódico""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""250 MG""}]"
267088,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Genfibrozila""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""600 MG""}]"
267087,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Genfibrozila""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""900 MG""}]"
479356,"[{""nomeCaracteristica"":""administrationRoute"",""nomeValorCaracteristica"":""Pó Liófilo P/ Injetável""},{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Gentuzumabe Ozogamicina""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""4.5 G""}]"
389802,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Gestodeno; O Etinilestradiol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.06 MG + 0.015 MG""}]"
332795,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Gestodeno; O Etinilestradiol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.075 MG + 0.03 MG""}]"
332794,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Gestodeno; O Etinilestradiol""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""0.075 MG + 0.02 MG""}]"
383754,"[{""nomeCaracteristica"":""activeIngredients"",""nomeValorCaracteristica"":""Gemifloxacino""},{""nomeCaracteristica"":""strengthValue"",""nomeValorCaracteristica"":""320 MG""}]"
