numeroControlePNCPCompra,numeroItem,endpoint,sequencialResultado,situacaoCompraItemResultadoId,situacaoCompraItemResultadoNome,dataInclusao,dataAtualizacao,niFornecedor,nomeRazaoSocialFornecedor,tipoPessoa,porteFornecedorId,porteFornecedorNome,naturezaJuridicaId,naturezaJuridicaNome,codigoPais,quantidadeHomologada,valorUnitarioHomologado,valorTotalHomologado,percentualDesconto,paisOrigemProdutoServico.id,paisOrigemProdutoServico.nome,moedaEstrangeira.id,moedaEstrangeira.simbolo,moedaEstrangeira.nome,timezoneCotacaoMoedaEstrangeira,valorNominalMoedaEstrangeira,dataCotacaoMoedaEstrangeira,aplicacaoMargemPreferencia,amparoLegalMargemPreferencia.id,amparoLegalMargemPreferencia.nome,amparoLegalMargemPreferencia.descricao,amparoLegalMargemPreferencia.statusAtivo,aplicacaoBeneficioMeEpp,aplicacaoCriterioDesempate,amparoLegalCriterioDesempate.id,amparoLegalCriterioDesempate.nome,amparoLegalCriterioDesempate.descricao,amparoLegalCriterioDesempate.statusAtivo,indicadorSubcontratacao,ordemClassificacaoSrp,dataResultado,dataCancelamento,motivoCancelamento,moedaEstrangeira,amparoLegalMargemPreferencia,amparoLegalCriterioDesempate,paisOrigemProdutoServico,dataResultado_ocds
18140764000148-1-000015/2024,3,https://pncp.gov.br/api/pncp/v1/orgaos/18140764000148/compras/2024/15/itens/3/resultados,1,1,Informado,2024-04-30T12:05:44,2024-04-30T12:05:44,45293736000133,ATUAL COMERCIO ATACADISTA DE PRODUTOS PARA A SAUDE,PJ,1,ME,,,BRA,760.0,5.1,3876.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/1/resultados,1,1,Informado,2025-02-04T09:06:34,2025-02-04T09:06:34,06628333000146,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,PJ,3,Demais,,,BRA,1600.0,6.0,9600.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,2,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/2/resultados,1,1,Informado,2025-02-04T09:06:37,2025-02-04T09:06:37,15218561000139,"NNMED - DISTRIBUICAO, IMPORTACAO E EXPORTACAO DE MEDICAMENTOS LTDA",PJ,3,Demais,,,BRA,1000.0,3.9,3900.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/3/resultados,1,1,Informado,2025-02-04T09:06:39,2025-02-04T09:06:39,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,50.0,6.65,332.5,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/4/resultados,1,1,Informado,2025-02-04T09:06:42,2025-02-04T09:06:42,26436406000105,CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,PJ,3,Demais,,,BRA,1600.0,3.9,6240.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,5,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/5/resultados,1,1,Informado,2025-02-04T09:06:45,2025-02-04T09:06:45,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,PJ,3,Demais,,,BRA,50.0,32.0,1600.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,6,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/6/resultados,1,1,Informado,2025-02-04T09:06:47,2025-02-04T09:06:47,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,500.0,3.99,1995.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,7,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/7/resultados,1,1,Informado,2025-02-04T09:06:50,2025-02-04T09:06:50,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,18000.0,4.25,76500.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,8,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/8/resultados,1,1,Informado,2025-02-04T09:06:53,2025-02-04T09:06:53,08778201000126,DROGAFONTE LTDA,PJ,3,Demais,,,BRA,400.0,7.99,3196.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,9,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/9/resultados,1,1,Informado,2025-02-04T09:06:56,2025-02-04T09:06:56,02977362000162,A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,PJ,2,EPP,,,BRA,800.0,13.95,11160.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001128/2024,10,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1128/itens/10/resultados,1,1,Informado,2025-02-04T09:06:58,2025-02-04T09:06:58,26436406000105,CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,PJ,3,Demais,,,BRA,500.0,16.53,8265.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001133/2024,4,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1133/itens/4/resultados,1,1,Informado,2025-02-05T08:48:40,2025-02-05T08:48:40,51427701000142,HPTL MATERIAL HOSPITALAR LTDA,PJ,1,ME,,,BRA,120.0,6.5,780.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001134/2024,1,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1134/itens/1/resultados,1,1,Informado,2025-02-05T08:52:20,2025-02-05T08:52:20,34236576000174,SUPREMA DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MEDICO HOSPITALAR LTDA,PJ,1,ME,,,BRA,100.0,9.2,920.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
08778268000160-1-001134/2024,3,https://pncp.gov.br/api/pncp/v1/orgaos/08778268000160/compras/2024/1134/itens/3/resultados,1,1,Informado,2025-02-05T08:52:28,2025-02-05T08:52:28,34236576000174,SUPREMA DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MEDICO HOSPITALAR LTDA,PJ,1,ME,,,BRA,100.0,10.9,1090.0,0.0,,,,,,,,,False,,,,,False,False,,,,,False,1.0,1900-01-01,,,,,,,
